topic_words3,Isamaa,Reformierakond,difference
arengufond arengufondi arengufondis,0.0204081632653061,0.0403800475059382,-97.86223277909741
kohtunike kohtususteem kohtuniku,0.010204081632653,0.0237529691211401,-132.7790973871744
pensionifondide pensionifondid fondid,0.010204081632653,0.0213776722090261,-109.50118764845702
moisteid moiste moisted,0.010204081632653,0.0190023752969121,-86.22327790973972
teenuseid teenused teenust,0.010204081632653,0.0190023752969121,-86.22327790973972
kaitseliit kaitseliidule kaitseliidu,0.010204081632653,0.0166270783847981,-62.94536817102235
huvigruppe huvigruppide kaasatud,0.010204081632653,0.014251781472684,-39.66745843230404
tulumaksuvaba maksususteemi tulumaksu,0.010204081632653,0.014251781472684,-39.66745843230404
teadus teaduse arendustegevuse,0.010204081632653,0.01187648456057,-16.3895486935867
riigikontrolli auditi auditit,0.010204081632653,0.01187648456057,-16.3895486935867
valimisea valimisiga valimisoiguse,0.010204081632653,0.01187648456057,-16.3895486935867
kinnisasja maad maa,0.010204081632653,0.009501187648456,6.888361045130637
valispoliitika valispoliitikas diplomaatia,0.010204081632653,0.009501187648456,6.888361045130637
toovoimereformi toovoimega toovoimereform,0.010204081632653,0.009501187648456,6.888361045130637
uliopilased uliopilastele uliopilaste,0.010204081632653,0.007125890736342,30.16627078384798
pollumeestele pollumehi pollumehed,0.010204081632653,0.007125890736342,30.16627078384798
opositsioonis koalitsiooni opositsiooni,0.010204081632653,0.007125890736342,30.16627078384798
palgatousu opetajate palgatous,0.010204081632653,0.007125890736342,30.16627078384798
soita jalakaija konniteel,0.010204081632653,0.007125890736342,30.16627078384798
erimargistatud kutust kutuse,0.010204081632653,0.007125890736342,30.16627078384798
valimisliitude volikogusse volikokku,0.010204081632653,0.007125890736342,30.16627078384798
volakirjade keskpank volakirju,0.010204081632653,0.004750593824228,53.44418052256532
riigipalgaliste riigisektoris koondada,0.010204081632653,0.004750593824228,53.44418052256532
jarviku jarvik maaeluministri,0.010204081632653,0.004750593824228,53.44418052256532
taanis saksamaal hollandis,0.010204081632653,0.004750593824228,53.44418052256532
eriarstide eriarstiabi eriarsti,0.010204081632653,0.004750593824228,53.44418052256532
palgalohe soolist meeste,0.010204081632653,0.004750593824228,53.44418052256532
eelarves riigieelarves reservist,0.010204081632653,0.004750593824228,53.44418052256532
inimarengu aruanne aruandes,0.010204081632653,0.004750593824228,53.44418052256532
kutsehariduse kutseharidus kutsehariduses,0.010204081632653,0.004750593824228,53.44418052256532
maksuamet tolliamet tolliameti,0.010204081632653,0.004750593824228,53.44418052256532
kantsler kantsleri riigisekretar,0.010204081632653,0.002375296912114,76.72209026128266
kaibemaksu kaibemaks kaibemaksumaara,0.010204081632653,0.002375296912114,76.72209026128266
tootuna arvele ariuhingu,0.010204081632653,0.002375296912114,76.72209026128266
jaatmeid liigiti prugi,0.010204081632653,0.002375296912114,76.72209026128266
pagulasi pagulased pagulaste,0.0306122448979591,0.014251781472684,53.44418052256547
slovakkia ungari portugal,0.0204081632653061,0.007125890736342,65.08313539192416
koolis kooli opilased,0.0306122448979591,0.01187648456057,61.20348376880456
piirilepingu piirileping piirilepingut,0.0204081632653061,0.004750593824228,76.72209026128279
tooandja tervisesse maksuvabalt,0.0204081632653061,0.004750593824228,76.72209026128279
eripensioni valjateenitud staazi,0.0204081632653061,0.002375296912114,88.36104513064139
kasvavad tuleval kasv,0.0204081632653061,0.002375296912114,88.36104513064139
oigusloome oigusloomes oiguspoliitika,0.0204081632653061,0.002375296912114,88.36104513064139
pohiseadusega riigikohus oiguskantsler,0.0306122448979591,0.007125890736342,76.72209026128274
sigade katku katk,0.0306122448979591,0.002375296912114,92.24069675376091
ametiuhingute tooandjate keskliit,0.0306122448979591,0.004750593824228,84.48139350752183
