topic_words3,EKRE,Fraktsioonitud,difference
sigade katku katk,0.0151515151515151,0.0375335120643431,-147.7211796246653
untso missioonide liikmesusest,0.0016835016835016,0.0160857908847185,-855.4959785523263
palgalohe soolist meeste,0.0067340067340067,0.0214477211796246,-218.49865951742692
huvigruppe huvigruppide kaasatud,0.005050505050505,0.0187667560321715,-271.5817694369994
suuria euroopasse turgis,0.0033670033670033,0.0160857908847185,-377.7479892761489
vabatahtlike komandode paasteameti,0.0016835016835016,0.0134048257372654,-696.2466487936043
terviseandmed isikuandmeid terviseandmeid,0.0016835016835016,0.0134048257372654,-696.2466487936043
eriarstide eriarstiabi eriarsti,0.0067340067340067,0.0187667560321715,-178.6863270777482
prokuratuur prokuratuuri prokuror,0.0033670033670033,0.0134048257372654,-298.12332439679034
elektri elektrit taastuvenergia,0.0033670033670033,0.0134048257372654,-298.12332439679034
aasia aasias saatkonna,0.0016835016835016,0.0107238605898123,-536.9973190348823
arengufond arengufondi arengufondis,0.0016835016835016,0.0107238605898123,-536.9973190348823
metsa metsade mets,0.0016835016835016,0.0107238605898123,-536.9973190348823
miili baasvorgu lairiba,0.0016835016835016,0.0107238605898123,-536.9973190348823
joustumine joustuma joustada,0.005050505050505,0.0134048257372654,-165.4155495978576
teadus teaduse arendustegevuse,0.0033670033670033,0.0107238605898123,-218.49865951743163
riigipalgaliste riigisektoris koondada,0.0016835016835016,0.0080428954423592,-377.7479892761602
korterid kortereid korterit,0.0016835016835016,0.0080428954423592,-377.7479892761602
tooandja tervisesse maksuvabalt,0.0016835016835016,0.0080428954423592,-377.7479892761602
krimmi agressiooni ukraina,0.0151515151515151,0.0241286863270777,-59.24932975871337
lapsetoetust lapsetoetus lapsetoetuse,0.0033670033670033,0.0080428954423592,-138.873994638073
korrata stenogrammist vabandan,0.0016835016835016,0.0053619302949061,-218.49865951743817
kodualuse maamaksu maamaksust,0.0016835016835016,0.0053619302949061,-218.49865951743817
hadaolukorda eriolukord eriolukorra,0.0016835016835016,0.0053619302949061,-218.49865951743817
ooteala piiriuletuse piiripunkti,0.0016835016835016,0.0053619302949061,-218.49865951743817
psuhhiaatri alaealine psuhhiaatrilist,0.0016835016835016,0.0053619302949061,-218.49865951743817
otsevalimise presidenti presidendi,0.0117845117845117,0.0187667560321715,-59.2493297587136
taanis saksamaal hollandis,0.0101010101010101,0.0160857908847185,-59.24932975871315
direktiivi direktiiv ulevotmise,0.0084175084175084,0.0134048257372654,-59.24932975871329
annetused annetusi annetuste,0.0067340067340067,0.0107238605898123,-59.24932975871345
soita jalakaija konniteel,0.0067340067340067,0.0107238605898123,-59.24932975871345
estonian air airi,0.005050505050505,0.0080428954423592,-59.24932975871374
inflatsiooni inflatsioon hinnatous,0.0033670033670033,0.0053619302949061,-59.24932975871435
abielu kooselu samasooliste,0.0033670033670033,0.0053619302949061,-59.24932975871435
toonadalal istungid taiendaval,0.0033670033670033,0.0053619302949061,-59.24932975871435
arengukavad arengukavade pohialuste,0.0033670033670033,0.0053619302949061,-59.24932975871435
eelarvele kulude riigieelarvele,0.0033670033670033,0.0053619302949061,-59.24932975871435
alkoholi kange lahja,0.0084175084175084,0.0107238605898123,-27.399463806970388
tulumaksuvaba maksususteemi tulumaksu,0.0134680134680134,0.0160857908847185,-19.43699731903546
pensioni pension sammas,0.0016835016835016,0.002680965147453,-59.249329758716094
tapsustatakse ajakohastatakse nouete,0.0016835016835016,0.002680965147453,-59.249329758716094
pensioniiga pensioniea eluiga,0.0016835016835016,0.002680965147453,-59.249329758716094
volitust kaasuses jarvik,0.0016835016835016,0.002680965147453,-59.249329758716094
relva relvade relvaluba,0.0016835016835016,0.002680965147453,-59.249329758716094
kantsler kantsleri riigisekretar,0.0016835016835016,0.002680965147453,-59.249329758716094
majandusaasta koondaruanne raamatupidamise,0.0016835016835016,0.002680965147453,-59.249329758716094
kasvavad tuleval kasv,0.0016835016835016,0.002680965147453,-59.249329758716094
kusimusena tahtsa tahtsusega,0.0016835016835016,0.002680965147453,-59.249329758716094
kauguhendus avaksite ettekandjalt,0.0016835016835016,0.002680965147453,-59.249329758716094
