topic_words3,EKRE,Eesti Vabaerakonna fraktsioon,difference
valimisliitude volikogusse volikokku,0.0185185185185185,0.1265432098765432,-583.3333333333338
teadus teaduse arendustegevuse,0.0033670033670033,0.0493827160493827,-1366.6666666666952
joustumine joustuma joustada,0.005050505050505,0.0185185185185185,-266.66666666667
arengukavad arengukavade pohialuste,0.0033670033670033,0.015432098765432,-358.33333333333957
koneleja konsensuslikud repliigi,0.0016835016835016,0.0123456790123456,-633.3333333333651
kantsler kantsleri riigisekretar,0.0016835016835016,0.0092592592592592,-450.0000000000238
arengufond arengufondi arengufondis,0.0016835016835016,0.0092592592592592,-450.0000000000238
terviseandmed isikuandmeid terviseandmeid,0.0016835016835016,0.0092592592592592,-450.0000000000238
opositsiooni koalitsioonil opositsioonil,0.0016835016835016,0.0092592592592592,-450.0000000000238
abielu kooselu samasooliste,0.0033670033670033,0.0092592592592592,-175.0000000000037
katteallikas katteallikaid katteallikat,0.0101010101010101,0.0185185185185185,-83.33333333333317
untso missioonide liikmesusest,0.0016835016835016,0.0061728395061728,-266.6666666666825
vabatahtlike komandode paasteameti,0.0016835016835016,0.0061728395061728,-266.6666666666825
hadaolukorda eriolukord eriolukorra,0.0016835016835016,0.0061728395061728,-266.6666666666825
tulumaksuvaba maksususteemi tulumaksu,0.0134680134680134,0.0216049382716049,-60.41666666666718
koolis kooli opilased,0.0269360269360269,0.037037037037037,-37.50000000000004
huvigruppe huvigruppide kaasatud,0.005050505050505,0.0092592592592592,-83.333333333334
eelarvele kulude riigieelarvele,0.0033670033670033,0.0061728395061728,-83.33333333333582
elektri elektrit taastuvenergia,0.0033670033670033,0.0061728395061728,-83.33333333333582
hanke hankija riigihangete,0.0033670033670033,0.0061728395061728,-83.33333333333582
iive sundimus iibe,0.0033670033670033,0.0061728395061728,-83.33333333333582
toonadalal istungid taiendaval,0.0033670033670033,0.0061728395061728,-83.33333333333582
palgatousu opetajate palgatous,0.0084175084175084,0.0123456790123456,-46.66666666666603
eriarstide eriarstiabi eriarsti,0.0067340067340067,0.0092592592592592,-37.49999999999981
pealinnast tallinnast viljandisse,0.0067340067340067,0.0092592592592592,-37.49999999999981
korrata stenogrammist vabandan,0.0016835016835016,0.0030864197530864,-83.33333333334126
pensionitous pensionitousu pension,0.0016835016835016,0.0030864197530864,-83.33333333334126
psuhhiaatri alaealine psuhhiaatrilist,0.0016835016835016,0.0030864197530864,-83.33333333334126
tapsustatakse ajakohastatakse nouete,0.0016835016835016,0.0030864197530864,-83.33333333334126
kaitsekulud kaitsekulutused kaitsekulude,0.0016835016835016,0.0030864197530864,-83.33333333334126
reklaami reklaam alkoholireklaam,0.0016835016835016,0.0030864197530864,-83.33333333334126
konkurss konkursi konkurssi,0.0016835016835016,0.0030864197530864,-83.33333333334126
