topic_words3,Reformierakond,Sotsiaaldemokraadid,difference
palgalohe soolist meeste,0.004750593824228,0.075187969924812,-1482.706766917302
psuhhiaatri alaealine psuhhiaatrilist,0.004750593824228,0.0413533834586466,-770.4887218045161
elektri elektrit taastuvenergia,0.007125890736342,0.0338345864661654,-374.8120300751906
terviseandmed isikuandmeid terviseandmeid,0.002375296912114,0.018796992481203,-691.3533834586509
vagivalla naistevastase perevagivalla,0.002375296912114,0.018796992481203,-691.3533834586509
abielu kooselu samasooliste,0.002375296912114,0.018796992481203,-691.3533834586509
elatisraha elatisabi elatise,0.009501187648456,0.0263157894736842,-176.97368421052784
erimargistatud kutust kutuse,0.007125890736342,0.0225563909774436,-216.5413533834604
joustumine joustuma joustada,0.014251781472684,0.0300751879699248,-111.02756892230697
pohiseadusega riigikohus oiguskantsler,0.007125890736342,0.018796992481203,-163.78446115288367
pollumeestele pollumehi pollumehed,0.007125890736342,0.018796992481203,-163.78446115288367
jaatmeid liigiti prugi,0.002375296912114,0.0112781954887218,-374.81203007519065
koolis kooli opilased,0.01187648456057,0.0225563909774436,-89.92481203007627
pensioni pension sammas,0.007125890736342,0.0150375939849624,-111.02756892230697
tooandja tervisesse maksuvabalt,0.004750593824228,0.0112781954887218,-137.4060150375953
deklaratsiooni deklaratsioone deklaratsioonis,0.002375296912114,0.0075187969924812,-216.5413533834604
elamisluba elamisloa viisa,0.002375296912114,0.0075187969924812,-216.5413533834604
korteriuhistu korteriomanike korteriuhistute,0.002375296912114,0.0075187969924812,-216.5413533834604
sigade katku katk,0.002375296912114,0.0075187969924812,-216.5413533834604
alkoholi kange lahja,0.014251781472684,0.0225563909774436,-58.270676691730216
koolilouna koolitoidu koolitoit,0.007125890736342,0.0112781954887218,-58.270676691730216
valimisliitude volikogusse volikokku,0.007125890736342,0.0112781954887218,-58.270676691730216
kulukuse krediidi kiirlaenude,0.014251781472684,0.018796992481203,-31.892230576441843
maksuamet tolliamet tolliameti,0.004750593824228,0.0075187969924812,-58.2706766917302
riigiloivude riigiloivud riigiloivu,0.004750593824228,0.0075187969924812,-58.2706766917302
katteallikas katteallikaid katteallikat,0.004750593824228,0.0075187969924812,-58.2706766917302
kaasne lisakulutusi riigieelarvele,0.01187648456057,0.0150375939849624,-26.61654135338417
iive sundimus iibe,0.002375296912114,0.0037593984962406,-58.2706766917302
korterid kortereid korterit,0.002375296912114,0.0037593984962406,-58.2706766917302
piirikontrolli schengeni valispiiri,0.002375296912114,0.0037593984962406,-58.2706766917302
tarbijakaitse amet ametile,0.002375296912114,0.0037593984962406,-58.2706766917302
metsa metsade mets,0.002375296912114,0.0037593984962406,-58.2706766917302
ajakirjandus ajakirjanduse ajakirjandust,0.002375296912114,0.0037593984962406,-58.2706766917302
fie fuusilisest isikust,0.002375296912114,0.0037593984962406,-58.2706766917302
kasvavad tuleval kasv,0.002375296912114,0.0037593984962406,-58.2706766917302
oigusloome oigusloomes oiguspoliitika,0.002375296912114,0.0037593984962406,-58.2706766917302
ulikooliga kbfi instituudi,0.002375296912114,0.0037593984962406,-58.2706766917302
