topic_words3,Isamaa,Keskerakond,difference
tulumaksuvaba maksususteemi tulumaksu,0.010204081632653,0.0322886989553656,-216.4292497625848
palgatousu opetajate palgatous,0.010204081632653,0.0322886989553656,-216.4292497625848
koolis kooli opilased,0.0306122448979591,0.0455840455840455,-48.90788224121572
opositsioonis koalitsiooni opositsiooni,0.010204081632653,0.0151946818613485,-48.907882241216186
kaibemaksu kaibemaks kaibemaksumaara,0.010204081632653,0.0151946818613485,-48.907882241216186
eelarves riigieelarves reservist,0.010204081632653,0.0142450142450142,-39.601139601140005
pollumeestele pollumehi pollumehed,0.010204081632653,0.0132953466286799,-30.294396961063804
eriarstide eriarstiabi eriarsti,0.010204081632653,0.0132953466286799,-30.294396961063804
kinnisasja maad maa,0.010204081632653,0.0123456790123456,-20.987654320987613
huvigruppe huvigruppide kaasatud,0.010204081632653,0.0113960113960113,-11.680911680911409
kohtunike kohtususteem kohtuniku,0.010204081632653,0.0104463437796771,-2.3741690408361897
pensionifondide pensionifondid fondid,0.010204081632653,0.0094966761633428,6.932573599239998
riigipalgaliste riigisektoris koondada,0.010204081632653,0.0085470085470085,16.2393162393162
toovoimereformi toovoimega toovoimereform,0.010204081632653,0.0085470085470085,16.2393162393162
rahvuse rahvust rahvusriik,0.010204081632653,0.0075973409306742,25.54605887939239
kaitseliit kaitseliidule kaitseliidu,0.010204081632653,0.0075973409306742,25.54605887939239
teadus teaduse arendustegevuse,0.010204081632653,0.0075973409306742,25.54605887939239
palgalohe soolist meeste,0.010204081632653,0.0075973409306742,25.54605887939239
vallaga vald sauga,0.010204081632653,0.0066476733143399,34.852801519468585
teenuseid teenused teenust,0.010204081632653,0.0066476733143399,34.852801519468585
riigikontrolli auditi auditit,0.010204081632653,0.0066476733143399,34.852801519468585
valimisliitude volikogusse volikokku,0.010204081632653,0.0066476733143399,34.852801519468585
erimargistatud kutust kutuse,0.010204081632653,0.0066476733143399,34.852801519468585
jarviku jarvik maaeluministri,0.010204081632653,0.0056980056980056,44.15954415954478
moisteid moiste moisted,0.010204081632653,0.0056980056980056,44.15954415954478
taanis saksamaal hollandis,0.010204081632653,0.0056980056980056,44.15954415954478
pensionitous pensionitousu pension,0.010204081632653,0.0047483380816714,53.46628679962
uliopilased uliopilastele uliopilaste,0.010204081632653,0.0047483380816714,53.46628679962
maksuamet tolliamet tolliameti,0.010204081632653,0.0047483380816714,53.46628679962
arengufond arengufondi arengufondis,0.0204081632653061,0.0123456790123456,39.50617283950649
alkoholi kange lahja,0.0510204081632653,0.037037037037037,27.40740740740747
lapsetoetust lapsetoetus lapsetoetuse,0.010204081632653,0.0037986704653371,62.773029439696195
volakirjade keskpank volakirju,0.010204081632653,0.0037986704653371,62.773029439696195
pagulasi pagulased pagulaste,0.0306122448979591,0.0180436847103513,41.05729661285226
loomi loomade loomad,0.010204081632653,0.0028490028490028,72.07977207977238
soita jalakaija konniteel,0.010204081632653,0.0028490028490028,72.07977207977238
jaatmeid liigiti prugi,0.010204081632653,0.0028490028490028,72.07977207977238
valispoliitika valispoliitikas diplomaatia,0.010204081632653,0.0018993352326685,81.38651471984859
pealinnast tallinnast viljandisse,0.010204081632653,0.0018993352326685,81.38651471984859
kantsler kantsleri riigisekretar,0.010204081632653,0.0018993352326685,81.38651471984859
