topic_words3,EKRE,Reformierakond,difference
arengufond arengufondi arengufondis,0.0016835016835016,0.0403800475059382,-2298.5748218528483
untso missioonide liikmesusest,0.0016835016835016,0.0237529691211401,-1310.926365795792
kohtunike kohtususteem kohtuniku,0.005050505050505,0.0237529691211401,-370.3087885985787
reklaami reklaam alkoholireklaam,0.0016835016835016,0.0166270783847981,-887.6484560570563
suuria euroopasse turgis,0.0033670033670033,0.014251781472684,-323.27790973872317
tapsustatakse ajakohastatakse nouete,0.0016835016835016,0.01187648456057,-605.463182897893
relva relvade relvaluba,0.0016835016835016,0.009501187648456,-464.3705463183145
vabatahtlike komandode paasteameti,0.0016835016835016,0.009501187648456,-464.3705463183145
missiooni missioonile missioon,0.0168350168350168,0.0308788598574821,-83.42042755344407
teadus teaduse arendustegevuse,0.0033670033670033,0.01187648456057,-252.731591448936
arengukavad arengukavade pohialuste,0.0033670033670033,0.01187648456057,-252.731591448936
huvigruppe huvigruppide kaasatud,0.005050505050505,0.014251781472684,-182.18527315914602
joustumine joustuma joustada,0.005050505050505,0.014251781472684,-182.18527315914602
pensionifondide pensionifondid fondid,0.0101010101010101,0.0213776722090261,-111.6389548693584
pensioni pension sammas,0.0016835016835016,0.007125890736342,-323.27790973873573
elatisraha elatisabi elatise,0.0033670033670033,0.009501187648456,-182.18527315914884
alkoholi kange lahja,0.0084175084175084,0.014251781472684,-69.31116389548626
kusimusena tahtsa tahtsusega,0.0016835016835016,0.004750593824228,-182.1852731591572
volakirjade keskpank volakirju,0.0016835016835016,0.004750593824228,-182.1852731591572
korterelamute kortermajade kredexi,0.0016835016835016,0.004750593824228,-182.1852731591572
riigipalgaliste riigisektoris koondada,0.0016835016835016,0.004750593824228,-182.1852731591572
psuhhiaatri alaealine psuhhiaatrilist,0.0016835016835016,0.004750593824228,-182.1852731591572
opositsiooni koalitsioonil opositsioonil,0.0016835016835016,0.004750593824228,-182.1852731591572
tooandja tervisesse maksuvabalt,0.0016835016835016,0.004750593824228,-182.1852731591572
toonadalal istungid taiendaval,0.0033670033670033,0.007125890736342,-111.6389548693616
id mobiil kaardi,0.0033670033670033,0.007125890736342,-111.6389548693616
elektri elektrit taastuvenergia,0.0033670033670033,0.007125890736342,-111.6389548693616
eelarvele kulude riigieelarvele,0.0033670033670033,0.007125890736342,-111.6389548693616
krimmi agressiooni ukraina,0.0151515151515151,0.0213776722090261,-41.09263657957273
pohiseadusega riigikohus oiguskantsler,0.005050505050505,0.007125890736342,-41.09263657957301
koolilouna koolitoidu koolitoit,0.005050505050505,0.007125890736342,-41.09263657957301
maksuamet tolliamet tolliameti,0.0033670033670033,0.004750593824228,-41.09263657957441
prokuratuur prokuratuuri prokuror,0.0033670033670033,0.004750593824228,-41.09263657957441
valimisea valimisiga valimisoiguse,0.0101010101010101,0.01187648456057,-17.57719714964301
kaasne lisakulutusi riigieelarvele,0.0101010101010101,0.01187648456057,-17.57719714964301
kantsler kantsleri riigisekretar,0.0016835016835016,0.002375296912114,-41.09263657957861
samba sammas sambasse,0.0016835016835016,0.002375296912114,-41.09263657957861
korrata stenogrammist vabandan,0.0016835016835016,0.002375296912114,-41.09263657957861
kasvavad tuleval kasv,0.0016835016835016,0.002375296912114,-41.09263657957861
