topic_words3,Fraktsioonitud,Keskerakond,difference
palgatousu opetajate palgatous,0.0053619302949061,0.0322886989553656,-502.18423551757576
alkoholi kange lahja,0.0107238605898123,0.037037037037037,-245.3703703703711
koolis kooli opilased,0.0187667560321715,0.0455840455840455,-142.8978428978435
koolilouna koolitoidu koolitoit,0.0053619302949061,0.017094017094017,-218.80341880342095
tulumaksuvaba maksususteemi tulumaksu,0.0160857908847185,0.0322886989553656,-100.72807850585612
pensioni pension sammas,0.002680965147453,0.0123456790123456,-360.4938271605052
kinnisasja maad maa,0.002680965147453,0.0123456790123456,-360.4938271605052
opositsioonis koalitsiooni opositsiooni,0.0053619302949061,0.0151946818613485,-183.38081671415299
pohiseadusega riigikohus oiguskantsler,0.002680965147453,0.0094966761633428,-254.22602089269745
teede teehoiuks teedele,0.002680965147453,0.0085470085470085,-218.8034188034269
piima toorpiima toodangut,0.002680965147453,0.0075973409306742,-183.38081671415648
pagulasi pagulased pagulaste,0.0107238605898123,0.0180436847103513,-68.25735992402639
efsf esm kreekale,0.0080428954423592,0.0142450142450142,-77.11301044634433
tulubaasi omavalitsustele omavalitsuste,0.0080428954423592,0.0142450142450142,-77.11301044634433
kohtunike kohtususteem kohtuniku,0.0053619302949061,0.0104463437796771,-94.82431149098029
sularaha kommertspangad pangad,0.002680965147453,0.0066476733143399,-147.95821462488598
erimargistatud kutust kutuse,0.002680965147453,0.0066476733143399,-147.95821462488598
pensionifondide pensionifondid fondid,0.0053619302949061,0.0094966761633428,-77.1130104463454
jarviku jarvik maaeluministri,0.002680965147453,0.0056980056980056,-112.53561253561548
moisteid moiste moisted,0.002680965147453,0.0056980056980056,-112.53561253561548
korteriuhistu korteriomanike korteriuhistute,0.0053619302949061,0.0085470085470085,-59.40170940171047
noukogudesse ariuhingute noukogudes,0.0053619302949061,0.0085470085470085,-59.40170940171047
slovakkia ungari portugal,0.0053619302949061,0.0085470085470085,-59.40170940171047
vagivallale vihakone ohutamine,0.002680965147453,0.0047483380816714,-77.11301044634872
post posti omniva,0.002680965147453,0.0047483380816714,-77.11301044634872
koolituse koolitus koolitusele,0.002680965147453,0.0047483380816714,-77.11301044634872
id mobiil kaardi,0.002680965147453,0.0047483380816714,-77.11301044634872
kaitseliit kaitseliidule kaitseliidu,0.0053619302949061,0.0075973409306742,-41.690408357075576
virumaale virumaa toostusalade,0.0053619302949061,0.0075973409306742,-41.690408357075576
pollumeestele pollumehi pollumehed,0.0107238605898123,0.0132953466286799,-23.97910731244044
riigikontrolor karis riigikontrolori,0.002680965147453,0.0037986704653371,-41.690408357078226
