topic_words3,Fraktsioonitud,Isamaa ja Res Publica Liidu fraktsioon,difference
elatisraha elatisabi elatise,0.002680965147453,0.079295154185022,-2857.7092511014125
psuhhiaatri alaealine psuhhiaatrilist,0.0053619302949061,0.0616740088105726,-1050.2202643171931
erimargistatud kutust kutuse,0.002680965147453,0.0484581497797356,-1707.488986784194
opositsioonis koalitsiooni opositsiooni,0.0053619302949061,0.039647577092511,-639.4273127753393
koolis kooli opilased,0.0187667560321715,0.0572687224669603,-205.16047828823264
riigiabi komisjonilt loa,0.002680965147453,0.0220264317180616,-721.5859030837232
joustumine joustuma joustada,0.0134048257372654,0.0308370044052863,-130.04405286343606
salvestisi salvestised salvestiste,0.0107238605898123,0.026431718061674,-146.47577092511082
krimmi agressiooni ukraina,0.0241286863270777,0.0440528634361233,-82.57464512971137
apteeke apteegid apteekide,0.0080428954423592,0.0220264317180616,-173.8619676945676
lapsetoetust lapsetoetus lapsetoetuse,0.0080428954423592,0.0176211453744493,-119.0895741556543
kulukuse krediidi kiirlaenude,0.0053619302949061,0.013215859030837,-146.47577092511307
toonadalal istungid taiendaval,0.0053619302949061,0.013215859030837,-146.47577092511307
huvigruppe huvigruppide kaasatud,0.0187667560321715,0.0308370044052863,-64.31718061674056
vanemahuvitist vanemahuvitise vanemahuvitis,0.002680965147453,0.0088105726872246,-228.63436123348774
pohiseadusega riigikohus oiguskantsler,0.002680965147453,0.0088105726872246,-228.63436123348774
jalitustegevuse jalitustoimingu sideandmete,0.002680965147453,0.0088105726872246,-228.63436123348774
moisteid moiste moisted,0.002680965147453,0.0088105726872246,-228.63436123348774
korterid kortereid korterit,0.0080428954423592,0.013215859030837,-64.31718061674106
tooandja tervisesse maksuvabalt,0.0080428954423592,0.013215859030837,-64.31718061674106
kodualuse maamaksu maamaksust,0.0053619302949061,0.0088105726872246,-64.3171806167408
kaasne lisakulutusi riigieelarvele,0.0053619302949061,0.0088105726872246,-64.3171806167408
kinnisasja maad maa,0.002680965147453,0.0044052863436123,-64.31718061674387
pensioni pension sammas,0.002680965147453,0.0044052863436123,-64.31718061674387
energiaagentuur agentuuri agentuur,0.002680965147453,0.0044052863436123,-64.31718061674387
katteallikas katteallikaid katteallikat,0.002680965147453,0.0044052863436123,-64.31718061674387
relva relvade relvaluba,0.002680965147453,0.0044052863436123,-64.31718061674387
ammendumiseni kaheni pikendada,0.002680965147453,0.0044052863436123,-64.31718061674387
liitlaste ohutorje keskmaa,0.002680965147453,0.0044052863436123,-64.31718061674387
borsile ipo enefit,0.002680965147453,0.0044052863436123,-64.31718061674387
normitehnika mojude eeskiri,0.002680965147453,0.0044052863436123,-64.31718061674387
opositsiooni koalitsioonil opositsioonil,0.002680965147453,0.0044052863436123,-64.31718061674387
jarviku jarvik maaeluministri,0.002680965147453,0.0044052863436123,-64.31718061674387
tapsustatakse ajakohastatakse nouete,0.002680965147453,0.0044052863436123,-64.31718061674387
kala kalurid kalurite,0.002680965147453,0.0044052863436123,-64.31718061674387
ulikooliga kbfi instituudi,0.002680965147453,0.0044052863436123,-64.31718061674387
loomi loomade loomad,0.0080428954423592,0.0088105726872246,-9.544787077826534
leping ratifitseerida lepinguga,0.0080428954423592,0.0088105726872246,-9.544787077826534
arengukavad arengukavade pohialuste,0.0053619302949061,0.0044052863436123,17.841409691629604
rahvaalgatuse rahvaalgatus rahvahaaletus,0.0053619302949061,0.0044052863436123,17.841409691629604
planeeringu keskkonnamoju keskkonnamojude,0.0053619302949061,0.0044052863436123,17.841409691629604
valimisliitude volikogusse volikokku,0.0053619302949061,0.0044052863436123,17.841409691629604
kohtunike kohtususteem kohtuniku,0.0053619302949061,0.0044052863436123,17.841409691629604
koolilouna koolitoidu koolitoit,0.0053619302949061,0.0044052863436123,17.841409691629604
valispoliitika valispoliitikas diplomaatia,0.0053619302949061,0.0044052863436123,17.841409691629604
palgatousu opetajate palgatous,0.0053619302949061,0.0044052863436123,17.841409691629604
soita jalakaija konniteel,0.0107238605898123,0.0088105726872246,17.84140969163036
riigiloivude riigiloivud riigiloivu,0.0107238605898123,0.0088105726872246,17.84140969163036
pollumeestele pollumehi pollumehed,0.0107238605898123,0.0088105726872246,17.84140969163036
aasia aasias saatkonna,0.0107238605898123,0.0088105726872246,17.84140969163036
alkoholi kange lahja,0.0107238605898123,0.0088105726872246,17.84140969163036
prokuratuur prokuratuuri prokuror,0.0134048257372654,0.0088105726872246,34.273127753304415
