topic_words3,Keskerakond,Reformierakond,difference
ulejaagis struktuurses struktuurse,0.0140845070422535,0.0789265982636148,-460.3788476716659
alkoholi kange lahja,0.0203442879499217,0.0599842146803472,-194.84548600570741
tulumaksuvaba maksususteemi tulumaksu,0.0140845070422535,0.0386740331491712,-174.5856353591159
teadus teaduse arendustegevuse,0.0046948356807511,0.021310181531176,-353.90686661405596
metsa metsade mets,0.0031298904538341,0.0173638516179952,-454.77505919494945
toonadalal istungid taiendaval,0.0046948356807511,0.0181531176006314,-286.66140489345486
treenerite spordi sport,0.001564945226917,0.011049723756906,-606.0773480663195
untso missioonide liikmesusest,0.0031298904538341,0.0126282557221783,-303.4727703235987
ametiuhingute tooandjate keskliit,0.001564945226917,0.0102604577742699,-555.6432517758709
koolis kooli opilased,0.028169014084507,0.0434096290449881,-54.10418310970798
id mobiil kaardi,0.001564945226917,0.0071033938437253,-353.90686661406346
maksuamet tolliamet tolliameti,0.0109546165884194,0.0197316495659037,-80.12177246589243
liitlaste ohutorje keskmaa,0.001564945226917,0.0063141278610891,-303.4727703236084
ootuse oigusparase oiguskindluse,0.001564945226917,0.0063141278610891,-303.4727703236084
elektri elektrit taastuvenergia,0.0031298904538341,0.0086819258089976,-177.38752959747472
vaikesaarte saarte pusiasustusega,0.0031298904538341,0.0086819258089976,-177.38752959747472
rahapesu terrorismi andmeburoo,0.001564945226917,0.005524861878453,-253.0386740331598
taanis saksamaal hollandis,0.0031298904538341,0.0078926598263614,-152.170481452248
samba sammas sambasse,0.0031298904538341,0.0071033938437253,-126.95343330702451
arengufond arengufondi arengufondis,0.0031298904538341,0.0071033938437253,-126.95343330702451
kaitseliit kaitseliidule kaitseliidu,0.0031298904538341,0.0071033938437253,-126.95343330702451
ajakirjandus ajakirjanduse ajakirjandust,0.001564945226917,0.0047355958958168,-202.6045777427047
tulubaasi omavalitsustele omavalitsuste,0.001564945226917,0.0047355958958168,-202.6045777427047
pensioni pension sammas,0.001564945226917,0.0047355958958168,-202.6045777427047
opositsioonis koalitsiooni opositsiooni,0.0125195618153364,0.0189423835832675,-51.30228887134993
etv saateid pbk,0.0031298904538341,0.0063141278610891,-101.7363851617978
vagivalla naistevastase perevagivalla,0.001564945226917,0.0039463299131807,-152.17048145225604
jarviku jarvik maaeluministri,0.001564945226917,0.0039463299131807,-152.17048145225604
kantsler kantsleri riigisekretar,0.001564945226917,0.0039463299131807,-152.17048145225604
vanemahuvitist vanemahuvitise vanemahuvitis,0.001564945226917,0.0039463299131807,-152.17048145225604
kaasne lisakulutusi riigieelarvele,0.001564945226917,0.0039463299131807,-152.17048145225604
eelarves riigieelarves reservist,0.0125195618153364,0.0165745856353591,-32.3895027624315
lapsetoetust lapsetoetus lapsetoetuse,0.0078247261345852,0.011049723756906,-41.21546961326031
piirilepingu piirileping piirilepingut,0.001564945226917,0.0031570639305445,-101.736385161801
kusimusena tahtsa tahtsusega,0.001564945226917,0.0031570639305445,-101.736385161801
konkurss konkursi konkurssi,0.001564945226917,0.0031570639305445,-101.736385161801
noukogudesse ariuhingute noukogudes,0.0046948356807511,0.0063141278610891,-34.490923441199946
