topic_words3,Isamaa,Keskerakond,difference
vagivallale vihakone ohutamine,0.0031347962382445,0.0438184663536776,-1297.8090766823216
haale valimispaeval valimiste,0.0031347962382445,0.0266040688575899,-748.6697965571216
rail trassi balticu,0.0156739811912225,0.0375586854460093,-139.62441314554042
magustatud suhkrut joogi,0.0094043887147335,0.0266040688575899,-182.88993218570724
rahvuse rahvust rahvusriik,0.0031347962382445,0.0156494522691705,-399.21752738654124
valimisliitude volikogusse volikokku,0.012539184952978,0.028169014084507,-124.64788732394435
vallaga vald sauga,0.0156739811912225,0.0312989045383411,-99.68701095461714
soita jalakaija konniteel,0.0094043887147335,0.0219092331768388,-132.96817944705364
eelarves riigieelarves reservist,0.0031347962382445,0.0125195618153364,-299.3740219092329
krimmi agressiooni ukraina,0.0031347962382445,0.0125195618153364,-299.3740219092329
loomi loomade loomad,0.006269592476489,0.0172143974960876,-174.56964006259847
riigireformi riigireformist riigireform,0.006269592476489,0.0140845070422535,-124.64788732394435
palgalohe soolist meeste,0.006269592476489,0.0140845070422535,-124.64788732394435
tulumaksuvaba maksususteemi tulumaksu,0.006269592476489,0.0140845070422535,-124.64788732394435
pohiseadusega riigikohus oiguskantsler,0.0031347962382445,0.0093896713615023,-199.53051643192475
koolis kooli opilased,0.018808777429467,0.028169014084507,-49.7652582159629
valispoliitika valispoliitikas diplomaatia,0.0031347962382445,0.0078247261345852,-149.608763693269
riigiabi komisjonilt loa,0.0031347962382445,0.0078247261345852,-149.608763693269
slovakkia ungari portugal,0.0031347962382445,0.0078247261345852,-149.608763693269
piima toorpiima toodangut,0.0031347962382445,0.0062597809076682,-99.68701095461647
pensionitous pensionitousu pension,0.0031347962382445,0.0062597809076682,-99.68701095461647
leping ratifitseerida lepinguga,0.0031347962382445,0.0062597809076682,-99.68701095461647
kutsehariduse kutseharidus kutsehariduses,0.0031347962382445,0.0062597809076682,-99.68701095461647
opositsioonis koalitsiooni opositsiooni,0.0094043887147335,0.0125195618153364,-33.124673969744315
teadus teaduse arendustegevuse,0.0031347962382445,0.0046948356807511,-49.76525821596076
prokuratuur prokuratuuri prokuror,0.0031347962382445,0.0046948356807511,-49.76525821596076
majandusaasta koondaruanne raamatupidamise,0.0031347962382445,0.0046948356807511,-49.76525821596076
lahususe voimude lahusus,0.0031347962382445,0.0046948356807511,-49.76525821596076
lasteaia lasteaias lasteaiakoha,0.0031347962382445,0.0046948356807511,-49.76525821596076
tsernoboli represseeritud oigusvastaselt,0.0031347962382445,0.0046948356807511,-49.76525821596076
kauguhendus avaksite ettekandjalt,0.0031347962382445,0.0046948356807511,-49.76525821596076
tulubaasi tasandusfondi tulumaksuosa,0.0031347962382445,0.0046948356807511,-49.76525821596076
kohtunike kohtususteem kohtuniku,0.0094043887147335,0.0109546165884194,-16.48408972352682
teekasutustasu autode autod,0.012539184952978,0.0140845070422535,-12.32394366197217
omandireformi tagastatud omandireform,0.0031347962382445,0.0031298904538341,0.1564945226917695
untso missioonide liikmesusest,0.0031347962382445,0.0031298904538341,0.1564945226917695
korterid kortereid korterit,0.006269592476489,0.0062597809076682,0.1564945226917695
miili baasvorgu lairiba,0.006269592476489,0.0062597809076682,0.1564945226917695
otsevalimise presidenti presidendi,0.006269592476489,0.0062597809076682,0.1564945226917695
arengukavad arengukavade pohialuste,0.006269592476489,0.0062597809076682,0.1564945226917695
tapsustatakse ajakohastatakse nouete,0.0094043887147335,0.0093896713615023,0.15649452269174646
moisteid moiste moisted,0.0094043887147335,0.0093896713615023,0.15649452269174646
huvigruppe huvigruppide kaasatud,0.012539184952978,0.0109546165884194,12.636932707354893
joustumine joustuma joustada,0.006269592476489,0.0046948356807511,25.11737089201962
palgatousu opetajate palgatous,0.006269592476489,0.0046948356807511,25.11737089201962
teede teehoiuks teedele,0.0031347962382445,0.001564945226917,50.07824726134748
konkurss konkursi konkurssi,0.0031347962382445,0.001564945226917,50.07824726134748
erimargistatud kutust kutuse,0.0031347962382445,0.001564945226917,50.07824726134748
hoiu pangad pankade,0.0031347962382445,0.001564945226917,50.07824726134748
toovoimereformi toovoimega toovoimereform,0.0031347962382445,0.001564945226917,50.07824726134748
missiooni missioonile missioon,0.0031347962382445,0.001564945226917,50.07824726134748
koolilouna koolitoidu koolitoit,0.0031347962382445,0.001564945226917,50.07824726134748
