topic_words3,EKRE,Eesti Vabaerakonna fraktsioon,Fraktsioonitud,Isamaa,Keskerakond,Reformierakond,Sotsiaaldemokraadid
korruptsiooni korruptsioon korruptsiooniga,0.001095290251916758,0.014475271411338963,0.0055248618784530384,0.0,0.001564945226917058,0.0015785319652722968,0.0
korterelamute kortermajade kredexi,0.001095290251916758,0.0012062726176115801,0.001841620626151013,0.006269592476489028,0.003129890453834116,0.003946329913180742,0.0018083182640144665
korterid kortereid korterit,0.0032858707557502738,0.0012062726176115801,0.0,0.006269592476489028,0.006259780907668232,0.0,0.0054249547920434
korteriuhistu korteriomanike korteriuhistute,0.0,0.0,0.0,0.0,0.001564945226917058,0.0,0.0
krimmi agressiooni ukraina,0.01642935377875137,0.007237635705669481,0.007366482504604052,0.003134796238244514,0.012519561815336464,0.011049723756906077,0.003616636528028933
kulukuse krediidi kiirlaenude,0.0,0.0012062726176115801,0.0,0.0,0.0,0.0007892659826361484,0.0
kusimusena tahtsa tahtsusega,0.001095290251916758,0.0024125452352231603,0.003683241252302026,0.0,0.001564945226917058,0.0031570639305445935,0.003616636528028933
kutsehariduse kutseharidus kutsehariduses,0.002190580503833516,0.007237635705669481,0.0,0.003134796238244514,0.006259780907668232,0.004735595895816891,0.0054249547920434
laari laar kandidatuuri,0.0,0.0,0.0,0.0,0.0,0.0023677979479084454,0.0018083182640144665
lae korgepalgaliste lagi,0.0,0.0024125452352231603,0.003683241252302026,0.0,0.001564945226917058,0.0007892659826361484,0.003616636528028933
lahususe voimude lahusus,0.0065717415115005475,0.0024125452352231603,0.009208103130755065,0.003134796238244514,0.004694835680751174,0.0007892659826361484,0.0018083182640144665
lapsetoetust lapsetoetus lapsetoetuse,0.0032858707557502738,0.0036188178528347406,0.001841620626151013,0.0,0.00782472613458529,0.011049723756906077,0.0054249547920434
lasteaia lasteaias lasteaiakoha,0.01642935377875137,0.0036188178528347406,0.0055248618784530384,0.003134796238244514,0.004694835680751174,0.0015785319652722968,0.009041591320072333
leping ratifitseerida lepinguga,0.007667031763417305,0.0024125452352231603,0.003683241252302026,0.003134796238244514,0.006259780907668232,0.0023677979479084454,0.003616636528028933
liibanonis missioonil pikendamine,0.0,0.0,0.001841620626151013,0.0,0.0,0.0,0.0
liiklussurmade liikluses hukkunute,0.002190580503833516,0.0,0.0,0.009404388714733543,0.001564945226917058,0.0007892659826361484,0.0054249547920434
liitlaste ohutorje keskmaa,0.004381161007667032,0.0012062726176115801,0.003683241252302026,0.0,0.001564945226917058,0.006314127861089187,0.0018083182640144665
lipu laevu kaubalaeva,0.004381161007667032,0.0,0.0,0.006269592476489028,0.003129890453834116,0.0,0.0
lipud lippude lipp,0.0,0.0012062726176115801,0.0,0.0,0.001564945226917058,0.0,0.0
lisaeelarve lisaeelarves lisaeelarvega,0.0,0.0,0.0,0.0,0.0,0.0015785319652722968,0.0
lng terminali gaasi,0.001095290251916758,0.0012062726176115801,0.0,0.006269592476489028,0.0,0.0007892659826361484,0.003616636528028933
loomi loomade loomad,0.013143483023001095,0.0,0.011049723756906077,0.006269592476489028,0.017214397496087636,0.0031570639305445935,0.0433996383363472
louis freeh kremli,0.002190580503833516,0.0024125452352231603,0.001841620626151013,0.0,0.001564945226917058,0.0,0.0
maantee neljarealiseks ppp,0.004381161007667032,0.0,0.0,0.0,0.003129890453834116,0.0023677979479084454,0.0018083182640144665
maavalitsuste maavalitsused maakonna,0.007667031763417305,0.019300361881785282,0.009208103130755065,0.025078369905956112,0.02034428794992175,0.008681925808997633,0.0054249547920434
magustatud suhkrut joogi,0.001095290251916758,0.0036188178528347406,0.009208103130755065,0.009404388714733543,0.026604068857589983,0.018942383583267563,0.009041591320072333
majandusaasta koondaruanne raamatupidamise,0.0,0.0024125452352231603,0.001841620626151013,0.003134796238244514,0.004694835680751174,0.0031570639305445935,0.0
maksuamet tolliamet tolliameti,0.013143483023001095,0.0048250904704463205,0.003683241252302026,0.018808777429467086,0.010954616588419406,0.01973164956590371,0.0018083182640144665
matusetoetust matusetoetus matusetoetuse,0.0,0.0,0.0,0.0,0.003129890453834116,0.0015785319652722968,0.0
mes maale maaelu,0.001095290251916758,0.0,0.0,0.0,0.0,0.0,0.0
metsa metsade mets,0.02628696604600219,0.014475271411338963,0.04788213627992634,0.06269592476489028,0.003129890453834116,0.017363851617995266,0.06148282097649186
miili baasvorgu lairiba,0.001095290251916758,0.0012062726176115801,0.0055248618784530384,0.006269592476489028,0.006259780907668232,0.0031570639305445935,0.003616636528028933
missiooni missioonile missioon,0.0065717415115005475,0.0012062726176115801,0.007366482504604052,0.003134796238244514,0.001564945226917058,0.0015785319652722968,0.0108499095840868
moisteid moiste moisted,0.0032858707557502738,0.018094089264173704,0.011049723756906077,0.009404388714733543,0.009389671361502348,0.006314127861089187,0.003616636528028933
muraste kase kompleksi,0.002190580503833516,0.0,0.0,0.0,0.0,0.004735595895816891,0.0018083182640144665
muugimaksu muugimaks paadimaksu,0.001095290251916758,0.0,0.0,0.0,0.001564945226917058,0.0023677979479084454,0.0018083182640144665
muundatud geneetiliselt gmo,0.001095290251916758,0.0012062726176115801,0.003683241252302026,0.003134796238244514,0.001564945226917058,0.0,0.0
muuseum muuseumi muuseumide,0.002190580503833516,0.0048250904704463205,0.0,0.0,0.003129890453834116,0.0,0.0
nord stream streami,0.001095290251916758,0.0048250904704463205,0.0,0.0,0.001564945226917058,0.0,0.0
normitehnika mojude eeskiri,0.0,0.014475271411338963,0.007366482504604052,0.0,0.0,0.003946329913180742,0.0018083182640144665
noukogudesse ariuhingute noukogudes,0.001095290251916758,0.008443908323281062,0.007366482504604052,0.0,0.004694835680751174,0.006314127861089187,0.0018083182640144665
objekti anu raua,0.001095290251916758,0.0,0.001841620626151013,0.0,0.004694835680751174,0.0007892659826361484,0.0018083182640144665
oiglase virumaale ulemineku,0.001095290251916758,0.0024125452352231603,0.0,0.0,0.0,0.0,0.0
oigusloome oigusloomes oiguspoliitika,0.001095290251916758,0.0024125452352231603,0.007366482504604052,0.006269592476489028,0.003129890453834116,0.0023677979479084454,0.0018083182640144665
oigusriik oigusriigi oigusriigist,0.008762322015334063,0.0012062726176115801,0.0055248618784530384,0.006269592476489028,0.001564945226917058,0.0007892659826361484,0.0054249547920434
omandireformi tagastatud omandireform,0.001095290251916758,0.0012062726176115801,0.0,0.003134796238244514,0.003129890453834116,0.0023677979479084454,0.0
ooteala piiriuletuse piiripunkti,0.001095290251916758,0.0,0.0,0.003134796238244514,0.0,0.0,0.0018083182640144665
ootuse oigusparase oiguskindluse,0.001095290251916758,0.0012062726176115801,0.001841620626151013,0.006269592476489028,0.001564945226917058,0.006314127861089187,0.0018083182640144665
operatsioonil sojalisel panustamisel,0.001095290251916758,0.0,0.0,0.0,0.0,0.0,0.003616636528028933
opositsiooni koalitsioonil opositsioonil,0.002190580503833516,0.007237635705669481,0.001841620626151013,0.0,0.004694835680751174,0.0007892659826361484,0.0054249547920434
opositsioonis koalitsiooni opositsiooni,0.014238773274917854,0.009650180940892641,0.011049723756906077,0.009404388714733543,0.012519561815336464,0.018942383583267563,0.0054249547920434
oppelaenu sugava puudega,0.0,0.0,0.009208103130755065,0.0,0.001564945226917058,0.0015785319652722968,0.018083182640144666
otsevalimise presidenti presidendi,0.004381161007667032,0.006031363088057901,0.0055248618784530384,0.006269592476489028,0.006259780907668232,0.0007892659826361484,0.0018083182640144665
pagulasi pagulased pagulaste,0.017524644030668127,0.0024125452352231603,0.003683241252302026,0.0,0.003129890453834116,0.0007892659826361484,0.0
palgalohe soolist meeste,0.012048192771084338,0.0012062726176115801,0.01289134438305709,0.006269592476489028,0.014084507042253521,0.003946329913180742,0.054249547920433995
palgatousu opetajate palgatous,0.004381161007667032,0.0036188178528347406,0.007366482504604052,0.006269592476489028,0.004694835680751174,0.0031570639305445935,0.003616636528028933
pealinnast tallinnast viljandisse,0.0032858707557502738,0.014475271411338963,0.001841620626151013,0.003134796238244514,0.0,0.0055248618784530384,0.003616636528028933
pensioni pension sammas,0.002190580503833516,0.0,0.003683241252302026,0.0,0.001564945226917058,0.004735595895816891,0.0054249547920434
pensionifondide pensionifondid fondid,0.0032858707557502738,0.0,0.001841620626151013,0.0,0.003129890453834116,0.0023677979479084454,0.003616636528028933
pensioniiga pensioniea eluiga,0.002190580503833516,0.0024125452352231603,0.001841620626151013,0.0,0.0,0.0015785319652722968,0.0
pensionitous pensionitousu pension,0.0,0.0,0.001841620626151013,0.003134796238244514,0.006259780907668232,0.0015785319652722968,0.0018083182640144665
piima toorpiima toodangut,0.013143483023001095,0.0012062726176115801,0.003683241252302026,0.003134796238244514,0.006259780907668232,0.0031570639305445935,0.0054249547920434
piirikontrolli schengeni valispiiri,0.007667031763417305,0.0,0.001841620626151013,0.0,0.0,0.0,0.0
piirilepingu piirileping piirilepingut,0.007667031763417305,0.0024125452352231603,0.0,0.003134796238244514,0.001564945226917058,0.0031570639305445935,0.0054249547920434
piirivalve valvamise valvamine,0.017524644030668127,0.0036188178528347406,0.001841620626151013,0.0,0.0,0.0,0.0
planeeringu keskkonnamoju keskkonnamojude,0.0,0.0024125452352231603,0.003683241252302026,0.006269592476489028,0.003129890453834116,0.0007892659826361484,0.0
pohiseadusega riigikohus oiguskantsler,0.00547645125958379,0.0036188178528347406,0.007366482504604052,0.003134796238244514,0.009389671361502348,0.007103393843725336,0.0054249547920434
pollumeestele pollumehi pollumehed,0.007667031763417305,0.0036188178528347406,0.01289134438305709,0.0,0.001564945226917058,0.0023677979479084454,0.003616636528028933
poolte kokkuleppel huvitise,0.001095290251916758,0.0024125452352231603,0.001841620626151013,0.003134796238244514,0.0,0.0015785319652722968,0.0054249547920434
post posti omniva,0.0,0.0012062726176115801,0.001841620626151013,0.0,0.0,0.0007892659826361484,0.0
president ilves presidendi,0.001095290251916758,0.0012062726176115801,0.0,0.0,0.0,0.0,0.0
prokuratuur prokuratuuri prokuror,0.007667031763417305,0.0036188178528347406,0.016574585635359115,0.003134796238244514,0.004694835680751174,0.0055248618784530384,0.0018083182640144665
psuhhiaatri alaealine psuhhiaatrilist,0.004381161007667032,0.0024125452352231603,0.0055248618784530384,0.0,0.003129890453834116,0.0031570639305445935,0.009041591320072333
puude raskusastme puuet,0.001095290251916758,0.0,0.0,0.0,0.0,0.0007892659826361484,0.007233273056057866
raamatukogu pimedate raamatukogude,0.0,0.0012062726176115801,0.0,0.0,0.0,0.0,0.0
rahapesu terrorismi andmeburoo,0.0,0.0024125452352231603,0.0,0.0,0.001564945226917058,0.0055248618784530384,0.0
rahvaalgatuse rahvaalgatus rahvahaaletus,0.002190580503833516,0.0024125452352231603,0.0,0.0,0.001564945226917058,0.0007892659826361484,0.0018083182640144665
rahvahaaletuse rahvahaaletus rahvahaaletusel,0.001095290251916758,0.0036188178528347406,0.0,0.0,0.0,0.0007892659826361484,0.0018083182640144665
rahvuse rahvust rahvusriik,0.027382256297918947,0.014475271411338963,0.0055248618784530384,0.003134796238244514,0.01564945226917058,0.0007892659826361484,0.007233273056057866
rail trassi balticu,0.05914567360350493,0.013268998793727383,0.03314917127071823,0.01567398119122257,0.03755868544600939,0.010260457774269928,0.0054249547920434
reklaami reklaam alkoholireklaam,0.0065717415115005475,0.008443908323281062,0.003683241252302026,0.01567398119122257,0.004694835680751174,0.0015785319652722968,0.0162748643761302
relva relvade relvaluba,0.001095290251916758,0.0,0.0,0.0,0.001564945226917058,0.0007892659826361484,0.0018083182640144665
riigiabi komisjonilt loa,0.0,0.0,0.0055248618784530384,0.003134796238244514,0.00782472613458529,0.009471191791633781,0.0
riigikontrolli auditi auditit,0.00547645125958379,0.016887816646562123,0.003683241252302026,0.0,0.001564945226917058,0.0007892659826361484,0.0
riigikontrolor karis riigikontrolori,0.0,0.0012062726176115801,0.0,0.0,0.001564945226917058,0.0015785319652722968,0.0
riigiloivude riigiloivud riigiloivu,0.0,0.0012062726176115801,0.0,0.006269592476489028,0.0,0.0,0.0018083182640144665
riigimetsa majandamise noukokku,0.0032858707557502738,0.0024125452352231603,0.001841620626151013,0.0,0.0,0.0007892659826361484,0.003616636528028933
riigipalgaliste riigisektoris koondada,0.0,0.0012062726176115801,0.009208103130755065,0.0,0.003129890453834116,0.0023677979479084454,0.0
riigipuha puhade tahtpaevade,0.001095290251916758,0.0,0.0,0.003134796238244514,0.0,0.0,0.0018083182640144665
riigireformi riigireformist riigireform,0.0065717415115005475,0.008443908323281062,0.014732965009208104,0.006269592476489028,0.014084507042253521,0.007103393843725336,0.009041591320072333
rongi rongide rongid,0.004381161007667032,0.0,0.0,0.0,0.001564945226917058,0.0,0.0
salastatud valisteabe riigisaladuse,0.0,0.0012062726176115801,0.0,0.0,0.0,0.0007892659826361484,0.0
salvestisi salvestised salvestiste,0.002190580503833516,0.008443908323281062,0.007366482504604052,0.0,0.004694835680751174,0.0023677979479084454,0.007233273056057866
samba sammas sambasse,0.002190580503833516,0.0,0.01289134438305709,0.0,0.003129890453834116,0.007103393843725336,0.0018083182640144665
seksuaalse vangistusega vaarkohtlemise,0.0032858707557502738,0.0,0.0,0.0,0.003129890453834116,0.0,0.0
sigade katku katk,0.00547645125958379,0.0036188178528347406,0.0,0.0,0.001564945226917058,0.0,0.0
skais arendused infosusteemide,0.0,0.0036188178528347406,0.016574585635359115,0.0,0.0,0.0015785319652722968,0.0
slovakkia ungari portugal,0.018619934282584884,0.0036188178528347406,0.007366482504604052,0.003134796238244514,0.00782472613458529,0.004735595895816891,0.003616636528028933
soita jalakaija konniteel,0.004381161007667032,0.0024125452352231603,0.0055248618784530384,0.009404388714733543,0.02190923317683881,0.003946329913180742,0.012658227848101266
sularaha kommertspangad pangad,0.0,0.0,0.0,0.0,0.0,0.0023677979479084454,0.0
suuria euroopasse turgis,0.002190580503833516,0.0,0.001841620626151013,0.0,0.001564945226917058,0.0007892659826361484,0.0
taanis saksamaal hollandis,0.01095290251916758,0.007237635705669481,0.011049723756906077,0.0,0.003129890453834116,0.007892659826361484,0.014466546112115732
talupidajate kaubanduskoja kaubanduskoda,0.002190580503833516,0.0012062726176115801,0.0,0.0,0.004694835680751174,0.0,0.0
tantsupeo laulu traditsiooni,0.0,0.0036188178528347406,0.0,0.0,0.0,0.0007892659826361484,0.0
tapsustatakse ajakohastatakse nouete,0.001095290251916758,0.0024125452352231603,0.0,0.009404388714733543,0.009389671361502348,0.0,0.0
tarbijakaitse amet ametile,0.0,0.0024125452352231603,0.0,0.0,0.0,0.0015785319652722968,0.0
teadus teaduse arendustegevuse,0.00547645125958379,0.025331724969843185,0.003683241252302026,0.003134796238244514,0.004694835680751174,0.021310181531176007,0.0054249547920434
teatri teater rahvusooper,0.0,0.0,0.0,0.0,0.001564945226917058,0.0007892659826361484,0.0
teede teehoiuks teedele,0.001095290251916758,0.0024125452352231603,0.0,0.003134796238244514,0.001564945226917058,0.0007892659826361484,0.0
teekasutustasu autode autod,0.004381161007667032,0.0024125452352231603,0.0055248618784530384,0.012539184952978056,0.014084507042253521,0.007103393843725336,0.003616636528028933
teenistuse teenistuses avalikus,0.0,0.0012062726176115801,0.001841620626151013,0.003134796238244514,0.0,0.0,0.0
teenuseid teenused teenust,0.001095290251916758,0.0012062726176115801,0.007366482504604052,0.0,0.0,0.0007892659826361484,0.0
terviseandmed isikuandmeid terviseandmeid,0.001095290251916758,0.009650180940892641,0.003683241252302026,0.025078369905956112,0.003129890453834116,0.0023677979479084454,0.0018083182640144665
