topic_words3,Isamaa,Reformierakond,difference
tulumaksuvaba maksususteemi tulumaksu,0.006269592476489,0.0386740331491712,-516.8508287292834
haale valimispaeval valimiste,0.0031347962382445,0.0284135753749013,-806.3930544593555
teadus teaduse arendustegevuse,0.0031347962382445,0.021310181531176,-579.7947908445175
koolis kooli opilased,0.018808777429467,0.0434096290449881,-130.79452775585446
eelarves riigieelarves reservist,0.0031347962382445,0.0165745856353591,-428.72928176795773
untso missioonide liikmesusest,0.0031347962382445,0.0126282557221783,-302.84135753748956
treenerite spordi sport,0.0031347962382445,0.011049723756906,-252.48618784530302
krimmi agressiooni ukraina,0.0031347962382445,0.011049723756906,-252.48618784530302
opositsioonis koalitsiooni opositsiooni,0.0094043887147335,0.0189423835832675,-101.42067876874535
magustatud suhkrut joogi,0.0094043887147335,0.0189423835832675,-101.42067876874535
riigiabi komisjonilt loa,0.0031347962382445,0.0094711917916337,-202.13101815311637
vagivallale vihakone ohutamine,0.0031347962382445,0.0078926598263614,-151.77584846092975
pohiseadusega riigikohus oiguskantsler,0.0031347962382445,0.0071033938437253,-126.59826361483807
toonadalal istungid taiendaval,0.012539184952978,0.0181531176006314,-44.77111286503605
pealinnast tallinnast viljandisse,0.0031347962382445,0.005524861878453,-76.2430939226515
prokuratuur prokuratuuri prokuror,0.0031347962382445,0.005524861878453,-76.2430939226515
valispoliitika valispoliitikas diplomaatia,0.0031347962382445,0.0047355958958168,-51.06550907655658
kutsehariduse kutseharidus kutsehariduses,0.0031347962382445,0.0047355958958168,-51.06550907655658
slovakkia ungari portugal,0.0031347962382445,0.0047355958958168,-51.06550907655658
ts parvlaeva parvlaevad,0.0031347962382445,0.0047355958958168,-51.06550907655658
arengukavad arengukavade pohialuste,0.006269592476489,0.0078926598263614,-25.887924230464883
jarviku jarvik maaeluministri,0.0031347962382445,0.0039463299131807,-25.887924230464883
elamisluba elamisloa viisa,0.0031347962382445,0.0039463299131807,-25.887924230464883
riigireformi riigireformist riigireform,0.006269592476489,0.0071033938437253,-13.299131807419043
kohtunike kohtususteem kohtuniku,0.0094043887147335,0.0102604577742699,-9.102867666403773
maksuamet tolliamet tolliameti,0.018808777429467,0.0197316495659037,-4.90660352538848
etv saateid pbk,0.006269592476489,0.0063141278610891,-0.7103393843715997
ootuse oigusparase oiguskindluse,0.006269592476489,0.0063141278610891,-0.7103393843715997
piirilepingu piirileping piirilepingut,0.0031347962382445,0.0031570639305445,-0.7103393843699949
piima toorpiima toodangut,0.0031347962382445,0.0031570639305445,-0.7103393843699949
konkurss konkursi konkurssi,0.0031347962382445,0.0031570639305445,-0.7103393843699949
majandusaasta koondaruanne raamatupidamise,0.0031347962382445,0.0031570639305445,-0.7103393843699949
eelarvele kulude riigieelarvele,0.006269592476489,0.005524861878453,11.878453038674252
toovoimereformi toovoimega toovoimereform,0.0031347962382445,0.0023677979479084,24.46724546172171
leping ratifitseerida lepinguga,0.0031347962382445,0.0023677979479084,24.46724546172171
inflatsiooni inflatsioon hinnatous,0.0031347962382445,0.0023677979479084,24.46724546172171
tooandja tooandjal tootaja,0.0031347962382445,0.0023677979479084,24.46724546172171
omandireformi tagastatud omandireform,0.0031347962382445,0.0023677979479084,24.46724546172171
keskkonnaameti uhendamine uhendamise,0.0031347962382445,0.0023677979479084,24.46724546172171
hoiu pangad pankade,0.0031347962382445,0.0023677979479084,24.46724546172171
karistuse karistus tingimisi,0.0219435736677116,0.0197316495659037,10.080054121096
ajakirjandus ajakirjanduse ajakirjandust,0.006269592476489,0.0047355958958168,24.46724546172171
joustumine joustuma joustada,0.006269592476489,0.0047355958958168,24.46724546172171
lasteaia lasteaias lasteaiakoha,0.0031347962382445,0.0015785319652722,49.6448303078166
apteeke apteegid apteekide,0.0031347962382445,0.0015785319652722,49.6448303078166
pensionitous pensionitousu pension,0.0031347962382445,0.0015785319652722,49.6448303078166
