topic_words3,EKRE,Keskerakond,difference
magustatud suhkrut joogi,0.0010952902519167,0.0266040688575899,-2328.9514866980862
haale valimispaeval valimiste,0.0065717415115005,0.0266040688575899,-304.8252477829959
soita jalakaija konniteel,0.004381161007667,0.0219092331768388,-400.07824726134925
valimisliitude volikogusse volikokku,0.008762322015334,0.028169014084507,-221.4788732394385
maavalitsuste maavalitsused maakonna,0.0076670317634173,0.0203442879499217,-165.34764140397894
vagivallale vihakone ohutamine,0.0262869660460021,0.0438184663536776,-66.69274908711579
teekasutustasu autode autod,0.004381161007667,0.0140845070422535,-221.4788732394385
tapsustatakse ajakohastatakse nouete,0.0010952902519167,0.0093896713615023,-757.2769953052054
kandidaadi kandidaati kandidaat,0.0010952902519167,0.0078247261345852,-614.3974960876666
huvigruppe huvigruppide kaasatud,0.0032858707557502,0.0109546165884194,-233.3854981742379
kohtla jarve johvi,0.0054764512595837,0.0140845070422535,-157.18309859155312
fie fuusilisest isikust,0.0010952902519167,0.0062597809076682,-471.51799687013687
miili baasvorgu lairiba,0.0010952902519167,0.0062597809076682,-471.51799687013687
moisteid moiste moisted,0.0032858707557502,0.0093896713615023,-185.75899843505977
riigireformi riigireformist riigireform,0.0065717415115005,0.0140845070422535,-114.31924882629232
virumaale virumaa toostusalade,0.0010952902519167,0.0046948356807511,-328.6384976525981
objekti anu raua,0.0010952902519167,0.0046948356807511,-328.6384976525981
noukogudesse ariuhingute noukogudes,0.0010952902519167,0.0046948356807511,-328.6384976525981
kutsehariduse kutseharidus kutsehariduses,0.0021905805038335,0.0062597809076682,-185.75899843505545
lapsetoetust lapsetoetus lapsetoetuse,0.0032858707557502,0.0078247261345852,-138.13249869588157
pohiseadusega riigikohus oiguskantsler,0.0054764512595837,0.0093896713615023,-71.45539906103481
vallaga vald sauga,0.0240963855421686,0.0312989045383411,-29.89045383411598
valispoliitika valispoliitikas diplomaatia,0.004381161007667,0.0078247261345852,-78.59937402190849
hanke hankija riigihangete,0.004381161007667,0.0078247261345852,-78.59937402190849
arengukavad arengukavade pohialuste,0.0032858707557502,0.0062597809076682,-90.50599895670649
uuring uuringut uuringu,0.0032858707557502,0.0062597809076682,-90.50599895670649
korterid kortereid korterit,0.0032858707557502,0.0062597809076682,-90.50599895670649
vaikesaarte saarte pusiasustusega,0.0010952902519167,0.0031298904538341,-185.7589984350684
kasvavad tuleval kasv,0.0010952902519167,0.0031298904538341,-185.7589984350684
korterelamute kortermajade kredexi,0.0010952902519167,0.0031298904538341,-185.7589984350684
terviseandmed isikuandmeid terviseandmeid,0.0010952902519167,0.0031298904538341,-185.7589984350684
oigusloome oigusloomes oiguspoliitika,0.0010952902519167,0.0031298904538341,-185.7589984350684
kohanimenoukogu vonnu mulgi,0.0010952902519167,0.0031298904538341,-185.7589984350684
inimarengu aruanne aruandes,0.0010952902519167,0.0031298904538341,-185.7589984350684
omandireformi tagastatud omandireform,0.0010952902519167,0.0031298904538341,-185.7589984350684
kaibemaksu kaibemaks kaibemaksumaara,0.0010952902519167,0.0031298904538341,-185.7589984350684
koolituse koolitus koolitusele,0.0010952902519167,0.0031298904538341,-185.7589984350684
vaesuses suhtelises vaesuse,0.0010952902519167,0.0031298904538341,-185.7589984350684
kauguhendus avaksite ettekandjalt,0.0021905805038335,0.0046948356807511,-114.3192488262893
talupidajate kaubanduskoja kaubanduskoda,0.0021905805038335,0.0046948356807511,-114.3192488262893
salvestisi salvestised salvestiste,0.0021905805038335,0.0046948356807511,-114.3192488262893
opositsiooni koalitsioonil opositsioonil,0.0021905805038335,0.0046948356807511,-114.3192488262893
aasia aasias saatkonna,0.0021905805038335,0.0046948356807511,-114.3192488262893
tsernoboli represseeritud oigusvastaselt,0.0021905805038335,0.0046948356807511,-114.3192488262893
tulumaksuvaba maksususteemi tulumaksu,0.0098576122672508,0.0140845070422535,-42.879499217527496
ulejaagis struktuurses struktuurse,0.0098576122672508,0.0140845070422535,-42.879499217527496
loomi loomade loomad,0.013143483023001,0.0172143974960876,-30.972874282734114
karistuse karistus tingimisi,0.013143483023001,0.0172143974960876,-30.972874282734114
otsevalimise presidenti presidendi,0.004381161007667,0.0062597809076682,-42.87949921752771
hooldekodus hoolduse hooldekodu,0.0032858707557502,0.0046948356807511,-42.879499217528355
untso missioonide liikmesusest,0.0021905805038335,0.0031298904538341,-42.87949921752771
arengufond arengufondi arengufondis,0.0021905805038335,0.0031298904538341,-42.87949921752771
muuseum muuseumi muuseumide,0.0021905805038335,0.0031298904538341,-42.87949921752771
samba sammas sambasse,0.0021905805038335,0.0031298904538341,-42.87949921752771
palgalohe soolist meeste,0.0120481927710843,0.0140845070422535,-16.90140845070442
volakirjade keskpank volakirju,0.0010952902519167,0.001564945226917,-42.87949921752966
