topic_words3,Reformierakond,Sotsiaaldemokraadid,difference
palgalohe soolist meeste,0.0039463299131807,0.0542495479204339,-1274.6835443038096
metsa metsade mets,0.0173638516179952,0.0614828209764918,-254.08515535097908
koolis kooli opilased,0.0434096290449881,0.0940325497287522,-116.61680092059856
loomi loomade loomad,0.0031570639305445,0.0433996383363472,-1274.6835443038383
vanemahuvitist vanemahuvitise vanemahuvitis,0.0039463299131807,0.0198915009041591,-404.05063291139703
oppelaenu sugava puudega,0.0015785319652722,0.0180831826401446,-1045.5696202532306
reklaami reklaam alkoholireklaam,0.0015785319652722,0.0162748643761302,-931.0126582279114
missiooni missioonile missioon,0.0015785319652722,0.0108499095840868,-587.3417721519409
valimisliitude volikogusse volikokku,0.005524861878453,0.0162748643761302,-194.57504520795868
joustumine joustuma joustada,0.0047355958958168,0.0144665461121157,-205.48523206751574
uliopilased uliopilastele uliopilaste,0.0007892659826361,0.0090415913200723,-1045.5696202532306
soita jalakaija konniteel,0.0039463299131807,0.0126582278481012,-220.75949367088782
kasvavad tuleval kasv,0.0015785319652722,0.0090415913200723,-472.78481012661524
lasteaia lasteaias lasteaiakoha,0.0015785319652722,0.0090415913200723,-472.78481012661524
koolilouna koolitoidu koolitoit,0.0007892659826361,0.0072332730560578,-816.4556962025794
rahvuse rahvust rahvusriik,0.0007892659826361,0.0072332730560578,-816.4556962025794
puude raskusastme puuet,0.0007892659826361,0.0072332730560578,-816.4556962025794
huvigruppe huvigruppide kaasatud,0.0071033938437253,0.0162748643761302,-129.11392405063404
untso missioonide liikmesusest,0.0126282557221783,0.023508137432188,-86.15506329113983
psuhhiaatri alaealine psuhhiaatrilist,0.0031570639305445,0.0090415913200723,-186.39240506329858
virumaale virumaa toostusalade,0.0031570639305445,0.0090415913200723,-186.39240506329858
liiklussurmade liikluses hukkunute,0.0007892659826361,0.0054249547920434,-587.3417721519409
opositsiooni koalitsioonil opositsioonil,0.0007892659826361,0.0054249547920434,-587.3417721519409
oigusriik oigusriigi oigusriigist,0.0007892659826361,0.0054249547920434,-587.3417721519409
