topic_words3,Eesti Vabaerakonna fraktsioon,Sotsiaaldemokraadid,difference
koolis kooli opilased,0.0289505428226779,0.0940325497287522,-224.80409885473182
metsa metsade mets,0.0144752714113389,0.0614828209764918,-324.743821579266
palgalohe soolist meeste,0.0012062726176115,0.0542495479204339,-4397.28752260427
alkoholi kange lahja,0.0193003618817852,0.0524412296564195,-171.71112115732475
untso missioonide liikmesusest,0.0024125452352231,0.023508137432188,-874.412296564217
vanemahuvitist vanemahuvitise vanemahuvitis,0.0012062726176115,0.0198915009041591,-1549.0054249548991
kinnisasja maad maa,0.0024125452352231,0.0162748643761302,-574.5931283906136
soita jalakaija konniteel,0.0024125452352231,0.0126582278481012,-424.6835443038079
missiooni missioonile missioon,0.0012062726176115,0.0108499095840868,-799.4575045208555
psuhhiaatri alaealine psuhhiaatrilist,0.0024125452352231,0.0090415913200723,-274.7739602170062
vagivalla naistevastase perevagivalla,0.0012062726176115,0.0072332730560578,-499.6383363472316
hooldekodus hoolduse hooldekodu,0.0012062726176115,0.0072332730560578,-499.6383363472316
reklaami reklaam alkoholireklaam,0.008443908323281,0.0162748643761302,-92.74089382588622
taanis saksamaal hollandis,0.0072376357056694,0.0144665461121157,-99.87944544906752
treenerite spordi sport,0.0012062726176115,0.0054249547920434,-349.7287522604278
oigusriik oigusriigi oigusriigist,0.0012062726176115,0.0054249547920434,-349.7287522604278
korterid kortereid korterit,0.0012062726176115,0.0054249547920434,-349.7287522604278
piima toorpiima toodangut,0.0012062726176115,0.0054249547920434,-349.7287522604278
uuring uuringut uuringu,0.0048250904704463,0.0108499095840868,-124.8643761301999
magustatud suhkrut joogi,0.0036188178528347,0.0090415913200723,-149.84930681133403
lasteaia lasteaias lasteaiakoha,0.0036188178528347,0.0090415913200723,-149.84930681133403
vagivallale vihakone ohutamine,0.0060313630880579,0.0108499095840868,-79.89150090415916
abielu kooselu samasooliste,0.0036188178528347,0.0072332730560578,-99.87944544906613
poolte kokkuleppel huvitise,0.0024125452352231,0.0054249547920434,-124.86437613020456
piirilepingu piirileping piirilepingut,0.0024125452352231,0.0054249547920434,-124.86437613020456
ametiuhingute tooandjate keskliit,0.0012062726176115,0.0036166365280289,-199.81916817361576
lng terminali gaasi,0.0012062726176115,0.0036166365280289,-199.81916817361576
direktiivi direktiiv ulevotmise,0.0012062726176115,0.0036166365280289,-199.81916817361576
miili baasvorgu lairiba,0.0012062726176115,0.0036166365280289,-199.81916817361576
joustumine joustuma joustada,0.0096501809408926,0.0144665461121157,-49.909584086799605
arengufond arengufondi arengufondis,0.0060313630880579,0.0090415913200723,-49.909584086798766
lapsetoetust lapsetoetus lapsetoetuse,0.0036188178528347,0.0054249547920434,-49.90958408680097
pohiseadusega riigikohus oiguskantsler,0.0036188178528347,0.0054249547920434,-49.90958408680097
leping ratifitseerida lepinguga,0.0024125452352231,0.0036166365280289,-49.90958408680166
valispoliitika valispoliitikas diplomaatia,0.0024125452352231,0.0036166365280289,-49.90958408680166
kusimusena tahtsa tahtsusega,0.0024125452352231,0.0036166365280289,-49.90958408680166
riigimetsa majandamise noukokku,0.0024125452352231,0.0036166365280289,-49.90958408680166
lae korgepalgaliste lagi,0.0024125452352231,0.0036166365280289,-49.90958408680166
teekasutustasu autode autod,0.0024125452352231,0.0036166365280289,-49.90958408680166
uhistranspordi uhistransport uhistransporti,0.0024125452352231,0.0036166365280289,-49.90958408680166
iive sundimus iibe,0.0024125452352231,0.0036166365280289,-49.90958408680166
valimiskomisjon proteste valimiskasti,0.0012062726176115,0.0018083182640144,-49.90958408680373
kaibemaksu kaibemaks kaibemaksumaara,0.0012062726176115,0.0018083182640144,-49.90958408680373
voidusamba vabadussoja uurimiskomisjon,0.0012062726176115,0.0018083182640144,-49.90958408680373
aituma infotundi jahimehed,0.0012062726176115,0.0018083182640144,-49.90958408680373
korterelamute kortermajade kredexi,0.0012062726176115,0.0018083182640144,-49.90958408680373
riigiloivude riigiloivud riigiloivu,0.0012062726176115,0.0018083182640144,-49.90958408680373
ootuse oigusparase oiguskindluse,0.0012062726176115,0.0018083182640144,-49.90958408680373
liitlaste ohutorje keskmaa,0.0012062726176115,0.0018083182640144,-49.90958408680373
viirust vaktsineeritud viiruse,0.0012062726176115,0.0018083182640144,-49.90958408680373
volitust kaasuses jarvik,0.0012062726176115,0.0018083182640144,-49.90958408680373
kauguhendus avaksite ettekandjalt,0.0012062726176115,0.0018083182640144,-49.90958408680373
tooandja tooandjal tootaja,0.0012062726176115,0.0018083182640144,-49.90958408680373
hadaolukorda eriolukord eriolukorra,0.0012062726176115,0.0018083182640144,-49.90958408680373
vaesuses suhtelises vaesuse,0.0012062726176115,0.0018083182640144,-49.90958408680373
vaikesaarte saarte pusiasustusega,0.0012062726176115,0.0018083182640144,-49.90958408680373
eelarvele kulude riigieelarvele,0.0012062726176115,0.0018083182640144,-49.90958408680373
huvihariduse huvitegevuse huviharidus,0.0048250904704463,0.0054249547920434,-12.432188065099952
riigireformi riigireformist riigireform,0.008443908323281,0.0090415913200723,-7.078274347714173
huvigruppe huvigruppide kaasatud,0.0156815440289505,0.0162748643761302,-3.7835582139382478
pollumeestele pollumehi pollumehed,0.0036188178528347,0.0036166365280289,0.0602772754669365
palgatousu opetajate palgatous,0.0036188178528347,0.0036166365280289,0.0602772754669365
