topic_words3,Eesti Vabaerakonna fraktsioon,Keskerakond,difference
vagivalla naistevastase perevagivalla,0.0012062726176115,0.001564945226917,-29.73395931142794
liitlaste ohutorje keskmaa,0.0012062726176115,0.001564945226917,-29.73395931142794
kaasne lisakulutusi riigieelarvele,0.0012062726176115,0.001564945226917,-29.73395931142794
volitust kaasuses jarvik,0.0012062726176115,0.001564945226917,-29.73395931142794
valimisea valimisiga valimisoiguse,0.0012062726176115,0.001564945226917,-29.73395931142794
muundatud geneetiliselt gmo,0.0012062726176115,0.001564945226917,-29.73395931142794
oigusriik oigusriigi oigusriigist,0.0012062726176115,0.001564945226917,-29.73395931142794
kandidaati kandidaat valituks,0.0012062726176115,0.001564945226917,-29.73395931142794
kohtutaiturite kohtutaitur kohtutaituri,0.0012062726176115,0.001564945226917,-29.73395931142794
vanemahuvitist vanemahuvitise vanemahuvitis,0.0012062726176115,0.001564945226917,-29.73395931142794
utah jordaania energia,0.0012062726176115,0.001564945226917,-29.73395931142794
missiooni missioonile missioon,0.0012062726176115,0.001564945226917,-29.73395931142794
ootuse oigusparase oiguskindluse,0.0012062726176115,0.001564945226917,-29.73395931142794
riigikontrolor karis riigikontrolori,0.0012062726176115,0.001564945226917,-29.73395931142794
ametiuhingute tooandjate keskliit,0.0012062726176115,0.001564945226917,-29.73395931142794
maavalitsuste maavalitsused maakonna,0.0193003618817852,0.0203442879499217,-5.408841940532267
alkoholi kange lahja,0.0193003618817852,0.0203442879499217,-5.408841940532267
otsevalimise presidenti presidendi,0.0060313630880579,0.0062597809076682,-3.787167449138768
toonadalal istungid taiendaval,0.0048250904704463,0.0046948356807511,2.6995305164330246
koolis kooli opilased,0.0289505428226779,0.028169014084507,2.6995305164319845
hanke hankija riigihangete,0.008443908323281,0.0078247261345852,7.332886206126024
kodakondsust kodakondsuse kodanikuks,0.0036188178528347,0.0031298904538341,13.5106937923834
borsile ipo enefit,0.0036188178528347,0.0031298904538341,13.5106937923834
kutsehariduse kutseharidus kutsehariduses,0.0072376357056694,0.0062597809076682,13.5106937923834
kusimusena tahtsa tahtsusega,0.0024125452352231,0.001564945226917,35.133020344288724
kantsler kantsleri riigisekretar,0.0024125452352231,0.001564945226917,35.133020344288724
id mobiil kaardi,0.0024125452352231,0.001564945226917,35.133020344288724
erimargistatud kutust kutuse,0.0024125452352231,0.001564945226917,35.133020344288724
louis freeh kremli,0.0024125452352231,0.001564945226917,35.133020344288724
lae korgepalgaliste lagi,0.0024125452352231,0.001564945226917,35.133020344288724
ugri rahvaste polisrahvaste,0.0024125452352231,0.001564945226917,35.133020344288724
kinnisasja maad maa,0.0024125452352231,0.001564945226917,35.133020344288724
rahvaalgatuse rahvaalgatus rahvahaaletus,0.0024125452352231,0.001564945226917,35.133020344288724
rahapesu terrorismi andmeburoo,0.0024125452352231,0.001564945226917,35.133020344288724
teede teehoiuks teedele,0.0024125452352231,0.001564945226917,35.133020344288724
piirilepingu piirileping piirilepingut,0.0024125452352231,0.001564945226917,35.133020344288724
muuseum muuseumi muuseumide,0.0048250904704463,0.0031298904538341,35.133020344288
kaitseliit kaitseliidule kaitseliidu,0.0048250904704463,0.0031298904538341,35.133020344288
ulejaagis struktuurses struktuurse,0.0180940892641737,0.0140845070422535,22.159624413145643
opositsiooni koalitsioonil opositsioonil,0.0072376357056694,0.0046948356807511,35.133020344288234
eriarstide eriarstiabi eriarsti,0.0096501809408926,0.0062597809076682,35.133020344288
keeleoskust oskuse keeleoskuse,0.0036188178528347,0.001564945226917,56.75534689619307
kandideerima ametikohale kandidaatide,0.0036188178528347,0.001564945226917,56.75534689619307
annetus erjk annetuse,0.0036188178528347,0.001564945226917,56.75534689619307
abielu kooselu samasooliste,0.0036188178528347,0.001564945226917,56.75534689619307
volakirjade keskpank volakirju,0.0036188178528347,0.001564945226917,56.75534689619307
sigade katku katk,0.0036188178528347,0.001564945226917,56.75534689619307
pollumeestele pollumehi pollumehed,0.0036188178528347,0.001564945226917,56.75534689619307
huvigruppe huvigruppide kaasatud,0.0156815440289505,0.0109546165884194,30.14325267846379
arengufond arengufondi arengufondis,0.0060313630880579,0.0031298904538341,48.10641627543061
reklaami reklaam alkoholireklaam,0.008443908323281,0.0046948356807511,44.39973172367584
salvestisi salvestised salvestiste,0.008443908323281,0.0046948356807511,44.39973172367584
noukogudesse ariuhingute noukogudes,0.008443908323281,0.0046948356807511,44.39973172367584
nord stream streami,0.0048250904704463,0.001564945226917,67.56651017214503
ajakirjandus ajakirjanduse ajakirjandust,0.0048250904704463,0.001564945226917,67.56651017214503
apteeke apteegid apteekide,0.0048250904704463,0.001564945226917,67.56651017214503
toovoimereformi toovoimega toovoimereform,0.0048250904704463,0.001564945226917,67.56651017214503
taanis saksamaal hollandis,0.0072376357056694,0.0031298904538341,56.7553468961917
joustumine joustuma joustada,0.0096501809408926,0.0046948356807511,51.349765258216514
virumaale virumaa toostusalade,0.0096501809408926,0.0046948356807511,51.349765258216514
moisteid moiste moisted,0.0180940892641737,0.0093896713615023,48.10641627543061
terviseandmed isikuandmeid terviseandmeid,0.0096501809408926,0.0031298904538341,67.56651017214399
jarviku jarvik maaeluministri,0.0072376357056694,0.001564945226917,78.37767344809654
arengukavad arengukavade pohialuste,0.0144752714113389,0.0062597809076682,56.755346896192
tulubaasi omavalitsustele omavalitsuste,0.008443908323281,0.001564945226917,81.46657724122568
uliopilased uliopilastele uliopilaste,0.0096501809408926,0.001564945226917,83.7832550860725
inimarengu aruanne aruandes,0.0120627261761158,0.0031298904538341,74.05320813771532
metsa metsade mets,0.0144752714113389,0.0031298904538341,78.37767344809599
hoone rkas hoonet,0.0180940892641737,0.0046948356807511,74.05320813771559
korruptsiooni korruptsioon korruptsiooniga,0.0144752714113389,0.001564945226917,89.18883672404834
riigikontrolli auditi auditit,0.0168878166465621,0.001564945226917,90.7332886206129
kohanimenoukogu vonnu mulgi,0.0193003618817852,0.0031298904538341,83.783255086072
teadus teaduse arendustegevuse,0.0253317249698431,0.0046948356807511,81.46657724122535
vallaga vald sauga,0.0639324487334137,0.0312989045383411,51.04378893908529
valimisliitude volikogusse volikokku,0.097708082026538,0.028169014084507,71.17023126412802
normitehnika mojude eeskiri,0.0144752714113389,0.0,100.0
pealinnast tallinnast viljandisse,0.0144752714113389,0.0,100.0
danske filiaali rahapesu,0.0096501809408926,0.0,100.0
ulikooliga kbfi instituudi,0.008443908323281,0.0,100.0
hansson ardo panga,0.0060313630880579,0.0,100.0
koneleja konsensuslikud repliigi,0.0048250904704463,0.0,100.0
piirivalve valvamise valvamine,0.0036188178528347,0.0,100.0
tantsupeo laulu traditsiooni,0.0036188178528347,0.0,100.0
skais arendused infosusteemide,0.0036188178528347,0.0,100.0
rahvahaaletuse rahvahaaletus rahvahaaletusel,0.0036188178528347,0.0,100.0
ammendumiseni kaheni pikendada,0.0036188178528347,0.0,100.0
pensioniiga pensioniea eluiga,0.0024125452352231,0.0,100.0
oiglase virumaale ulemineku,0.0024125452352231,0.0,100.0
ts parvlaeva parvlaevad,0.0024125452352231,0.0,100.0
annetused annetusi annetuste,0.0024125452352231,0.0,100.0
veb fondi uurimiskomisjon,0.0024125452352231,0.0,100.0
poolte kokkuleppel huvitise,0.0024125452352231,0.0,100.0
riigimetsa majandamise noukokku,0.0024125452352231,0.0,100.0
tarbijakaitse amet ametile,0.0024125452352231,0.0,100.0
riigiloivude riigiloivud riigiloivu,0.0012062726176115,0.0,100.0
hadaolukorda eriolukord eriolukorra,0.0012062726176115,0.0,100.0
salastatud valisteabe riigisaladuse,0.0012062726176115,0.0,100.0
keskkonnaameti uhendamine uhendamise,0.0012062726176115,0.0,100.0
kulukuse krediidi kiirlaenude,0.0012062726176115,0.0,100.0
lng terminali gaasi,0.0012062726176115,0.0,100.0
vabatahtlike komandode paasteameti,0.0012062726176115,0.0,100.0
voidusamba vabadussoja uurimiskomisjon,0.0012062726176115,0.0,100.0
viirust vaktsineeritud viiruse,0.0012062726176115,0.0,100.0
eelarvele kulude riigieelarvele,0.0012062726176115,0.0,100.0
haalte kandidaatidele haaletamisest,0.0012062726176115,0.0,100.0
efsf esm kreekale,0.0012062726176115,0.0,100.0
ene ergma aplaus,0.0012062726176115,0.0,100.0
tooandja tooandjal tootaja,0.0012062726176115,0.0,100.0
teenuseid teenused teenust,0.0012062726176115,0.0,100.0
teenistuse teenistuses avalikus,0.0012062726176115,0.0,100.0
est kavatsuste for,0.0012062726176115,0.0,100.0
raamatukogu pimedate raamatukogude,0.0012062726176115,0.0,100.0
post posti omniva,0.0012062726176115,0.0,100.0
president ilves presidendi,0.0012062726176115,0.0,100.0
tootuna arvele ariuhingu,0.0,0.0,
varude varud varu,0.0,0.0,
tootuli lepitaja ametiuhingute,0.0,0.0,
sularaha kommertspangad pangad,0.0,0.0,
riigipuha puhade tahtpaevade,0.0,0.0,
puude raskusastme puuet,0.0,0.0,
piirikontrolli schengeni valispiiri,0.0,0.0,
operatsioonil sojalisel panustamisel,0.0,0.0,
ooteala piiriuletuse piiripunkti,0.0,0.0,
muraste kase kompleksi,0.0,0.0,
liibanonis missioonil pikendamine,0.0,0.0,
mes maale maaelu,0.0,0.0,
lisaeelarve lisaeelarves lisaeelarvega,0.0,0.0,
laari laar kandidatuuri,0.0,0.0,
kinnitamise paevakorra paevakord,0.0,0.0,
jalitustegevuse jalitustoimingu sideandmete,0.0,0.0,
jahimehed jahimeeste jahti,0.0,0.0,
jaatmeid liigiti prugi,0.0,0.0,
inflatsiooni inflatsioon hinnatous,0.0,0.0,
haiguspaevade haiguspaevi haiguspaeva,0.0,0.0,
energiaagentuur agentuuri agentuur,0.0,0.0,
elamisluba elamisloa viisa,0.0,0.0,
domeenide domeeni interneti,0.0,0.0,
ametipalkade riigiteenijate korgemate,0.0,0.0,
abipolitseinik abipolitseiniku abipolitseinike,0.0,0.0,
eripensioni valjateenitud staazi,0.0,0.0,
aardla pria pealtnagija,0.0,0.001564945226917,-inf
hoiu pangad pankade,0.0,0.001564945226917,-inf
pensionitous pensionitousu pension,0.0,0.0062597809076682,-inf
objekti anu raua,0.0,0.0046948356807511,-inf
koolilouna koolitoidu koolitoit,0.0,0.001564945226917,-inf
konkurss konkursi konkurssi,0.0,0.001564945226917,-inf
kolledz kolledzi turi,0.0,0.001564945226917,-inf
oppelaenu sugava puudega,0.0,0.001564945226917,-inf
kodualuse maamaksu maamaksust,0.0,0.001564945226917,-inf
pensioni pension sammas,0.0,0.001564945226917,-inf
suuria euroopasse turgis,0.0,0.001564945226917,-inf
pensionifondide pensionifondid fondid,0.0,0.0031298904538341,-inf
katteallikas katteallikaid katteallikat,0.0,0.0031298904538341,-inf
haaletamissedel haaletamiskasti sedeli,0.0,0.001564945226917,-inf
kasvavad tuleval kasv,0.0,0.0031298904538341,-inf
kala kalurid kalurite,0.0,0.001564945226917,-inf
relva relvade relvaluba,0.0,0.001564945226917,-inf
maantee neljarealiseks ppp,0.0,0.0031298904538341,-inf
rongi rongide rongid,0.0,0.001564945226917,-inf
idapiiri piiririba valjaehitamine,0.0,0.001564945226917,-inf
samba sammas sambasse,0.0,0.0031298904538341,-inf
seksuaalse vangistusega vaarkohtlemise,0.0,0.0031298904538341,-inf
humni humn laulda,0.0,0.001564945226917,-inf
koolituse koolitus koolitusele,0.0,0.0031298904538341,-inf
korrata stenogrammist vabandan,0.0,0.0046948356807511,-inf
korteriuhistu korteriomanike korteriuhistute,0.0,0.001564945226917,-inf
muugimaksu muugimaks paadimaksu,0.0,0.001564945226917,-inf
etv saateid pbk,0.0,0.0031298904538341,-inf
teatri teater rahvusooper,0.0,0.001564945226917,-inf
loomi loomade loomad,0.0,0.0172143974960876,-inf
tervist tervis tervisega,0.0,0.001564945226917,-inf
tooandja tervisesse maksuvabalt,0.0,0.001564945226917,-inf
tootuid tootute tootu,0.0,0.001564945226917,-inf
elektri elektrit taastuvenergia,0.0,0.0031298904538341,-inf
elatisraha elatisabi elatise,0.0,0.001564945226917,-inf
tsernoboli represseeritud oigusvastaselt,0.0,0.0046948356807511,-inf
deklaratsiooni deklaratsioone deklaratsioonis,0.0,0.001564945226917,-inf
valdkonnad laekumisest fikseeritakse,0.0,0.001564945226917,-inf
valitsemisalade katteallikaks riigieelarves,0.0,0.0046948356807511,-inf
tulubaasi tasandusfondi tulumaksuosa,0.0,0.0046948356807511,-inf
riigiabi komisjonilt loa,0.0,0.0078247261345852,-inf
hambaravi hammaste hambad,0.0,0.001564945226917,-inf
kirik kiriku maarja,0.0,0.001564945226917,-inf
lipu laevu kaubalaeva,0.0,0.0031298904538341,-inf
liiklussurmade liikluses hukkunute,0.0,0.001564945226917,-inf
matusetoetust matusetoetus matusetoetuse,0.0,0.0031298904538341,-inf
vee monopolide veeteenuse,0.0,0.0,
