topic_words3,EKRE,Fraktsioonitud,difference
valispoliitika valispoliitikas diplomaatia,0.004381161007667,0.0239410681399631,-446.45488029466173
eriarstide eriarstiabi eriarsti,0.008762322015334,0.0294659300184162,-236.27992633517735
valimisliitude volikogusse volikokku,0.008762322015334,0.0276243093922651,-215.26243093922778
metsa metsade mets,0.0262869660460021,0.0478821362799263,-82.15162676488694
samba sammas sambasse,0.0021905805038335,0.012891344383057,-488.4898710865564
elektri elektrit taastuvenergia,0.004381161007667,0.0147329650092081,-236.27992633517735
magustatud suhkrut joogi,0.0010952902519167,0.009208103130755,-740.6998158379758
moisteid moiste moisted,0.0032858707557502,0.011049723756906,-236.27992633518016
hooldekodus hoolduse hooldekodu,0.0032858707557502,0.011049723756906,-236.27992633518016
arengufond arengufondi arengufondis,0.0021905805038335,0.009208103130755,-320.3499079189688
oigusloome oigusloomes oiguspoliitika,0.0010952902519167,0.007366482504604,-572.5598526703808
teenuseid teenused teenust,0.0010952902519167,0.007366482504604,-572.5598526703808
kala kalurid kalurite,0.0010952902519167,0.007366482504604,-572.5598526703808
apteeke apteegid apteekide,0.0010952902519167,0.007366482504604,-572.5598526703808
vaikesaarte saarte pusiasustusega,0.0010952902519167,0.007366482504604,-572.5598526703808
noukogudesse ariuhingute noukogudes,0.0010952902519167,0.007366482504604,-572.5598526703808
prokuratuur prokuratuuri prokuror,0.0076670317634173,0.0165745856353591,-116.17995264404102
riigireformi riigireformist riigireform,0.0065717415115005,0.0147329650092081,-124.18661755678488
huvigruppe huvigruppide kaasatud,0.0032858707557502,0.009208103130755,-180.23327194598343
arengukavad arengukavade pohialuste,0.0032858707557502,0.009208103130755,-180.23327194598343
salvestisi salvestised salvestiste,0.0021905805038335,0.007366482504604,-236.27992633517505
korruptsiooni korruptsioon korruptsiooniga,0.0010952902519167,0.005524861878453,-404.4198895027856
kohanimenoukogu vonnu mulgi,0.0010952902519167,0.005524861878453,-404.4198895027856
tulubaasi omavalitsustele omavalitsuste,0.0010952902519167,0.005524861878453,-404.4198895027856
miili baasvorgu lairiba,0.0010952902519167,0.005524861878453,-404.4198895027856
vallaga vald sauga,0.0240963855421686,0.0349907918968692,-45.21178637200762
kantsler kantsleri riigisekretar,0.004381161007667,0.009208103130755,-110.1749539594844
ts parvlaeva parvlaevad,0.0021905805038335,0.005524861878453,-152.20994475138133
tooandja tervisesse maksuvabalt,0.0021905805038335,0.005524861878453,-152.20994475138133
pollumeestele pollumehi pollumehed,0.0076670317634173,0.012891344383057,-68.13996316758642
