topic_words3,Eesti Vabaerakonna fraktsioon,Reformierakond,difference
huvihariduse huvitegevuse huviharidus,0.0048250904704463,0.005524861878453,-14.502762430938931
taanis saksamaal hollandis,0.0072376357056694,0.0078926598263614,-9.050249934227896
kohtunike kohtususteem kohtuniku,0.0096501809408926,0.0102604577742699,-6.323993685872311
borsile ipo enefit,0.0036188178528347,0.0039463299131807,-9.050249934227896
kodakondsust kodakondsuse kodanikuks,0.0036188178528347,0.0039463299131807,-9.050249934227896
hansson ardo panga,0.0060313630880579,0.0063141278610891,-4.688239936857301
iive sundimus iibe,0.0024125452352231,0.0023677979479084,1.8547750591943686
leping ratifitseerida lepinguga,0.0024125452352231,0.0023677979479084,1.8547750591943686
oigusloome oigusloomes oiguspoliitika,0.0024125452352231,0.0023677979479084,1.8547750591943686
ajakirjandus ajakirjanduse ajakirjandust,0.0048250904704463,0.0047355958958168,1.8547750591963976
palgatousu opetajate palgatous,0.0036188178528347,0.0031570639305445,12.759800052619338
aasia aasias saatkonna,0.0036188178528347,0.0031570639305445,12.759800052619338
valimisea valimisiga valimisoiguse,0.0012062726176115,0.0007892659826361,34.56985003946295
post posti omniva,0.0012062726176115,0.0007892659826361,34.56985003946295
oigusriik oigusriigi oigusriigist,0.0012062726176115,0.0007892659826361,34.56985003946295
lng terminali gaasi,0.0012062726176115,0.0007892659826361,34.56985003946295
utah jordaania energia,0.0012062726176115,0.0007892659826361,34.56985003946295
kulukuse krediidi kiirlaenude,0.0012062726176115,0.0007892659826361,34.56985003946295
volitust kaasuses jarvik,0.0012062726176115,0.0007892659826361,34.56985003946295
teenuseid teenused teenust,0.0012062726176115,0.0007892659826361,34.56985003946295
estonian air airi,0.0012062726176115,0.0007892659826361,34.56985003946295
salastatud valisteabe riigisaladuse,0.0012062726176115,0.0007892659826361,34.56985003946295
ene ergma aplaus,0.0012062726176115,0.0007892659826361,34.56985003946295
valimiskomisjon proteste valimiskasti,0.0012062726176115,0.0007892659826361,34.56985003946295
aituma infotundi jahimehed,0.0012062726176115,0.0007892659826361,34.56985003946295
valijate erakonda valijaid,0.008443908323281,0.0071033938437253,15.875521479309754
riigireformi riigireformist riigireform,0.008443908323281,0.0071033938437253,15.875521479309754
pensioniiga pensioniea eluiga,0.0024125452352231,0.0015785319652722,34.56985003946566
tarbijakaitse amet ametile,0.0024125452352231,0.0015785319652722,34.56985003946566
fie fuusilisest isikust,0.0024125452352231,0.0015785319652722,34.56985003946566
poolte kokkuleppel huvitise,0.0024125452352231,0.0015785319652722,34.56985003946566
eriarstide eriarstiabi eriarsti,0.0096501809408926,0.0078926598263614,18.212312549329642
pollumeestele pollumehi pollumehed,0.0036188178528347,0.0023677979479084,34.56985003946381
abielu kooselu samasooliste,0.0036188178528347,0.0023677979479084,34.56985003946381
kohtla jarve johvi,0.0036188178528347,0.0023677979479084,34.56985003946381
noukogudesse ariuhingute noukogudes,0.008443908323281,0.0063141278610891,25.222685759387105
teadus teaduse arendustegevuse,0.0253317249698431,0.021310181531176,15.875521479309707
rail trassi balticu,0.0132689987937273,0.0102604577742699,22.67345913754727
kutsehariduse kutseharidus kutsehariduses,0.0072376357056694,0.0047355958958168,34.56985003946381
teede teehoiuks teedele,0.0024125452352231,0.0007892659826361,67.28492501973284
erimargistatud kutust kutuse,0.0024125452352231,0.0007892659826361,67.28492501973284
planeeringu keskkonnamoju keskkonnamojude,0.0024125452352231,0.0007892659826361,67.28492501973284
riigimetsa majandamise noukokku,0.0024125452352231,0.0007892659826361,67.28492501973284
rahvaalgatuse rahvaalgatus rahvahaaletus,0.0024125452352231,0.0007892659826361,67.28492501973284
lahususe voimude lahusus,0.0024125452352231,0.0007892659826361,67.28492501973284
annetused annetusi annetuste,0.0024125452352231,0.0007892659826361,67.28492501973284
pagulasi pagulased pagulaste,0.0024125452352231,0.0007892659826361,67.28492501973284
lae korgepalgaliste lagi,0.0024125452352231,0.0007892659826361,67.28492501973284
kandideerima ametikohale kandidaatide,0.0036188178528347,0.0015785319652722,56.37990002631105
skais arendused infosusteemide,0.0036188178528347,0.0015785319652722,56.37990002631105
volakirjade keskpank volakirju,0.0036188178528347,0.0015785319652722,56.37990002631105
lasteaia lasteaias lasteaiakoha,0.0036188178528347,0.0015785319652722,56.37990002631105
toovoimereformi toovoimega toovoimereform,0.0048250904704463,0.0023677979479084,50.9273875295982
jarviku jarvik maaeluministri,0.0072376357056694,0.0039463299131807,45.474875032886054
hanke hankija riigihangete,0.008443908323281,0.0047355958958168,43.917014319540634
tulubaasi omavalitsustele omavalitsuste,0.008443908323281,0.0047355958958168,43.917014319540634
apteeke apteegid apteekide,0.0048250904704463,0.0015785319652722,67.2849250197335
rahvahaaletuse rahvahaaletus rahvahaaletusel,0.0036188178528347,0.0007892659826361,78.18995001315552
annetus erjk annetuse,0.0036188178528347,0.0007892659826361,78.18995001315552
keeleoskust oskuse keeleoskuse,0.0036188178528347,0.0007892659826361,78.18995001315552
tantsupeo laulu traditsiooni,0.0036188178528347,0.0007892659826361,78.18995001315552
joustumine joustuma joustada,0.0096501809408926,0.0047355958958168,50.9273875295982
arengukavad arengukavade pohialuste,0.0144752714113389,0.0078926598263614,45.47487503288643
otsevalimise presidenti presidendi,0.0060313630880579,0.0007892659826361,86.91397000789345
virumaale virumaa toostusalade,0.0096501809408926,0.0031570639305445,67.28492501973248
salvestisi salvestised salvestiste,0.008443908323281,0.0023677979479084,71.9585071597703
huvigruppe huvigruppide kaasatud,0.0156815440289505,0.0071033938437253,54.70220387347469
opositsiooni koalitsioonil opositsioonil,0.0072376357056694,0.0007892659826361,89.09497500657776
reklaami reklaam alkoholireklaam,0.008443908323281,0.0015785319652722,81.30567143984766
terviseandmed isikuandmeid terviseandmeid,0.0096501809408926,0.0023677979479084,75.4636937647991
pealinnast tallinnast viljandisse,0.0144752714113389,0.005524861878453,61.832412523020366
maavalitsuste maavalitsused maakonna,0.0193003618817852,0.0086819258089976,55.01677190213099
inimarengu aruanne aruandes,0.0120627261761158,0.0031570639305445,73.8279400157861
uliopilased uliopilastele uliopilaste,0.0096501809408926,0.0007892659826361,91.82123125493338
moisteid moiste moisted,0.0180940892641737,0.0063141278610891,65.10392002104757
normitehnika mojude eeskiri,0.0144752714113389,0.0039463299131807,72.73743751644321
rahvuse rahvust rahvusriik,0.0144752714113389,0.0007892659826361,94.54748750328892
korruptsiooni korruptsioon korruptsiooniga,0.0144752714113389,0.0015785319652722,89.09497500657784
riigikontrolli auditi auditit,0.0168878166465621,0.0007892659826361,95.32641785996195
hoone rkas hoonet,0.0180940892641737,0.0007892659826361,95.63799000263117
kohanimenoukogu vonnu mulgi,0.0193003618817852,0.0015785319652722,91.82123125493338
vallaga vald sauga,0.0639324487334137,0.0071033938437253,88.88921981802211
valimisliitude volikogusse volikokku,0.097708082026538,0.005524861878453,94.34554259600304
danske filiaali rahapesu,0.0096501809408926,0.0,100.0
ulikooliga kbfi instituudi,0.008443908323281,0.0,100.0
muuseum muuseumi muuseumide,0.0048250904704463,0.0,100.0
nord stream streami,0.0048250904704463,0.0,100.0
koneleja konsensuslikud repliigi,0.0048250904704463,0.0,100.0
sigade katku katk,0.0036188178528347,0.0,100.0
piirivalve valvamise valvamine,0.0036188178528347,0.0,100.0
ugri rahvaste polisrahvaste,0.0024125452352231,0.0,100.0
oiglase virumaale ulemineku,0.0024125452352231,0.0,100.0
tapsustatakse ajakohastatakse nouete,0.0024125452352231,0.0,100.0
veb fondi uurimiskomisjon,0.0024125452352231,0.0,100.0
kandidaadi kandidaati kandidaat,0.0024125452352231,0.0,100.0
louis freeh kremli,0.0024125452352231,0.0,100.0
kinnisasja maad maa,0.0024125452352231,0.0,100.0
voidusamba vabadussoja uurimiskomisjon,0.0012062726176115,0.0,100.0
viirust vaktsineeritud viiruse,0.0012062726176115,0.0,100.0
riigiloivude riigiloivud riigiloivu,0.0012062726176115,0.0,100.0
haalte kandidaatidele haaletamisest,0.0012062726176115,0.0,100.0
kandidaati kandidaat valituks,0.0012062726176115,0.0,100.0
teenistuse teenistuses avalikus,0.0012062726176115,0.0,100.0
lipud lippude lipp,0.0012062726176115,0.0,100.0
est kavatsuste for,0.0012062726176115,0.0,100.0
raamatukogu pimedate raamatukogude,0.0012062726176115,0.0,100.0
talupidajate kaubanduskoja kaubanduskoda,0.0012062726176115,0.0,100.0
korterid kortereid korterit,0.0012062726176115,0.0,100.0
muundatud geneetiliselt gmo,0.0012062726176115,0.0,100.0
kohtutaiturite kohtutaitur kohtutaituri,0.0012062726176115,0.0,100.0
president ilves presidendi,0.0012062726176115,0.0,100.0
vaesuses suhtelises vaesuse,0.0012062726176115,0.0,100.0
lipu laevu kaubalaeva,0.0,0.0,
seksuaalse vangistusega vaarkohtlemise,0.0,0.0,
rongi rongide rongid,0.0,0.0,
riigipuha puhade tahtpaevade,0.0,0.0,
piirikontrolli schengeni valispiiri,0.0,0.0,
operatsioonil sojalisel panustamisel,0.0,0.0,
ooteala piiriuletuse piiripunkti,0.0,0.0,
mes maale maaelu,0.0,0.0,
kolledz kolledzi turi,0.0,0.0,
liibanonis missioonil pikendamine,0.0,0.0,
korteriuhistu korteriomanike korteriuhistute,0.0,0.0,
kala kalurid kalurite,0.0,0.0,
idapiiri piiririba valjaehitamine,0.0,0.0,
humni humn laulda,0.0,0.0,
elatisraha elatisabi elatise,0.0,0.0,
domeenide domeeni interneti,0.0,0.0,
haiguspaevade haiguspaevi haiguspaeva,0.0,0.0,
aardla pria pealtnagija,0.0,0.0007892659826361,-inf
muraste kase kompleksi,0.0,0.0047355958958168,-inf
kinnitamise paevakorra paevakord,0.0,0.0015785319652722,-inf
valdkonnad laekumisest fikseeritakse,0.0,0.0007892659826361,-inf
valitsemisalade katteallikaks riigieelarves,0.0,0.0007892659826361,-inf
vee monopolide veeteenuse,0.0,0.0007892659826361,-inf
pensionifondide pensionifondid fondid,0.0,0.0023677979479084,-inf
oppelaenu sugava puudega,0.0,0.0015785319652722,-inf
jaatmeid liigiti prugi,0.0,0.0031570639305445,-inf
koolilouna koolitoidu koolitoit,0.0,0.0007892659826361,-inf
jahimehed jahimeeste jahti,0.0,0.0023677979479084,-inf
jalitustegevuse jalitustoimingu sideandmete,0.0,0.0007892659826361,-inf
kasvavad tuleval kasv,0.0,0.0015785319652722,-inf
katteallikas katteallikaid katteallikat,0.0,0.0023677979479084,-inf
kirik kiriku maarja,0.0,0.0007892659826361,-inf
tsernoboli represseeritud oigusvastaselt,0.0,0.0007892659826361,-inf
kodualuse maamaksu maamaksust,0.0,0.0015785319652722,-inf
konkurss konkursi konkurssi,0.0,0.0031570639305445,-inf
koolituse koolitus koolitusele,0.0,0.0023677979479084,-inf
objekti anu raua,0.0,0.0007892659826361,-inf
korrata stenogrammist vabandan,0.0,0.0015785319652722,-inf
laari laar kandidatuuri,0.0,0.0023677979479084,-inf
liiklussurmade liikluses hukkunute,0.0,0.0007892659826361,-inf
lisaeelarve lisaeelarves lisaeelarvega,0.0,0.0015785319652722,-inf
loomi loomade loomad,0.0,0.0031570639305445,-inf
maantee neljarealiseks ppp,0.0,0.0023677979479084,-inf
matusetoetust matusetoetus matusetoetuse,0.0,0.0015785319652722,-inf
tulubaasi tasandusfondi tulumaksuosa,0.0,0.0007892659826361,-inf
tootuna arvele ariuhingu,0.0,0.0031570639305445,-inf
elektri elektrit taastuvenergia,0.0,0.0086819258089976,-inf
inflatsiooni inflatsioon hinnatous,0.0,0.0023677979479084,-inf
etv saateid pbk,0.0,0.0063141278610891,-inf
energiaagentuur agentuuri agentuur,0.0,0.0015785319652722,-inf
deklaratsiooni deklaratsioone deklaratsioonis,0.0,0.0007892659826361,-inf
abipolitseinik abipolitseiniku abipolitseinike,0.0,0.0007892659826361,-inf
hambaravi hammaste hambad,0.0,0.0015785319652722,-inf
hoiu pangad pankade,0.0,0.0023677979479084,-inf
haaletamissedel haaletamiskasti sedeli,0.0,0.0007892659826361,-inf
eripensioni valjateenitud staazi,0.0,0.0007892659826361,-inf
ametipalkade riigiteenijate korgemate,0.0,0.0015785319652722,-inf
elamisluba elamisloa viisa,0.0,0.0039463299131807,-inf
muugimaksu muugimaks paadimaksu,0.0,0.0023677979479084,-inf
tervist tervis tervisega,0.0,0.0015785319652722,-inf
tootuli lepitaja ametiuhingute,0.0,0.0007892659826361,-inf
pensionitous pensionitousu pension,0.0,0.0015785319652722,-inf
puude raskusastme puuet,0.0,0.0007892659826361,-inf
relva relvade relvaluba,0.0,0.0007892659826361,-inf
riigiabi komisjonilt loa,0.0,0.0094711917916337,-inf
samba sammas sambasse,0.0,0.0071033938437253,-inf
sularaha kommertspangad pangad,0.0,0.0023677979479084,-inf
suuria euroopasse turgis,0.0,0.0007892659826361,-inf
teatri teater rahvusooper,0.0,0.0007892659826361,-inf
tooandja tervisesse maksuvabalt,0.0,0.0015785319652722,-inf
pensioni pension sammas,0.0,0.0047355958958168,-inf
tootuid tootute tootu,0.0,0.0015785319652722,-inf
varude varud varu,0.0,0.0,
