topic_words3,EKRE,Eesti Vabaerakonna fraktsioon,difference
valimisliitude volikogusse volikokku,0.008762322015334,0.097708082026538,-1015.0934861278731
vallaga vald sauga,0.0240963855421686,0.0639324487334137,-165.31966224366766
teadus teaduse arendustegevuse,0.0054764512595837,0.0253317249698431,-362.55729794934257
kohanimenoukogu vonnu mulgi,0.0010952902519167,0.0193003618817852,-1662.1230398070818
moisteid moiste moisted,0.0032858707557502,0.0180940892641737,-450.6634499396987
hoone rkas hoonet,0.004381161007667,0.0180940892641737,-312.9975874547677
korruptsiooni korruptsioon korruptsiooniga,0.0010952902519167,0.0144752714113389,-1221.5922798553115
huvigruppe huvigruppide kaasatud,0.0032858707557502,0.0156815440289505,-377.2416566144043
arengukavad arengukavade pohialuste,0.0032858707557502,0.0144752714113389,-340.5307599517571
pealinnast tallinnast viljandisse,0.0032858707557502,0.0144752714113389,-340.5307599517571
inimarengu aruanne aruandes,0.0010952902519167,0.0120627261761158,-1001.3268998794308
riigikontrolli auditi auditit,0.0054764512595837,0.0168878166465621,-208.37153196622899
maavalitsuste maavalitsused maakonna,0.0076670317634173,0.0193003618817852,-151.73186282957
virumaale virumaa toostusalade,0.0010952902519167,0.0096501809408926,-781.061519903541
terviseandmed isikuandmeid terviseandmeid,0.0010952902519167,0.0096501809408926,-781.061519903541
noukogudesse ariuhingute noukogudes,0.0010952902519167,0.008443908323281,-670.928829915596
tulubaasi omavalitsustele omavalitsuste,0.0010952902519167,0.008443908323281,-670.928829915596
salvestisi salvestised salvestiste,0.0021905805038335,0.008443908323281,-285.46441495778043
ulikooliga kbfi instituudi,0.0021905805038335,0.008443908323281,-285.46441495778043
ulejaagis struktuurses struktuurse,0.0098576122672508,0.0180940892641737,-83.55448331322918
opositsiooni koalitsioonil opositsioonil,0.0021905805038335,0.0072376357056694,-230.39806996381054
kutsehariduse kutseharidus kutsehariduses,0.0021905805038335,0.0072376357056694,-230.39806996381054
nord stream streami,0.0010952902519167,0.0048250904704463,-340.5307599517705
apteeke apteegid apteekide,0.0010952902519167,0.0048250904704463,-340.5307599517705
koneleja konsensuslikud repliigi,0.0010952902519167,0.0048250904704463,-340.5307599517705
arengufond arengufondi arengufondis,0.0021905805038335,0.0060313630880579,-175.33172496984514
hanke hankija riigihangete,0.004381161007667,0.008443908323281,-92.73220747889022
kandideerima ametikohale kandidaatide,0.0010952902519167,0.0036188178528347,-230.39806996382555
rahvahaaletuse rahvahaaletus rahvahaaletusel,0.0010952902519167,0.0036188178528347,-230.39806996382555
volakirjade keskpank volakirju,0.0010952902519167,0.0036188178528347,-230.39806996382555
ammendumiseni kaheni pikendada,0.0010952902519167,0.0036188178528347,-230.39806996382555
magustatud suhkrut joogi,0.0010952902519167,0.0036188178528347,-230.39806996382555
uliopilased uliopilastele uliopilaste,0.0054764512595837,0.0096501809408926,-76.21230398070175
muuseum muuseumi muuseumide,0.0021905805038335,0.0048250904704463,-120.2653799758752
kusimusena tahtsa tahtsusega,0.0010952902519167,0.0024125452352231,-120.26537997588068
teede teehoiuks teedele,0.0010952902519167,0.0024125452352231,-120.26537997588068
tapsustatakse ajakohastatakse nouete,0.0010952902519167,0.0024125452352231,-120.26537997588068
erimargistatud kutust kutuse,0.0010952902519167,0.0024125452352231,-120.26537997588068
fie fuusilisest isikust,0.0010952902519167,0.0024125452352231,-120.26537997588068
oigusloome oigusloomes oiguspoliitika,0.0010952902519167,0.0024125452352231,-120.26537997588068
oiglase virumaale ulemineku,0.0010952902519167,0.0024125452352231,-120.26537997588068
kandidaadi kandidaati kandidaat,0.0010952902519167,0.0024125452352231,-120.26537997588068
poolte kokkuleppel huvitise,0.0010952902519167,0.0024125452352231,-120.26537997588068
aasia aasias saatkonna,0.0021905805038335,0.0036188178528347,-65.19903498190526
annetus erjk annetuse,0.0021905805038335,0.0036188178528347,-65.19903498190526
uuring uuringut uuringu,0.0032858707557502,0.0048250904704463,-46.843586650585685
ajakirjandus ajakirjanduse ajakirjandust,0.0032858707557502,0.0048250904704463,-46.843586650585685
otsevalimise presidenti presidendi,0.004381161007667,0.0060313630880579,-37.66586248492258
reklaami reklaam alkoholireklaam,0.0065717415115005,0.008443908323281,-28.488138319260138
haale valimispaeval valimiste,0.0065717415115005,0.008443908323281,-28.488138319260138
riigireformi riigireformist riigireform,0.0065717415115005,0.008443908323281,-28.488138319260138
eriarstide eriarstiabi eriarsti,0.008762322015334,0.0096501809408926,-10.1326899879376
lapsetoetust lapsetoetus lapsetoetuse,0.0032858707557502,0.0036188178528347,-10.132689987938507
pensioniiga pensioniea eluiga,0.0021905805038335,0.0024125452352231,-10.132689987935324
ts parvlaeva parvlaevad,0.0021905805038335,0.0024125452352231,-10.132689987935324
rahvaalgatuse rahvaalgatus rahvahaaletus,0.0021905805038335,0.0024125452352231,-10.132689987935324
untso missioonide liikmesusest,0.0021905805038335,0.0024125452352231,-10.132689987935324
louis freeh kremli,0.0021905805038335,0.0024125452352231,-10.132689987935324
annetused annetusi annetuste,0.0021905805038335,0.0024125452352231,-10.132689987935324
muundatud geneetiliselt gmo,0.0010952902519167,0.0012062726176115,-10.132689987935766
vaesuses suhtelises vaesuse,0.0010952902519167,0.0012062726176115,-10.132689987935766
lng terminali gaasi,0.0010952902519167,0.0012062726176115,-10.132689987935766
valimisea valimisiga valimisoiguse,0.0010952902519167,0.0012062726176115,-10.132689987935766
aituma infotundi jahimehed,0.0010952902519167,0.0012062726176115,-10.132689987935766
korterelamute kortermajade kredexi,0.0010952902519167,0.0012062726176115,-10.132689987935766
vaikesaarte saarte pusiasustusega,0.0010952902519167,0.0012062726176115,-10.132689987935766
miili baasvorgu lairiba,0.0010952902519167,0.0012062726176115,-10.132689987935766
teenuseid teenused teenust,0.0010952902519167,0.0012062726176115,-10.132689987935766
omandireformi tagastatud omandireform,0.0010952902519167,0.0012062726176115,-10.132689987935766
keskkonnaameti uhendamine uhendamise,0.0010952902519167,0.0012062726176115,-10.132689987935766
ootuse oigusparase oiguskindluse,0.0010952902519167,0.0012062726176115,-10.132689987935766
kaibemaksu kaibemaks kaibemaksumaara,0.0010952902519167,0.0012062726176115,-10.132689987935766
president ilves presidendi,0.0010952902519167,0.0012062726176115,-10.132689987935766
alkoholi kange lahja,0.0208105147864184,0.0193003618817852,7.256682115421651
keeleoskust oskuse keeleoskuse,0.004381161007667,0.0036188178528347,17.400482509047368
palgatousu opetajate palgatous,0.004381161007667,0.0036188178528347,17.400482509047368
valijate erakonda valijaid,0.0098576122672508,0.008443908323281,14.341241120493676
veb fondi uurimiskomisjon,0.0032858707557502,0.0024125452352231,26.578206674708678
riigimetsa majandamise noukokku,0.0032858707557502,0.0024125452352231,26.578206674708678
kohtunike kohtususteem kohtuniku,0.0120481927710843,0.0096501809408926,19.903498190591176
kauguhendus avaksite ettekandjalt,0.0021905805038335,0.0012062726176115,44.93365500603462
talupidajate kaubanduskoja kaubanduskoda,0.0021905805038335,0.0012062726176115,44.93365500603462
ametiuhingute tooandjate keskliit,0.0021905805038335,0.0012062726176115,44.93365500603462
efsf esm kreekale,0.0021905805038335,0.0012062726176115,44.93365500603462
sigade katku katk,0.0054764512595837,0.0036188178528347,33.920386007237305
pohiseadusega riigikohus oiguskantsler,0.0054764512595837,0.0036188178528347,33.920386007237305
