topic_words3,EKRE,Reformierakond,difference
ulejaagis struktuurses struktuurse,0.0098576122672508,0.0789265982636148,-700.6664912742274
alkoholi kange lahja,0.0208105147864184,0.0599842146803472,-188.239936858721
tulumaksuvaba maksususteemi tulumaksu,0.0098576122672508,0.0386740331491712,-292.32658072437096
haale valimispaeval valimiste,0.0065717415115005,0.0284135753749013,-332.35990528808463
magustatud suhkrut joogi,0.0010952902519167,0.0189423835832675,-1629.439621152414
teadus teaduse arendustegevuse,0.0054764512595837,0.021310181531176,-289.1239147592802
untso missioonide liikmesusest,0.0021905805038335,0.0126282557221783,-476.4798737174436
ametiuhingute tooandjate keskliit,0.0021905805038335,0.0102604577742699,-368.3898973954244
vaikesaarte saarte pusiasustusega,0.0010952902519167,0.0086819258089976,-692.6598263615227
toonadalal istungid taiendaval,0.0076670317634173,0.0181531176006314,-136.76851956252113
lapsetoetust lapsetoetus lapsetoetuse,0.0032858707557502,0.011049723756906,-236.27992633518016
ootuse oigusparase oiguskindluse,0.0010952902519167,0.0063141278610891,-476.47987371746535
noukogudesse ariuhingute noukogudes,0.0010952902519167,0.0063141278610891,-476.47987371746535
arengufond arengufondi arengufondis,0.0021905805038335,0.0071033938437253,-224.26992896606234
samba sammas sambasse,0.0021905805038335,0.0071033938437253,-224.26992896606234
ammendumiseni kaheni pikendada,0.0010952902519167,0.0047355958958168,-332.3599052880967
tulubaasi omavalitsustele omavalitsuste,0.0010952902519167,0.0047355958958168,-332.3599052880967
arengukavad arengukavade pohialuste,0.0032858707557502,0.0078926598263614,-140.19994738227064
korterelamute kortermajade kredexi,0.0010952902519167,0.0039463299131807,-260.29992107341695
elektri elektrit taastuvenergia,0.004381161007667,0.0086819258089976,-98.16495659037167
maksuamet tolliamet tolliameti,0.013143483023001,0.0197316495659037,-50.12496711391841
karistuse karistus tingimisi,0.013143483023001,0.0197316495659037,-50.12496711391841
huvigruppe huvigruppide kaasatud,0.0032858707557502,0.0071033938437253,-116.17995264404482
moisteid moiste moisted,0.0032858707557502,0.0063141278610891,-92.15995790581594
inimarengu aruanne aruandes,0.0010952902519167,0.0031570639305445,-188.2399368587281
virumaale virumaa toostusalade,0.0010952902519167,0.0031570639305445,-188.2399368587281
miili baasvorgu lairiba,0.0010952902519167,0.0031570639305445,-188.2399368587281
kusimusena tahtsa tahtsusega,0.0010952902519167,0.0031570639305445,-188.2399368587281
kutsehariduse kutseharidus kutsehariduses,0.0021905805038335,0.0047355958958168,-116.17995264403848
muraste kase kompleksi,0.0021905805038335,0.0047355958958168,-116.17995264403848
pensioni pension sammas,0.0021905805038335,0.0047355958958168,-116.17995264403848
ts parvlaeva parvlaevad,0.0021905805038335,0.0047355958958168,-116.17995264403848
eelarves riigieelarves reservist,0.0120481927710843,0.0165745856353591,-37.56906077348097
opositsioonis koalitsiooni opositsiooni,0.0142387732749178,0.0189423835832675,-33.03381701171764
teekasutustasu autode autod,0.004381161007667,0.0071033938437253,-62.13496448303116
uuring uuringut uuringu,0.0032858707557502,0.005524861878453,-68.1399631675901
pealinnast tallinnast viljandisse,0.0032858707557502,0.005524861878453,-68.1399631675901
efsf esm kreekale,0.0021905805038335,0.0039463299131807,-80.14996053670026
muugimaksu muugimaks paadimaksu,0.0010952902519167,0.0023677979479084,-116.17995264404834
jahimehed jahimeeste jahti,0.0010952902519167,0.0023677979479084,-116.17995264404834
koolituse koolitus koolitusele,0.0010952902519167,0.0023677979479084,-116.17995264404834
omandireformi tagastatud omandireform,0.0010952902519167,0.0023677979479084,-116.17995264404834
terviseandmed isikuandmeid terviseandmeid,0.0010952902519167,0.0023677979479084,-116.17995264404834
keskkonnaameti uhendamine uhendamise,0.0010952902519167,0.0023677979479084,-116.17995264404834
kaibemaksu kaibemaks kaibemaksumaara,0.0010952902519167,0.0023677979479084,-116.17995264404834
oigusloome oigusloomes oiguspoliitika,0.0010952902519167,0.0023677979479084,-116.17995264404834
liitlaste ohutorje keskmaa,0.004381161007667,0.0063141278610891,-44.11996842935977
ajakirjandus ajakirjanduse ajakirjandust,0.0032858707557502,0.0047355958958168,-44.11996842936117
koolis kooli opilased,0.0394304490690032,0.0434096290449881,-10.09164255020618
pohiseadusega riigikohus oiguskantsler,0.0054764512595837,0.0071033938437253,-29.707971586426098
aasia aasias saatkonna,0.0021905805038335,0.0031570639305445,-44.11996842935748
eelarvele kulude riigieelarvele,0.004381161007667,0.005524861878453,-26.104972375690654
kasvavad tuleval kasv,0.0010952902519167,0.0015785319652722,-44.11996842935949
energiaagentuur agentuuri agentuur,0.0010952902519167,0.0015785319652722,-44.11996842935949
korruptsiooni korruptsioon korruptsiooniga,0.0010952902519167,0.0015785319652722,-44.11996842935949
fie fuusilisest isikust,0.0010952902519167,0.0015785319652722,-44.11996842935949
ametipalkade riigiteenijate korgemate,0.0010952902519167,0.0015785319652722,-44.11996842935949
volakirjade keskpank volakirju,0.0010952902519167,0.0015785319652722,-44.11996842935949
poolte kokkuleppel huvitise,0.0010952902519167,0.0015785319652722,-44.11996842935949
tervist tervis tervisega,0.0010952902519167,0.0015785319652722,-44.11996842935949
kohanimenoukogu vonnu mulgi,0.0010952902519167,0.0015785319652722,-44.11996842935949
kandideerima ametikohale kandidaatide,0.0010952902519167,0.0015785319652722,-44.11996842935949
kodualuse maamaksu maamaksust,0.0010952902519167,0.0015785319652722,-44.11996842935949
apteeke apteegid apteekide,0.0010952902519167,0.0015785319652722,-44.11996842935949
maavalitsuste maavalitsused maakonna,0.0076670317634173,0.0086819258089976,-13.237118051640204
riigireformi riigireformist riigireform,0.0065717415115005,0.0071033938437253,-8.08997632202077
valispoliitika valispoliitikas diplomaatia,0.004381161007667,0.0047355958958168,-8.089976322019247
hanke hankija riigihangete,0.004381161007667,0.0047355958958168,-8.089976322019247
salvestisi salvestised salvestiste,0.0021905805038335,0.0023677979479084,-8.089976322019247
hooldekodus hoolduse hooldekodu,0.0032858707557502,0.0031570639305445,3.920021047093564
kantsler kantsleri riigisekretar,0.004381161007667,0.0039463299131807,9.92501973164987
soita jalakaija konniteel,0.004381161007667,0.0039463299131807,9.92501973164987
vagivalla naistevastase perevagivalla,0.004381161007667,0.0039463299131807,9.92501973164987
eriarstide eriarstiabi eriarsti,0.008762322015334,0.0078926598263614,9.92501973164987
rahvahaaletuse rahvahaaletus rahvahaaletusel,0.0010952902519167,0.0007892659826361,27.940015785320256
aituma infotundi jahimehed,0.0010952902519167,0.0007892659826361,27.940015785320256
