topic_words3,Fraktsioonitud,Isamaa,difference
alkoholi kange lahja,0.0104166666666666,0.1018099547511312,-877.3755656108657
opositsioonis koalitsiooni opositsiooni,0.0104166666666666,0.0294117647058823,-182.3529411764719
skais arendused infosusteemide,0.0104166666666666,0.0226244343891402,-117.19457013574733
huvigruppe huvigruppide kaasatud,0.0104166666666666,0.0203619909502262,-95.47511312217276
tulumaksuvaba maksususteemi tulumaksu,0.0104166666666666,0.0090497737556561,13.122171945700877
lahususe voimude lahusus,0.0104166666666666,0.0090497737556561,13.122171945700877
riigipalgaliste riigisektoris koondada,0.0104166666666666,0.0090497737556561,13.122171945700877
palgatousu opetajate palgatous,0.0208333333333333,0.0158371040723981,23.981900452489004
kauguhendus avaksite ettekandjalt,0.0104166666666666,0.006787330316742,34.841628959276385
virumaale virumaa toostusalade,0.0104166666666666,0.004524886877828,56.56108597285092
tooandja tooandjal tootaja,0.0104166666666666,0.004524886877828,56.56108597285092
tulubaasi tasandusfondi tulumaksuosa,0.0104166666666666,0.004524886877828,56.56108597285092
kandidaadi kandidaati kandidaat,0.0104166666666666,0.004524886877828,56.56108597285092
missiooni missioonile missioon,0.0104166666666666,0.004524886877828,56.56108597285092
piirilepingu piirileping piirilepingut,0.0104166666666666,0.004524886877828,56.56108597285092
kaasne lisakulutusi riigieelarvele,0.0104166666666666,0.004524886877828,56.56108597285092
kaitsekulud kaitsekulutused kaitsekulude,0.0104166666666666,0.002262443438914,78.28054298642546
moisteid moiste moisted,0.0104166666666666,0.002262443438914,78.28054298642546
puude raskusastme puuet,0.0104166666666666,0.002262443438914,78.28054298642546
vabatahtlike komandode paasteameti,0.0104166666666666,0.002262443438914,78.28054298642546
kutsehariduse kutseharidus kutsehariduses,0.0104166666666666,0.002262443438914,78.28054298642546
nord stream streami,0.0104166666666666,0.002262443438914,78.28054298642546
ammendumiseni kaheni pikendada,0.0104166666666666,0.002262443438914,78.28054298642546
jahimehed jahimeeste jahti,0.0104166666666666,0.002262443438914,78.28054298642546
terviseandmed isikuandmeid terviseandmeid,0.0208333333333333,0.0090497737556561,56.56108597285064
teadus teaduse arendustegevuse,0.0208333333333333,0.0090497737556561,56.56108597285064
