topic_words3,EKRE,Fraktsioonitud,difference
lipu laevu kaubalaeva,0.0028818443804034,0.0520833333333333,-1707.2916666667022
vallaga vald sauga,0.0057636887608069,0.03125,-442.1875000000016
elektri elektrit taastuvenergia,0.0057636887608069,0.03125,-442.1875000000016
pensionitous pensionitousu pension,0.0086455331412103,0.03125,-261.45833333333644
rahapesu terrorismi andmeburoo,0.0028818443804034,0.0208333333333333,-622.9166666666802
terviseandmed isikuandmeid terviseandmeid,0.0028818443804034,0.0208333333333333,-622.9166666666802
riigikontrolli auditi auditit,0.0028818443804034,0.0208333333333333,-622.9166666666802
leping ratifitseerida lepinguga,0.0028818443804034,0.0208333333333333,-622.9166666666802
krimmi agressiooni ukraina,0.0201729106628242,0.0416666666666666,-106.54761904761881
valispoliitika valispoliitikas diplomaatia,0.0057636887608069,0.0208333333333333,-261.4583333333338
palgatousu opetajate palgatous,0.0057636887608069,0.0208333333333333,-261.4583333333338
slovakkia ungari portugal,0.0057636887608069,0.0208333333333333,-261.4583333333338
loomi loomade loomad,0.0057636887608069,0.0208333333333333,-261.4583333333338
untso missioonide liikmesusest,0.0086455331412103,0.0208333333333333,-140.9722222222239
rahvahaaletuse rahvahaaletus rahvahaaletusel,0.0086455331412103,0.0208333333333333,-140.9722222222239
ammendumiseni kaheni pikendada,0.0028818443804034,0.0104166666666666,-261.4583333333384
riigipalgaliste riigisektoris koondada,0.0028818443804034,0.0104166666666666,-261.4583333333384
hoone rkas hoonet,0.0028818443804034,0.0104166666666666,-261.4583333333384
kantsler kantsleri riigisekretar,0.0028818443804034,0.0104166666666666,-261.4583333333384
kutsehariduse kutseharidus kutsehariduses,0.0028818443804034,0.0104166666666666,-261.4583333333384
etv saateid pbk,0.0028818443804034,0.0104166666666666,-261.4583333333384
piirivalve valvamise valvamine,0.0028818443804034,0.0104166666666666,-261.4583333333384
skais arendused infosusteemide,0.0028818443804034,0.0104166666666666,-261.4583333333384
teadus teaduse arendustegevuse,0.0115273775216138,0.0208333333333333,-80.72916666666691
moisteid moiste moisted,0.0057636887608069,0.0104166666666666,-80.72916666666605
kohtla jarve johvi,0.0057636887608069,0.0104166666666666,-80.72916666666605
tulumaksuvaba maksususteemi tulumaksu,0.0057636887608069,0.0104166666666666,-80.72916666666605
teatri teater rahvusooper,0.0057636887608069,0.0104166666666666,-80.72916666666605
direktiivi direktiiv ulevotmise,0.0057636887608069,0.0104166666666666,-80.72916666666605
