topic_words3,Fraktsioonitud,Reformierakond,difference
alkoholi kange lahja,0.0104166666666666,0.0614035087719298,-489.4736842105298
opositsioonis koalitsiooni opositsiooni,0.0104166666666666,0.0282651072124756,-171.3450292397675
jarviku jarvik maaeluministri,0.0416666666666666,0.0653021442495126,-56.72514619883048
tulumaksuvaba maksususteemi tulumaksu,0.0104166666666666,0.0243664717348927,-133.9181286549714
kodakondsust kodakondsuse kodanikuks,0.03125,0.0360623781676413,-15.399610136452168
skais arendused infosusteemide,0.0104166666666666,0.0126705653021442,-21.637426900585098
huvigruppe huvigruppide kaasatud,0.0104166666666666,0.0097465886939571,6.4327485380112375
direktiivi direktiiv ulevotmise,0.0104166666666666,0.0077972709551656,25.146198830409766
pensionitous pensionitousu pension,0.03125,0.0263157894736842,15.789473684210565
ajakirjandus ajakirjanduse ajakirjandust,0.0104166666666666,0.0068226120857699,34.50292397660854
missiooni missioonile missioon,0.0104166666666666,0.0068226120857699,34.50292397660854
kandidaadi kandidaati kandidaat,0.0104166666666666,0.0068226120857699,34.50292397660854
riigipalgaliste riigisektoris koondada,0.0104166666666666,0.0048732943469785,53.2163742690061
kohtla jarve johvi,0.0104166666666666,0.0038986354775828,62.57309941520488
moisteid moiste moisted,0.0104166666666666,0.0038986354775828,62.57309941520488
kaasne lisakulutusi riigieelarvele,0.0104166666666666,0.0038986354775828,62.57309941520488
teadus teaduse arendustegevuse,0.0208333333333333,0.0107212475633528,48.53801169590648
etv saateid pbk,0.0104166666666666,0.0029239766081871,71.92982456140366
vabatahtlike komandode paasteameti,0.0104166666666666,0.0029239766081871,71.92982456140366
kaitsekulud kaitsekulutused kaitsekulude,0.0104166666666666,0.0019493177387914,81.28654970760245
kantsler kantsleri riigisekretar,0.0104166666666666,0.0019493177387914,81.28654970760245
hoone rkas hoonet,0.0104166666666666,0.0019493177387914,81.28654970760245
kauguhendus avaksite ettekandjalt,0.0104166666666666,0.0019493177387914,81.28654970760245
ts parvlaeva parvlaevad,0.0104166666666666,0.0019493177387914,81.28654970760245
lahususe voimude lahusus,0.0104166666666666,0.0019493177387914,81.28654970760245
nord stream streami,0.0104166666666666,0.0009746588693957,90.64327485380123
