topic_words3,Isamaa,Keskerakond,difference
tulumaksuvaba maksususteemi tulumaksu,0.0090497737556561,0.0687022900763358,-659.1603053435111
pensionitous pensionitousu pension,0.006787330316742,0.0572519083969465,-743.5114503816885
koolis kooli opilased,0.0316742081447963,0.0725190839694656,-128.953107960742
arengukavad arengukavade pohialuste,0.0090497737556561,0.0381679389312977,-321.75572519083994
valispoliitika valispoliitikas diplomaatia,0.004524886877828,0.0229007633587786,-406.10687022901317
riigireformi riigireformist riigireform,0.002262443438914,0.015267175572519,-574.8091603053479
uliopilased uliopilastele uliopilaste,0.0090497737556561,0.0229007633587786,-153.05343511450377
virumaale virumaa toostusalade,0.004524886877828,0.015267175572519,-237.40458015267393
pohiseadusega riigikohus oiguskantsler,0.002262443438914,0.0114503816793893,-406.10687022901317
pensioni pension sammas,0.002262443438914,0.0114503816793893,-406.10687022901317
taanis saksamaal hollandis,0.002262443438914,0.0114503816793893,-406.10687022901317
kasvavad tuleval kasv,0.006787330316742,0.015267175572519,-124.9363867684493
tulubaasi tasandusfondi tulumaksuosa,0.004524886877828,0.0114503816793893,-153.05343511450658
tulubaasi omavalitsustele omavalitsuste,0.004524886877828,0.0114503816793893,-153.05343511450658
slovakkia ungari portugal,0.004524886877828,0.0114503816793893,-153.05343511450658
rahvahaaletuse rahvahaaletus rahvahaaletusel,0.004524886877828,0.0114503816793893,-153.05343511450658
viirust vaktsineeritud viiruse,0.002262443438914,0.0076335877862595,-237.40458015267393
treenerite spordi sport,0.006787330316742,0.0114503816793893,-68.70229007633772
kauguhendus avaksite ettekandjalt,0.006787330316742,0.0114503816793893,-68.70229007633772
valimisliitude volikogusse volikokku,0.006787330316742,0.0114503816793893,-68.70229007633772
hooldekodus hoolduse hooldekodu,0.004524886877828,0.0076335877862595,-68.70229007633696
kandidaadi kandidaati kandidaat,0.004524886877828,0.0076335877862595,-68.70229007633696
palgalohe soolist meeste,0.004524886877828,0.0076335877862595,-68.70229007633696
loomi loomade loomad,0.004524886877828,0.0076335877862595,-68.70229007633696
missiooni missioonile missioon,0.004524886877828,0.0076335877862595,-68.70229007633696
eelarvele kulude riigieelarvele,0.002262443438914,0.0038167938931297,-68.70229007633478
eriarstide eriarstiabi eriarsti,0.002262443438914,0.0038167938931297,-68.70229007633478
ammendumiseni kaheni pikendada,0.002262443438914,0.0038167938931297,-68.70229007633478
oigusloome oigusloomes oiguspoliitika,0.002262443438914,0.0038167938931297,-68.70229007633478
riigiloivude riigiloivud riigiloivu,0.002262443438914,0.0038167938931297,-68.70229007633478
moisteid moiste moisted,0.002262443438914,0.0038167938931297,-68.70229007633478
volitust kaasuses jarvik,0.002262443438914,0.0038167938931297,-68.70229007633478
kinnitamise paevakorra paevakord,0.002262443438914,0.0038167938931297,-68.70229007633478
metsa metsade mets,0.002262443438914,0.0038167938931297,-68.70229007633478
kaitsekulud kaitsekulutused kaitsekulude,0.002262443438914,0.0038167938931297,-68.70229007633478
kaibemaksu kaibemaks kaibemaksumaara,0.002262443438914,0.0038167938931297,-68.70229007633478
