topic_words3,Eesti Vabaerakonna fraktsioon,Isamaa,difference
kohtutaiturite kohtutaitur kohtutaituri,0.0,0.002262443438914,-inf
laari laar kandidatuuri,0.0,0.0090497737556561,-inf
vagivalla naistevastase perevagivalla,0.0,0.002262443438914,-inf
valdkonnad laekumisest fikseeritakse,0.0,0.002262443438914,-inf
hooldekodus hoolduse hooldekodu,0.0,0.004524886877828,-inf
hanke hankija riigihangete,0.0,0.002262443438914,-inf
valimisea valimisiga valimisoiguse,0.0,0.004524886877828,-inf
hadaolukorda eriolukord eriolukorra,0.0,0.004524886877828,-inf
haaletamissedel haaletamiskasti sedeli,0.0,0.002262443438914,-inf
haale valimispaeval valimiste,0.0,0.004524886877828,-inf
fie fuusilisest isikust,0.0,0.004524886877828,-inf
valijate erakonda valijaid,0.0,0.004524886877828,-inf
erimargistatud kutust kutuse,0.0,0.002262443438914,-inf
eriarstide eriarstiabi eriarsti,0.0,0.002262443438914,-inf
elektri elektrit taastuvenergia,0.0,0.0113122171945701,-inf
veb fondi uurimiskomisjon,0.0,0.0,
