topic_words3,Fraktsioonitud,Keskerakond,difference
tulumaksuvaba maksususteemi tulumaksu,0.0104166666666666,0.0687022900763358,-559.5419847328278
pensionitous pensionitousu pension,0.03125,0.0572519083969465,-83.20610687022881
opositsioonis koalitsiooni opositsiooni,0.0104166666666666,0.0267175572519083,-156.48854961832131
alkoholi kange lahja,0.0104166666666666,0.0267175572519083,-156.48854961832131
huvigruppe huvigruppide kaasatud,0.0104166666666666,0.0229007633587786,-119.84732824427597
virumaale virumaa toostusalade,0.0104166666666666,0.015267175572519,-46.56488549618334
valispoliitika valispoliitikas diplomaatia,0.0208333333333333,0.0229007633587786,-9.923664122137458
tulubaasi tasandusfondi tulumaksuosa,0.0104166666666666,0.0114503816793893,-9.92366412213799
kauguhendus avaksite ettekandjalt,0.0104166666666666,0.0114503816793893,-9.92366412213799
missiooni missioonile missioon,0.0104166666666666,0.0076335877862595,26.71755725190833
kandidaadi kandidaati kandidaat,0.0104166666666666,0.0076335877862595,26.71755725190833
hoone rkas hoonet,0.0104166666666666,0.0076335877862595,26.71755725190833
slovakkia ungari portugal,0.0208333333333333,0.0114503816793893,45.038167938931274
rahvahaaletuse rahvahaaletus rahvahaaletusel,0.0208333333333333,0.0114503816793893,45.038167938931274
elatisraha elatisabi elatise,0.0104166666666666,0.0038167938931297,63.35877862595465
piirilepingu piirileping piirilepingut,0.0104166666666666,0.0038167938931297,63.35877862595465
psuhhiaatri alaealine psuhhiaatrilist,0.0104166666666666,0.0038167938931297,63.35877862595465
ammendumiseni kaheni pikendada,0.0104166666666666,0.0038167938931297,63.35877862595465
ts parvlaeva parvlaevad,0.0104166666666666,0.0038167938931297,63.35877862595465
direktiivi direktiiv ulevotmise,0.0104166666666666,0.0038167938931297,63.35877862595465
ajakirjandus ajakirjanduse ajakirjandust,0.0104166666666666,0.0038167938931297,63.35877862595465
moisteid moiste moisted,0.0104166666666666,0.0038167938931297,63.35877862595465
kaitsekulud kaitsekulutused kaitsekulude,0.0104166666666666,0.0038167938931297,63.35877862595465
terviseandmed isikuandmeid terviseandmeid,0.0208333333333333,0.0076335877862595,63.35877862595435
untso missioonide liikmesusest,0.0208333333333333,0.0076335877862595,63.35877862595435
loomi loomade loomad,0.0208333333333333,0.0076335877862595,63.35877862595435
kodakondsust kodakondsuse kodanikuks,0.03125,0.0114503816793893,63.35877862595424
riigikontrolli auditi auditit,0.0208333333333333,0.0038167938931297,81.6793893129774
palgatousu opetajate palgatous,0.0208333333333333,0.0038167938931297,81.6793893129774
haale valimispaeval valimiste,0.0208333333333333,0.0038167938931297,81.6793893129774
teadus teaduse arendustegevuse,0.0208333333333333,0.0038167938931297,81.6793893129774
maksuamet tolliamet tolliameti,0.0208333333333333,0.0038167938931297,81.6793893129774
soita jalakaija konniteel,0.03125,0.0076335877862595,75.57251908396961
elektri elektrit taastuvenergia,0.03125,0.0038167938931297,87.78625954198496
vallaga vald sauga,0.03125,0.0038167938931297,87.78625954198496
krimmi agressiooni ukraina,0.0416666666666666,0.0076335877862595,81.67938931297716
lipu laevu kaubalaeva,0.0520833333333333,0.0076335877862595,85.34351145038175
aasia aasias saatkonna,0.0520833333333333,0.0,100.0
jarviku jarvik maaeluministri,0.0416666666666666,0.0,100.0
leping ratifitseerida lepinguga,0.0208333333333333,0.0,100.0
rahapesu terrorismi andmeburoo,0.0208333333333333,0.0,100.0
