topic_words3,Isamaa,Sotsiaaldemokraadid,difference
jarviku jarvik maaeluministri,0.006787330316742,0.0654627539503386,-864.4845748683335
pensionitous pensionitousu pension,0.006787330316742,0.0428893905191873,-531.9036869827004
loomi loomade loomad,0.004524886877828,0.0338600451467268,-648.3069977426713
samba sammas sambasse,0.0339366515837104,0.0677200902934537,-99.54853273137697
riigireformi riigireformist riigireform,0.002262443438914,0.0203160270880361,-797.9683972912064
palgatousu opetajate palgatous,0.0158371040723981,0.0383747178329571,-142.30893260238767
hooldekodus hoolduse hooldekodu,0.004524886877828,0.0203160270880361,-348.98419864560316
arengukavad arengukavade pohialuste,0.0090497737556561,0.0248306997742663,-174.37923250564288
normitehnika mojude eeskiri,0.002262443438914,0.0090293453724604,-299.0970654627545
treenerite spordi sport,0.006787330316742,0.0158013544018058,-132.8066215199416
eriarstide eriarstiabi eriarsti,0.002262443438914,0.0067720090293453,-199.32279909706588
kirik kiriku maarja,0.002262443438914,0.0067720090293453,-199.32279909706588
pensioni pension sammas,0.002262443438914,0.0067720090293453,-199.32279909706588
jahimehed jahimeeste jahti,0.002262443438914,0.0067720090293453,-199.32279909706588
taanis saksamaal hollandis,0.002262443438914,0.0067720090293453,-199.32279909706588
erimargistatud kutust kutuse,0.002262443438914,0.0067720090293453,-199.32279909706588
pohiseadusega riigikohus oiguskantsler,0.002262443438914,0.0067720090293453,-199.32279909706588
metsa metsade mets,0.002262443438914,0.0067720090293453,-199.32279909706588
kodakondsust kodakondsuse kodanikuks,0.0090497737556561,0.0158013544018058,-74.60496613995424
teenistuse teenistuses avalikus,0.004524886877828,0.0090293453724604,-99.54853273137724
virumaale virumaa toostusalade,0.004524886877828,0.0090293453724604,-99.54853273137724
teadus teaduse arendustegevuse,0.0090497737556561,0.0135440180586907,-49.66139954853236
kodualuse maamaksu maamaksust,0.002262443438914,0.0045146726862302,-99.54853273137724
oigusloome oigusloomes oiguspoliitika,0.002262443438914,0.0045146726862302,-99.54853273137724
lapsetoetust lapsetoetus lapsetoetuse,0.002262443438914,0.0045146726862302,-99.54853273137724
puude raskusastme puuet,0.002262443438914,0.0045146726862302,-99.54853273137724
ametiuhingute tooandjate keskliit,0.002262443438914,0.0045146726862302,-99.54853273137724
valijate erakonda valijaid,0.004524886877828,0.0067720090293453,-49.661399548532934
missiooni missioonile missioon,0.004524886877828,0.0067720090293453,-49.661399548532934
valimisea valimisiga valimisoiguse,0.004524886877828,0.0067720090293453,-49.661399548532934
