topic_words3,EKRE,Eesti Vabaerakonna fraktsioon,Fraktsioonitud,Isamaa,Keskerakond,Reformierakond,Sotsiaaldemokraadid
aasia aasias saatkonna,0.0,0.00625,0.052083333333333336,0.0,0.0,0.004873294346978557,0.006772009029345372
abielu kooselu samasooliste,0.020172910662824207,0.0,0.0,0.0,0.0,0.004873294346978557,0.002257336343115124
abipolitseinik abipolitseiniku abipolitseinike,0.0,0.0,0.0,0.0,0.0,0.0009746588693957114,0.0
aituma infotundi jahimehed,0.0,0.0,0.0,0.011312217194570135,0.0,0.0,0.0
ajakirjandus ajakirjanduse ajakirjandust,0.011527377521613832,0.00625,0.010416666666666666,0.0,0.003816793893129771,0.00682261208576998,0.009029345372460496
alkoholi kange lahja,0.069164265129683,0.0,0.010416666666666666,0.10180995475113122,0.026717557251908396,0.06140350877192982,0.020316027088036117
ametiuhingute tooandjate keskliit,0.0,0.00625,0.0,0.0022624434389140274,0.0,0.0029239766081871343,0.004514672686230248
ammendumiseni kaheni pikendada,0.002881844380403458,0.0,0.010416666666666666,0.0022624434389140274,0.003816793893129771,0.0009746588693957114,0.0
annetus erjk annetuse,0.005763688760806916,0.0125,0.0,0.0,0.0,0.0009746588693957114,0.0
annetused annetusi annetuste,0.0,0.0,0.0,0.0022624434389140274,0.0,0.0009746588693957114,0.002257336343115124
apteeke apteegid apteekide,0.005763688760806916,0.0,0.0,0.03619909502262444,0.011450381679389313,0.005847953216374269,0.022573363431151242
arengufond arengufondi arengufondis,0.005763688760806916,0.0,0.0,0.0022624434389140274,0.0,0.001949317738791423,0.0
arengukavad arengukavade pohialuste,0.005763688760806916,0.04375,0.0,0.00904977375565611,0.03816793893129771,0.009746588693957114,0.024830699774266364
borsile ipo enefit,0.002881844380403458,0.0,0.0,0.0,0.011450381679389313,0.003898635477582846,0.0
danske filiaali rahapesu,0.002881844380403458,0.0,0.0,0.0,0.0,0.0029239766081871343,0.0
deklaratsiooni deklaratsioone deklaratsioonis,0.0,0.0,0.0,0.0,0.0,0.0,0.002257336343115124
direktiivi direktiiv ulevotmise,0.005763688760806916,0.00625,0.010416666666666666,0.0,0.003816793893129771,0.007797270955165692,0.004514672686230248
domeenide domeeni interneti,0.0,0.0,0.0,0.004524886877828055,0.0,0.0,0.0
eelarvele kulude riigieelarvele,0.002881844380403458,0.0,0.0,0.0022624434389140274,0.003816793893129771,0.0009746588693957114,0.002257336343115124
eelarves riigieelarves reservist,0.005763688760806916,0.00625,0.0,0.02262443438914027,0.0,0.018518518518518517,0.002257336343115124
efsf esm kreekale,0.005763688760806916,0.0,0.0,0.0,0.003816793893129771,0.0029239766081871343,0.0
elamisluba elamisloa viisa,0.0,0.00625,0.0,0.0,0.007633587786259542,0.001949317738791423,0.0
elatisraha elatisabi elatise,0.0,0.0,0.010416666666666666,0.0,0.003816793893129771,0.0,0.004514672686230248
elektri elektrit taastuvenergia,0.005763688760806916,0.0,0.03125,0.011312217194570135,0.003816793893129771,0.001949317738791423,0.002257336343115124
ene ergma aplaus,0.0,0.0,0.0,0.0,0.003816793893129771,0.0,0.0
eriarstide eriarstiabi eriarsti,0.0,0.0,0.0,0.0022624434389140274,0.003816793893129771,0.00682261208576998,0.006772009029345372
erimargistatud kutust kutuse,0.0,0.0,0.0,0.0022624434389140274,0.0,0.0,0.006772009029345372
eripensioni valjateenitud staazi,0.0,0.0,0.0,0.0,0.0,0.0,0.002257336343115124
erso teatri kontserdi,0.0,0.0,0.0,0.0,0.0,0.0,0.002257336343115124
estonian air airi,0.0,0.0,0.0,0.0,0.0,0.001949317738791423,0.0
etv saateid pbk,0.002881844380403458,0.0125,0.010416666666666666,0.0,0.0,0.0029239766081871343,0.0
fie fuusilisest isikust,0.002881844380403458,0.0,0.0,0.004524886877828055,0.003816793893129771,0.0,0.0
haale valimispaeval valimiste,0.0,0.0,0.020833333333333332,0.004524886877828055,0.003816793893129771,0.0009746588693957114,0.002257336343115124
haaletamissedel haaletamiskasti sedeli,0.0,0.0,0.0,0.0022624434389140274,0.0,0.0,0.0
hadaolukorda eriolukord eriolukorra,0.0,0.0,0.0,0.004524886877828055,0.003816793893129771,0.003898635477582846,0.0
hanke hankija riigihangete,0.0,0.0,0.0,0.0022624434389140274,0.0,0.0,0.0
hansson ardo panga,0.0,0.0,0.0,0.0022624434389140274,0.0,0.0029239766081871343,0.0
hiv narkomaania epideemia,0.0,0.0,0.0,0.0,0.0,0.001949317738791423,0.0
hoiu pangad pankade,0.0,0.0,0.0,0.0,0.003816793893129771,0.0009746588693957114,0.002257336343115124
hooldekodus hoolduse hooldekodu,0.0,0.0,0.0,0.004524886877828055,0.007633587786259542,0.0,0.020316027088036117
hoone rkas hoonet,0.002881844380403458,0.0,0.010416666666666666,0.0,0.007633587786259542,0.001949317738791423,0.006772009029345372
huvigruppe huvigruppide kaasatud,0.008645533141210375,0.01875,0.010416666666666666,0.020361990950226245,0.022900763358778626,0.009746588693957114,0.011286681715575621
huvihariduse huvitegevuse huviharidus,0.0,0.0,0.0,0.0,0.003816793893129771,0.0009746588693957114,0.006772009029345372
id mobiil kaardi,0.0,0.0,0.0,0.0,0.003816793893129771,0.0009746588693957114,0.002257336343115124
idapiiri piiririba valjaehitamine,0.002881844380403458,0.0,0.0,0.0,0.0,0.001949317738791423,0.0
iive sundimus iibe,0.002881844380403458,0.0,0.0,0.0,0.003816793893129771,0.004873294346978557,0.002257336343115124
inflatsiooni inflatsioon hinnatous,0.002881844380403458,0.0,0.0,0.0,0.0,0.0009746588693957114,0.002257336343115124
inimarengu aruanne aruandes,0.002881844380403458,0.0,0.0,0.0022624434389140274,0.0,0.005847953216374269,0.0
jaatmeid liigiti prugi,0.002881844380403458,0.0,0.0,0.0,0.0,0.004873294346978557,0.002257336343115124
jahimehed jahimeeste jahti,0.005763688760806916,0.0125,0.010416666666666666,0.0022624434389140274,0.0,0.0,0.006772009029345372
jalitustegevuse jalitustoimingu sideandmete,0.0,0.0,0.0,0.0,0.0,0.0029239766081871343,0.0
jarviku jarvik maaeluministri,0.0345821325648415,0.0,0.041666666666666664,0.006787330316742082,0.0,0.06530214424951267,0.0654627539503386
joustumine joustuma joustada,0.008645533141210375,0.01875,0.0,0.00904977375565611,0.007633587786259542,0.003898635477582846,0.006772009029345372
kaasne lisakulutusi riigieelarvele,0.005763688760806916,0.0125,0.010416666666666666,0.004524886877828055,0.0,0.003898635477582846,0.0
kaibemaksu kaibemaks kaibemaksumaara,0.002881844380403458,0.0,0.0,0.0022624434389140274,0.003816793893129771,0.0009746588693957114,0.0
kaitsekulud kaitsekulutused kaitsekulude,0.005763688760806916,0.0,0.010416666666666666,0.0022624434389140274,0.003816793893129771,0.001949317738791423,0.0
kaitseliit kaitseliidule kaitseliidu,0.002881844380403458,0.0,0.0,0.004524886877828055,0.0,0.00682261208576998,0.0
kala kalurid kalurite,0.0,0.0,0.0,0.0,0.0,0.0,0.002257336343115124
kandidaadi kandidaati kandidaat,0.005763688760806916,0.0,0.010416666666666666,0.004524886877828055,0.007633587786259542,0.00682261208576998,0.002257336343115124
kandidaati kandidaat valituks,0.011527377521613832,0.0,0.0,0.004524886877828055,0.0,0.001949317738791423,0.0
kandideerima ametikohale kandidaatide,0.0,0.0,0.0,0.0022624434389140274,0.0,0.0,0.0
kantsler kantsleri riigisekretar,0.002881844380403458,0.0,0.010416666666666666,0.0,0.0,0.001949317738791423,0.009029345372460496
karistuse karistus tingimisi,0.01440922190201729,0.0125,0.0,0.004524886877828055,0.003816793893129771,0.005847953216374269,0.002257336343115124
