topic_words3,Eesti Keskerakonna fraktsioon,Eesti Konservatiivse Rahvaerakonna fraktsioon,Eesti Reformierakonna fraktsioon,Eesti Vabaerakonna fraktsioon,Eestimaa Rahvaliidu fraktsioon,Erakonna Eestimaa Rohelised fraktsioon,Fraktsioonidesse mittekuulunud Riigikogu liikmed,Isamaa fraktsioon,Isamaa ja Res Publica Liidu fraktsioon,Sotsiaaldemokraatliku Erakonna fraktsioon
metsa metsade mets,0.0026550808592807145,0.00826972010178117,0.0067447639332623354,0.00723589001447178,0.003067484662576687,0.025906735751295335,0.010813352139163141,0.015983791085096802,0.0018031942297784646,0.012688660344597301
miili baasvorgu lairiba,0.0016895969104513638,0.002417302798982188,0.001863684771033014,0.000723589001447178,0.0,0.0051813471502590676,0.0037611659614480487,0.008554705087798289,0.0005151983513652757,0.002404167223186857
missiooni missioonile missioon,0.010218038458443962,0.01272264631043257,0.005946041888533901,0.005426917510853835,0.0,0.0,0.012693935119887164,0.00405222872579919,0.007985574446161773,0.0072125016695605716
moisteid moiste moisted,0.004746962748410974,0.0067430025445292625,0.00931842385516507,0.014833574529667149,0.003067484662576687,0.012953367875647668,0.0068171133051245884,0.004727600180099055,0.006955177743431221,0.004674769600641111
muraste kase kompleksi,0.00040228497867889616,0.0013994910941475826,0.0009762158324458644,0.000723589001447178,0.0,0.0,0.0004701457451810061,0.00022512381809995497,0.0015455950540958269,0.00013356484573260317
muugimaksu muugimaks paadimaksu,0.002896451846488052,0.0002544529262086514,0.0040823571175008875,0.0,0.006134969325153374,0.0,0.0016455101081335214,0.00045024763619990995,0.002833590932509016,0.0006678242286630158
muundatud geneetiliselt gmo,0.00040228497867889616,0.0013994910941475826,0.00044373446929357475,0.000723589001447178,0.0,0.012953367875647668,0.0014104372355430183,0.0006753714542998649,0.0,0.00040069453719780956
muuseum muuseumi muuseumide,0.001770053906187143,0.0010178117048346056,0.00044373446929357475,0.00723589001447178,0.003067484662576687,0.0025906735751295338,0.0014104372355430183,0.00022512381809995497,0.0007727975270479134,0.0026712969146520634
nord stream streami,0.0023332528763375976,0.0017811704834605599,0.0009762158324458644,0.004703328509406657,0.0,0.0,0.0009402914903620122,0.0013507429085997298,0.00025759917568263783,0.0020034726859890477
normitehnika mojude eeskiri,0.002494166867809156,0.0029262086513994912,0.003549875754348598,0.011939218523878437,0.009202453987730062,0.0,0.005641748942172073,0.002026114362899595,0.0033487892838742917,0.0033391211433150794
noukogudesse ariuhingute noukogudes,0.004746962748410974,0.0016539440203562341,0.005502307419240326,0.008683068017366137,0.0,0.0025906735751295338,0.0061118946873530795,0.0022512381809995496,0.00463678516228748,0.004808334446373714
objekti anu raua,0.0032987368251669483,0.0013994910941475826,0.001508697195598154,0.002170767004341534,0.0,0.0,0.0007052186177715092,0.004727600180099055,0.0007727975270479134,0.0026712969146520634
oiglase virumaale ulemineku,0.0020114248933944807,0.0031806615776081423,0.0011537096201632944,0.001447178002894356,0.003067484662576687,0.0,0.0014104372355430183,0.0006753714542998649,0.00025759917568263783,0.0018699078402564446
oigusloome oigusloomes oiguspoliitika,0.0009654839488293508,0.0007633587786259542,0.001863684771033014,0.003256150506512301,0.0,0.0025906735751295338,0.0021156558533145277,0.0015758667266996848,0.002575991756826378,0.0017363429945238414
oigusriik oigusriigi oigusriigist,0.001448225923244026,0.0071246819338422395,0.0022186723464678736,0.001808972503617945,0.0,0.0025906735751295338,0.0021156558533145277,0.003376857271499325,0.00231839258114374,0.0013356484573260317
omandireformi tagastatud omandireform,0.007160672620484351,0.0015267175572519084,0.0016861909833155839,0.005065123010130246,0.0,0.0025906735751295338,0.0018805829807240243,0.0018009905447996398,0.0005151983513652757,0.0005342593829304127
ooteala piiriuletuse piiripunkti,0.0012068549360366883,0.0007633587786259542,0.0007987220447284345,0.0,0.0,0.0025906735751295338,0.003526093088857546,0.0009004952723998199,0.0015455950540958269,0.0005342593829304127
ootuse oigusparase oiguskindluse,0.0016091399147155846,0.0007633587786259542,0.003106141285055023,0.000361794500723589,0.0,0.0,0.0014104372355430183,0.0013507429085997298,0.004894384337970119,0.003071991451849873
operatsioonil sojalisel panustamisel,0.0003218279829431169,0.0006361323155216285,0.00044373446929357475,0.001085383502170767,0.0,0.0,0.00023507287259050304,0.0,0.00025759917568263783,0.00040069453719780956
opositsiooni koalitsioonil opositsioonil,0.0027355378550164935,0.0036895674300254453,0.005591054313099041,0.005788712011577424,0.003067484662576687,0.0,0.0016455101081335214,0.008779828905898244,0.00231839258114374,0.00587685321223454
opositsioonis koalitsiooni opositsiooni,0.011827178373159546,0.019974554707379136,0.014288249911253105,0.010492040520984082,0.02147239263803681,0.0025906735751295338,0.012929007992477669,0.024538496172895094,0.01622874806800618,0.011620141578736476
oppelaenu sugava puudega,0.000724112961622013,0.0,0.0008874689385871495,0.000361794500723589,0.0,0.0025906735751295338,0.0028208744710860366,0.00022512381809995497,0.0010303967027305513,0.0032055562975824765
otsevalimise presidenti presidendi,0.006114731675919221,0.010687022900763359,0.003194888178913738,0.008321273516642547,0.0,0.0051813471502590676,0.004466384579219558,0.00810445745159838,0.0038639876352395673,0.002404167223186857
pagulasi pagulased pagulaste,0.0030573658379596104,0.02862595419847328,0.001774937877174299,0.003979739507959479,0.0,0.0025906735751295338,0.0025858015984955335,0.005402971634398919,0.0005151983513652757,0.0021370375317216507
palgalohe soolist meeste,0.004505591761203636,0.007888040712468193,0.004348597799077032,0.002894356005788712,0.0,0.0,0.011283497884344146,0.003827104907699235,0.004894384337970119,0.01722986509950581
palgatousu opetajate palgatous,0.013114490304932013,0.004834605597964376,0.004348597799077032,0.009044862518089725,0.0,0.0,0.009873060648801129,0.006303466906798739,0.0061823802163833074,0.01562708695071457
pealinnast tallinnast viljandisse,0.0020918818891302597,0.0015267175572519084,0.0023961661341853034,0.01085383502170767,0.003067484662576687,0.0,0.0014104372355430183,0.002026114362899595,0.0015455950540958269,0.001469213303058635
pensioni pension sammas,0.004586048756939416,0.0017811704834605599,0.004703585374511892,0.0,0.003067484662576687,0.0,0.0025858015984955335,0.0022512381809995496,0.0020607934054611026,0.005075464137838921
pensionifondide pensionifondid fondid,0.0023332528763375976,0.0033078880407124683,0.006034788782392616,0.001808972503617945,0.0,0.0025906735751295338,0.0014104372355430183,0.002926609635299415,0.0030911901081916537,0.0018699078402564446
pensioniiga pensioniea eluiga,0.00828707056078526,0.0013994910941475826,0.003106141285055023,0.003256150506512301,0.049079754601226995,0.018134715025906734,0.0021156558533145277,0.0011256190904997748,0.0018031942297784646,0.009483104047014825
pensionitous pensionitousu pension,0.00925255450961461,0.0033078880407124683,0.005768548100816472,0.000723589001447178,0.003067484662576687,0.0,0.003996238834038552,0.012606933813597478,0.006439979392065945,0.008414585281154
piima toorpiima toodangut,0.0041033067825247405,0.004580152671755725,0.0022186723464678736,0.001808972503617945,0.003067484662576687,0.0025906735751295338,0.0030559473436765397,0.0013507429085997298,0.001287995878413189,0.0018699078402564446
piirikontrolli schengeni valispiiri,0.000724112961622013,0.0026717557251908397,0.0006212282570110046,0.001085383502170767,0.0,0.0,0.0009402914903620122,0.0018009905447996398,0.0,0.00040069453719780956
piirilepingu piirileping piirilepingut,0.0033791938209027277,0.015139949109414758,0.0029286474973375934,0.001808972503617945,0.009202453987730062,0.0,0.0021156558533145277,0.006078343088698784,0.002575991756826378,0.0021370375317216507
piirivalve valvamise valvamine,0.0013677689275082467,0.009033078880407124,0.0005324813631522897,0.003979739507959479,0.0,0.0025906735751295338,0.003526093088857546,0.0009004952723998199,0.001287995878413189,0.0006678242286630158
planeeringu keskkonnamoju keskkonnamojude,0.002172338884866039,0.0001272264631043257,0.0011537096201632944,0.002894356005788712,0.0,0.031088082901554404,0.0016455101081335214,0.0009004952723998199,0.0018031942297784646,0.0021370375317216507
pohiseadusega riigikohus oiguskantsler,0.009172097513878832,0.008651399491094147,0.012513312034078808,0.005065123010130246,0.009202453987730062,0.015544041450777202,0.009167842031029619,0.005177847816298964,0.00824317362184441,0.007880325898223588
pollumeestele pollumehi pollumehed,0.0066779306460696755,0.008905852417302799,0.003727369542066028,0.003256150506512301,0.009202453987730062,0.015544041450777202,0.009167842031029619,0.003376857271499325,0.0072127769191138585,0.008548150126886603
poolte kokkuleppel huvitise,0.002815994850752273,0.001272264631043257,0.002751153709620163,0.002894356005788712,0.0,0.0051813471502590676,0.0016455101081335214,0.002476361999099505,0.0030911901081916537,0.007880325898223588
post posti omniva,0.001770053906187143,0.0002544529262086514,0.0003549875754348598,0.000361794500723589,0.012269938650306749,0.0,0.0021156558533145277,0.0006753714542998649,0.00025759917568263783,0.0010685187658608254
president ilves presidendi,0.0005631989701504545,0.0013994910941475826,0.00044373446929357475,0.001085383502170767,0.0,0.0,0.0011753643629525152,0.00022512381809995497,0.0,0.0009349539201282223
prokuratuur prokuratuuri prokuror,0.008850269530935715,0.014376590330788804,0.010205892793752218,0.002532561505065123,0.027607361963190184,0.0,0.007992477668077104,0.00495272399819901,0.005151983513652756,0.0041405102177106985
psuhhiaatri alaealine psuhhiaatrilist,0.003620564808110065,0.009287531806615776,0.004348597799077032,0.002532561505065123,0.003067484662576687,0.007772020725388601,0.005641748942172073,0.00405222872579919,0.013652756311179804,0.014425003339121143
puude raskusastme puuet,0.000724112961622013,0.0005089058524173028,0.0007099751508697196,0.001085383502170767,0.003067484662576687,0.0,0.0025858015984955335,0.0011256190904997748,0.0020607934054611026,0.0033391211433150794
raamatukogu pimedate raamatukogude,0.0004827419744146754,0.001272264631043257,0.0005324813631522897,0.001808972503617945,0.0,0.0051813471502590676,0.0009402914903620122,0.0015758667266996848,0.00025759917568263783,0.0005342593829304127
rahapesu terrorismi andmeburoo,0.00040228497867889616,0.0005089058524173028,0.0014199503017394391,0.001808972503617945,0.0,0.0,0.0007052186177715092,0.002026114362899595,0.00025759917568263783,0.00040069453719780956
rahvaalgatuse rahvaalgatus rahvahaaletus,0.0023332528763375976,0.0006361323155216285,0.0012424565140220093,0.002894356005788712,0.003067484662576687,0.0,0.0021156558533145277,0.00022512381809995497,0.0010303967027305513,0.0016027781487912382
rahvahaaletuse rahvahaaletus rahvahaaletusel,0.002172338884866039,0.015267175572519083,0.0033723819666311677,0.002894356005788712,0.0,0.0,0.0023507287259050304,0.002476361999099505,0.00463678516228748,0.004274075063443301
rahvuse rahvust rahvusriik,0.00514924772708987,0.01870229007633588,0.005413560525381612,0.008683068017366137,0.0,0.007772020725388601,0.0025858015984955335,0.004727600180099055,0.004379185986604843,0.0033391211433150794
rail trassi balticu,0.00522970472282565,0.011959287531806615,0.006478523251686191,0.008321273516642547,0.003067484662576687,0.0,0.007287259050305595,0.006528590724898694,0.0020607934054611026,0.005342593829304127
reklaami reklaam alkoholireklaam,0.0039423927910531825,0.002035623409669211,0.0028399006034788782,0.003256150506512301,0.0,0.0025906735751295338,0.0011753643629525152,0.002026114362899595,0.0036063884595569293,0.0021370375317216507
relva relvade relvaluba,0.001126397940300909,0.0036895674300254453,0.0028399006034788782,0.0,0.003067484662576687,0.0,0.0025858015984955335,0.002026114362899595,0.0018031942297784646,0.0009349539201282223
riigiabi komisjonilt loa,0.001770053906187143,0.001272264631043257,0.003549875754348598,0.001085383502170767,0.003067484662576687,0.0,0.0016455101081335214,0.0036019810895992796,0.0036063884595569293,0.002404167223186857
riigikontrolli auditi auditit,0.00514924772708987,0.0026717557251908397,0.0036386226482073127,0.011939218523878437,0.0,0.010362694300518135,0.007522331922896097,0.0011256190904997748,0.004121586810922205,0.00293842660611727
riigikontrolor karis riigikontrolori,0.0020918818891302597,0.0003816793893129771,0.0013312034078807242,0.001808972503617945,0.0,0.0,0.0018805829807240243,0.0006753714542998649,0.0005151983513652757,0.0005342593829304127
riigiloivude riigiloivud riigiloivu,0.0041837637782605195,0.0027989821882951653,0.0033723819666311677,0.001085383502170767,0.006134969325153374,0.0,0.004466384579219558,0.002026114362899595,0.004379185986604843,0.004808334446373714
riigimetsa majandamise noukokku,0.0015286829189798052,0.0006361323155216285,0.0009762158324458644,0.001085383502170767,0.0,0.0025906735751295338,0.0016455101081335214,0.0013507429085997298,0.001287995878413189,0.0056097235207693335
riigipalgaliste riigisektoris koondada,0.0027355378550164935,0.0011450381679389313,0.001863684771033014,0.00723589001447178,0.003067484662576687,0.0,0.004701457451810061,0.0031517334533993696,0.002575991756826378,0.0009349539201282223
riigipuha puhade tahtpaevade,0.0023332528763375976,0.0011450381679389313,0.0020411785587504437,0.002532561505065123,0.006134969325153374,0.0025906735751295338,0.0007052186177715092,0.002026114362899595,0.0007727975270479134,0.0025377320689194604
riigireformi riigireformist riigireform,0.002574623863544935,0.0019083969465648854,0.003283635072772453,0.015557163531114327,0.0,0.0,0.005641748942172073,0.0027014858171994596,0.001287995878413189,0.005209028983571524
rongi rongide rongid,0.0010459409445651299,0.0010178117048346056,0.0007099751508697196,0.0,0.0,0.0,0.0021156558533145277,0.00022512381809995497,0.0020607934054611026,0.0010685187658608254
salastatud valisteabe riigisaladuse,0.0012873119317724675,0.005470737913486005,0.0014199503017394391,0.001447178002894356,0.0,0.0025906735751295338,0.0007052186177715092,0.0022512381809995496,0.0005151983513652757,0.0006678242286630158
salvestisi salvestised salvestiste,0.004746962748410974,0.007760814249363868,0.011004614838480652,0.01881331403762663,0.003067484662576687,0.0,0.007052186177715092,0.009680324178298064,0.0072127769191138585,0.005476158675036731
samba sammas sambasse,0.0023332528763375976,0.0022900763358778627,0.010472133475328363,0.000723589001447178,0.003067484662576687,0.0025906735751295338,0.0030559473436765397,0.013057181449797388,0.001287995878413189,0.012822225190329906
seksuaalse vangistusega vaarkohtlemise,0.0002413709872073377,0.0007633587786259542,8.874689385871494e-05,0.0,0.0,0.007772020725388601,0.0,0.0,0.0010303967027305513,0.0008013890743956191
sigade katku katk,0.002172338884866039,0.0036895674300254453,0.0001774937877174299,0.002170767004341534,0.0,0.0,0.004231311706629055,0.0013507429085997298,0.00025759917568263783,0.0012020836115934285
skais arendused infosusteemide,0.001126397940300909,0.0002544529262086514,0.002129925452609159,0.00361794500723589,0.0,0.0,0.005641748942172073,0.0036019810895992796,0.00025759917568263783,0.0006678242286630158
slovakkia ungari portugal,0.006356102663126559,0.012340966921119592,0.005768548100816472,0.004703328509406657,0.003067484662576687,0.007772020725388601,0.0068171133051245884,0.004502476361999099,0.0020607934054611026,0.0036062508347802858
soita jalakaija konniteel,0.005712446697240325,0.005470737913486005,0.00843095491657792,0.001085383502170767,0.006134969325153374,0.010362694300518135,0.007757404795486601,0.006303466906798739,0.005667181865018032,0.006678242286630159
sularaha kommertspangad pangad,0.002574623863544935,0.0003816793893129771,0.0024849130280440185,0.000361794500723589,0.0,0.0,0.003996238834038552,0.0006753714542998649,0.002833590932509016,0.001469213303058635
suuria euroopasse turgis,0.0010459409445651299,0.0019083969465648854,0.0009762158324458644,0.000361794500723589,0.0,0.0,0.0018805829807240243,0.00045024763619990995,0.0,0.00040069453719780956
taanis saksamaal hollandis,0.005792903692976104,0.0066157760814249365,0.0067447639332623354,0.006512301013024602,0.006134969325153374,0.010362694300518135,0.007052186177715092,0.003376857271499325,0.0018031942297784646,0.0057432883665019365
talupidajate kaubanduskoja kaubanduskoda,0.0010459409445651299,0.0010178117048346056,0.0001774937877174299,0.000361794500723589,0.003067484662576687,0.0025906735751295338,0.0004701457451810061,0.0011256190904997748,0.0007727975270479134,0.0016027781487912382
tantsupeo laulu traditsiooni,0.00040228497867889616,0.0001272264631043257,0.0009762158324458644,0.004703328509406657,0.0,0.0,0.0007052186177715092,0.0009004952723998199,0.0,0.0012020836115934285
tapsustatakse ajakohastatakse nouete,0.002896451846488052,0.0016539440203562341,0.0038161164359247425,0.001808972503617945,0.009202453987730062,0.0051813471502590676,0.0021156558533145277,0.0031517334533993696,0.00231839258114374,0.002270602377454254
tarbijakaitse amet ametile,0.001448225923244026,0.0036895674300254453,0.0026624068157614484,0.001447178002894356,0.0,0.0051813471502590676,0.0016455101081335214,0.0022512381809995496,0.0010303967027305513,0.0012020836115934285
teadus teaduse arendustegevuse,0.0033791938209027277,0.004834605597964376,0.008519701810436636,0.027858176555716353,0.0,0.007772020725388601,0.004231311706629055,0.007429085997298514,0.002833590932509016,0.00587685321223454
teatri teater rahvusooper,0.0013677689275082467,0.0006361323155216285,0.0007099751508697196,0.0,0.0,0.0,0.0004701457451810061,0.00022512381809995497,0.0,0.0006678242286630158
teede teehoiuks teedele,0.01150535039021643,0.0010178117048346056,0.004881079162229322,0.001447178002894356,0.0,0.0025906735751295338,0.0061118946873530795,0.0018009905447996398,0.013395157135497167,0.003472685989047683
teekasutustasu autode autod,0.0015286829189798052,0.0016539440203562341,0.001863684771033014,0.001085383502170767,0.003067484662576687,0.0,0.0025858015984955335,0.002026114362899595,0.0020607934054611026,0.0009349539201282223
teenistuse teenistuses avalikus,0.0020114248933944807,0.0021628498727735367,0.0038161164359247425,0.001808972503617945,0.0,0.0,0.0028208744710860366,0.0013507429085997298,0.00231839258114374,0.0033391211433150794
teenuseid teenused teenust,0.0016091399147155846,0.0005089058524173028,0.0020411785587504437,0.001447178002894356,0.0,0.0,0.007287259050305595,0.002026114362899595,0.001287995878413189,0.002270602377454254
terviseandmed isikuandmeid terviseandmeid,0.007321586611955909,0.014376590330788804,0.010915867944621939,0.009406657018813314,0.006134969325153374,0.0051813471502590676,0.004701457451810061,0.016434038721296715,0.0061823802163833074,0.005342593829304127
tervist tervis tervisega,0.0016091399147155846,0.0003816793893129771,0.0009762158324458644,0.0,0.0,0.0025906735751295338,0.0016455101081335214,0.0015758667266996848,0.0010303967027305513,0.0008013890743956191
tooandja tervisesse maksuvabalt,0.0020918818891302597,0.0011450381679389313,0.0026624068157614484,0.001085383502170767,0.012269938650306749,0.012953367875647668,0.0028208744710860366,0.0027014858171994596,0.0030911901081916537,0.0033391211433150794
tooandja tooandjal tootaja,0.0016895969104513638,0.0017811704834605599,0.003283635072772453,0.001447178002894356,0.0,0.0025906735751295338,0.0023507287259050304,0.002926609635299415,0.0015455950540958269,0.003071991451849873
toonadalal istungid taiendaval,0.010942151420065974,0.01361323155216285,0.011803336883209089,0.006150506512301013,0.027607361963190184,0.0,0.004936530324400564,0.01981089599279604,0.011334363730036065,0.00921597435554962
tootuid tootute tootu,0.019229221980851235,0.0013994910941475826,0.005946041888533901,0.001085383502170767,0.07975460122699386,0.012953367875647668,0.004701457451810061,0.0011256190904997748,0.009015971148892323,0.006678242286630159
tootuli lepitaja ametiuhingute,0.0003218279829431169,0.0002544529262086514,0.0006212282570110046,0.000361794500723589,0.0,0.0,0.0,0.00045024763619990995,0.00025759917568263783,0.0013356484573260317
tootuna arvele ariuhingu,0.00040228497867889616,0.0003816793893129771,0.0009762158324458644,0.000361794500723589,0.0,0.0,0.0028208744710860366,0.0009004952723998199,0.00231839258114374,0.00040069453719780956
toovoimereformi toovoimega toovoimereform,0.006356102663126559,0.0003816793893129771,0.006478523251686191,0.001808972503617945,0.009202453987730062,0.0,0.0061118946873530795,0.0015758667266996848,0.010303967027305513,0.003873380526245492
treenerite spordi sport,0.003540107812374286,0.0001272264631043257,0.005768548100816472,0.001085383502170767,0.0,0.0051813471502590676,0.0030559473436765397,0.0036019810895992796,0.006697578567748583,0.0041405102177106985
ts parvlaeva parvlaevad,0.0032987368251669483,0.0026717557251908397,0.0022186723464678736,0.002894356005788712,0.0,0.0,0.0054066760695815706,0.0011256190904997748,0.0033487892838742917,0.0036062508347802858
tsernoboli represseeritud oigusvastaselt,0.0012873119317724675,0.0005089058524173028,8.874689385871494e-05,0.0,0.0,0.0,0.00023507287259050304,0.0006753714542998649,0.0015455950540958269,0.00026712969146520634
tulubaasi omavalitsustele omavalitsuste,0.015045458202590714,0.004198473282442748,0.004348597799077032,0.007959479015918957,0.027607361963190184,0.0025906735751295338,0.009402914903620122,0.005177847816298964,0.0061823802163833074,0.008147455589688794
tulubaasi tasandusfondi tulumaksuosa,0.01576957116421273,0.0010178117048346056,0.0024849130280440185,0.001447178002894356,0.012269938650306749,0.0,0.005876821814762577,0.0036019810895992796,0.004894384337970119,0.0073460665152931745
tulumaksuvaba maksususteemi tulumaksu,0.016976426100249416,0.0052162849872773535,0.022009229676961305,0.013024602026049204,0.009202453987730062,0.015544041450777202,0.01457451810061119,0.00585321927059883,0.018289541473467286,0.009349539201282222
ugri rahvaste polisrahvaste,0.00040228497867889616,0.0019083969465648854,0.00044373446929357475,0.002170767004341534,0.003067484662576687,0.0025906735751295338,0.0,0.0009004952723998199,0.0020607934054611026,0.00026712969146520634
uhistranspordi uhistransport uhistransporti,0.0039423927910531825,0.0019083969465648854,0.002751153709620163,0.002170767004341534,0.003067484662576687,0.0,0.0023507287259050304,0.012606933813597478,0.0061823802163833074,0.0018699078402564446
ulejaagis struktuurses struktuurse,0.008206613565049481,0.0067430025445292625,0.029730209442669506,0.010492040520984082,0.009202453987730062,0.0051813471502590676,0.006346967559943582,0.00990544799639802,0.020350334878928386,0.009082409509817016
ulikooliga kbfi instituudi,0.0005631989701504545,0.0010178117048346056,0.0010649627263045794,0.009406657018813314,0.0,0.0,0.0014104372355430183,0.0015758667266996848,0.0010303967027305513,0.0010685187658608254
uliopilased uliopilastele uliopilaste,0.00828707056078526,0.009287531806615776,0.007809726659566915,0.013386396526772794,0.0,0.023316062176165803,0.004936530324400564,0.009004952723998198,0.012107161257083977,0.011085882195806064
untso missioonide liikmesusest,0.0023332528763375976,0.0021628498727735367,0.00825346112886049,0.002894356005788712,0.0,0.0025906735751295338,0.0068171133051245884,0.003376857271499325,0.004121586810922205,0.006277547749432349
utah jordaania energia,0.002494166867809156,0.001272264631043257,0.0009762158324458644,0.001085383502170767,0.0,0.007772020725388601,0.0025858015984955335,0.00022512381809995497,0.0,0.0008013890743956191
uuring uuringut uuringu,0.002896451846488052,0.002417302798982188,0.004348597799077032,0.005788712011577424,0.012269938650306749,0.010362694300518135,0.0028208744710860366,0.0015758667266996848,0.00231839258114374,0.0041405102177106985
vabatahtlike komandode paasteameti,0.0066779306460696755,0.0058524173027989825,0.003549875754348598,0.002894356005788712,0.0,0.0051813471502590676,0.010578279266572637,0.0031517334533993696,0.002833590932509016,0.0057432883665019365
vaesuses suhtelises vaesuse,0.007321586611955909,0.0013994910941475826,0.002129925452609159,0.000723589001447178,0.015337423312883436,0.0025906735751295338,0.006346967559943582,0.0009004952723998199,0.00231839258114374,0.007613196206758381
vagivalla naistevastase perevagivalla,0.0012873119317724675,0.0016539440203562341,0.0024849130280440185,0.001447178002894356,0.0,0.0,0.0021156558533145277,0.0011256190904997748,0.0007727975270479134,0.003873380526245492
vagivallale vihakone ohutamine,0.005551532705768767,0.022900763358778626,0.0063010294639687615,0.004341534008683068,0.006134969325153374,0.0051813471502590676,0.005641748942172073,0.007879333633498424,0.0038639876352395673,0.006544677440897556
vaikesaarte saarte pusiasustusega,0.0016895969104513638,0.0010178117048346056,0.003727369542066028,0.001085383502170767,0.015337423312883436,0.0,0.0037611659614480487,0.003827104907699235,0.004379185986604843,0.005476158675036731
valdkonnad laekumisest fikseeritakse,0.0004827419744146754,0.001272264631043257,0.0011537096201632944,0.0,0.003067484662576687,0.0,0.00023507287259050304,0.0031517334533993696,0.0007727975270479134,0.001469213303058635
valijate erakonda valijaid,0.004746962748410974,0.008905852417302799,0.005236066737664182,0.003979739507959479,0.0,0.0,0.006346967559943582,0.002476361999099505,0.004121586810922205,0.004941899292106318
valimisea valimisiga valimisoiguse,0.0033791938209027277,0.002035623409669211,0.003194888178913738,0.002170767004341534,0.003067484662576687,0.0051813471502590676,0.004466384579219558,0.0031517334533993696,0.00824317362184441,0.005075464137838921
valimiskomisjon proteste valimiskasti,0.0006436559658862338,0.0005089058524173028,0.0008874689385871495,0.000723589001447178,0.0,0.0025906735751295338,0.0011753643629525152,0.00045024763619990995,0.0005151983513652757,0.00026712969146520634
valimisliitude volikogusse volikokku,0.009091640518143053,0.011195928753180661,0.011537096201632943,0.07995658465991316,0.012269938650306749,0.012953367875647668,0.022802068641278796,0.009230076542098155,0.0061823802163833074,0.013089354881795112
valismaale valjarande valjaranne,0.008608898543728377,0.006361323155216285,0.002129925452609159,0.002532561505065123,0.009202453987730062,0.0,0.0030559473436765397,0.0009004952723998199,0.0020607934054611026,0.002270602377454254
valispoliitika valispoliitikas diplomaatia,0.002896451846488052,0.0021628498727735367,0.004792332268370607,0.003256150506512301,0.006134969325153374,0.007772020725388601,0.007992477668077104,0.003827104907699235,0.005667181865018032,0.005209028983571524
valitsemisalade katteallikaks riigieelarves,0.0008850269530935715,0.0,0.0006212282570110046,0.0,0.0,0.0,0.0,0.00045024763619990995,0.0038639876352395673,0.0006678242286630158
vallaga vald sauga,0.010057124466972404,0.008651399491094147,0.003461128860489883,0.03219971056439942,0.009202453987730062,0.0051813471502590676,0.01151857075693465,0.005177847816298964,0.00927357032457496,0.004407639909175905
vanemahuvitist vanemahuvitise vanemahuvitis,0.002252795880601818,0.0011450381679389313,0.0023074192403265887,0.002170767004341534,0.003067484662576687,0.0025906735751295338,0.007287259050305595,0.00585321927059883,0.010819165378670788,0.009883798584212636
varude varud varu,0.0004827419744146754,0.0019083969465648854,0.0003549875754348598,0.0,0.0,0.0,0.0011753643629525152,0.0022512381809995496,0.0,0.00040069453719780956
veb fondi uurimiskomisjon,0.0027355378550164935,0.0033078880407124683,0.0007987220447284345,0.001808972503617945,0.0,0.0,0.005641748942172073,0.0009004952723998199,0.00025759917568263783,0.0009349539201282223
vee monopolide veeteenuse,0.005068790731354091,0.0005089058524173028,0.0038161164359247425,0.0,0.0,0.010362694300518135,0.005171603196991067,0.0011256190904997748,0.005667181865018032,0.0009349539201282223
viirust vaktsineeritud viiruse,0.003620564808110065,0.026463104325699746,0.012690805821796236,0.000723589001447178,0.0,0.0,0.0025858015984955335,0.021837010355695633,0.0007727975270479134,0.01349004941899292
virumaale virumaa toostusalade,0.005551532705768767,0.002544529262086514,0.003461128860489883,0.012301013024602027,0.015337423312883436,0.0025906735751295338,0.003526093088857546,0.004277352543899144,0.006697578567748583,0.010017363429945239
voidusamba vabadussoja uurimiskomisjon,0.001126397940300909,0.0005089058524173028,0.0010649627263045794,0.000723589001447178,0.024539877300613498,0.0,0.0007052186177715092,0.0,0.0005151983513652757,0.0005342593829304127
volakirjade keskpank volakirju,0.003861935795317403,0.002417302798982188,0.004969826056088037,0.002894356005788712,0.003067484662576687,0.0,0.0037611659614480487,0.0031517334533993696,0.0033487892838742917,0.0016027781487912382
volitust kaasuses jarvik,0.0008045699573577923,0.002035623409669211,0.0023074192403265887,0.000723589001447178,0.0,0.0,0.0016455101081335214,0.0009004952723998199,0.0005151983513652757,0.0008013890743956191
