topic_words3,Isamaa fraktsioon,Eesti Konservatiivse Rahvaerakonna fraktsioon,difference
planeeringu keskkonnamoju keskkonnamojude,0.0009004952723998,0.0001272264631043,85.87150127226718
tantsupeo laulu traditsiooni,0.0009004952723998,0.0001272264631043,85.87150127226718
hooldekodus hoolduse hooldekodu,0.0029266096352994,0.0015267175572519,47.83323546682328
virumaale virumaa toostusalade,0.0042773525438991,0.0025445292620865,40.51158430427184
keeleoskust oskuse keeleoskuse,0.0042773525438991,0.0025445292620865,40.51158430427184
valispoliitika valispoliitikas diplomaatia,0.0038271049076992,0.0021628498727735,43.486005089058985
tapsustatakse ajakohastatakse nouete,0.0031517334533993,0.0016539440203562,47.52271901126855
lae korgepalgaliste lagi,0.0011256190904997,0.0002544529262086,77.39440203562647
inimarengu aruanne aruandes,0.0024763619990995,0.0011450381679389,53.76127689104906
haaletamissedel haaletamiskasti sedeli,0.0013507429085997,0.0003816793893129,71.74300254453433
opositsioonis koalitsiooni opositsiooni,0.024538496172895,0.0199745547073791,18.599108247542855
katteallikas katteallikaid katteallikat,0.0042773525438991,0.0024173027989821,43.48600508906
koolituse koolitus koolitusele,0.0018009905447996,0.0006361323155216,64.67875318066238
ametipalkade riigiteenijate korgemate,0.0011256190904997,0.0001272264631043,88.69720101781324
teadus teaduse arendustegevuse,0.0074290859972985,0.0048346055979643,34.923278587401626
tooandja tervisesse maksuvabalt,0.0027014858171994,0.0011450381679389,57.61450381679411
korteriuhistu korteriomanike korteriuhistute,0.0013507429085997,0.0002544529262086,81.16200169635623
ulejaagis struktuurses struktuurse,0.009905447996398,0.0067430025445292,31.92632431182099
toovoimereformi toovoimega toovoimereform,0.0015758667266996,0.0003816793893129,75.77971646674295
tervist tervis tervisega,0.0015758667266996,0.0003816793893129,75.77971646674295
koolilouna koolitoidu koolitoit,0.0031517334533993,0.0013994910941475,55.596146855690485
kohtutaiturite kohtutaitur kohtutaituri,0.0020261143628995,0.0006361323155216,68.60333616058801
mes maale maaelu,0.0029266096352994,0.0011450381679389,60.874926600118314
magustatud suhkrut joogi,0.0015758667266996,0.0001272264631043,91.92657215558098
valdkonnad laekumisest fikseeritakse,0.0031517334533993,0.0012722646310432,59.632860777899865
rahapesu terrorismi andmeburoo,0.0020261143628995,0.0005089058524173,74.88266892846941
teenuseid teenused teenust,0.0020261143628995,0.0005089058524173,74.88266892846941
kala kalurid kalurite,0.0058532192705988,0.0030534351145038,47.83323546682328
riigipalgaliste riigisektoris koondada,0.0031517334533993,0.0011450381679389,63.669574700109244
haiguspaevade haiguspaevi haiguspaeva,0.0036019810895992,0.0013994910941475,61.146628498729186
keskkonnaameti uhendamine uhendamise,0.004727600180099,0.0021628498727735,54.25057554828573
riigiabi komisjonilt loa,0.0036019810895992,0.0012722646310432,64.67875318066238
ametiuhingute tooandjate keskliit,0.004727600180099,0.0019083969465648,59.63286077790029
eelarves riigieelarves reservist,0.0168842863574966,0.0111959287531806,33.69024597116228
toonadalal istungid taiendaval,0.019810895992796,0.0136132315521628,31.28411982419628
majandusaasta koondaruanne raamatupidamise,0.0029266096352994,0.0006361323155216,78.26384811117723
hadaolukorda eriolukord eriolukorra,0.0171094101755965,0.0111959287531806,34.562742734699405
tulubaasi tasandusfondi tulumaksuosa,0.0036019810895992,0.0010178117048346,71.7430025445288
kohanimenoukogu vonnu mulgi,0.0027014858171994,0.0003816793893129,85.87150127226718
treenerite spordi sport,0.0036019810895992,0.0001272264631043,96.4678753180668
vaikesaarte saarte pusiasustusega,0.0038271049076992,0.0010178117048346,73.40517886543921
lipu laevu kaubalaeva,0.0081044574515983,0.0038167938931297,52.90500424088251
objekti anu raua,0.004727600180099,0.0013994910941475,70.39743123712731
lisaeelarve lisaeelarves lisaeelarvega,0.004727600180099,0.0013994910941475,70.39743123712731
skais arendused infosusteemide,0.0036019810895992,0.0002544529262086,92.93575063613359
kasvavad tuleval kasv,0.0040522287257991,0.0008905852417302,78.02233531241313
borsile ipo enefit,0.0051778478162989,0.0013994910941475,72.97156765129013
joustumine joustuma joustada,0.0110310670868977,0.0053435114503816,51.559432933479044
fie fuusilisest isikust,0.0040522287257991,0.0003816793893129,90.58100084817812
opositsiooni koalitsioonil opositsioonil,0.0087798289058982,0.0036895674300254,57.97677301494125
korterelamute kortermajade kredexi,0.0054029716343989,0.0013994910941475,74.09775233248659
kodualuse maamaksu maamaksust,0.004727600180099,0.0007633587786259,83.85314431116053
lapsetoetust lapsetoetus lapsetoetuse,0.0090049527239981,0.0034351145038167,61.85305343511512
metsa metsade mets,0.0159837910850968,0.0082697201017811,48.261835644913155
kinnisasja maad maa,0.0087798289058982,0.0030534351145038,65.22215697788218
vanemahuvitist vanemahuvitise vanemahuvitis,0.0058532192705988,0.0011450381679389,80.43746330005915
huvihariduse huvitegevuse huviharidus,0.0056280954524988,0.0007633587786259,86.43664122137483
hanke hankija riigihangete,0.0090049527239981,0.0027989821882951,68.91730279898258
miili baasvorgu lairiba,0.0085547050877982,0.0024173027989821,71.74300254453
aituma infotundi jahimehed,0.0074290859972985,0.0010178117048346,86.29963759734757
erimargistatud kutust kutuse,0.0076542098153984,0.0010178117048346,86.7025894327196
arengukavad arengukavade pohialuste,0.0164340387212967,0.0067430025445292,58.96929136602913
pensionitous pensionitousu pension,0.0126069338135974,0.0033078880407124,73.76135950563469
elektri elektrit taastuvenergia,0.0335434488968932,0.0176844783715012,47.278890653551315
annetused annetusi annetuste,0.0114813147230977,0.0021628498727735,81.16200169635314
uhistranspordi uhistransport uhistransporti,0.0126069338135974,0.0019083969465648,84.86232279171269
samba sammas sambasse,0.0130571814497973,0.0022900763358778,82.46117399315645
alkoholi kange lahja,0.0292660963529941,0.0129770992366412,55.65825014679976
lng terminali gaasi,0.0162089149031967,0.0030534351145038,81.16200169635289
haalte kandidaatidele haaletamisest,0.0004502476361999,0.0,100.0
valitsemisalade katteallikaks riigieelarves,0.0004502476361999,0.0,100.0
kulukuse krediidi kiirlaenude,0.0002251238180999,0.0,100.0
koondaruande majandusaasta koondaruanne,0.0002251238180999,0.0,100.0
oppelaenu sugava puudega,0.0002251238180999,0.0,100.0
kontrollin haaled kandidaadi,0.0,0.0002544529262086,-inf
koosoleku elektrooniline koosolekut,0.0,0.0006361323155216,-inf
operatsioonil sojalisel panustamisel,0.0,0.0006361323155216,-inf
voidusamba vabadussoja uurimiskomisjon,0.0,0.0005089058524173,-inf
hambaravi hammaste hambad,0.0,0.0006361323155216,-inf
seksuaalse vangistusega vaarkohtlemise,0.0,0.0007633587786259,-inf
matusetoetust matusetoetus matusetoetuse,0.0,0.0015267175572519,-inf
hiv narkomaania epideemia,0.0,0.0008905852417302,-inf
liibanonis missioonil pikendamine,0.0,0.0005089058524173,-inf
ene ergma aplaus,0.0,0.0,
