topic_words3,Fraktsioonitud,Reformierakond,difference
toovoimereformi toovoimega toovoimereform,0.0056818181818181,0.0537109375,-845.3125000000136
maksuamet tolliamet tolliameti,0.0170454545454545,0.046875,-175.00000000000077
kohtunike kohtususteem kohtuniku,0.002840909090909,0.021484375,-656.2500000000242
kandidaadi kandidaati kandidaat,0.002840909090909,0.01953125,-587.5000000000222
valimisea valimisiga valimisoiguse,0.0056818181818181,0.021484375,-278.12500000000546
lasteaia lasteaias lasteaiakoha,0.002840909090909,0.0126953125,-346.8750000000143
reklaami reklaam alkoholireklaam,0.002840909090909,0.0126953125,-346.8750000000143
moisteid moiste moisted,0.002840909090909,0.01171875,-312.50000000001324
joustumine joustuma joustada,0.0113636363636363,0.0234375,-106.25000000000115
salvestisi salvestised salvestiste,0.002840909090909,0.0107421875,-278.1250000000121
eelarves riigieelarves reservist,0.002840909090909,0.0107421875,-278.1250000000121
treenerite spordi sport,0.002840909090909,0.0107421875,-278.1250000000121
uliopilased uliopilastele uliopilaste,0.002840909090909,0.009765625,-243.75000000001103
abielu kooselu samasooliste,0.0227272727272727,0.0361328125,-58.98437500000019
noukogudesse ariuhingute noukogudes,0.002840909090909,0.0087890625,-209.3750000000099
karistuse karistus tingimisi,0.0085227272727272,0.0166015625,-94.79166666666835
prokuratuur prokuratuuri prokuror,0.0085227272727272,0.0166015625,-94.79166666666835
efsf esm kreekale,0.002840909090909,0.0078125,-175.0000000000088
direktiivi direktiiv ulevotmise,0.002840909090909,0.0068359375,-140.6250000000077
pohiseadusega riigikohus oiguskantsler,0.0085227272727272,0.013671875,-60.41666666666805
psuhhiaatri alaealine psuhhiaatrilist,0.0056818181818181,0.009765625,-71.87500000000249
rahvahaaletuse rahvahaaletus rahvahaaletusel,0.002840909090909,0.005859375,-106.25000000000662
koolilouna koolitoidu koolitoit,0.0056818181818181,0.0087890625,-54.687500000002245
tapsustatakse ajakohastatakse nouete,0.0056818181818181,0.0087890625,-54.687500000002245
hanke hankija riigihangete,0.002840909090909,0.0048828125,-71.87500000000551
jalitustegevuse jalitustoimingu sideandmete,0.002840909090909,0.0048828125,-71.87500000000551
riigikontrolli auditi auditit,0.002840909090909,0.0048828125,-71.87500000000551
ulejaagis struktuurses struktuurse,0.0056818181818181,0.0078125,-37.50000000000199
riigiloivude riigiloivud riigiloivu,0.0085227272727272,0.0107421875,-26.04166666666775
huvigruppe huvigruppide kaasatud,0.0113636363636363,0.013671875,-20.31250000000068
ootuse oigusparase oiguskindluse,0.002840909090909,0.00390625,-37.500000000004405
normitehnika mojude eeskiri,0.002840909090909,0.00390625,-37.500000000004405
annetused annetusi annetuste,0.002840909090909,0.00390625,-37.500000000004405
uuring uuringut uuringu,0.002840909090909,0.00390625,-37.500000000004405
leping ratifitseerida lepinguga,0.002840909090909,0.00390625,-37.500000000004405
eelarvele kulude riigieelarvele,0.0056818181818181,0.005859375,-3.1250000000014926
taanis saksamaal hollandis,0.0056818181818181,0.005859375,-3.1250000000014926
kulukuse krediidi kiirlaenude,0.002840909090909,0.0029296875,-3.125000000003303
palgatousu opetajate palgatous,0.002840909090909,0.0029296875,-3.125000000003303
oigusriik oigusriigi oigusriigist,0.002840909090909,0.0029296875,-3.125000000003303
katteallikas katteallikaid katteallikat,0.002840909090909,0.0029296875,-3.125000000003303
haale valimispaeval valimiste,0.002840909090909,0.0029296875,-3.125000000003303
piirilepingu piirileping piirilepingut,0.0085227272727272,0.0078125,8.333333333332543
riigireformi riigireformist riigireform,0.0056818181818181,0.0048828125,14.062499999998757
arengukavad arengukavade pohialuste,0.0113636363636363,0.009765625,14.062499999999517
teadus teaduse arendustegevuse,0.002840909090909,0.001953125,31.249999999997797
jarviku jarvik maaeluministri,0.002840909090909,0.001953125,31.249999999997797
borsile ipo enefit,0.002840909090909,0.001953125,31.249999999997797
kandidaati kandidaat valituks,0.002840909090909,0.001953125,31.249999999997797
eriarstide eriarstiabi eriarsti,0.002840909090909,0.001953125,31.249999999997797
riigikontrolor karis riigikontrolori,0.002840909090909,0.001953125,31.249999999997797
palgalohe soolist meeste,0.002840909090909,0.001953125,31.249999999997797
liiklussurmade liikluses hukkunute,0.002840909090909,0.001953125,31.249999999997797
kodualuse maamaksu maamaksust,0.002840909090909,0.001953125,31.249999999997797
etv saateid pbk,0.002840909090909,0.001953125,31.249999999997797
majandusaasta koondaruanne raamatupidamise,0.002840909090909,0.001953125,31.249999999997797
elatisraha elatisabi elatise,0.0056818181818181,0.00390625,31.249999999999005
kohtla jarve johvi,0.0056818181818181,0.00390625,31.249999999999005
slovakkia ungari portugal,0.0056818181818181,0.00390625,31.249999999999005
hoone rkas hoonet,0.0056818181818181,0.00390625,31.249999999999005
lapsetoetust lapsetoetus lapsetoetuse,0.0113636363636363,0.0087890625,22.656249999999563
vagivallale vihakone ohutamine,0.0113636363636363,0.0078125,31.249999999999613
utah jordaania energia,0.002840909090909,0.0009765625,65.6249999999989
kohtutaiturite kohtutaitur kohtutaituri,0.002840909090909,0.0009765625,65.6249999999989
teekasutustasu autode autod,0.002840909090909,0.0009765625,65.6249999999989
muundatud geneetiliselt gmo,0.002840909090909,0.0009765625,65.6249999999989
korruptsiooni korruptsioon korruptsiooniga,0.002840909090909,0.0009765625,65.6249999999989
liibanonis missioonil pikendamine,0.002840909090909,0.0009765625,65.6249999999989
virumaale virumaa toostusalade,0.002840909090909,0.0009765625,65.6249999999989
kinnisasja maad maa,0.002840909090909,0.0009765625,65.6249999999989
soita jalakaija konniteel,0.0142045454545454,0.009765625,31.24999999999974
rail trassi balticu,0.0056818181818181,0.0029296875,48.437499999999254
hadaolukorda eriolukord eriolukorra,0.0056818181818181,0.0029296875,48.437499999999254
lahususe voimude lahusus,0.0056818181818181,0.0029296875,48.437499999999254
iive sundimus iibe,0.0056818181818181,0.0029296875,48.437499999999254
toonadalal istungid taiendaval,0.0170454545454545,0.01171875,31.24999999999981
koolis kooli opilased,0.0142045454545454,0.0087890625,38.124999999999766
elamisluba elamisloa viisa,0.0056818181818181,0.001953125,65.6249999999995
tulubaasi omavalitsustele omavalitsuste,0.0056818181818181,0.001953125,65.6249999999995
teede teehoiuks teedele,0.0284090909090909,0.01953125,31.249999999999982
opositsioonis koalitsiooni opositsiooni,0.0198863636363636,0.01171875,41.07142857142847
missiooni missioonile missioon,0.0113636363636363,0.0048828125,57.03124999999976
lipu laevu kaubalaeva,0.0113636363636363,0.0048828125,57.03124999999976
kaitseliit kaitseliidule kaitseliidu,0.0085227272727272,0.0029296875,65.6249999999997
ajakirjandus ajakirjanduse ajakirjandust,0.0085227272727272,0.0029296875,65.6249999999997
vee monopolide veeteenuse,0.0085227272727272,0.0029296875,65.6249999999997
alkoholi kange lahja,0.0142045454545454,0.0068359375,51.874999999999815
arengufond arengufondi arengufondis,0.0142045454545454,0.0068359375,51.874999999999815
mes maale maaelu,0.0056818181818181,0.0009765625,82.81249999999976
tulubaasi tasandusfondi tulumaksuosa,0.0056818181818181,0.0009765625,82.81249999999976
ene ergma aplaus,0.0056818181818181,0.0009765625,82.81249999999976
tootuna arvele ariuhingu,0.0056818181818181,0.0009765625,82.81249999999976
haalte kandidaatidele haaletamisest,0.0056818181818181,0.0009765625,82.81249999999976
teenistuse teenistuses avalikus,0.0056818181818181,0.0009765625,82.81249999999976
lng terminali gaasi,0.0085227272727272,0.001953125,77.08333333333314
piirivalve valvamise valvamine,0.0085227272727272,0.0009765625,88.54166666666656
veb fondi uurimiskomisjon,0.0085227272727272,0.0009765625,88.54166666666656
