topic_words3,Fraktsioonitud,Isamaa ja Res Publica Liidu fraktsioon,difference
abielu kooselu samasooliste,0.0227272727272727,0.0563741191543882,-148.04612427930837
ulejaagis struktuurses struktuurse,0.0056818181818181,0.0313901345291479,-452.466367713011
lapsetoetust lapsetoetus lapsetoetuse,0.0113636363636363,0.0320307495195387,-181.8705957719422
toovoimereformi toovoimega toovoimereform,0.0056818181818181,0.0224215246636771,-294.61883408072265
eelarves riigieelarves reservist,0.002840909090909,0.0166559897501601,-486.29083920565427
virumaale virumaa toostusalade,0.002840909090909,0.0134529147982062,-373.5426008968734
katteallikas katteallikaid katteallikat,0.002840909090909,0.0128122998078155,-350.99295323512
rahvahaaletuse rahvahaaletus rahvahaaletusel,0.002840909090909,0.0115310698270339,-305.8936579116063
psuhhiaatri alaealine psuhhiaatrilist,0.0056818181818181,0.0153747597693786,-170.59577194106728
valimisea valimisiga valimisoiguse,0.0056818181818181,0.0147341447789878,-159.32094811018908
lasteaia lasteaias lasteaiakoha,0.002840909090909,0.0102498398462524,-260.7943625880961
treenerite spordi sport,0.002840909090909,0.0096092248558616,-238.24471492633913
kohtunike kohtususteem kohtuniku,0.002840909090909,0.00832799487508,-193.1454196028254
noukogudesse ariuhingute noukogudes,0.002840909090909,0.0076873798846893,-170.59577194107206
joustumine joustuma joustada,0.0113636363636363,0.0192184497117232,-69.1223574631651
salvestisi salvestised salvestiste,0.002840909090909,0.0070467648942985,-148.04612427931517
alkoholi kange lahja,0.0142045454545454,0.0217809096732863,-53.33760409993613
maksuamet tolliamet tolliameti,0.0170454545454545,0.0243433696348494,-42.814435191116864
kodualuse maamaksu maamaksust,0.002840909090909,0.0064061499039077,-125.49647661755827
elatisraha elatisabi elatise,0.0056818181818181,0.0102498398462524,-80.39718129404486
normitehnika mojude eeskiri,0.002840909090909,0.0057655349135169,-102.94682895580138
kulukuse krediidi kiirlaenude,0.002840909090909,0.0051249199231262,-80.39718129404801
rongi rongide rongid,0.002840909090909,0.0051249199231262,-80.39718129404801
ootuse oigusparase oiguskindluse,0.002840909090909,0.0051249199231262,-80.39718129404801
reklaami reklaam alkoholireklaam,0.002840909090909,0.0051249199231262,-80.39718129404801
missiooni missioonile missioon,0.0113636363636363,0.0153747597693786,-35.29788597053244
opositsioonis koalitsiooni opositsiooni,0.0198863636363636,0.0249839846252402,-25.633751258350944
huvigruppe huvigruppide kaasatud,0.0113636363636363,0.0147341447789878,-29.660474055093378
palgatousu opetajate palgatous,0.002840909090909,0.0044843049327354,-57.84753363229114
majandusaasta koondaruanne raamatupidamise,0.002840909090909,0.0044843049327354,-57.84753363229114
oigusriik oigusriigi oigusriigist,0.002840909090909,0.0044843049327354,-57.84753363229114
moisteid moiste moisted,0.002840909090909,0.0044843049327354,-57.84753363229114
pohiseadusega riigikohus oiguskantsler,0.0085227272727272,0.0108904548366431,-27.7813367499468
kandidaadi kandidaati kandidaat,0.002840909090909,0.0038436899423446,-35.297885970534246
teekasutustasu autode autod,0.002840909090909,0.0038436899423446,-35.297885970534246
fie fuusilisest isikust,0.002840909090909,0.0038436899423446,-35.297885970534246
teadus teaduse arendustegevuse,0.002840909090909,0.0038436899423446,-35.297885970534246
koolilouna koolitoidu koolitoit,0.0056818181818181,0.0070467648942985,-24.0230621396554
toonadalal istungid taiendaval,0.0170454545454545,0.0185778347213324,-8.989963698483718
teede teehoiuks teedele,0.0284090909090909,0.0301089045483664,-5.983344010249756
eelarvele kulude riigieelarvele,0.0056818181818181,0.0064061499039077,-12.748238308777157
erimargistatud kutust kutuse,0.0113636363636363,0.0121716848174247,-7.110826393337957
uliopilased uliopilastele uliopilaste,0.002840909090909,0.0032030749519538,-12.748238308777365
riigikontrolli auditi auditit,0.002840909090909,0.0032030749519538,-12.748238308777365
leping ratifitseerida lepinguga,0.002840909090909,0.0025624599615631,9.801409352975991
etv saateid pbk,0.002840909090909,0.0025624599615631,9.801409352975991
kinnisasja maad maa,0.002840909090909,0.0025624599615631,9.801409352975991
eriarstide eriarstiabi eriarsti,0.002840909090909,0.0025624599615631,9.801409352975991
tulubaasi omavalitsustele omavalitsuste,0.0056818181818181,0.0051249199231262,9.801409352977576
lipu laevu kaubalaeva,0.0113636363636363,0.0102498398462524,9.801409352978375
direktiivi direktiiv ulevotmise,0.002840909090909,0.0019218449711723,32.35105701473287
kandidaati kandidaat valituks,0.002840909090909,0.0019218449711723,32.35105701473287
korterid kortereid korterit,0.002840909090909,0.0019218449711723,32.35105701473287
liiklussurmade liikluses hukkunute,0.002840909090909,0.0019218449711723,32.35105701473287
uuring uuringut uuringu,0.002840909090909,0.0019218449711723,32.35105701473287
hoone rkas hoonet,0.0056818181818181,0.0038436899423446,32.35105701473407
tootuna arvele ariuhingu,0.0056818181818181,0.0038436899423446,32.35105701473407
lahususe voimude lahusus,0.0056818181818181,0.0038436899423446,32.35105701473407
riigiloivude riigiloivud riigiloivu,0.0085227272727272,0.0057655349135169,32.35105701473445
palgalohe soolist meeste,0.002840909090909,0.0012812299807815,54.90070467648977
