topic_words3,Fraktsioonitud,Isamaa ja Res Publica Liidu fraktsioon,Keskerakond,Reformierakond,Sotsiaaldemokraadid
kohtutaiturite kohtutaitur kohtutaituri,0.002840909090909091,0.0,0.0012836970474967907,0.0009765625,0.0
kolledz kolledzi turi,0.0,0.0006406149903907751,0.0012836970474967907,0.0,0.0011299435028248588
koneleja konsensuslikud repliigi,0.0,0.0025624599615631004,0.0006418485237483953,0.0009765625,0.0
konkurss konkursi konkurssi,0.005681818181818182,0.0012812299807815502,0.0,0.0,0.003389830508474576
koolilouna koolitoidu koolitoit,0.005681818181818182,0.007046764894298526,0.021822849807445442,0.0087890625,0.007909604519774011
koolis kooli opilased,0.014204545454545454,0.0064061499039077515,0.029525032092426188,0.0087890625,0.01807909604519774
koolituse koolitus koolitusele,0.0,0.0006406149903907751,0.0006418485237483953,0.0,0.0
koosoleku elektrooniline koosolekut,0.0,0.0006406149903907751,0.0,0.0009765625,0.0011299435028248588
korrata stenogrammist vabandan,0.0,0.0,0.0006418485237483953,0.0029296875,0.0
korruptsiooni korruptsioon korruptsiooniga,0.002840909090909091,0.0012812299807815502,0.003209242618741977,0.0009765625,0.0
korterelamute kortermajade kredexi,0.0,0.0019218449711723255,0.0038510911424903724,0.0009765625,0.004519774011299435
korterid kortereid korterit,0.002840909090909091,0.0019218449711723255,0.00834403080872914,0.0,0.0011299435028248588
korteriuhistu korteriomanike korteriuhistute,0.0,0.0019218449711723255,0.004492939666238768,0.00390625,0.0022598870056497176
krimmi agressiooni ukraina,0.048295454545454544,0.01729660474055093,0.013478818998716302,0.0283203125,0.015819209039548022
kulukuse krediidi kiirlaenude,0.002840909090909091,0.005124919923126201,0.006418485237483954,0.0029296875,0.0011299435028248588
kusija vastaja vastasin,0.0,0.0012812299807815502,0.0,0.0,0.0
kusimusena tahtsa tahtsusega,0.0,0.0019218449711723255,0.0006418485237483953,0.0048828125,0.0
kutsehariduse kutseharidus kutsehariduses,0.0,0.0032030749519538757,0.003209242618741977,0.00390625,0.0022598870056497176
laari laar kandidatuuri,0.0,0.0,0.0012836970474967907,0.001953125,0.0
lae korgepalgaliste lagi,0.0,0.0,0.0012836970474967907,0.0,0.0
lahususe voimude lahusus,0.005681818181818182,0.003843689942344651,0.0006418485237483953,0.0029296875,0.005649717514124294
lapsetoetust lapsetoetus lapsetoetuse,0.011363636363636364,0.032030749519538756,0.016046213093709884,0.0087890625,0.04519774011299435
lasteaia lasteaias lasteaiakoha,0.002840909090909091,0.010249839846252402,0.012195121951219513,0.0126953125,0.005649717514124294
leping ratifitseerida lepinguga,0.002840909090909091,0.0025624599615631004,0.007060333761232349,0.00390625,0.006779661016949152
liibanonis missioonil pikendamine,0.002840909090909091,0.0012812299807815502,0.0006418485237483953,0.0009765625,0.0
liiklussurmade liikluses hukkunute,0.002840909090909091,0.0019218449711723255,0.0012836970474967907,0.001953125,0.0022598870056497176
liitlaste ohutorje keskmaa,0.0,0.005124919923126201,0.0006418485237483953,0.0029296875,0.007909604519774011
lipu laevu kaubalaeva,0.011363636363636364,0.010249839846252402,0.005776636713735558,0.0048828125,0.0
lisaeelarve lisaeelarves lisaeelarvega,0.0,0.0012812299807815502,0.0,0.0,0.0
lng terminali gaasi,0.008522727272727272,0.004484304932735426,0.0012836970474967907,0.001953125,0.0
loomi loomade loomad,0.0,0.0012812299807815502,0.0025673940949935813,0.0,0.003389830508474576
maantee neljarealiseks ppp,0.0,0.005124919923126201,0.0038510911424903724,0.0029296875,0.0
maavalitsuste maavalitsused maakonna,0.0,0.007046764894298526,0.0025673940949935813,0.00390625,0.010169491525423728
magustatud suhkrut joogi,0.0,0.0012812299807815502,0.0006418485237483953,0.0009765625,0.0022598870056497176
majandusaasta koondaruanne raamatupidamise,0.002840909090909091,0.004484304932735426,0.004492939666238768,0.001953125,0.003389830508474576
maksuamet tolliamet tolliameti,0.017045454545454544,0.024343369634849454,0.008985879332477536,0.046875,0.00903954802259887
matusetoetust matusetoetus matusetoetuse,0.0,0.0006406149903907751,0.005134788189987163,0.0,0.0011299435028248588
mes maale maaelu,0.005681818181818182,0.0012812299807815502,0.0006418485237483953,0.0009765625,0.0011299435028248588
metsa metsade mets,0.0,0.0006406149903907751,0.0012836970474967907,0.0,0.003389830508474576
miili baasvorgu lairiba,0.0,0.0,0.0019255455712451862,0.0,0.0
missiooni missioonile missioon,0.011363636363636364,0.015374759769378604,0.016046213093709884,0.0048828125,0.02598870056497175
moisteid moiste moisted,0.002840909090909091,0.004484304932735426,0.003209242618741977,0.01171875,0.013559322033898305
muraste kase kompleksi,0.0,0.0025624599615631004,0.0012836970474967907,0.0009765625,0.0
muugimaksu muugimaks paadimaksu,0.0,0.0,0.0006418485237483953,0.0,0.0
muundatud geneetiliselt gmo,0.002840909090909091,0.0,0.0,0.0009765625,0.0
muuseum muuseumi muuseumide,0.002840909090909091,0.0,0.0006418485237483953,0.0,0.0
nord stream streami,0.0,0.0,0.0012836970474967907,0.0,0.0
normitehnika mojude eeskiri,0.002840909090909091,0.005765534913516977,0.0038510911424903724,0.00390625,0.0022598870056497176
noukogudesse ariuhingute noukogudes,0.002840909090909091,0.007687379884689302,0.004492939666238768,0.0087890625,0.00903954802259887
objekti anu raua,0.0,0.0,0.0,0.0009765625,0.0
oiglase virumaale ulemineku,0.002840909090909091,0.0006406149903907751,0.0012836970474967907,0.0,0.0
oigusloome oigusloomes oiguspoliitika,0.0,0.0019218449711723255,0.0,0.00390625,0.003389830508474576
oigusriik oigusriigi oigusriigist,0.002840909090909091,0.004484304932735426,0.0006418485237483953,0.0029296875,0.0011299435028248588
omandireformi tagastatud omandireform,0.0,0.0012812299807815502,0.0012836970474967907,0.0009765625,0.0011299435028248588
ooteala piiriuletuse piiripunkti,0.0,0.0012812299807815502,0.0012836970474967907,0.0,0.0
ootuse oigusparase oiguskindluse,0.002840909090909091,0.005124919923126201,0.003209242618741977,0.00390625,0.012429378531073447
operatsioonil sojalisel panustamisel,0.0,0.0006406149903907751,0.0,0.0,0.0
opositsiooni koalitsioonil opositsioonil,0.0,0.0019218449711723255,0.0025673940949935813,0.0029296875,0.004519774011299435
opositsioonis koalitsiooni opositsiooni,0.019886363636363636,0.024983984625240232,0.014762516046213094,0.01171875,0.012429378531073447
oppelaenu sugava puudega,0.0,0.0,0.0006418485237483953,0.0009765625,0.0
otsevalimise presidenti presidendi,0.002840909090909091,0.0012812299807815502,0.0012836970474967907,0.0,0.0
pagulasi pagulased pagulaste,0.0,0.0,0.0006418485237483953,0.0,0.0
palgalohe soolist meeste,0.002840909090909091,0.0012812299807815502,0.0006418485237483953,0.001953125,0.003389830508474576
palgatousu opetajate palgatous,0.002840909090909091,0.004484304932735426,0.008985879332477536,0.0029296875,0.003389830508474576
pealinnast tallinnast viljandisse,0.0,0.0025624599615631004,0.0019255455712451862,0.0009765625,0.0
pensioni pension sammas,0.0,0.0025624599615631004,0.0038510911424903724,0.0009765625,0.0
pensionifondide pensionifondid fondid,0.0,0.0006406149903907751,0.0,0.0029296875,0.0
pensioniiga pensioniea eluiga,0.0,0.0006406149903907751,0.0012836970474967907,0.0,0.0011299435028248588
pensionitous pensionitousu pension,0.0,0.008968609865470852,0.0038510911424903724,0.001953125,0.0022598870056497176
piima toorpiima toodangut,0.0,0.0006406149903907751,0.005776636713735558,0.001953125,0.0
piirikontrolli schengeni valispiiri,0.0,0.0,0.0025673940949935813,0.0,0.0
piirilepingu piirileping piirilepingut,0.008522727272727272,0.005124919923126201,0.008985879332477536,0.0078125,0.0022598870056497176
piirivalve valvamise valvamine,0.008522727272727272,0.0012812299807815502,0.005776636713735558,0.0009765625,0.0022598870056497176
planeeringu keskkonnamoju keskkonnamojude,0.005681818181818182,0.0,0.0006418485237483953,0.0,0.0
pohiseadusega riigikohus oiguskantsler,0.008522727272727272,0.010890454836643177,0.012195121951219513,0.013671875,0.011299435028248588
pollumeestele pollumehi pollumehed,0.0,0.003843689942344651,0.012195121951219513,0.001953125,0.006779661016949152
poolte kokkuleppel huvitise,0.0,0.0019218449711723255,0.0012836970474967907,0.0,0.0011299435028248588
post posti omniva,0.0,0.0,0.0,0.0,0.0011299435028248588
president ilves presidendi,0.002840909090909091,0.0,0.0,0.0,0.0011299435028248588
prokuratuur prokuratuuri prokuror,0.008522727272727272,0.0025624599615631004,0.01668806161745828,0.0166015625,0.003389830508474576
psuhhiaatri alaealine psuhhiaatrilist,0.005681818181818182,0.015374759769378604,0.005134788189987163,0.009765625,0.0192090395480226
puude raskusastme puuet,0.0,0.0019218449711723255,0.0012836970474967907,0.0009765625,0.0011299435028248588
raamatukogu pimedate raamatukogude,0.0,0.0006406149903907751,0.0006418485237483953,0.0,0.0
rahapesu terrorismi andmeburoo,0.0,0.0,0.0,0.0009765625,0.0011299435028248588
rahvaalgatuse rahvaalgatus rahvahaaletus,0.0,0.0012812299807815502,0.0006418485237483953,0.0009765625,0.003389830508474576
rahvahaaletuse rahvahaaletus rahvahaaletusel,0.002840909090909091,0.011531069827033953,0.0025673940949935813,0.005859375,0.0022598870056497176
rahvuse rahvust rahvusriik,0.0,0.0019218449711723255,0.0012836970474967907,0.0078125,0.003389830508474576
rail trassi balticu,0.005681818181818182,0.0025624599615631004,0.006418485237483954,0.0029296875,0.012429378531073447
reklaami reklaam alkoholireklaam,0.002840909090909091,0.005124919923126201,0.009627727856225931,0.0126953125,0.004519774011299435
relva relvade relvaluba,0.0,0.0012812299807815502,0.0,0.0009765625,0.0
riigiabi komisjonilt loa,0.0,0.0025624599615631004,0.0012836970474967907,0.0068359375,0.003389830508474576
riigikontrolli auditi auditit,0.002840909090909091,0.0032030749519538757,0.003209242618741977,0.0048828125,0.0011299435028248588
riigikontrolor karis riigikontrolori,0.002840909090909091,0.0,0.0025673940949935813,0.001953125,0.0
riigiloivude riigiloivud riigiloivu,0.008522727272727272,0.005765534913516977,0.0038510911424903724,0.0107421875,0.0011299435028248588
riigimetsa majandamise noukokku,0.0,0.0006406149903907751,0.0,0.0009765625,0.0011299435028248588
riigipalgaliste riigisektoris koondada,0.0,0.0032030749519538757,0.0025673940949935813,0.001953125,0.0011299435028248588
riigipuha puhade tahtpaevade,0.0,0.0,0.0006418485237483953,0.0,0.0011299435028248588
riigireformi riigireformist riigireform,0.005681818181818182,0.0032030749519538757,0.0006418485237483953,0.0048828125,0.0
rongi rongide rongid,0.002840909090909091,0.005124919923126201,0.0025673940949935813,0.0,0.003389830508474576
salastatud valisteabe riigisaladuse,0.0,0.0012812299807815502,0.0012836970474967907,0.0009765625,0.0
salvestisi salvestised salvestiste,0.002840909090909091,0.007046764894298526,0.003209242618741977,0.0107421875,0.004519774011299435
samba sammas sambasse,0.0,0.0006406149903907751,0.0006418485237483953,0.0,0.0011299435028248588
seksuaalse vangistusega vaarkohtlemise,0.0,0.0006406149903907751,0.0,0.0,0.0
sigade katku katk,0.0,0.0,0.0025673940949935813,0.0,0.0011299435028248588
skais arendused infosusteemide,0.0,0.0006406149903907751,0.0012836970474967907,0.0,0.0
slovakkia ungari portugal,0.005681818181818182,0.0019218449711723255,0.007060333761232349,0.00390625,0.003389830508474576
soita jalakaija konniteel,0.014204545454545454,0.008968609865470852,0.005776636713735558,0.009765625,0.00903954802259887
sularaha kommertspangad pangad,0.019886363636363636,0.007046764894298526,0.006418485237483954,0.0078125,0.005649717514124294
suuria euroopasse turgis,0.0,0.0,0.0,0.0,0.0011299435028248588
taanis saksamaal hollandis,0.005681818181818182,0.0006406149903907751,0.003209242618741977,0.005859375,0.006779661016949152
talupidajate kaubanduskoja kaubanduskoda,0.0,0.0019218449711723255,0.0012836970474967907,0.0,0.0
tantsupeo laulu traditsiooni,0.005681818181818182,0.0,0.0,0.0,0.0
tapsustatakse ajakohastatakse nouete,0.005681818181818182,0.0012812299807815502,0.0006418485237483953,0.0087890625,0.004519774011299435
tarbijakaitse amet ametile,0.0,0.0019218449711723255,0.0,0.0048828125,0.0
teadus teaduse arendustegevuse,0.002840909090909091,0.003843689942344651,0.0012836970474967907,0.001953125,0.00903954802259887
teatri teater rahvusooper,0.0,0.0,0.0,0.0009765625,0.0
teede teehoiuks teedele,0.028409090909090908,0.03010890454836643,0.03979460847240052,0.01953125,0.005649717514124294
teekasutustasu autode autod,0.002840909090909091,0.003843689942344651,0.0,0.0009765625,0.0011299435028248588
teenistuse teenistuses avalikus,0.005681818181818182,0.0012812299807815502,0.0012836970474967907,0.0009765625,0.0022598870056497176
teenuseid teenused teenust,0.0,0.0025624599615631004,0.0019255455712451862,0.005859375,0.0022598870056497176
terviseandmed isikuandmeid terviseandmeid,0.0,0.007046764894298526,0.005134788189987163,0.0048828125,0.004519774011299435
tervist tervis tervisega,0.0,0.0006406149903907751,0.0006418485237483953,0.0,0.0
tooandja tervisesse maksuvabalt,0.0,0.0006406149903907751,0.0019255455712451862,0.0009765625,0.0011299435028248588
tooandja tooandjal tootaja,0.0,0.0012812299807815502,0.0006418485237483953,0.00390625,0.003389830508474576
toonadalal istungid taiendaval,0.017045454545454544,0.018577834721332478,0.007060333761232349,0.01171875,0.005649717514124294
tootuid tootute tootu,0.0,0.0019218449711723255,0.005134788189987163,0.0009765625,0.0011299435028248588
tootuli lepitaja ametiuhingute,0.0,0.0,0.0,0.0,0.0022598870056497176
tootuna arvele ariuhingu,0.005681818181818182,0.003843689942344651,0.0012836970474967907,0.0009765625,0.0011299435028248588
toovoimereformi toovoimega toovoimereform,0.005681818181818182,0.02242152466367713,0.037227214377406934,0.0537109375,0.015819209039548022
treenerite spordi sport,0.002840909090909091,0.009609224855861628,0.006418485237483954,0.0107421875,0.005649717514124294
ts parvlaeva parvlaevad,0.017045454545454544,0.007687379884689302,0.0025673940949935813,0.0029296875,0.010169491525423728
tsernoboli represseeritud oigusvastaselt,0.0,0.0006406149903907751,0.0006418485237483953,0.0,0.0
tulubaasi omavalitsustele omavalitsuste,0.005681818181818182,0.005124919923126201,0.018613607188703467,0.001953125,0.00903954802259887
tulubaasi tasandusfondi tulumaksuosa,0.005681818181818182,0.0012812299807815502,0.007702182284980745,0.0009765625,0.0022598870056497176
tulumaksuvaba maksususteemi tulumaksu,0.019886363636363636,0.012812299807815503,0.013478818998716302,0.0087890625,0.013559322033898305
ugri rahvaste polisrahvaste,0.0,0.0,0.0006418485237483953,0.0,0.0
uhistranspordi uhistransport uhistransporti,0.0,0.012171684817424727,0.00834403080872914,0.001953125,0.0011299435028248588
ulejaagis struktuurses struktuurse,0.005681818181818182,0.03139013452914798,0.006418485237483954,0.0078125,0.020338983050847456
ulikooliga kbfi instituudi,0.0,0.0006406149903907751,0.0006418485237483953,0.0,0.0
uliopilased uliopilastele uliopilaste,0.002840909090909091,0.0032030749519538757,0.005776636713735558,0.009765625,0.012429378531073447
untso missioonide liikmesusest,0.017045454545454544,0.003843689942344651,0.0019255455712451862,0.0048828125,0.003389830508474576
utah jordaania energia,0.002840909090909091,0.0,0.0006418485237483953,0.0009765625,0.0
uuring uuringut uuringu,0.002840909090909091,0.0019218449711723255,0.003209242618741977,0.00390625,0.007909604519774011
vabatahtlike komandode paasteameti,0.002840909090909091,0.0012812299807815502,0.004492939666238768,0.0,0.004519774011299435
vaesuses suhtelises vaesuse,0.0,0.0006406149903907751,0.007060333761232349,0.0009765625,0.0022598870056497176
vagivalla naistevastase perevagivalla,0.0,0.0012812299807815502,0.0006418485237483953,0.0029296875,0.0022598870056497176
vagivallale vihakone ohutamine,0.011363636363636364,0.007046764894298526,0.0025673940949935813,0.0078125,0.0011299435028248588
vaikesaarte saarte pusiasustusega,0.0,0.0,0.003209242618741977,0.00390625,0.0
valdkonnad laekumisest fikseeritakse,0.0,0.0,0.0,0.0,0.0011299435028248588
valijate erakonda valijaid,0.019886363636363636,0.007046764894298526,0.005776636713735558,0.00390625,0.005649717514124294
valimisea valimisiga valimisoiguse,0.005681818181818182,0.014734144778987828,0.017329910141206675,0.021484375,0.031638418079096044
valimiskomisjon proteste valimiskasti,0.0,0.0,0.0006418485237483953,0.0,0.0011299435028248588
valimisliitude volikogusse volikokku,0.07386363636363637,0.005124919923126201,0.019255455712451863,0.01953125,0.03615819209039548
valismaale valjarande valjaranne,0.0,0.0019218449711723255,0.007702182284980745,0.0,0.0011299435028248588
valispoliitika valispoliitikas diplomaatia,0.0,0.0025624599615631004,0.0006418485237483953,0.005859375,0.0011299435028248588
valitsemisalade katteallikaks riigieelarves,0.0,0.0006406149903907751,0.0,0.0009765625,0.003389830508474576
vallaga vald sauga,0.0,0.014093529788597053,0.006418485237483954,0.0068359375,0.007909604519774011
vanemahuvitist vanemahuvitise vanemahuvitis,0.0,0.010249839846252402,0.0012836970474967907,0.0009765625,0.0011299435028248588
veb fondi uurimiskomisjon,0.008522727272727272,0.0006406149903907751,0.0012836970474967907,0.0009765625,0.0
vee monopolide veeteenuse,0.008522727272727272,0.0,0.0038510911424903724,0.0029296875,0.003389830508474576
viirust vaktsineeritud viiruse,0.002840909090909091,0.0,0.0006418485237483953,0.0,0.0
virumaale virumaa toostusalade,0.002840909090909091,0.013452914798206279,0.0025673940949935813,0.0009765625,0.003389830508474576
volakirjade keskpank volakirju,0.0,0.0,0.003209242618741977,0.0029296875,0.0
volitust kaasuses jarvik,0.0,0.0006406149903907751,0.0,0.0,0.0011299435028248588
