topic_words3,Isamaa ja Res Publica Liidu fraktsioon,Sotsiaaldemokraadid,difference
kaitsekulud kaitsekulutused kaitsekulude,0.0012812299807815,0.0033898305084745,-164.5762711864451
pollumeestele pollumehi pollumehed,0.0038436899423446,0.0067796610169491,-76.38418079096144
vaesuses suhtelises vaesuse,0.0006406149903907,0.0022598870056497,-252.76836158195954
borsile ipo enefit,0.0006406149903907,0.0022598870056497,-252.76836158195954
liitlaste ohutorje keskmaa,0.0051249199231262,0.007909604519774,-54.336158192090224
maavalitsuste maavalitsused maakonna,0.0070467648942985,0.0101694915254237,-44.31432973805868
arengufond arengufondi arengufondis,0.0044843049327354,0.0067796610169491,-51.18644067796582
eelarvele kulude riigieelarvele,0.0064061499039077,0.0090395480225988,-41.10734463276838
psuhhiaatri alaealine psuhhiaatrilist,0.0153747597693786,0.0192090395480226,-24.93879472693035
rahvuse rahvust rahvusriik,0.0019218449711723,0.0033898305084745,-76.38418079095881
slovakkia ungari portugal,0.0019218449711723,0.0033898305084745,-76.38418079095881
oigusloome oigusloomes oiguspoliitika,0.0019218449711723,0.0033898305084745,-76.38418079095881
kandidaati kandidaat valituks,0.0019218449711723,0.0033898305084745,-76.38418079095881
ts parvlaeva parvlaevad,0.0076873798846893,0.0101694915254237,-32.28813559321999
lahususe voimude lahusus,0.0038436899423446,0.0056497175141242,-46.98681732579989
piirivalve valvamise valvamine,0.0012812299807815,0.0022598870056497,-76.384180790966
teenistuse teenistuses avalikus,0.0012812299807815,0.0022598870056497,-76.384180790966
vagivalla naistevastase perevagivalla,0.0012812299807815,0.0022598870056497,-76.384180790966
tulubaasi tasandusfondi tulumaksuosa,0.0012812299807815,0.0022598870056497,-76.384180790966
magustatud suhkrut joogi,0.0012812299807815,0.0022598870056497,-76.384180790966
katteallikas katteallikaid katteallikat,0.0128122998078155,0.0146892655367231,-14.649717514123825
kauguhendus avaksite ettekandjalt,0.0006406149903907,0.0011299435028248,-76.38418079097198
volitust kaasuses jarvik,0.0006406149903907,0.0011299435028248,-76.38418079097198
riigimetsa majandamise noukokku,0.0006406149903907,0.0011299435028248,-76.38418079097198
koosoleku elektrooniline koosolekut,0.0006406149903907,0.0011299435028248,-76.38418079097198
pensioniiga pensioniea eluiga,0.0006406149903907,0.0011299435028248,-76.38418079097198
annetused annetusi annetuste,0.0006406149903907,0.0011299435028248,-76.38418079097198
jalitustegevuse jalitustoimingu sideandmete,0.0006406149903907,0.0011299435028248,-76.38418079097198
samba sammas sambasse,0.0006406149903907,0.0011299435028248,-76.38418079097198
hadaolukorda eriolukord eriolukorra,0.0006406149903907,0.0011299435028248,-76.38418079097198
tooandja tervisesse maksuvabalt,0.0006406149903907,0.0011299435028248,-76.38418079097198
matusetoetust matusetoetus matusetoetuse,0.0006406149903907,0.0011299435028248,-76.38418079097198
jarviku jarvik maaeluministri,0.0006406149903907,0.0011299435028248,-76.38418079097198
kolledz kolledzi turi,0.0006406149903907,0.0011299435028248,-76.38418079097198
riigiabi komisjonilt loa,0.0025624599615631,0.0033898305084745,-32.28813559321739
prokuratuur prokuratuuri prokuror,0.0025624599615631,0.0033898305084745,-32.28813559321739
noukogudesse ariuhingute noukogudes,0.0076873798846893,0.0090395480225988,-17.589453860639402
koolilouna koolitoidu koolitoit,0.0070467648942985,0.007909604519774,-12.244478685156917
elektri elektrit taastuvenergia,0.0070467648942985,0.007909604519774,-12.244478685156917
liiklussurmade liikluses hukkunute,0.0019218449711723,0.0022598870056497,-17.58945386064094
korteriuhistu korteriomanike korteriuhistute,0.0019218449711723,0.0022598870056497,-17.58945386064094
tulumaksuvaba maksususteemi tulumaksu,0.0128122998078155,0.0135593220338983,-5.830508474576256
kodualuse maamaksu maamaksust,0.0064061499039077,0.0067796610169491,-5.830508474576301
pohiseadusega riigikohus oiguskantsler,0.0108904548366431,0.0112994350282485,-3.7554004652708013
soita jalakaija konniteel,0.0089686098654708,0.0090395480225988,-0.790960451977198
joustumine joustuma joustada,0.0192184497117232,0.0192090395480226,0.048964218455453276
iive sundimus iibe,0.0012812299807815,0.0011299435028248,11.807909604520889
ajakirjandus ajakirjanduse ajakirjandust,0.0012812299807815,0.0011299435028248,11.807909604520889
omandireformi tagastatud omandireform,0.0012812299807815,0.0011299435028248,11.807909604520889
mes maale maaelu,0.0012812299807815,0.0011299435028248,11.807909604520889
efsf esm kreekale,0.0012812299807815,0.0011299435028248,11.807909604520889
idapiiri piiririba valjaehitamine,0.0012812299807815,0.0011299435028248,11.807909604520889
elamisluba elamisloa viisa,0.0012812299807815,0.0011299435028248,11.807909604520889
teenuseid teenused teenust,0.0025624599615631,0.0022598870056497,11.807909604520445
eriarstide eriarstiabi eriarsti,0.0025624599615631,0.0022598870056497,11.807909604520445
etv saateid pbk,0.0025624599615631,0.0022598870056497,11.807909604520445
kaasne lisakulutusi riigieelarvele,0.0038436899423446,0.0033898305084745,11.807909604520592
untso missioonide liikmesusest,0.0038436899423446,0.0033898305084745,11.807909604520592
reklaami reklaam alkoholireklaam,0.0051249199231262,0.0045197740112994,11.807909604520445
krimmi agressiooni ukraina,0.0172966047405509,0.015819209039548,8.541535886168619
majandusaasta koondaruanne raamatupidamise,0.0044843049327354,0.0033898305084745,24.406779661018213
palgatousu opetajate palgatous,0.0044843049327354,0.0033898305084745,24.406779661018213
aasia aasias saatkonna,0.0044843049327354,0.0033898305084745,24.406779661018213
sularaha kommertspangad pangad,0.0070467648942985,0.0056497175141242,19.82537236774628
valijate erakonda valijaid,0.0070467648942985,0.0056497175141242,19.82537236774628
kutsehariduse kutseharidus kutsehariduses,0.0032030749519538,0.0022598870056497,29.446327683614697
puude raskusastme puuet,0.0019218449711723,0.0011299435028248,41.20527306968212
tootuid tootute tootu,0.0019218449711723,0.0011299435028248,41.20527306968212
poolte kokkuleppel huvitise,0.0019218449711723,0.0011299435028248,41.20527306968212
korterid kortereid korterit,0.0019218449711723,0.0011299435028248,41.20527306968212
kasvavad tuleval kasv,0.0019218449711723,0.0011299435028248,41.20527306968212
valismaale valjarande valjaranne,0.0019218449711723,0.0011299435028248,41.20527306968212
hoiu pangad pankade,0.0019218449711723,0.0011299435028248,41.20527306968212
rongi rongide rongid,0.0051249199231262,0.0033898305084745,33.85593220339131
valispoliitika valispoliitikas diplomaatia,0.0025624599615631,0.0011299435028248,55.90395480226217
salvestisi salvestised salvestiste,0.0070467648942985,0.0045197740112994,35.860297894196464
terviseandmed isikuandmeid terviseandmeid,0.0070467648942985,0.0045197740112994,35.860297894196464
eelarves riigieelarves reservist,0.0166559897501601,0.0124293785310734,25.375923511516767
abielu kooselu samasooliste,0.0563741191543882,0.0485875706214689,13.812275295326165
riigipalgaliste riigisektoris koondada,0.0032030749519538,0.0011299435028248,64.72316384180891
riigikontrolli auditi auditit,0.0032030749519538,0.0011299435028248,64.72316384180891
treenerite spordi sport,0.0096092248558616,0.0056497175141242,41.20527306968066
piirilepingu piirileping piirilepingut,0.0051249199231262,0.0022598870056497,55.90395480226022
toovoimereformi toovoimega toovoimereform,0.0224215246636771,0.015819209039548,29.446327683615824
teekasutustasu autode autod,0.0038436899423446,0.0011299435028248,70.60263653484107
tootuna arvele ariuhingu,0.0038436899423446,0.0011299435028248,70.60263653484107
lasteaia lasteaias lasteaiakoha,0.0102498398462524,0.0056497175141242,44.87994350282576
normitehnika mojude eeskiri,0.0057655349135169,0.0022598870056497,60.803515379786354
kala kalurid kalurite,0.0044843049327354,0.0011299435028248,74.80225988700681
oigusriik oigusriigi oigusriigist,0.0044843049327354,0.0011299435028248,74.80225988700681
vallaga vald sauga,0.014093529788597,0.007909604519774,43.87776065742155
kulukuse krediidi kiirlaenude,0.0051249199231262,0.0011299435028248,77.95197740113109
erimargistatud kutust kutuse,0.0121716848174247,0.0056497175141242,53.58311031816897
ulejaagis struktuurses struktuurse,0.0313901345291479,0.0203389830508474,35.20581113801454
aituma infotundi jahimehed,0.0057655349135169,0.0011299435028248,80.40175768989404
riigiloivude riigiloivud riigiloivu,0.0057655349135169,0.0011299435028248,80.40175768989404
vagivallale vihakone ohutamine,0.0070467648942985,0.0011299435028248,83.96507447354982
alkoholi kange lahja,0.0217809096732863,0.0112994350282485,48.12229976736484
pensionitous pensionitousu pension,0.0089686098654708,0.0022598870056497,74.80225988700569
jaatmeid liigiti prugi,0.0096092248558616,0.0022598870056497,76.48210922787206
opositsioonis koalitsiooni opositsiooni,0.0249839846252402,0.0124293785310734,50.250615674344616
elatisraha elatisabi elatise,0.0102498398462524,0.0022598870056497,77.95197740113011
vanemahuvitist vanemahuvitise vanemahuvitis,0.0102498398462524,0.0011299435028248,88.97598870056554
rahvahaaletuse rahvahaaletus rahvahaaletusel,0.0115310698270339,0.0022598870056497,80.40175768989334
virumaale virumaa toostusalade,0.0134529147982062,0.0033898305084745,74.80225988700607
uhistranspordi uhistransport uhistransporti,0.0121716848174247,0.0011299435028248,90.71662206363412
toonadalal istungid taiendaval,0.0185778347213324,0.0056497175141242,69.58893434638651
maksuamet tolliamet tolliameti,0.0243433696348494,0.0090395480225988,62.86648825453484
teede teehoiuks teedele,0.0301089045483664,0.0056497175141242,81.23572544777046
lipu laevu kaubalaeva,0.0102498398462524,0.0,100.0
kohtunike kohtususteem kohtuniku,0.00832799487508,0.0,100.0
kantsler kantsleri riigisekretar,0.0064061499039077,0.0,100.0
maantee neljarealiseks ppp,0.0051249199231262,0.0,100.0
lng terminali gaasi,0.0044843049327354,0.0,100.0
hoone rkas hoonet,0.0038436899423446,0.0,100.0
riigireformi riigireformist riigireform,0.0032030749519538,0.0,100.0
koneleja konsensuslikud repliigi,0.0025624599615631,0.0,100.0
pensioni pension sammas,0.0025624599615631,0.0,100.0
muraste kase kompleksi,0.0025624599615631,0.0,100.0
pealinnast tallinnast viljandisse,0.0025624599615631,0.0,100.0
kinnitamise paevakorra paevakord,0.0019218449711723,0.0,100.0
tarbijakaitse amet ametile,0.0019218449711723,0.0,100.0
id mobiil kaardi,0.0019218449711723,0.0,100.0
ametiuhingute tooandjate keskliit,0.0019218449711723,0.0,100.0
direktiivi direktiiv ulevotmise,0.0019218449711723,0.0,100.0
talupidajate kaubanduskoja kaubanduskoda,0.0019218449711723,0.0,100.0
kusimusena tahtsa tahtsusega,0.0019218449711723,0.0,100.0
keeleoskust oskuse keeleoskuse,0.0012812299807815,0.0,100.0
lisaeelarve lisaeelarves lisaeelarvega,0.0012812299807815,0.0,100.0
liibanonis missioonil pikendamine,0.0012812299807815,0.0,100.0
korruptsiooni korruptsioon korruptsiooniga,0.0012812299807815,0.0,100.0
ooteala piiriuletuse piiripunkti,0.0012812299807815,0.0,100.0
hanke hankija riigihangete,0.0012812299807815,0.0,100.0
otsevalimise presidenti presidendi,0.0012812299807815,0.0,100.0
kusija vastaja vastasin,0.0012812299807815,0.0,100.0
kohanimenoukogu vonnu mulgi,0.0012812299807815,0.0,100.0
relva relvade relvaluba,0.0012812299807815,0.0,100.0
kirik kiriku maarja,0.0012812299807815,0.0,100.0
salastatud valisteabe riigisaladuse,0.0012812299807815,0.0,100.0
piima toorpiima toodangut,0.0006406149903907,0.0,100.0
pensionifondide pensionifondid fondid,0.0006406149903907,0.0,100.0
operatsioonil sojalisel panustamisel,0.0006406149903907,0.0,100.0
hansson ardo panga,0.0006406149903907,0.0,100.0
oiglase virumaale ulemineku,0.0006406149903907,0.0,100.0
aardla pria pealtnagija,0.0006406149903907,0.0,100.0
koolituse koolitus koolitusele,0.0006406149903907,0.0,100.0
kandideerima ametikohale kandidaatide,0.0006406149903907,0.0,100.0
raamatukogu pimedate raamatukogude,0.0006406149903907,0.0,100.0
huvihariduse huvitegevuse huviharidus,0.0006406149903907,0.0,100.0
skais arendused infosusteemide,0.0006406149903907,0.0,100.0
inimarengu aruanne aruandes,0.0006406149903907,0.0,100.0
seksuaalse vangistusega vaarkohtlemise,0.0006406149903907,0.0,100.0
ene ergma aplaus,0.0006406149903907,0.0,100.0
abipolitseinik abipolitseiniku abipolitseinike,0.0006406149903907,0.0,100.0
ulikooliga kbfi instituudi,0.0006406149903907,0.0,100.0
tsernoboli represseeritud oigusvastaselt,0.0006406149903907,0.0,100.0
annetus erjk annetuse,0.0006406149903907,0.0,100.0
haiguspaevade haiguspaevi haiguspaeva,0.0006406149903907,0.0,100.0
eripensioni valjateenitud staazi,0.0006406149903907,0.0,100.0
ammendumiseni kaheni pikendada,0.0006406149903907,0.0,100.0
veb fondi uurimiskomisjon,0.0006406149903907,0.0,100.0
haale valimispaeval valimiste,0.0006406149903907,0.0,100.0
tervist tervis tervisega,0.0006406149903907,0.0,100.0
lae korgepalgaliste lagi,0.0,0.0,
laari laar kandidatuuri,0.0,0.0,
viirust vaktsineeritud viiruse,0.0,0.0,
vaikesaarte saarte pusiasustusega,0.0,0.0,
tantsupeo laulu traditsiooni,0.0,0.0,
korrata stenogrammist vabandan,0.0,0.0,
utah jordaania energia,0.0,0.0,
ugri rahvaste polisrahvaste,0.0,0.0,
teatri teater rahvusooper,0.0,0.0,
miili baasvorgu lairiba,0.0,0.0,
riigikontrolor karis riigikontrolori,0.0,0.0,
planeeringu keskkonnamoju keskkonnamojude,0.0,0.0,
piirikontrolli schengeni valispiiri,0.0,0.0,
pagulasi pagulased pagulaste,0.0,0.0,
oppelaenu sugava puudega,0.0,0.0,
objekti anu raua,0.0,0.0,
nord stream streami,0.0,0.0,
muuseum muuseumi muuseumide,0.0,0.0,
muundatud geneetiliselt gmo,0.0,0.0,
muugimaksu muugimaks paadimaksu,0.0,0.0,
inflatsiooni inflatsioon hinnatous,0.0,0.0,
kohtutaiturite kohtutaitur kohtutaituri,0.0,0.0,
tootuli lepitaja ametiuhingute,0.0,0.0022598870056497,-inf
humni humn laulda,0.0,0.0,
hooldekodus hoolduse hooldekodu,0.0,0.0,
jahimehed jahimeeste jahti,0.0,0.0022598870056497,-inf
sigade katku katk,0.0,0.0011299435028248,-inf
keskkonnaameti uhendamine uhendamise,0.0,0.0033898305084745,-inf
suuria euroopasse turgis,0.0,0.0011299435028248,-inf
rahapesu terrorismi andmeburoo,0.0,0.0011299435028248,-inf
hambaravi hammaste hambad,0.0,0.0067796610169491,-inf
haalte kandidaatidele haaletamisest,0.0,0.0011299435028248,-inf
estonian air airi,0.0,0.0033898305084745,-inf
president ilves presidendi,0.0,0.0011299435028248,-inf
post posti omniva,0.0,0.0011299435028248,-inf
domeenide domeeni interneti,0.0,0.0011299435028248,-inf
deklaratsiooni deklaratsioone deklaratsioonis,0.0,0.0022598870056497,-inf
riigipuha puhade tahtpaevade,0.0,0.0011299435028248,-inf
valdkonnad laekumisest fikseeritakse,0.0,0.0011299435028248,-inf
vee monopolide veeteenuse,0.0,0.0033898305084745,-inf
valimiskomisjon proteste valimiskasti,0.0,0.0011299435028248,-inf
karistuse karistus tingimisi,0.0,0.0045197740112994,-inf
danske filiaali rahapesu,0.0,0.0,
erso teatri kontserdi,0.0,0.0,
volakirjade keskpank volakirju,0.0,0.0,
