topic_words3,Keskerakond,Reformierakond,difference
maksuamet tolliamet tolliameti,0.0089858793324775,0.046875,-421.6517857142877
abielu kooselu samasooliste,0.0064184852374839,0.0361328125,-462.94921875000466
kohtunike kohtususteem kohtuniku,0.0044929396662387,0.021484375,-378.1808035714358
kandidaadi kandidaati kandidaat,0.0044929396662387,0.01953125,-334.7098214285779
krimmi agressiooni ukraina,0.0134788189987163,0.0283203125,-110.10974702380956
moisteid moiste moisted,0.0032092426187419,0.01171875,-265.15625000000875
tapsustatakse ajakohastatakse nouete,0.0006418485237483,0.0087890625,-1269.3359375002035
salvestisi salvestised salvestiste,0.0032092426187419,0.0107421875,-234.72656250000801
rahvuse rahvust rahvusriik,0.0012836970474967,0.0078125,-508.5937500000431
toovoimereformi toovoimega toovoimereform,0.0372272143774069,0.0537109375,-44.27869073275875
direktiivi direktiiv ulevotmise,0.0006418485237483,0.0068359375,-965.0390625001581
id mobiil kaardi,0.0025673940949935,0.0087890625,-242.33398437501089
riigiabi komisjonilt loa,0.0012836970474967,0.0068359375,-432.51953125003763
riigiloivude riigiloivud riigiloivu,0.0038510911424903,0.0107421875,-178.93880208333857
valispoliitika valispoliitikas diplomaatia,0.0006418485237483,0.005859375,-812.8906250001355
kasvavad tuleval kasv,0.0006418485237483,0.005859375,-812.8906250001355
vagivallale vihakone ohutamine,0.0025673940949935,0.0078125,-204.2968750000097
joustumine joustuma joustada,0.0141206675224646,0.0234375,-65.9801136363648
jalitustegevuse jalitustoimingu sideandmete,0.0006418485237483,0.0048828125,-660.742187500113
riigireformi riigireformist riigireform,0.0006418485237483,0.0048828125,-660.742187500113
kusimusena tahtsa tahtsusega,0.0006418485237483,0.0048828125,-660.742187500113
huvigruppe huvigruppide kaasatud,0.0070603337612323,0.013671875,-93.64346590909227
teenuseid teenused teenust,0.0019255455712451,0.005859375,-204.29687500001364
tooandja tooandjal tootaja,0.0006418485237483,0.00390625,-508.59375000009044
karistuse karistus tingimisi,0.0102695763799743,0.0166015625,-61.65771484375042
psuhhiaatri alaealine psuhhiaatrilist,0.0051347881899871,0.009765625,-90.18554687500233
noukogudesse ariuhingute noukogudes,0.0044929396662387,0.0087890625,-95.61941964286008
kaasne lisakulutusi riigieelarvele,0.0038510911424903,0.0078125,-102.86458333333715
rahvahaaletuse rahvahaaletus rahvahaaletusel,0.0025673940949935,0.005859375,-128.22265625000725
haale valimispaeval valimiste,0.0006418485237483,0.0029296875,-356.4453125000678
lahususe voimude lahusus,0.0006418485237483,0.0029296875,-356.4453125000678
vagivalla naistevastase perevagivalla,0.0006418485237483,0.0029296875,-356.4453125000678
korrata stenogrammist vabandan,0.0006418485237483,0.0029296875,-356.4453125000678
oigusriik oigusriigi oigusriigist,0.0006418485237483,0.0029296875,-356.4453125000678
liitlaste ohutorje keskmaa,0.0006418485237483,0.0029296875,-356.4453125000678
untso missioonide liikmesusest,0.0019255455712451,0.0048828125,-153.58072916667805
toonadalal istungid taiendaval,0.0070603337612323,0.01171875,-65.9801136363648
treenerite spordi sport,0.0064184852374839,0.0107421875,-67.36328125000139
soita jalakaija konniteel,0.0057766367137355,0.009765625,-69.05381944444613
arengukavad arengukavade pohialuste,0.0057766367137355,0.009765625,-69.05381944444613
uliopilased uliopilastele uliopilaste,0.0057766367137355,0.009765625,-69.05381944444613
taanis saksamaal hollandis,0.0032092426187419,0.005859375,-82.57812500000438
kaibemaksu kaibemaks kaibemaksumaara,0.0019255455712451,0.00390625,-102.86458333334242
elatisraha elatisabi elatise,0.0019255455712451,0.00390625,-102.86458333334242
annetused annetusi annetuste,0.0019255455712451,0.00390625,-102.86458333334242
