topic_words3,Reformierakond,Sotsiaaldemokraadid,difference
lapsetoetust lapsetoetus lapsetoetuse,0.0087890625,0.0451977401129943,-414.2498430634018
kodakondsust kodakondsuse kodanikuks,0.0078125,0.0384180790960452,-391.75141242937855
missiooni missioonile missioon,0.0048828125,0.0259887005649717,-432.2485875706205
kinnisasja maad maa,0.0009765625,0.015819209039548,-1519.8870056497153
katteallikas katteallikaid katteallikat,0.0029296875,0.0146892655367231,-401.3935969868151
ulejaagis struktuurses struktuurse,0.0078125,0.0203389830508474,-160.33898305084674
valimisliitude volikogusse volikokku,0.01953125,0.0361581920903954,-85.12994350282443
rail trassi balticu,0.0029296875,0.0124293785310734,-324.25612052730537
apteeke apteegid apteekide,0.01171875,0.0248587570621468,-112.1280602636527
ootuse oigusparase oiguskindluse,0.00390625,0.0124293785310734,-218.19209039547906
teadus teaduse arendustegevuse,0.001953125,0.0090395480225988,-362.8248587570585
tulubaasi omavalitsustele omavalitsuste,0.001953125,0.0090395480225988,-362.8248587570585
ts parvlaeva parvlaevad,0.0029296875,0.0101694915254237,-247.11864406779563
hambaravi hammaste hambad,0.0009765625,0.0067796610169491,-594.2372881355878
koolis kooli opilased,0.0087890625,0.0180790960451977,-105.69993722536049
psuhhiaatri alaealine psuhhiaatrilist,0.009765625,0.0192090395480226,-96.70056497175142
maavalitsuste maavalitsused maakonna,0.00390625,0.0101694915254237,-160.33898305084674
pollumeestele pollumehi pollumehed,0.001953125,0.0067796610169491,-247.11864406779392
kodualuse maamaksu maamaksust,0.001953125,0.0067796610169491,-247.11864406779392
liitlaste ohutorje keskmaa,0.0029296875,0.007909604519774,-169.9811676082859
valimisea valimisiga valimisoiguse,0.021484375,0.031638418079096,-47.262455059065026
abielu kooselu samasooliste,0.0361328125,0.0485875706214689,-34.46938463887609
kohtla jarve johvi,0.00390625,0.0090395480225988,-131.41242937852925
korterelamute kortermajade kredexi,0.0009765625,0.0045197740112994,-362.8248587570585
erimargistatud kutust kutuse,0.001953125,0.0056497175141242,-189.26553672315904
huvigruppe huvigruppide kaasatud,0.013671875,0.0203389830508474,-48.76513317191242
uuring uuringut uuringu,0.00390625,0.007909604519774,-102.48587570621442
virumaale virumaa toostusalade,0.0009765625,0.0033898305084745,-247.11864406778878
rahvaalgatuse rahvaalgatus rahvahaaletus,0.0009765625,0.0033898305084745,-247.11864406778878
valitsemisalade katteallikaks riigieelarves,0.0009765625,0.0033898305084745,-247.11864406778878
alkoholi kange lahja,0.0068359375,0.0112994350282485,-65.29459241323521
tulumaksuvaba maksususteemi tulumaksu,0.0087890625,0.0135593220338983,-54.27495291902065
arengukavad arengukavade pohialuste,0.009765625,0.0146892655367231,-50.41807909604454
lahususe voimude lahusus,0.0029296875,0.0056497175141242,-92.8436911487727
kaibemaksu kaibemaks kaibemaksumaara,0.00390625,0.0067796610169491,-73.55932203389696
leping ratifitseerida lepinguga,0.00390625,0.0067796610169491,-73.55932203389696
eelarvele kulude riigieelarvele,0.005859375,0.0090395480225988,-54.274952919019505
