topic_words3,Fraktsioonitud,Sotsiaaldemokraadid,difference
lapsetoetust lapsetoetus lapsetoetuse,0.0113636363636363,0.0451977401129943,-297.7401129943521
valimisea valimisiga valimisoiguse,0.0056818181818181,0.031638418079096,-456.8361581920977
abielu kooselu samasooliste,0.0227272727272727,0.0485875706214689,-113.78531073446341
ulejaagis struktuurses struktuurse,0.0056818181818181,0.0203389830508474,-257.9661016949194
kinnisasja maad maa,0.002840909090909,0.015819209039548,-456.8361581921074
psuhhiaatri alaealine psuhhiaatrilist,0.0056818181818181,0.0192090395480226,-238.07909604520265
katteallikas katteallikaid katteallikat,0.002840909090909,0.0146892655367231,-417.0621468926697
moisteid moiste moisted,0.002840909090909,0.0135593220338983,-377.28813559323544
missiooni missioonile missioon,0.0113636363636363,0.0259887005649717,-128.70056497175227
eelarves riigieelarves reservist,0.002840909090909,0.0124293785310734,-337.5141242937977
uliopilased uliopilastele uliopilaste,0.002840909090909,0.0124293785310734,-337.5141242937977
ootuse oigusparase oiguskindluse,0.002840909090909,0.0124293785310734,-337.5141242937977
toovoimereformi toovoimega toovoimereform,0.0056818181818181,0.015819209039548,-178.41807909604884
fie fuusilisest isikust,0.002840909090909,0.0101694915254237,-257.9661016949257
teadus teaduse arendustegevuse,0.002840909090909,0.0090395480225988,-218.19209039548792
kandidaadi kandidaati kandidaat,0.002840909090909,0.0090395480225988,-218.19209039548792
noukogudesse ariuhingute noukogudes,0.002840909090909,0.0090395480225988,-218.19209039548792
huvigruppe huvigruppide kaasatud,0.0113636363636363,0.0203389830508474,-78.98305084745813
rail trassi balticu,0.0056818181818181,0.0124293785310734,-118.75706214689501
uuring uuringut uuringu,0.002840909090909,0.007909604519774,-178.41807909605373
joustumine joustuma joustada,0.0113636363636363,0.0192090395480226,-69.03954802259983
kodakondsust kodakondsuse kodanikuks,0.0284090909090909,0.0384180790960452,-35.23163841807914
leping ratifitseerida lepinguga,0.002840909090909,0.0067796610169491,-138.64406779661599
kodualuse maamaksu maamaksust,0.002840909090909,0.0067796610169491,-138.64406779661599
treenerite spordi sport,0.002840909090909,0.0056497175141242,-98.87005649717821
lasteaia lasteaias lasteaiakoha,0.002840909090909,0.0056497175141242,-98.87005649717821
kohtla jarve johvi,0.0056818181818181,0.0090395480225988,-59.09604519774116
eelarvele kulude riigieelarvele,0.0056818181818181,0.0090395480225988,-59.09604519774116
tulubaasi omavalitsustele omavalitsuste,0.0056818181818181,0.0090395480225988,-59.09604519774116
koolis kooli opilased,0.0142045454545454,0.0180790960451977,-27.276836158192285
arengukavad arengukavade pohialuste,0.0113636363636363,0.0146892655367231,-29.265536723164004
pohiseadusega riigikohus oiguskantsler,0.0085227272727272,0.0112994350282485,-32.58003766478355
vabatahtlike komandode paasteameti,0.002840909090909,0.0045197740112994,-59.09604519774396
reklaami reklaam alkoholireklaam,0.002840909090909,0.0045197740112994,-59.09604519774396
salvestisi salvestised salvestiste,0.002840909090909,0.0045197740112994,-59.09604519774396
koolilouna koolitoidu koolitoit,0.0056818181818181,0.007909604519774,-39.20903954802442
taanis saksamaal hollandis,0.0056818181818181,0.0067796610169491,-19.322033898305893
palgatousu opetajate palgatous,0.002840909090909,0.0033898305084745,-19.322033898306216
majandusaasta koondaruanne raamatupidamise,0.002840909090909,0.0033898305084745,-19.322033898306216
kandidaati kandidaat valituks,0.002840909090909,0.0033898305084745,-19.322033898306216
virumaale virumaa toostusalade,0.002840909090909,0.0033898305084745,-19.322033898306216
palgalohe soolist meeste,0.002840909090909,0.0033898305084745,-19.322033898306216
rongi rongide rongid,0.002840909090909,0.0033898305084745,-19.322033898306216
lahususe voimude lahusus,0.0056818181818181,0.0056497175141242,0.5649717514126391
normitehnika mojude eeskiri,0.002840909090909,0.0022598870056497,20.45197740112802
eriarstide eriarstiabi eriarsti,0.002840909090909,0.0022598870056497,20.45197740112802
rahvahaaletuse rahvahaaletus rahvahaaletusel,0.002840909090909,0.0022598870056497,20.45197740112802
borsile ipo enefit,0.002840909090909,0.0022598870056497,20.45197740112802
liiklussurmade liikluses hukkunute,0.002840909090909,0.0022598870056497,20.45197740112802
etv saateid pbk,0.002840909090909,0.0022598870056497,20.45197740112802
tapsustatakse ajakohastatakse nouete,0.0056818181818181,0.0045197740112994,20.451977401129415
alkoholi kange lahja,0.0142045454545454,0.0112994350282485,20.45197740113025
konkurss konkursi konkurssi,0.0056818181818181,0.0033898305084745,40.338983050847936
slovakkia ungari portugal,0.0056818181818181,0.0033898305084745,40.338983050847936
president ilves presidendi,0.002840909090909,0.0011299435028248,60.22598870056577
teekasutustasu autode autod,0.002840909090909,0.0011299435028248,60.22598870056577
kulukuse krediidi kiirlaenude,0.002840909090909,0.0011299435028248,60.22598870056577
jarviku jarvik maaeluministri,0.002840909090909,0.0011299435028248,60.22598870056577
jalitustegevuse jalitustoimingu sideandmete,0.002840909090909,0.0011299435028248,60.22598870056577
annetused annetusi annetuste,0.002840909090909,0.0011299435028248,60.22598870056577
riigikontrolli auditi auditit,0.002840909090909,0.0011299435028248,60.22598870056577
efsf esm kreekale,0.002840909090909,0.0011299435028248,60.22598870056577
oigusriik oigusriigi oigusriigist,0.002840909090909,0.0011299435028248,60.22598870056577
korterid kortereid korterit,0.002840909090909,0.0011299435028248,60.22598870056577
soita jalakaija konniteel,0.0142045454545454,0.0090395480225988,36.361581920904214
kaitseliit kaitseliidule kaitseliidu,0.0085227272727272,0.0045197740112994,46.96798493408659
karistuse karistus tingimisi,0.0085227272727272,0.0045197740112994,46.96798493408659
