,female_effect_size,female_p_value,clust_ag,cluster_hdb,x,y,count
sisulisem,0.5841524600982666,0.0469156049475761,1,4,12.727097511291504,1.1485555171966553,69
413,0.5841107964515686,0.0437358549235875,11,0,7.26337194442749,-5.561237812042236,24
üksikvanema,0.5840960144996643,0.0456031921221087,7,1,11.223637580871582,1.658637523651123,125
alkoholijoobes,0.5838298201560974,0.041260869611432,3,6,10.335744857788086,1.7594305276870728,38
üliõpilasel,0.5837724208831787,0.0444607186200101,9,7,9.169496536254883,1.230587363243103,42
piinliku,0.5836803317070007,0.0440388333495267,19,6,10.582955360412598,2.037853717803955,29
töölepingu,0.5835874080657959,0.0455465829230152,9,7,9.653632164001465,1.3102092742919922,837
põgeneb,0.5826815962791443,0.0445167320456806,16,5,10.760492324829102,2.7918598651885986,22
perekonna-,0.5824424624443054,0.0424133967435441,2,6,10.585386276245117,1.5563243627548218,28
õpib,0.582021951675415,0.0443354849731731,8,7,9.516218185424805,1.5671923160552979,392
436,0.5819387435913086,0.0422871239375486,11,0,7.465180397033691,-5.699916362762451,21
toidu-,0.5815703868865967,0.043717924122102,3,6,10.10236930847168,1.641618013381958,35
halvaks,0.5813695788383484,0.0478166525322436,19,4,11.732583045959473,0.9561781287193298,106
haiglaravil,0.5812692642211914,0.044505688325872,2,6,10.31856918334961,1.3474200963974,28
5g,0.5808761715888977,0.0469943285346073,12,6,8.226377487182617,9.736726760864258,104
põlva,0.5804142951965332,0.0440678352170257,6,6,10.163484573364258,1.7583585977554321,223
klasse,0.5798828601837158,0.0470448243415143,4,2,10.852228164672852,0.47357526421546936,36
pereõe,0.5786051750183105,0.0439597369387414,2,6,10.715546607971191,1.5063424110412598,29
langema,0.5783742070198059,0.0445660524878326,5,1,11.778402328491211,1.7345577478408813,137
magistrikraadi,0.5776874423027039,0.0448205683446666,3,7,9.306225776672363,1.1289540529251099,45
