topic_words3,Fraktsioonitud,Reformierakond,difference
koolis kooli opilased,0.0204081632653061,0.0367647058823529,-80.14705882352942
viirust vaktsineeritud viiruse,0.0612244897959183,0.0649509803921568,-6.086601307189561
valimisliitude volikogusse volikokku,0.0408163265306122,0.0318627450980392,21.936274509803873
toonadalal istungid taiendaval,0.0204081632653061,0.0110294117647058,45.95588235294152
rahvahaaletuse rahvahaaletus rahvahaaletusel,0.0204081632653061,0.0098039215686274,51.96078431372568
valispoliitika valispoliitikas diplomaatia,0.0204081632653061,0.0098039215686274,51.96078431372568
hadaolukorda eriolukord eriolukorra,0.0204081632653061,0.008578431372549,57.965686274509856
uhistranspordi uhistransport uhistransporti,0.0204081632653061,0.0073529411764705,63.970588235294514
pensionitous pensionitousu pension,0.0204081632653061,0.0061274509803921,69.97549019607867
maksuamet tolliamet tolliameti,0.0204081632653061,0.0061274509803921,69.97549019607867
ulejaagis struktuurses struktuurse,0.0204081632653061,0.0061274509803921,69.97549019607867
tulumaksuvaba maksususteemi tulumaksu,0.0204081632653061,0.0061274509803921,69.97549019607867
objekti anu raua,0.0204081632653061,0.0049019607843137,75.98039215686285
kodakondsust kodakondsuse kodanikuks,0.0204081632653061,0.0049019607843137,75.98039215686285
normitehnika mojude eeskiri,0.0204081632653061,0.0012254901960784,93.99509803921585
muraste kase kompleksi,0.0204081632653061,0.0012254901960784,93.99509803921585
piima toorpiima toodangut,0.0204081632653061,0.0012254901960784,93.99509803921585
ammendumiseni kaheni pikendada,0.0204081632653061,0.0012254901960784,93.99509803921585
kaibemaksu kaibemaks kaibemaksumaara,0.0204081632653061,0.0036764705882352,81.98529411764748
kinnisasja maad maa,0.0204081632653061,0.0036764705882352,81.98529411764748
maantee neljarealiseks ppp,0.0204081632653061,0.0036764705882352,81.98529411764748
vaesuses suhtelises vaesuse,0.0204081632653061,0.0036764705882352,81.98529411764748
vallaga vald sauga,0.0204081632653061,0.0024509803921568,87.99019607843167
hoone rkas hoonet,0.0204081632653061,0.0024509803921568,87.99019607843167
salastatud valisteabe riigisaladuse,0.0204081632653061,0.0024509803921568,87.99019607843167
varude varud varu,0.0204081632653061,0.0024509803921568,87.99019607843167
kaitsekulud kaitsekulutused kaitsekulude,0.0204081632653061,0.0024509803921568,87.99019607843167
haiguspaevade haiguspaevi haiguspaeva,0.0408163265306122,0.0122549019607843,69.97549019607844
opositsioonis koalitsiooni opositsiooni,0.0408163265306122,0.0122549019607843,69.97549019607844
majandusaasta koondaruanne raamatupidamise,0.0408163265306122,0.008578431372549,78.98284313725493
vagivallale vihakone ohutamine,0.0408163265306122,0.0024509803921568,93.99509803921585
muugimaksu muugimaks paadimaksu,0.0408163265306122,0.0024509803921568,93.99509803921585
tarbijakaitse amet ametile,0.0408163265306122,0.0061274509803921,84.98774509803934
annetus erjk annetuse,0.0612244897959183,0.0036764705882352,93.99509803921585
kodualuse maamaksu maamaksust,0.0204081632653061,0.0,100.0
tsernoboli represseeritud oigusvastaselt,0.0204081632653061,0.0,100.0
mes maale maaelu,0.0204081632653061,0.0,100.0
korterid kortereid korterit,0.0204081632653061,0.0,100.0
abipolitseinik abipolitseiniku abipolitseinike,0.0,0.0,
danske filiaali rahapesu,0.0,0.0,
elatisraha elatisabi elatise,0.0,0.0,
energiaagentuur agentuuri agentuur,0.0,0.0,
eripensioni valjateenitud staazi,0.0,0.0,
aasia aasias saatkonna,0.0,0.0110294117647058,-inf
kirik kiriku maarja,0.0,0.0012254901960784,-inf
kauguhendus avaksite ettekandjalt,0.0,0.0110294117647058,-inf
korrata stenogrammist vabandan,0.0,0.0012254901960784,-inf
korruptsiooni korruptsioon korruptsiooniga,0.0,0.0012254901960784,-inf
korterelamute kortermajade kredexi,0.0,0.0012254901960784,-inf
keskkonnaameti uhendamine uhendamise,0.0,0.0024509803921568,-inf
korteriuhistu korteriomanike korteriuhistute,0.0,0.0012254901960784,-inf
katteallikas katteallikaid katteallikat,0.0,0.0012254901960784,-inf
karistuse karistus tingimisi,0.0,0.0049019607843137,-inf
kaitseliit kaitseliidule kaitseliidu,0.0,0.0036764705882352,-inf
krimmi agressiooni ukraina,0.0,0.0098039215686274,-inf
kandideerima ametikohale kandidaatide,0.0,0.0036764705882352,-inf
kandidaati kandidaat valituks,0.0,0.0012254901960784,-inf
kandidaadi kandidaati kandidaat,0.0,0.0012254901960784,-inf
