topic_words3,Reformierakond,Sotsiaaldemokraadid,difference
huvihariduse huvitegevuse huviharidus,0.0061274509803921,0.0850299401197604,-1287.6886227545024
haiguspaevade haiguspaevi haiguspaeva,0.0122549019607843,0.0526946107784431,-329.98802395209617
virumaale virumaa toostusalade,0.0024509803921568,0.037125748502994,-1414.7305389221942
palgatousu opetajate palgatous,0.0012254901960784,0.0347305389221556,-2734.0119760479697
hooldekodus hoolduse hooldekodu,0.0036764705882352,0.0239520958083832,-551.4970059880396
korruptsiooni korruptsioon korruptsiooniga,0.0012254901960784,0.022754491017964,-1756.7664670659103
objekti anu raua,0.0049019607843137,0.0155688622754491,-217.60479041916327
metsa metsade mets,0.0098039215686274,0.0203592814371257,-107.66467065868322
tulumaksuvaba maksususteemi tulumaksu,0.0061274509803921,0.0143712574850299,-134.53892215569013
loomi loomade loomad,0.0024509803921568,0.0083832335329341,-242.03592814372007
opositsioonis koalitsiooni opositsiooni,0.0122549019607843,0.0215568862275449,-75.9041916167666
annetus erjk annetuse,0.0036764705882352,0.0095808383233532,-160.5988023952137
korterelamute kortermajade kredexi,0.0012254901960784,0.0047904191616766,-290.89820359282055
abielu kooselu samasooliste,0.0012254901960784,0.0047904191616766,-290.89820359282055
inimarengu aruanne aruandes,0.0036764705882352,0.0083832335329341,-128.02395209581337
vaesuses suhtelises vaesuse,0.0036764705882352,0.0083832335329341,-128.02395209581337
eriarstide eriarstiabi eriarsti,0.0036764705882352,0.0083832335329341,-128.02395209581337
toonadalal istungid taiendaval,0.0110294117647058,0.0179640718562874,-62.87425149700698
kodakondsust kodakondsuse kodanikuks,0.0049019607843137,0.0095808383233532,-95.44910179640628
psuhhiaatri alaealine psuhhiaatrilist,0.0147058823529411,0.0215568862275449,-46.586826347306086
kauguhendus avaksite ettekandjalt,0.0110294117647058,0.0167664670658682,-52.01596806387282
noukogudesse ariuhingute noukogudes,0.0012254901960784,0.0035928143712574,-193.17365269461138
valdkonnad laekumisest fikseeritakse,0.0061274509803921,0.0095808383233532,-56.35928143712567
vagivallale vihakone ohutamine,0.0024509803921568,0.0047904191616766,-95.44910179641029
riigimetsa majandamise noukokku,0.0024509803921568,0.0047904191616766,-95.44910179641029
oiglase virumaale ulemineku,0.0024509803921568,0.0047904191616766,-95.44910179641029
koolis kooli opilased,0.0367647058823529,0.0419161676646706,-14.01197604790416
teekasutustasu autode autod,0.0012254901960784,0.0023952095808383,-95.44910179641029
etv saateid pbk,0.0012254901960784,0.0023952095808383,-95.44910179641029
katteallikas katteallikaid katteallikat,0.0012254901960784,0.0023952095808383,-95.44910179641029
riigiabi komisjonilt loa,0.0012254901960784,0.0023952095808383,-95.44910179641029
piima toorpiima toodangut,0.0012254901960784,0.0023952095808383,-95.44910179641029
riigireformi riigireformist riigireform,0.0012254901960784,0.0023952095808383,-95.44910179641029
rongi rongide rongid,0.0012254901960784,0.0023952095808383,-95.44910179641029
annetused annetusi annetuste,0.0012254901960784,0.0023952095808383,-95.44910179641029
kohtutaiturite kohtutaitur kohtutaituri,0.0024509803921568,0.0035928143712574,-46.58682634730568
tulubaasi omavalitsustele omavalitsuste,0.0024509803921568,0.0035928143712574,-46.58682634730568
palgalohe soolist meeste,0.0036764705882352,0.0047904191616766,-30.29940119760685
rahvuse rahvust rahvusriik,0.0036764705882352,0.0047904191616766,-30.29940119760685
pensionitous pensionitousu pension,0.0061274509803921,0.0071856287425149,-17.269461077844245
valispoliitika valispoliitikas diplomaatia,0.0098039215686274,0.0107784431137724,-9.940119760479044
tootuid tootute tootu,0.0012254901960784,0.0011976047904191,2.275449101798925
teede teehoiuks teedele,0.0012254901960784,0.0011976047904191,2.275449101798925
hiv narkomaania epideemia,0.0012254901960784,0.0011976047904191,2.275449101798925
hambaravi hammaste hambad,0.0012254901960784,0.0011976047904191,2.275449101798925
id mobiil kaardi,0.0012254901960784,0.0011976047904191,2.275449101798925
pealinnast tallinnast viljandisse,0.0012254901960784,0.0011976047904191,2.275449101798925
tantsupeo laulu traditsiooni,0.0012254901960784,0.0011976047904191,2.275449101798925
valimisea valimisiga valimisoiguse,0.0012254901960784,0.0011976047904191,2.275449101798925
haale valimispaeval valimiste,0.0012254901960784,0.0011976047904191,2.275449101798925
korteriuhistu korteriomanike korteriuhistute,0.0012254901960784,0.0011976047904191,2.275449101798925
kandidaadi kandidaati kandidaat,0.0012254901960784,0.0011976047904191,2.275449101798925
ajakirjandus ajakirjanduse ajakirjandust,0.0012254901960784,0.0011976047904191,2.275449101798925
tervist tervis tervisega,0.0024509803921568,0.0023952095808383,2.2754491017948553
moisteid moiste moisted,0.0024509803921568,0.0023952095808383,2.2754491017948553
fie fuusilisest isikust,0.0024509803921568,0.0023952095808383,2.2754491017948553
jaatmeid liigiti prugi,0.0024509803921568,0.0023952095808383,2.2754491017948553
viirust vaktsineeritud viiruse,0.0649509803921568,0.0646706586826347,0.43158965088684687
hoiu pangad pankade,0.0036764705882352,0.0035928143712574,2.2754491017962177
jarviku jarvik maaeluministri,0.0036764705882352,0.0035928143712574,2.2754491017962177
kaitseliit kaitseliidule kaitseliidu,0.0036764705882352,0.0035928143712574,2.2754491017962177
valijate erakonda valijaid,0.0036764705882352,0.0035928143712574,2.2754491017962177
otsevalimise presidenti presidendi,0.0049019607843137,0.0047904191616766,2.275449101796861
rahvahaaletuse rahvahaaletus rahvahaaletusel,0.0098039215686274,0.0095808383233532,2.275449101796861
uliopilased uliopilastele uliopilaste,0.0122549019607843,0.0119760479041916,2.275449101796431
ulejaagis struktuurses struktuurse,0.0061274509803921,0.0047904191616766,21.82035928143717
ametiuhingute tooandjate keskliit,0.0036764705882352,0.0023952095808383,34.85029940119657
maantee neljarealiseks ppp,0.0036764705882352,0.0023952095808383,34.85029940119657
teenistuse teenistuses avalikus,0.0036764705882352,0.0023952095808383,34.85029940119657
vabatahtlike komandode paasteameti,0.0036764705882352,0.0023952095808383,34.85029940119657
teadus teaduse arendustegevuse,0.0110294117647058,0.0083832335329341,23.99201596806359
