topic_words3,Fraktsioonitud,Isamaa,difference
hadaolukorda eriolukord eriolukorra,0.0204081632653061,0.04162976085031,-103.98582816651923
koolis kooli opilased,0.0204081632653061,0.0292294065544729,-43.224092116917376
toonadalal istungid taiendaval,0.0204081632653061,0.0221434898139946,-8.503100088573659
objekti anu raua,0.0204081632653061,0.0168290522586359,17.53764393268399
opositsioonis koalitsiooni opositsiooni,0.0408163265306122,0.0354295837023915,13.19751992914073
viirust vaktsineeritud viiruse,0.0612244897959183,0.0487156775907883,20.43105993504569
pensionitous pensionitousu pension,0.0204081632653061,0.012400354295837,39.23826395039863
kodakondsust kodakondsuse kodanikuks,0.0204081632653061,0.0115146147032772,43.57838795394166
varude varud varu,0.0204081632653061,0.007971656333038,60.93888396811376
kinnisasja maad maa,0.0204081632653061,0.007971656333038,60.93888396811376
kaitsekulud kaitsekulutused kaitsekulude,0.0204081632653061,0.007971656333038,60.93888396811376
uhistranspordi uhistransport uhistransporti,0.0204081632653061,0.0070859167404783,65.27900797165628
valispoliitika valispoliitikas diplomaatia,0.0204081632653061,0.0062001771479185,69.61913197519932
salastatud valisteabe riigisaladuse,0.0204081632653061,0.0053144375553587,73.95925597874235
piima toorpiima toodangut,0.0204081632653061,0.0008857395925597,95.65987599645747
ammendumiseni kaheni pikendada,0.0204081632653061,0.0008857395925597,95.65987599645747
kodualuse maamaksu maamaksust,0.0204081632653061,0.0044286979627989,78.29937998228536
normitehnika mojude eeskiri,0.0204081632653061,0.0035429583702391,82.6395039858284
ulejaagis struktuurses struktuurse,0.0204081632653061,0.0035429583702391,82.6395039858284
tulumaksuvaba maksususteemi tulumaksu,0.0204081632653061,0.0017714791851195,91.31975199291445
maksuamet tolliamet tolliameti,0.0204081632653061,0.0017714791851195,91.31975199291445
vallaga vald sauga,0.0204081632653061,0.0017714791851195,91.31975199291445
korterid kortereid korterit,0.0204081632653061,0.0017714791851195,91.31975199291445
rahvahaaletuse rahvahaaletus rahvahaaletusel,0.0204081632653061,0.0017714791851195,91.31975199291445
mes maale maaelu,0.0204081632653061,0.0017714791851195,91.31975199291445
kaibemaksu kaibemaks kaibemaksumaara,0.0204081632653061,0.0017714791851195,91.31975199291445
maantee neljarealiseks ppp,0.0204081632653061,0.0026572187776793,86.97962798937142
hoone rkas hoonet,0.0204081632653061,0.0026572187776793,86.97962798937142
valimisliitude volikogusse volikokku,0.0408163265306122,0.012400354295837,69.61913197519932
