topic_words3,Isamaa,Keskerakond,difference
objekti anu raua,0.0168290522586359,0.0668316831683168,-297.12089630015754
otsevalimise presidenti presidendi,0.0106288751107174,0.042079207920792,-295.8952145214532
kauguhendus avaksite ettekandjalt,0.0132860938883968,0.0396039603960396,-198.08580858085833
haiguspaevade haiguspaevi haiguspaeva,0.0035429583702391,0.0198019801980198,-458.9108910891167
uliopilased uliopilastele uliopilaste,0.0097431355181576,0.0247524752475247,-154.05040504050513
tootuid tootute tootu,0.0017714791851195,0.0123762376237623,-598.6386138614114
tooandja tooandjal tootaja,0.0008857395925597,0.0099009900990099,-1017.8217821783281
pohiseadusega riigikohus oiguskantsler,0.0053144375553587,0.0148514851485148,-179.4554455445548
lisaeelarve lisaeelarves lisaeelarvega,0.0070859167404783,0.0173267326732673,-144.52351485148478
eriarstide eriarstiabi eriarsti,0.0026572187776793,0.0099009900990099,-272.6072607260813
teede teehoiuks teedele,0.0026572187776793,0.0099009900990099,-272.6072607260813
aasia aasias saatkonna,0.0008857395925597,0.0074257425742574,-738.3663366337432
poolte kokkuleppel huvitise,0.0008857395925597,0.0074257425742574,-738.3663366337432
eelarvele kulude riigieelarvele,0.0008857395925597,0.0074257425742574,-738.3663366337432
jaatmeid liigiti prugi,0.0008857395925597,0.0074257425742574,-738.3663366337432
kutsehariduse kutseharidus kutsehariduses,0.0017714791851195,0.0074257425742574,-319.18316831684797
rahvahaaletuse rahvahaaletus rahvahaaletusel,0.0017714791851195,0.0074257425742574,-319.18316831684797
maksuamet tolliamet tolliameti,0.0017714791851195,0.0074257425742574,-319.18316831684797
tervist tervis tervisega,0.0017714791851195,0.0074257425742574,-319.18316831684797
kasvavad tuleval kasv,0.0017714791851195,0.0074257425742574,-319.18316831684797
joustumine joustuma joustada,0.0115146147032772,0.0198019801980198,-71.9725818735725
lapsetoetust lapsetoetus lapsetoetuse,0.0008857395925597,0.0049504950495049,-458.9108910891584
tooandja tervisesse maksuvabalt,0.0008857395925597,0.0049504950495049,-458.9108910891584
hoiu pangad pankade,0.0008857395925597,0.0049504950495049,-458.9108910891584
pealinnast tallinnast viljandisse,0.0008857395925597,0.0049504950495049,-458.9108910891584
tantsupeo laulu traditsiooni,0.0008857395925597,0.0049504950495049,-458.9108910891584
hoone rkas hoonet,0.0026572187776793,0.0074257425742574,-179.45544554456006
teadus teaduse arendustegevuse,0.0168290522586359,0.0247524752475247,-47.081813444502565
toovoimereformi toovoimega toovoimereform,0.0017714791851195,0.0049504950495049,-179.45544554456342
kaibemaksu kaibemaks kaibemaksumaara,0.0017714791851195,0.0049504950495049,-179.45544554456342
oiglase virumaale ulemineku,0.0017714791851195,0.0049504950495049,-179.45544554456342
deklaratsiooni deklaratsioone deklaratsioonis,0.0017714791851195,0.0049504950495049,-179.45544554456342
reklaami reklaam alkoholireklaam,0.0017714791851195,0.0049504950495049,-179.45544554456342
vabatahtlike komandode paasteameti,0.0017714791851195,0.0049504950495049,-179.45544554456342
katteallikas katteallikaid katteallikat,0.0053144375553587,0.0099009900990099,-86.30363036303713
etv saateid pbk,0.0035429583702391,0.0074257425742574,-109.59158415841807
eelarves riigieelarves reservist,0.012400354295837,0.0173267326732673,-39.72772277227729
tulubaasi omavalitsustele omavalitsuste,0.0044286979627989,0.0074257425742574,-67.6732673267335
ulikooliga kbfi instituudi,0.0008857395925597,0.0024752475247524,-179.45544554457354
piima toorpiima toodangut,0.0008857395925597,0.0024752475247524,-179.45544554457354
inimarengu aruanne aruandes,0.0008857395925597,0.0024752475247524,-179.45544554457354
pensioniiga pensioniea eluiga,0.0008857395925597,0.0024752475247524,-179.45544554457354
leping ratifitseerida lepinguga,0.0008857395925597,0.0024752475247524,-179.45544554457354
teatri teater rahvusooper,0.0008857395925597,0.0024752475247524,-179.45544554457354
aituma infotundi jahimehed,0.0008857395925597,0.0024752475247524,-179.45544554457354
ammendumiseni kaheni pikendada,0.0008857395925597,0.0024752475247524,-179.45544554457354
kandidaadi kandidaati kandidaat,0.0008857395925597,0.0024752475247524,-179.45544554457354
riigikontrolli auditi auditit,0.0008857395925597,0.0024752475247524,-179.45544554457354
rail trassi balticu,0.0026572187776793,0.0049504950495049,-86.30363036303878
kohtunike kohtususteem kohtuniku,0.0026572187776793,0.0049504950495049,-86.30363036303878
erimargistatud kutust kutuse,0.0026572187776793,0.0049504950495049,-86.30363036303878
rahvuse rahvust rahvusriik,0.0026572187776793,0.0049504950495049,-86.30363036303878
palgatousu opetajate palgatous,0.0053144375553587,0.0074257425742574,-39.727722772277396
normitehnika mojude eeskiri,0.0035429583702391,0.0049504950495049,-39.72772277227777
haale valimispaeval valimiste,0.0035429583702391,0.0049504950495049,-39.72772277227777
prokuratuur prokuratuuri prokuror,0.007971656333038,0.0099009900990099,-24.20242024202553
koolis kooli opilased,0.0292294065544729,0.0321782178217821,-10.088508850885146
iive sundimus iibe,0.0017714791851195,0.0024752475247524,-39.72772277227887
valimisea valimisiga valimisoiguse,0.0017714791851195,0.0024752475247524,-39.72772277227887
untso missioonide liikmesusest,0.0017714791851195,0.0024752475247524,-39.72772277227887
tulumaksuvaba maksususteemi tulumaksu,0.0017714791851195,0.0024752475247524,-39.72772277227887
volakirjade keskpank volakirju,0.0017714791851195,0.0024752475247524,-39.72772277227887
raamatukogu pimedate raamatukogude,0.0017714791851195,0.0024752475247524,-39.72772277227887
riigireformi riigireformist riigireform,0.0017714791851195,0.0024752475247524,-39.72772277227887
vallaga vald sauga,0.0017714791851195,0.0024752475247524,-39.72772277227887
danske filiaali rahapesu,0.0017714791851195,0.0024752475247524,-39.72772277227887
annetus erjk annetuse,0.0017714791851195,0.0024752475247524,-39.72772277227887
uuring uuringut uuringu,0.0017714791851195,0.0024752475247524,-39.72772277227887
kaitseliit kaitseliidule kaitseliidu,0.0062001771479185,0.0074257425742574,-19.76661951909459
psuhhiaatri alaealine psuhhiaatrilist,0.0088573959255978,0.0099009900990099,-11.782178217822697
huvigruppe huvigruppide kaasatud,0.0097431355181576,0.0099009900990099,-1.620162016202245
pensionitous pensionitousu pension,0.012400354295837,0.0123762376237623,0.19448373408810946
terviseandmed isikuandmeid terviseandmeid,0.0150575730735163,0.0148514851485148,1.36866627839232
tulubaasi tasandusfondi tulumaksuosa,0.0026572187776793,0.0024752475247524,6.848184818482508
samba sammas sambasse,0.0026572187776793,0.0024752475247524,6.848184818482508
korterelamute kortermajade kredexi,0.0026572187776793,0.0024752475247524,6.848184818482508
hooldekodus hoolduse hooldekodu,0.0026572187776793,0.0024752475247524,6.848184818482508
maantee neljarealiseks ppp,0.0026572187776793,0.0024752475247524,6.848184818482508
nord stream streami,0.0026572187776793,0.0024752475247524,6.848184818482508
tapsustatakse ajakohastatakse nouete,0.0026572187776793,0.0024752475247524,6.848184818482508
ajakirjandus ajakirjanduse ajakirjandust,0.0026572187776793,0.0024752475247524,6.848184818482508
slovakkia ungari portugal,0.0053144375553587,0.0049504950495049,6.848184818482363
kinnisasja maad maa,0.007971656333038,0.0074257425742574,6.848184818481159
direktiivi direktiiv ulevotmise,0.007971656333038,0.0074257425742574,6.848184818481159
krimmi agressiooni ukraina,0.0115146147032772,0.0099009900990099,14.013709063213753
vanemahuvitist vanemahuvitise vanemahuvitis,0.0035429583702391,0.0024752475247524,30.136138613862535
id mobiil kaardi,0.0035429583702391,0.0024752475247524,30.136138613862535
ulejaagis struktuurses struktuurse,0.0035429583702391,0.0024752475247524,30.136138613862535
arengufond arengufondi arengufondis,0.0035429583702391,0.0024752475247524,30.136138613862535
lng terminali gaasi,0.0035429583702391,0.0024752475247524,30.136138613862535
lasteaia lasteaias lasteaiakoha,0.0035429583702391,0.0024752475247524,30.136138613862535
loomi loomade loomad,0.0097431355181576,0.0074257425742574,23.784878487848566
