topic_words3,EKRE,Sotsiaaldemokraadid,difference
haiguspaevade haiguspaevi haiguspaeva,0.0034677069787602,0.0526946107784431,-1419.5808383233943
huvihariduse huvitegevuse huviharidus,0.0013003901170351,0.0850299401197604,-6438.802395209627
virumaale virumaa toostusalade,0.0026007802340702,0.037125748502994,-1327.485029940131
palgatousu opetajate palgatous,0.0039011703511053,0.0347305389221556,-790.259481037929
koolis kooli opilased,0.0151712180320762,0.0419161676646706,-176.28742514970185
hooldekodus hoolduse hooldekodu,0.000433463372345,0.0239520958083832,-5425.748502994474
tulumaksuvaba maksususteemi tulumaksu,0.0021673168617251,0.0143712574850299,-563.0898203593053
opositsiooni koalitsioonil opositsioonil,0.0056350238404854,0.0191616766467065,-240.04606172271164
objekti anu raua,0.0039011703511053,0.0155688622754491,-299.0818363273485
korruptsiooni korruptsioon korruptsiooniga,0.0086692674469007,0.022754491017964,-162.47305389221586
lasteaia lasteaias lasteaiakoha,0.0030342436064152,0.0131736526946107,-334.1659538066781
metsa metsade mets,0.0078023407022106,0.0203592814371257,-160.9381237524965
arengukavad arengukavade pohialuste,0.0104031209362808,0.0239520958083832,-130.2395209580854
valispoliitika valispoliitikas diplomaatia,0.0017338534893801,0.0107784431137724,-521.6467065868402
muuseum muuseumi muuseumide,0.0013003901170351,0.0095808383233532,-636.766467065867
valdkonnad laekumisest fikseeritakse,0.0017338534893801,0.0095808383233532,-452.57485029941085
annetus erjk annetuse,0.0021673168617251,0.0095808383233532,-342.0598802395338
inimarengu aruanne aruandes,0.0013003901170351,0.0083832335329341,-544.6706586826376
vaesuses suhtelises vaesuse,0.0013003901170351,0.0083832335329341,-544.6706586826376
vanemahuvitist vanemahuvitise vanemahuvitis,0.000433463372345,0.0083832335329341,-1834.0119760480611
pensionitous pensionitousu pension,0.0013003901170351,0.0071856287425149,-452.5748502994003
lapsetoetust lapsetoetus lapsetoetuse,0.0013003901170351,0.0071856287425149,-452.5748502994003
eriarstide eriarstiabi eriarsti,0.0021673168617251,0.0083832335329341,-286.8023952095944
korterelamute kortermajade kredexi,0.000433463372345,0.0047904191616766,-1005.1497005988857
samba sammas sambasse,0.00086692674469,0.0047904191616766,-452.57485029944274
kohtutaiturite kohtutaitur kohtutaituri,0.00086692674469,0.0035928143712574,-314.4311377245764
elatisraha elatisabi elatise,0.00086692674469,0.0035928143712574,-314.4311377245764
puude raskusastme puuet,0.00086692674469,0.0035928143712574,-314.4311377245764
kinnitamise paevakorra paevakord,0.00086692674469,0.0035928143712574,-314.4311377245764
inflatsiooni inflatsioon hinnatous,0.0017338534893801,0.0047904191616766,-176.2874251497054
annetused annetusi annetuste,0.000433463372345,0.0023952095808383,-452.57485029944274
tervist tervis tervisega,0.000433463372345,0.0023952095808383,-452.57485029944274
majandusaasta koondaruanne raamatupidamise,0.00086692674469,0.0023952095808383,-176.2874251497214
uuring uuringut uuringu,0.00086692674469,0.0023952095808383,-176.2874251497214
pensioni pension sammas,0.0017338534893801,0.0035928143712574,-107.21556886227619
elektri elektrit taastuvenergia,0.0273081924577373,0.0323353293413173,-18.408896492728662
arengufond arengufondi arengufondis,0.0030342436064152,0.0047904191616766,-57.87852865697324
noukogudesse ariuhingute noukogudes,0.0021673168617251,0.0035928143712574,-65.77245508982288
maavalitsuste maavalitsused maakonna,0.000433463372345,0.0011976047904191,-176.2874251497099
pealinnast tallinnast viljandisse,0.000433463372345,0.0011976047904191,-176.2874251497099
aituma infotundi jahimehed,0.000433463372345,0.0011976047904191,-176.2874251497099
toovoimereformi toovoimega toovoimereform,0.000433463372345,0.0011976047904191,-176.2874251497099
ulikooliga kbfi instituudi,0.000433463372345,0.0011976047904191,-176.2874251497099
tooandja tervisesse maksuvabalt,0.000433463372345,0.0011976047904191,-176.2874251497099
kusimusena tahtsa tahtsusega,0.0013003901170351,0.0023952095808383,-84.19161676646677
jaatmeid liigiti prugi,0.0013003901170351,0.0023952095808383,-84.19161676646677
kodakondsust kodakondsuse kodanikuks,0.0073688773298656,0.0095808383233532,-30.017611835152408
uliopilased uliopilastele uliopilaste,0.0095361941915908,0.0119760479041916,-25.585193249863874
teadus teaduse arendustegevuse,0.0065019505851755,0.0083832335329341,-28.934131736527497
viirust vaktsineeritud viiruse,0.0602514087559601,0.0646706586826347,-7.334683151682244
psuhhiaatri alaealine psuhhiaatrilist,0.0195058517555266,0.0215568862275449,-10.514970059880515
riigireformi riigireformist riigireform,0.0017338534893801,0.0023952095808383,-38.143712574852714
riigiabi komisjonilt loa,0.0017338534893801,0.0023952095808383,-38.143712574852714
katteallikas katteallikaid katteallikat,0.0017338534893801,0.0023952095808383,-38.143712574852714
pensionifondide pensionifondid fondid,0.0017338534893801,0.0023952095808383,-38.143712574852714
ulejaagis struktuurses struktuurse,0.0039011703511053,0.0047904191616766,-22.794411177644502
abielu kooselu samasooliste,0.0039011703511053,0.0047904191616766,-22.794411177644502
palgalohe soolist meeste,0.0039011703511053,0.0047904191616766,-22.794411177644502
pensioniiga pensioniea eluiga,0.00086692674469,0.0011976047904191,-38.143712574854945
vaikesaarte saarte pusiasustusega,0.00086692674469,0.0011976047904191,-38.143712574854945
riigikontrolli auditi auditit,0.00086692674469,0.0011976047904191,-38.143712574854945
hoiu pangad pankade,0.0030342436064152,0.0035928143712574,-18.408896492728285
eelarves riigieelarves reservist,0.0112700476809709,0.0119760479041916,-6.264394288346788
maantee neljarealiseks ppp,0.0021673168617251,0.0023952095808383,-10.514970059883453
ts parvlaeva parvlaevad,0.0013003901170351,0.0011976047904191,7.904191616770453
uhistranspordi uhistransport uhistransporti,0.0013003901170351,0.0011976047904191,7.904191616770453
teede teehoiuks teedele,0.0013003901170351,0.0011976047904191,7.904191616770453
pollumeestele pollumehi pollumehed,0.0013003901170351,0.0011976047904191,7.904191616770453
kutsehariduse kutseharidus kutsehariduses,0.0013003901170351,0.0011976047904191,7.904191616770453
piima toorpiima toodangut,0.0026007802340702,0.0023952095808383,7.904191616766617
lisaeelarve lisaeelarves lisaeelarvega,0.0026007802340702,0.0023952095808383,7.904191616766617
toonadalal istungid taiendaval,0.0190723883831816,0.0179640718562874,5.8111050626020955
valimisliitude volikogusse volikokku,0.0195058517555266,0.0179640718562874,7.904191616766325
teenistuse teenistuses avalikus,0.0030342436064152,0.0023952095808383,21.06073567151338
hiv narkomaania epideemia,0.0017338534893801,0.0011976047904191,30.928143712576517
tapsustatakse ajakohastatakse nouete,0.0017338534893801,0.0011976047904191,30.928143712576517
muundatud geneetiliselt gmo,0.0017338534893801,0.0011976047904191,30.928143712576517
untso missioonide liikmesusest,0.0017338534893801,0.0011976047904191,30.928143712576517
