topic_words3,Isamaa fraktsioon,Eesti Konservatiivse Rahvaerakonna fraktsioon,difference
haalte kandidaatidele haaletamisest,0.0017714791851195,0.0,100.0
vee monopolide veeteenuse,0.0017714791851195,0.0,100.0
fie fuusilisest isikust,0.0017714791851195,0.0,100.0
talupidajate kaubanduskoja kaubanduskoda,0.0017714791851195,0.0,100.0
valimisea valimisiga valimisoiguse,0.0017714791851195,0.0,100.0
kasvavad tuleval kasv,0.0017714791851195,0.0,100.0
teekasutustasu autode autod,0.0017714791851195,0.0,100.0
teenuseid teenused teenust,0.0008857395925597,0.0,100.0
koneleja konsensuslikud repliigi,0.0008857395925597,0.0,100.0
kandidaadi kandidaati kandidaat,0.0008857395925597,0.0,100.0
tantsupeo laulu traditsiooni,0.0008857395925597,0.0,100.0
vagivalla naistevastase perevagivalla,0.0008857395925597,0.0,100.0
memorandumi moistmise memorandum,0.0008857395925597,0.0,100.0
magustatud suhkrut joogi,0.0008857395925597,0.0,100.0
abipolitseinik abipolitseiniku abipolitseinike,0.0008857395925597,0.0,100.0
lae korgepalgaliste lagi,0.0008857395925597,0.0,100.0
liiklussurmade liikluses hukkunute,0.0,0.0,
sularaha kommertspangad pangad,0.0,0.0,
seksuaalse vangistusega vaarkohtlemise,0.0,0.0,
rongi rongide rongid,0.0,0.0,
oppelaenu sugava puudega,0.0,0.0,
muraste kase kompleksi,0.0,0.0,
ametipalkade riigiteenijate korgemate,0.0,0.0,
laari laar kandidatuuri,0.0,0.0,
hambaravi hammaste hambad,0.0,0.0,
konkurss konkursi konkurssi,0.0,0.0,
kohanimenoukogu vonnu mulgi,0.0,0.0,
hansson ardo panga,0.0,0.0,
kusija vastaja vastasin,0.0,0.0,
volitust kaasuses jarvik,0.0,0.0017338534893801,-inf
pagulasi pagulased pagulaste,0.0,0.0069354139575205,-inf
koosoleku elektrooniline koosolekut,0.0,0.000433463372345,-inf
korrata stenogrammist vabandan,0.0,0.000433463372345,-inf
humni humn laulda,0.0,0.0030342436064152,-inf
kala kalurid kalurite,0.0,0.0034677069787602,-inf
kandideerima ametikohale kandidaatide,0.0,0.00086692674469,-inf
kinnitamise paevakorra paevakord,0.0,0.00086692674469,-inf
hiv narkomaania epideemia,0.0,0.0017338534893801,-inf
kohtla jarve johvi,0.0,0.0030342436064152,-inf
kontrollin haaled kandidaadi,0.0,0.000433463372345,-inf
liibanonis missioonil pikendamine,0.0,0.0013003901170351,-inf
jahimehed jahimeeste jahti,0.0,0.00086692674469,-inf
pensioni pension sammas,0.0,0.0017338534893801,-inf
muundatud geneetiliselt gmo,0.0,0.0017338534893801,-inf
muuseum muuseumi muuseumide,0.0,0.0013003901170351,-inf
oigusloome oigusloomes oiguspoliitika,0.0,0.0013003901170351,-inf
est kavatsuste for,0.0,0.000433463372345,-inf
omandireformi tagastatud omandireform,0.0,0.00086692674469,-inf
eripensioni valjateenitud staazi,0.0,0.0017338534893801,-inf
operatsioonil sojalisel panustamisel,0.0,0.0013003901170351,-inf
jalitustegevuse jalitustoimingu sideandmete,0.0,0.0013003901170351,-inf
pensionifondide pensionifondid fondid,0.0,0.0017338534893801,-inf
post posti omniva,0.0,0.000433463372345,-inf
voidusamba vabadussoja uurimiskomisjon,0.0,0.00086692674469,-inf
efsf esm kreekale,0.0,0.0069354139575205,-inf
president ilves presidendi,0.0,0.0017338534893801,-inf
relva relvade relvaluba,0.0,0.000433463372345,-inf
riigiloivude riigiloivud riigiloivu,0.0,0.0017338534893801,-inf
suuria euroopasse turgis,0.0,0.0013003901170351,-inf
tarbijakaitse amet ametile,0.0,0.0039011703511053,-inf
teenistuse teenistuses avalikus,0.0,0.0030342436064152,-inf
tootuli lepitaja ametiuhingute,0.0,0.00086692674469,-inf
apteeke apteegid apteekide,0.0,0.00086692674469,-inf
elatisraha elatisabi elatise,0.0,0.00086692674469,-inf
tootuna arvele ariuhingu,0.0,0.00086692674469,-inf
vaesuses suhtelises vaesuse,0.0,0.0013003901170351,-inf
vaikesaarte saarte pusiasustusega,0.0,0.00086692674469,-inf
ametiuhingute tooandjate keskliit,0.0,0.0039011703511053,-inf
valimiskomisjon proteste valimiskasti,0.0,0.000433463372345,-inf
valismaale valjarande valjaranne,0.0,0.0034677069787602,-inf
veb fondi uurimiskomisjon,0.0,0.0013003901170351,-inf
tsernoboli represseeritud oigusvastaselt,0.0,0.0,
