topic_words3,EKRE,Keskerakond,difference
objekti anu raua,0.0039011703511053,0.0668316831683168,-1613.1188118812008
ametiuhingute tooandjate keskliit,0.0039011703511053,0.0272277227722772,-597.9372937293779
teadus teaduse arendustegevuse,0.0065019505851755,0.0247524752475247,-280.69306930693295
haiguspaevade haiguspaevi haiguspaeva,0.0034677069787602,0.0198019801980198,-471.03960396041157
lisaeelarve lisaeelarves lisaeelarvega,0.0026007802340702,0.0173267326732673,-566.2128712871332
otsevalimise presidenti presidendi,0.0212397052449068,0.042079207920792,-98.11578096585136
joustumine joustuma joustada,0.0056350238404854,0.0198019801980198,-251.40898705255626
uliopilased uliopilastele uliopilaste,0.0095361941915908,0.0247524752475247,-159.5634563456343
koolis kooli opilased,0.0151712180320762,0.0321782178217821,-112.10042432814787
pensionitous pensionitousu pension,0.0013003901170351,0.0123762376237623,-851.7326732673287
tootuid tootute tootu,0.0026007802340702,0.0123762376237623,-375.86633663366433
teede teehoiuks teedele,0.0013003901170351,0.0099009900990099,-661.3861386138674
katteallikas katteallikaid katteallikat,0.0017338534893801,0.0099009900990099,-471.03960396041157
eriarstide eriarstiabi eriarsti,0.0021673168617251,0.0099009900990099,-356.8316831683345
tooandja tooandjal tootaja,0.0021673168617251,0.0099009900990099,-356.8316831683345
kutsehariduse kutseharidus kutsehariduses,0.0013003901170351,0.0074257425742574,-471.0396039603988
huvihariduse huvitegevuse huviharidus,0.0013003901170351,0.0074257425742574,-471.0396039603988
jaatmeid liigiti prugi,0.0013003901170351,0.0074257425742574,-471.0396039603988
poolte kokkuleppel huvitise,0.0013003901170351,0.0074257425742574,-471.0396039603988
tervist tervis tervisega,0.000433463372345,0.0074257425742574,-1613.1188118813282
maksuamet tolliamet tolliameti,0.0017338534893801,0.0074257425742574,-328.27970297030726
eelarvele kulude riigieelarvele,0.0021673168617251,0.0074257425742574,-242.62376237624977
tooandja tervisesse maksuvabalt,0.000433463372345,0.0049504950495049,-1042.0792079208777
toovoimereformi toovoimega toovoimereform,0.000433463372345,0.0049504950495049,-1042.0792079208777
pealinnast tallinnast viljandisse,0.000433463372345,0.0049504950495049,-1042.0792079208777
apteeke apteegid apteekide,0.00086692674469,0.0049504950495049,-471.03960396043874
lapsetoetust lapsetoetus lapsetoetuse,0.0013003901170351,0.0049504950495049,-280.69306930692994
hanke hankija riigihangete,0.0013003901170351,0.0049504950495049,-280.69306930692994
jalitustegevuse jalitustoimingu sideandmete,0.0013003901170351,0.0049504950495049,-280.69306930692994
efsf esm kreekale,0.0069354139575205,0.0123762376237623,-78.44987623762498
reklaami reklaam alkoholireklaam,0.0017338534893801,0.0049504950495049,-185.5198019802029
eelarves riigieelarves reservist,0.0112700476809709,0.0173267326732673,-53.7414318354918
korterelamute kortermajade kredexi,0.000433463372345,0.0024752475247524,-471.0396039604272
vanemahuvitist vanemahuvitise vanemahuvitis,0.000433463372345,0.0024752475247524,-471.0396039604272
