topic_words3,EKRE,Keskerakond,difference
terviseandmed isikuandmeid terviseandmeid,0.0028776978417266,0.0303687635574837,-955.3145336225655
pensionitous pensionitousu pension,0.0014388489208633,0.0281995661605206,-1859.8698481561944
hadaolukorda eriolukord eriolukorra,0.0359712230215827,0.0694143167028199,-92.97180043383952
alkoholi kange lahja,0.0028776978417266,0.0238611713665943,-729.1757049891573
ametiuhingute tooandjate keskliit,0.0014388489208633,0.0173535791757049,-1106.0737527114984
huvigruppe huvigruppide kaasatud,0.0043165467625899,0.0173535791757049,-302.0245842371661
lisaeelarve lisaeelarves lisaeelarvega,0.0043165467625899,0.0173535791757049,-302.0245842371661
metsa metsade mets,0.0086330935251798,0.0238611713665943,-176.39190166305244
tulubaasi omavalitsustele omavalitsuste,0.0014388489208633,0.0108459869848156,-653.7960954446892
oiglase virumaale ulemineku,0.0014388489208633,0.0108459869848156,-653.7960954446892
katteallikas katteallikaid katteallikat,0.0014388489208633,0.0108459869848156,-653.7960954446892
aasia aasias saatkonna,0.0028776978417266,0.0108459869848156,-276.8980477223446
valispoliitika valispoliitikas diplomaatia,0.0043165467625899,0.0130151843817787,-201.51843817787514
kasvavad tuleval kasv,0.0014388489208633,0.0086767895878524,-503.0368763557457
kandidaati kandidaat valituks,0.0014388489208633,0.0086767895878524,-503.0368763557457
etv saateid pbk,0.0115107913669064,0.0216919739696312,-88.44902386117228
direktiivi direktiiv ulevotmise,0.0086330935251798,0.0173535791757049,-101.01229211858305
elektri elektrit taastuvenergia,0.0071942446043165,0.0151843817787418,-111.0629067245124
ajakirjandus ajakirjanduse ajakirjandust,0.0057553956834532,0.0130151843817787,-126.13882863340638
lasteaia lasteaias lasteaiakoha,0.0014388489208633,0.0065075921908893,-352.27765726680923
korterelamute kortermajade kredexi,0.0014388489208633,0.0065075921908893,-352.27765726680923
tootuid tootute tootu,0.0014388489208633,0.0065075921908893,-352.27765726680923
koosoleku elektrooniline koosolekut,0.0043165467625899,0.0108459869848156,-151.2653651482297
virumaale virumaa toostusalade,0.0028776978417266,0.0086767895878524,-201.51843817787284
salvestisi salvestised salvestiste,0.0071942446043165,0.0130151843817787,-80.91106290672509
pollumeestele pollumehi pollumehed,0.0071942446043165,0.0130151843817787,-80.91106290672509
samba sammas sambasse,0.0057553956834532,0.0108459869848156,-88.44902386117228
kohtutaiturite kohtutaitur kohtutaituri,0.0028776978417266,0.0065075921908893,-126.13882863340461
sigade katku katk,0.0014388489208633,0.0043383947939262,-201.51843817787284
kaasne lisakulutusi riigieelarvele,0.0014388489208633,0.0043383947939262,-201.51843817787284
riigiabi komisjonilt loa,0.0014388489208633,0.0043383947939262,-201.51843817787284
mes maale maaelu,0.0014388489208633,0.0043383947939262,-201.51843817787284
miili baasvorgu lairiba,0.0014388489208633,0.0043383947939262,-201.51843817787284
ootuse oigusparase oiguskindluse,0.0014388489208633,0.0043383947939262,-201.51843817787284
piima toorpiima toodangut,0.0014388489208633,0.0043383947939262,-201.51843817787284
pensioni pension sammas,0.0014388489208633,0.0043383947939262,-201.51843817787284
teenistuse teenistuses avalikus,0.0014388489208633,0.0043383947939262,-201.51843817787284
kusimusena tahtsa tahtsusega,0.0014388489208633,0.0043383947939262,-201.51843817787284
viirust vaktsineeritud viiruse,0.0201438848920863,0.0260303687635574,-29.222187790517278
krimmi agressiooni ukraina,0.0158273381294964,0.0195227765726681,-23.34845198185756
arengufond arengufondi arengufondis,0.0028776978417266,0.0043383947939262,-50.75921908893641
riigireformi riigireformist riigireform,0.0028776978417266,0.0043383947939262,-50.75921908893641
leping ratifitseerida lepinguga,0.0028776978417266,0.0043383947939262,-50.75921908893641
eriarstide eriarstiabi eriarsti,0.0028776978417266,0.0043383947939262,-50.75921908893641
rail trassi balticu,0.0028776978417266,0.0043383947939262,-50.75921908893641
rahapesu terrorismi andmeburoo,0.0028776978417266,0.0043383947939262,-50.75921908893641
tapsustatakse ajakohastatakse nouete,0.0028776978417266,0.0043383947939262,-50.75921908893641
uuring uuringut uuringu,0.0028776978417266,0.0043383947939262,-50.75921908893641
hooldekodus hoolduse hooldekodu,0.0028776978417266,0.0043383947939262,-50.75921908893641
loomi loomade loomad,0.0086330935251798,0.0108459869848156,-25.632682574114853
objekti anu raua,0.0014388489208633,0.0021691973969631,-50.75921908893641
valismaale valjarande valjaranne,0.0014388489208633,0.0021691973969631,-50.75921908893641
vaesuses suhtelises vaesuse,0.0014388489208633,0.0021691973969631,-50.75921908893641
talupidajate kaubanduskoja kaubanduskoda,0.0014388489208633,0.0021691973969631,-50.75921908893641
opositsiooni koalitsioonil opositsioonil,0.0014388489208633,0.0021691973969631,-50.75921908893641
pensionifondide pensionifondid fondid,0.0014388489208633,0.0021691973969631,-50.75921908893641
varude varud varu,0.0014388489208633,0.0021691973969631,-50.75921908893641
kala kalurid kalurite,0.0014388489208633,0.0021691973969631,-50.75921908893641
