topic_words3,Fraktsioonitud,Reformierakond,difference
hadaolukorda eriolukord eriolukorra,0.0111111111111111,0.0274584929757343,-147.12643678160896
metsa metsade mets,0.0111111111111111,0.0191570881226053,-72.41379310344789
krimmi agressiooni ukraina,0.0111111111111111,0.0178799489144316,-60.91954022988456
tulumaksuvaba maksususteemi tulumaksu,0.0111111111111111,0.0159642401021711,-43.67816091954004
toonadalal istungid taiendaval,0.0222222222222222,0.0210727969348659,5.1724137931033445
teadus teaduse arendustegevuse,0.0111111111111111,0.0095785440613026,13.793103448276511
ajakirjandus ajakirjanduse ajakirjandust,0.0111111111111111,0.0095785440613026,13.793103448276511
huvigruppe huvigruppide kaasatud,0.0111111111111111,0.0089399744572158,19.540229885057716
joustumine joustuma joustada,0.0111111111111111,0.0083014048531289,25.287356321839827
jarviku jarvik maaeluministri,0.0333333333333333,0.0249042145593869,25.287356321839226
virumaale virumaa toostusalade,0.0111111111111111,0.0057471264367816,48.275862068965544
aasia aasias saatkonna,0.0111111111111111,0.0057471264367816,48.275862068965544
arengukavad arengukavade pohialuste,0.0222222222222222,0.0140485312899106,36.78160919540223
oiglase virumaale ulemineku,0.0111111111111111,0.0044699872286079,59.77011494252886
tulubaasi omavalitsustele omavalitsuste,0.0111111111111111,0.003831417624521,65.51724137931096
louis freeh kremli,0.0222222222222222,0.0114942528735632,48.275862068965544
relva relvade relvaluba,0.0111111111111111,0.0031928480204342,71.26436781609216
hoone rkas hoonet,0.0111111111111111,0.0031928480204342,71.26436781609216
fie fuusilisest isikust,0.0111111111111111,0.0031928480204342,71.26436781609216
noukogudesse ariuhingute noukogudes,0.0111111111111111,0.0025542784163473,77.01149425287427
tooandja tooandjal tootaja,0.0111111111111111,0.0025542784163473,77.01149425287427
haiguspaevade haiguspaevi haiguspaeva,0.0111111111111111,0.0025542784163473,77.01149425287427
rahvuse rahvust rahvusriik,0.0222222222222222,0.0095785440613026,56.896551724138256
katteallikas katteallikaid katteallikat,0.0111111111111111,0.0006385696040868,94.2528735632188
eripensioni valjateenitud staazi,0.0111111111111111,0.0006385696040868,94.2528735632188
rahvaalgatuse rahvaalgatus rahvahaaletus,0.0111111111111111,0.0019157088122605,82.75862068965549
otsevalimise presidenti presidendi,0.0111111111111111,0.0012771392081736,88.50574712643758
korterid kortereid korterit,0.0111111111111111,0.0012771392081736,88.50574712643758
jahimehed jahimeeste jahti,0.0111111111111111,0.0012771392081736,88.50574712643758
abielu kooselu samasooliste,0.0222222222222222,0.0070242656449553,68.39080459770112
pohiseadusega riigikohus oiguskantsler,0.0222222222222222,0.0070242656449553,68.39080459770112
apteeke apteegid apteekide,0.0333333333333333,0.0140485312899106,57.85440613026815
lapsetoetust lapsetoetus lapsetoetuse,0.0222222222222222,0.0006385696040868,97.1264367816094
hoiu pangad pankade,0.0222222222222222,0.0006385696040868,97.1264367816094
lasteaia lasteaias lasteaiakoha,0.0222222222222222,0.0057471264367816,74.13793103448278
arengufond arengufondi arengufondis,0.0222222222222222,0.0057471264367816,74.13793103448278
valispoliitika valispoliitikas diplomaatia,0.0222222222222222,0.0051085568326947,77.01149425287383
soita jalakaija konniteel,0.0333333333333333,0.0114942528735632,65.51724137931038
jaatmeid liigiti prugi,0.0222222222222222,0.003831417624521,82.75862068965549
etv saateid pbk,0.0333333333333333,0.0095785440613026,71.26436781609216
vagivallale vihakone ohutamine,0.0333333333333333,0.0076628352490421,77.01149425287367
vaesuses suhtelises vaesuse,0.0333333333333333,0.0019157088122605,94.2528735632185
