topic_words3,Isamaa,Sotsiaaldemokraadid,difference
haiguspaevade haiguspaevi haiguspaeva,0.014367816091954,0.0698924731182795,-386.4516129032261
hooldekodus hoolduse hooldekodu,0.0028735632183908,0.043010752688172,-1396.774193548388
psuhhiaatri alaealine psuhhiaatrilist,0.0057471264367816,0.0365591397849462,-536.129032258065
rahvahaaletuse rahvahaaletus rahvahaaletusel,0.0014367816091954,0.0182795698924731,-1172.25806451613
soita jalakaija konniteel,0.007183908045977,0.0236559139784946,-229.29032258064535
poolte kokkuleppel huvitise,0.007183908045977,0.0236559139784946,-229.29032258064535
tootuid tootute tootu,0.0014367816091954,0.0161290322580645,-1022.5806451612909
annetus erjk annetuse,0.0014367816091954,0.0129032258064516,-798.0645161290329
palgatousu opetajate palgatous,0.007183908045977,0.0204301075268817,-184.38709677419374
rail trassi balticu,0.0014367816091954,0.0096774193548387,-573.5483870967745
eriarstide eriarstiabi eriarsti,0.0014367816091954,0.0096774193548387,-573.5483870967745
jarviku jarvik maaeluministri,0.0028735632183908,0.010752688172043,-274.193548387097
lasteaia lasteaias lasteaiakoha,0.007183908045977,0.0172043010752688,-139.4838709677421
riigipuha puhade tahtpaevade,0.0014367816091954,0.0086021505376344,-498.7096774193552
viirust vaktsineeritud viiruse,0.0244252873563218,0.0397849462365591,-62.88425047438341
pensionitous pensionitousu pension,0.0043103448275862,0.010752688172043,-149.462365591398
etv saateid pbk,0.0014367816091954,0.0053763440860215,-274.193548387097
uuring uuringut uuringu,0.0014367816091954,0.0053763440860215,-274.193548387097
ajakirjandus ajakirjanduse ajakirjandust,0.0028735632183908,0.0075268817204301,-161.93548387096794
pohiseadusega riigikohus oiguskantsler,0.0057471264367816,0.010752688172043,-87.0967741935485
fie fuusilisest isikust,0.0100574712643678,0.0161290322580645,-60.36866359447012
koolis kooli opilased,0.0100574712643678,0.0161290322580645,-60.36866359447012
riigipalgaliste riigisektoris koondada,0.0014367816091954,0.0043010752688172,-199.35483870967764
