topic_words3,Keskerakond,Reformierakond,difference
ulejaagis struktuurses struktuurse,0.0021691973969631,0.0421455938697318,-1842.9118773946573
samba sammas sambasse,0.0108459869848156,0.0351213282247765,-223.8186462324399
rail trassi balticu,0.0043383947939262,0.020434227330779,-371.00893997446116
tulumaksuvaba maksususteemi tulumaksu,0.0021691973969631,0.0159642401021711,-635.9514687100957
toonadalal istungid taiendaval,0.0065075921908893,0.0210727969348659,-223.8186462324429
koolis kooli opilased,0.0195227765726681,0.0389527458492975,-99.5246204058462
viirust vaktsineeritud viiruse,0.0260303687635574,0.0440613026819923,-69.26883780332098
pensionifondide pensionifondid fondid,0.0021691973969631,0.0095785440613026,-341.57088122605467
annetus erjk annetuse,0.0021691973969631,0.0095785440613026,-341.57088122605467
eriarstide eriarstiabi eriarsti,0.0043383947939262,0.0127713920817369,-194.38058748403876
rahvahaaletuse rahvahaaletus rahvahaaletusel,0.0021691973969631,0.0089399744572158,-312.1328224776529
palgatousu opetajate palgatous,0.0021691973969631,0.0083014048531289,-282.69476372924646
prokuratuur prokuratuuri prokuror,0.0021691973969631,0.0070242656449553,-223.8186462324429
rahvuse rahvust rahvusriik,0.0043383947939262,0.0095785440613026,-120.78544061302733
majandusaasta koondaruanne raamatupidamise,0.0043383947939262,0.0089399744572158,-106.06641123882645
tulubaasi tasandusfondi tulumaksuosa,0.0021691973969631,0.0051085568326947,-135.50446998722825
inimarengu aruanne aruandes,0.0021691973969631,0.0044699872286079,-106.06641123882645
maksuamet tolliamet tolliameti,0.0021691973969631,0.0044699872286079,-106.06641123882645
opositsiooni koalitsioonil opositsioonil,0.0021691973969631,0.003831417624521,-76.62835249042004
jaatmeid liigiti prugi,0.0021691973969631,0.003831417624521,-76.62835249042004
arengukavad arengukavade pohialuste,0.0108459869848156,0.0140485312899106,-29.527458492975946
joustumine joustuma joustada,0.0065075921908893,0.0083014048531289,-27.564921243082154
leping ratifitseerida lepinguga,0.0043383947939262,0.0057471264367816,-32.47126436781732
piima toorpiima toodangut,0.0043383947939262,0.0057471264367816,-32.47126436781732
pensioni pension sammas,0.0043383947939262,0.0057471264367816,-32.47126436781732
arengufond arengufondi arengufondis,0.0043383947939262,0.0057471264367816,-32.47126436781732
hoone rkas hoonet,0.0021691973969631,0.0031928480204342,-47.19029374201824
lipu laevu kaubalaeva,0.0021691973969631,0.0031928480204342,-47.19029374201824
valismaale valjarande valjaranne,0.0021691973969631,0.0031928480204342,-47.19029374201824
fie fuusilisest isikust,0.0021691973969631,0.0031928480204342,-47.19029374201824
ulikooliga kbfi instituudi,0.0021691973969631,0.0031928480204342,-47.19029374201824
teede teehoiuks teedele,0.0021691973969631,0.0031928480204342,-47.19029374201824
normitehnika mojude eeskiri,0.0021691973969631,0.0031928480204342,-47.19029374201824
kohtutaiturite kohtutaitur kohtutaituri,0.0065075921908893,0.0076628352490421,-17.752234993614895
vagivallale vihakone ohutamine,0.0065075921908893,0.0076628352490421,-17.752234993614895
teadus teaduse arendustegevuse,0.0086767895878524,0.0095785440613026,-10.392720306513672
valijate erakonda valijaid,0.0021691973969631,0.0025542784163473,-17.752234993611822
kauguhendus avaksite ettekandjalt,0.0021691973969631,0.0025542784163473,-17.752234993611822
tooandja tooandjal tootaja,0.0021691973969631,0.0025542784163473,-17.752234993611822
riigipalgaliste riigisektoris koondada,0.0021691973969631,0.0025542784163473,-17.752234993611822
psuhhiaatri alaealine psuhhiaatrilist,0.0021691973969631,0.0025542784163473,-17.752234993611822
uuring uuringut uuringu,0.0043383947939262,0.0044699872286079,-3.033205619413222
opositsioonis koalitsiooni opositsiooni,0.0151843817787418,0.0153256704980842,-0.9304871373835221
vaesuses suhtelises vaesuse,0.0021691973969631,0.0019157088122605,11.685823754789977
haale valimispaeval valimiste,0.0021691973969631,0.0019157088122605,11.685823754789977
missiooni missioonile missioon,0.0021691973969631,0.0019157088122605,11.685823754789977
kaitseliit kaitseliidule kaitseliidu,0.0021691973969631,0.0019157088122605,11.685823754789977
