topic_words3,Keskerakond,Sotsiaaldemokraadid,difference
hooldekodus hoolduse hooldekodu,0.0043383947939262,0.043010752688172,-891.3978494623756
haiguspaevade haiguspaevi haiguspaeva,0.0260303687635574,0.0698924731182795,-168.50358422939127
samba sammas sambasse,0.0108459869848156,0.0462365591397849,-326.3010752688175
psuhhiaatri alaealine psuhhiaatrilist,0.0021691973969631,0.0365591397849462,-1585.3763440860384
poolte kokkuleppel huvitise,0.0021691973969631,0.0236559139784946,-990.537634408613
palgatousu opetajate palgatous,0.0021691973969631,0.0204301075268817,-841.8279569892567
rahvahaaletuse rahvahaaletus rahvahaaletusel,0.0021691973969631,0.0182795698924731,-742.6881720430192
fie fuusilisest isikust,0.0021691973969631,0.0161290322580645,-643.5483870967815
annetus erjk annetuse,0.0021691973969631,0.0129032258064516,-494.83870967742536
lasteaia lasteaias lasteaiakoha,0.0065075921908893,0.0172043010752688,-164.37275985663345
tootuid tootute tootu,0.0065075921908893,0.0161290322580645,-147.8494623655938
viirust vaktsineeritud viiruse,0.0260303687635574,0.0397849462365591,-52.840501792115035
elatisraha elatisabi elatise,0.0021691973969631,0.0075268817204301,-246.9892473118314
vaesuses suhtelises vaesuse,0.0021691973969631,0.0075268817204301,-246.9892473118314
talupidajate kaubanduskoja kaubanduskoda,0.0021691973969631,0.0075268817204301,-246.9892473118314
eriarstide eriarstiabi eriarsti,0.0043383947939262,0.0096774193548387,-123.06451612903449
rail trassi balticu,0.0043383947939262,0.0096774193548387,-123.06451612903449
ulejaagis struktuurses struktuurse,0.0021691973969631,0.0064516129032258,-197.41935483871268
arengukavad arengukavade pohialuste,0.0108459869848156,0.0182795698924731,-68.53763440860227
joustumine joustuma joustada,0.0065075921908893,0.0118279569892473,-81.7562724014355
lapsetoetust lapsetoetus lapsetoetuse,0.0021691973969631,0.0053763440860215,-147.84946236559387
valijate erakonda valijaid,0.0021691973969631,0.0053763440860215,-147.84946236559387
riigipalgaliste riigisektoris koondada,0.0021691973969631,0.0043010752688172,-98.2795698924751
inimarengu aruanne aruandes,0.0021691973969631,0.0043010752688172,-98.2795698924751
opositsiooni koalitsioonil opositsioonil,0.0021691973969631,0.0043010752688172,-98.2795698924751
vagivallale vihakone ohutamine,0.0065075921908893,0.0086021505376344,-32.186379928316725
korterid kortereid korterit,0.0021691973969631,0.0032258064516129,-48.70967741935633
kauguhendus avaksite ettekandjalt,0.0021691973969631,0.0032258064516129,-48.70967741935633
tulubaasi tasandusfondi tulumaksuosa,0.0021691973969631,0.0032258064516129,-48.70967741935633
elektri elektrit taastuvenergia,0.0151843817787418,0.0172043010752688,-13.302611367127867
uuring uuringut uuringu,0.0043383947939262,0.0053763440860215,-23.924731182796926
mes maale maaelu,0.0043383947939262,0.0053763440860215,-23.924731182796926
hoone rkas hoonet,0.0021691973969631,0.0021505376344086,0.8602150537624538
ulikooliga kbfi instituudi,0.0021691973969631,0.0021505376344086,0.8602150537624538
prokuratuur prokuratuuri prokuror,0.0021691973969631,0.0021505376344086,0.8602150537624538
varude varud varu,0.0021691973969631,0.0021505376344086,0.8602150537624538
tooandja tooandjal tootaja,0.0021691973969631,0.0021505376344086,0.8602150537624538
tulumaksuvaba maksususteemi tulumaksu,0.0021691973969631,0.0021505376344086,0.8602150537624538
untso missioonide liikmesusest,0.0021691973969631,0.0021505376344086,0.8602150537624538
konkurss konkursi konkurssi,0.0021691973969631,0.0021505376344086,0.8602150537624538
pensioni pension sammas,0.0043383947939262,0.0043010752688172,0.8602150537624538
kodakondsust kodakondsuse kodanikuks,0.0065075921908893,0.0064516129032258,0.860215053762447
opositsioonis koalitsiooni opositsiooni,0.0151843817787418,0.0150537634408602,0.8602150537631135
toonadalal istungid taiendaval,0.0065075921908893,0.0053763440860215,17.38351254480205
apteeke apteegid apteekide,0.0195227765726681,0.0172043010752688,11.875746714456419
piima toorpiima toodangut,0.0043383947939262,0.0032258064516129,25.645161290321834
arengufond arengufondi arengufondis,0.0043383947939262,0.0032258064516129,25.645161290321834
riigireformi riigireformist riigireform,0.0043383947939262,0.0032258064516129,25.645161290321834
lisaeelarve lisaeelarves lisaeelarvega,0.0173535791757049,0.0150537634408602,13.252688172042648
koolis kooli opilased,0.0195227765726681,0.0161290322580645,17.3835125448029
salastatud valisteabe riigisaladuse,0.0021691973969631,0.0010752688172043,50.43010752688123
kohanimenoukogu vonnu mulgi,0.0021691973969631,0.0010752688172043,50.43010752688123
maksuamet tolliamet tolliameti,0.0021691973969631,0.0010752688172043,50.43010752688123
kandideerima ametikohale kandidaatide,0.0021691973969631,0.0010752688172043,50.43010752688123
omandireformi tagastatud omandireform,0.0021691973969631,0.0010752688172043,50.43010752688123
vallaga vald sauga,0.0021691973969631,0.0010752688172043,50.43010752688123
kaitseliit kaitseliidule kaitseliidu,0.0021691973969631,0.0010752688172043,50.43010752688123
valismaale valjarande valjaranne,0.0021691973969631,0.0010752688172043,50.43010752688123
teede teehoiuks teedele,0.0021691973969631,0.0010752688172043,50.43010752688123
normitehnika mojude eeskiri,0.0021691973969631,0.0010752688172043,50.43010752688123
magustatud suhkrut joogi,0.0021691973969631,0.0010752688172043,50.43010752688123
nord stream streami,0.0021691973969631,0.0010752688172043,50.43010752688123
haale valimispaeval valimiste,0.0021691973969631,0.0010752688172043,50.43010752688123
teenuseid teenused teenust,0.0021691973969631,0.0010752688172043,50.43010752688123
pensionifondide pensionifondid fondid,0.0021691973969631,0.0010752688172043,50.43010752688123
pagulasi pagulased pagulaste,0.0021691973969631,0.0010752688172043,50.43010752688123
korruptsiooni korruptsioon korruptsiooniga,0.0021691973969631,0.0010752688172043,50.43010752688123
leping ratifitseerida lepinguga,0.0043383947939262,0.0021505376344086,50.43010752688123
majandusaasta koondaruanne raamatupidamise,0.0043383947939262,0.0021505376344086,50.43010752688123
kaasne lisakulutusi riigieelarvele,0.0043383947939262,0.0021505376344086,50.43010752688123
miili baasvorgu lairiba,0.0043383947939262,0.0021505376344086,50.43010752688123
