topic_words3,EKRE,Fraktsioonitud,Isamaa,Keskerakond,Reformierakond,Sotsiaaldemokraadid
kodualuse maamaksu maamaksust,0.0,0.0,0.004310344827586207,0.0,0.002554278416347382,0.002150537634408602
kohanimenoukogu vonnu mulgi,0.0028776978417266188,0.0,0.014367816091954023,0.0021691973969631237,0.0006385696040868455,0.001075268817204301
kohtla jarve johvi,0.0014388489208633094,0.0,0.0,0.0,0.0,0.001075268817204301
kohtunike kohtususteem kohtuniku,0.004316546762589928,0.0,0.0,0.0,0.0019157088122605363,0.001075268817204301
kohtutaiturite kohtutaitur kohtutaituri,0.0028776978417266188,0.0,0.0,0.006507592190889371,0.007662835249042145,0.002150537634408602
kolledz kolledzi turi,0.0,0.0,0.0,0.0,0.001277139208173691,0.0
konkurss konkursi konkurssi,0.008633093525179856,0.0,0.004310344827586207,0.0021691973969631237,0.0006385696040868455,0.002150537634408602
koolilouna koolitoidu koolitoit,0.0014388489208633094,0.0,0.0,0.0,0.0,0.001075268817204301
koolis kooli opilased,0.02302158273381295,0.0,0.010057471264367816,0.019522776572668113,0.038952745849297574,0.016129032258064516
koolituse koolitus koolitusele,0.0,0.0,0.0014367816091954023,0.004338394793926247,0.001277139208173691,0.0
koondaruande majandusaasta koondaruanne,0.0,0.0,0.0014367816091954023,0.0,0.0,0.0
koosoleku elektrooniline koosolekut,0.004316546762589928,0.0,0.0,0.010845986984815618,0.0070242656449553,0.005376344086021506
korrata stenogrammist vabandan,0.0014388489208633094,0.0,0.0014367816091954023,0.0,0.0,0.0
korruptsiooni korruptsioon korruptsiooniga,0.0028776978417266188,0.0,0.0,0.0021691973969631237,0.0019157088122605363,0.001075268817204301
korterelamute kortermajade kredexi,0.0014388489208633094,0.0,0.015804597701149427,0.006507592190889371,0.005108556832694764,0.0032258064516129032
korterid kortereid korterit,0.0028776978417266188,0.011111111111111112,0.0014367816091954023,0.0021691973969631237,0.001277139208173691,0.0032258064516129032
korteriuhistu korteriomanike korteriuhistute,0.0028776978417266188,0.0,0.0,0.0,0.0019157088122605363,0.007526881720430108
krimmi agressiooni ukraina,0.015827338129496403,0.011111111111111112,0.007183908045977011,0.019522776572668113,0.017879948914431672,0.005376344086021506
kulukuse krediidi kiirlaenude,0.0,0.0,0.0014367816091954023,0.0021691973969631237,0.0,0.0
kusimusena tahtsa tahtsusega,0.0014388489208633094,0.0,0.0014367816091954023,0.004338394793926247,0.0019157088122605363,0.001075268817204301
kutsehariduse kutseharidus kutsehariduses,0.0,0.0,0.0,0.004338394793926247,0.0,0.002150537634408602
laari laar kandidatuuri,0.0057553956834532375,0.0,0.0,0.0,0.0,0.0
lae korgepalgaliste lagi,0.0014388489208633094,0.0,0.0014367816091954023,0.0,0.0,0.0
lahususe voimude lahusus,0.004316546762589928,0.0,0.0,0.004338394793926247,0.002554278416347382,0.001075268817204301
lapsetoetust lapsetoetus lapsetoetuse,0.0028776978417266188,0.022222222222222223,0.005747126436781609,0.0021691973969631237,0.0006385696040868455,0.005376344086021506
lasteaia lasteaias lasteaiakoha,0.0014388489208633094,0.022222222222222223,0.007183908045977011,0.006507592190889371,0.005747126436781609,0.017204301075268817
leping ratifitseerida lepinguga,0.0028776978417266188,0.0,0.005747126436781609,0.004338394793926247,0.005747126436781609,0.002150537634408602
liibanonis missioonil pikendamine,0.0014388489208633094,0.0,0.0,0.0,0.0,0.0
liiklussurmade liikluses hukkunute,0.0014388489208633094,0.0,0.0,0.0021691973969631237,0.0006385696040868455,0.0
liitlaste ohutorje keskmaa,0.012949640287769784,0.0,0.0028735632183908046,0.0,0.0038314176245210726,0.002150537634408602
lipu laevu kaubalaeva,0.004316546762589928,0.0,0.007183908045977011,0.0021691973969631237,0.0031928480204342275,0.0
lipud lippude lipp,0.0,0.0,0.0,0.0,0.0,0.001075268817204301
lisaeelarve lisaeelarves lisaeelarvega,0.004316546762589928,0.0,0.010057471264367816,0.01735357917570499,0.006385696040868455,0.015053763440860216
lng terminali gaasi,0.0,0.0,0.0028735632183908046,0.004338394793926247,0.0006385696040868455,0.0
loomi loomade loomad,0.008633093525179856,0.0,0.004310344827586207,0.010845986984815618,0.0031928480204342275,0.002150537634408602
louis freeh kremli,0.004316546762589928,0.022222222222222223,0.0014367816091954023,0.0,0.011494252873563218,0.002150537634408602
maantee neljarealiseks ppp,0.0014388489208633094,0.0,0.01293103448275862,0.0,0.012132822477650063,0.001075268817204301
maavalitsuste maavalitsused maakonna,0.0,0.0,0.0,0.004338394793926247,0.0006385696040868455,0.001075268817204301
magustatud suhkrut joogi,0.0,0.0,0.0,0.0021691973969631237,0.0,0.001075268817204301
majandusaasta koondaruanne raamatupidamise,0.0,0.0,0.005747126436781609,0.004338394793926247,0.008939974457215836,0.002150537634408602
maksuamet tolliamet tolliameti,0.0028776978417266188,0.0,0.004310344827586207,0.0021691973969631237,0.004469987228607918,0.001075268817204301
memorandumi moistmise memorandum,0.0,0.0,0.0,0.0,0.0,0.001075268817204301
mes maale maaelu,0.0014388489208633094,0.0,0.005747126436781609,0.004338394793926247,0.0,0.005376344086021506
metsa metsade mets,0.008633093525179856,0.011111111111111112,0.017241379310344827,0.02386117136659436,0.019157088122605363,0.012903225806451613
miili baasvorgu lairiba,0.0014388489208633094,0.0,0.004310344827586207,0.004338394793926247,0.0019157088122605363,0.002150537634408602
missiooni missioonile missioon,0.011510791366906475,0.0,0.007183908045977011,0.0021691973969631237,0.0019157088122605363,0.0
moisteid moiste moisted,0.014388489208633094,0.0,0.0028735632183908046,0.010845986984815618,0.0031928480204342275,0.001075268817204301
muraste kase kompleksi,0.0,0.0,0.0,0.0021691973969631237,0.0,0.0
muugimaksu muugimaks paadimaksu,0.0,0.011111111111111112,0.0,0.0,0.0,0.0
muundatud geneetiliselt gmo,0.0,0.0,0.0,0.0,0.0006385696040868455,0.0
muuseum muuseumi muuseumide,0.0,0.0,0.0014367816091954023,0.0,0.0006385696040868455,0.0
nord stream streami,0.0,0.0,0.0,0.0021691973969631237,0.0006385696040868455,0.001075268817204301
normitehnika mojude eeskiri,0.0028776978417266188,0.0,0.0,0.0021691973969631237,0.0031928480204342275,0.001075268817204301
noukogudesse ariuhingute noukogudes,0.0028776978417266188,0.011111111111111112,0.005747126436781609,0.0,0.002554278416347382,0.004301075268817204
objekti anu raua,0.0014388489208633094,0.0,0.0014367816091954023,0.0021691973969631237,0.0,0.0
oiglase virumaale ulemineku,0.0014388489208633094,0.011111111111111112,0.0,0.010845986984815618,0.004469987228607918,0.0032258064516129032
oigusloome oigusloomes oiguspoliitika,0.0014388489208633094,0.0,0.0,0.0021691973969631237,0.0006385696040868455,0.0
oigusriik oigusriigi oigusriigist,0.0057553956834532375,0.0,0.0028735632183908046,0.0021691973969631237,0.001277139208173691,0.0
omandireformi tagastatud omandireform,0.0,0.0,0.0,0.0021691973969631237,0.0006385696040868455,0.001075268817204301
ooteala piiriuletuse piiripunkti,0.0,0.0,0.0,0.0,0.0,0.002150537634408602
ootuse oigusparase oiguskindluse,0.0014388489208633094,0.0,0.0,0.004338394793926247,0.0006385696040868455,0.001075268817204301
opositsiooni koalitsioonil opositsioonil,0.0014388489208633094,0.0,0.005747126436781609,0.0021691973969631237,0.0038314176245210726,0.004301075268817204
opositsioonis koalitsiooni opositsiooni,0.030215827338129497,0.0,0.015804597701149427,0.015184381778741865,0.01532567049808429,0.015053763440860216
oppelaenu sugava puudega,0.0,0.0,0.0,0.0,0.0006385696040868455,0.002150537634408602
otsevalimise presidenti presidendi,0.004316546762589928,0.011111111111111112,0.0014367816091954023,0.004338394793926247,0.001277139208173691,0.001075268817204301
pagulasi pagulased pagulaste,0.0028776978417266188,0.0,0.0,0.0021691973969631237,0.0006385696040868455,0.001075268817204301
palgalohe soolist meeste,0.0028776978417266188,0.0,0.0,0.0,0.0038314176245210726,0.0032258064516129032
palgatousu opetajate palgatous,0.004316546762589928,0.0,0.007183908045977011,0.0021691973969631237,0.008301404853128991,0.02043010752688172
pealinnast tallinnast viljandisse,0.0014388489208633094,0.0,0.0014367816091954023,0.0,0.0019157088122605363,0.0032258064516129032
pensioni pension sammas,0.0014388489208633094,0.0,0.007183908045977011,0.004338394793926247,0.005747126436781609,0.004301075268817204
pensionifondide pensionifondid fondid,0.0014388489208633094,0.0,0.007183908045977011,0.0021691973969631237,0.009578544061302681,0.001075268817204301
pensioniiga pensioniea eluiga,0.0,0.0,0.0,0.0,0.0031928480204342275,0.001075268817204301
pensionitous pensionitousu pension,0.0014388489208633094,0.044444444444444446,0.004310344827586207,0.028199566160520606,0.004469987228607918,0.010752688172043012
piima toorpiima toodangut,0.0014388489208633094,0.0,0.0,0.004338394793926247,0.005747126436781609,0.0032258064516129032
piirikontrolli schengeni valispiiri,0.0,0.0,0.0,0.0021691973969631237,0.0,0.0
piirilepingu piirileping piirilepingut,0.004316546762589928,0.0,0.0,0.004338394793926247,0.0006385696040868455,0.001075268817204301
piirivalve valvamise valvamine,0.0028776978417266188,0.0,0.0,0.0,0.0,0.0
planeeringu keskkonnamoju keskkonnamojude,0.0,0.0,0.0,0.0,0.001277139208173691,0.0
pohiseadusega riigikohus oiguskantsler,0.02446043165467626,0.022222222222222223,0.005747126436781609,0.015184381778741865,0.0070242656449553,0.010752688172043012
pollumeestele pollumehi pollumehed,0.007194244604316547,0.0,0.008620689655172414,0.013015184381778741,0.008939974457215836,0.007526881720430108
poolte kokkuleppel huvitise,0.0028776978417266188,0.0,0.007183908045977011,0.0021691973969631237,0.001277139208173691,0.023655913978494623
post posti omniva,0.0,0.0,0.0028735632183908046,0.0,0.0,0.002150537634408602
president ilves presidendi,0.0028776978417266188,0.0,0.0,0.0,0.0006385696040868455,0.002150537634408602
prokuratuur prokuratuuri prokuror,0.017266187050359712,0.0,0.004310344827586207,0.0021691973969631237,0.0070242656449553,0.002150537634408602
psuhhiaatri alaealine psuhhiaatrilist,0.014388489208633094,0.0,0.005747126436781609,0.0021691973969631237,0.002554278416347382,0.03655913978494624
puude raskusastme puuet,0.0014388489208633094,0.0,0.0,0.0,0.0006385696040868455,0.0064516129032258064
raamatukogu pimedate raamatukogude,0.0014388489208633094,0.011111111111111112,0.0,0.0,0.0,0.0
rahapesu terrorismi andmeburoo,0.0028776978417266188,0.0,0.007183908045977011,0.004338394793926247,0.0,0.001075268817204301
rahvaalgatuse rahvaalgatus rahvahaaletus,0.0014388489208633094,0.011111111111111112,0.0,0.0,0.0019157088122605363,0.0
rahvahaaletuse rahvahaaletus rahvahaaletusel,0.058992805755395686,0.0,0.0014367816091954023,0.0021691973969631237,0.008939974457215836,0.01827956989247312
rahvuse rahvust rahvusriik,0.008633093525179856,0.022222222222222223,0.004310344827586207,0.004338394793926247,0.009578544061302681,0.001075268817204301
rail trassi balticu,0.0028776978417266188,0.0,0.0014367816091954023,0.004338394793926247,0.020434227330779056,0.00967741935483871
reklaami reklaam alkoholireklaam,0.0,0.0,0.0,0.010845986984815618,0.0019157088122605363,0.0
relva relvade relvaluba,0.0028776978417266188,0.011111111111111112,0.0014367816091954023,0.0,0.0031928480204342275,0.001075268817204301
riigiabi komisjonilt loa,0.0014388489208633094,0.0,0.004310344827586207,0.004338394793926247,0.002554278416347382,0.001075268817204301
riigikontrolli auditi auditit,0.004316546762589928,0.0,0.0014367816091954023,0.0,0.0038314176245210726,0.0
riigikontrolor karis riigikontrolori,0.0014388489208633094,0.0,0.0,0.0,0.0031928480204342275,0.001075268817204301
riigiloivude riigiloivud riigiloivu,0.0,0.0,0.0014367816091954023,0.015184381778741865,0.0,0.0032258064516129032
riigimetsa majandamise noukokku,0.0014388489208633094,0.0,0.0,0.0,0.001277139208173691,0.0
riigipalgaliste riigisektoris koondada,0.0028776978417266188,0.0,0.0014367816091954023,0.0021691973969631237,0.002554278416347382,0.004301075268817204
riigipuha puhade tahtpaevade,0.004316546762589928,0.0,0.0014367816091954023,0.0,0.0006385696040868455,0.008602150537634409
riigireformi riigireformist riigireform,0.0028776978417266188,0.0,0.0014367816091954023,0.004338394793926247,0.0038314176245210726,0.0032258064516129032
rongi rongide rongid,0.0014388489208633094,0.0,0.0,0.0,0.001277139208173691,0.0
salastatud valisteabe riigisaladuse,0.004316546762589928,0.0,0.0028735632183908046,0.0021691973969631237,0.0006385696040868455,0.001075268817204301
salvestisi salvestised salvestiste,0.007194244604316547,0.0,0.007183908045977011,0.013015184381778741,0.007662835249042145,0.005376344086021506
samba sammas sambasse,0.0057553956834532375,0.0,0.05172413793103448,0.010845986984815618,0.0351213282247765,0.046236559139784944
seksuaalse vangistusega vaarkohtlemise,0.0,0.0,0.0,0.0,0.0,0.001075268817204301
sigade katku katk,0.0014388489208633094,0.0,0.0,0.004338394793926247,0.0006385696040868455,0.001075268817204301
skais arendused infosusteemide,0.0,0.0,0.0,0.0021691973969631237,0.0006385696040868455,0.0
slovakkia ungari portugal,0.011510791366906475,0.0,0.0014367816091954023,0.004338394793926247,0.0031928480204342275,0.001075268817204301
soita jalakaija konniteel,0.010071942446043165,0.03333333333333333,0.007183908045977011,0.0,0.011494252873563218,0.023655913978494623
sularaha kommertspangad pangad,0.0,0.0,0.0014367816091954023,0.0,0.001277139208173691,0.001075268817204301
suuria euroopasse turgis,0.0,0.0,0.0014367816091954023,0.0,0.0,0.0
taanis saksamaal hollandis,0.004316546762589928,0.0,0.0014367816091954023,0.0,0.0031928480204342275,0.002150537634408602
talupidajate kaubanduskoja kaubanduskoda,0.0014388489208633094,0.0,0.0,0.0021691973969631237,0.0,0.007526881720430108
tantsupeo laulu traditsiooni,0.0,0.0,0.0,0.0,0.001277139208173691,0.001075268817204301
tapsustatakse ajakohastatakse nouete,0.0028776978417266188,0.0,0.0014367816091954023,0.004338394793926247,0.0019157088122605363,0.002150537634408602
tarbijakaitse amet ametile,0.007194244604316547,0.0,0.004310344827586207,0.006507592190889371,0.0038314176245210726,0.002150537634408602
teadus teaduse arendustegevuse,0.011510791366906475,0.011111111111111112,0.005747126436781609,0.008676789587852495,0.009578544061302681,0.002150537634408602
teede teehoiuks teedele,0.0,0.0,0.0014367816091954023,0.0021691973969631237,0.0031928480204342275,0.001075268817204301
teekasutustasu autode autod,0.0,0.0,0.0014367816091954023,0.0021691973969631237,0.0006385696040868455,0.0
teenistuse teenistuses avalikus,0.0014388489208633094,0.03333333333333333,0.0,0.004338394793926247,0.0019157088122605363,0.0
teenuseid teenused teenust,0.0014388489208633094,0.0,0.0028735632183908046,0.0021691973969631237,0.001277139208173691,0.001075268817204301
terviseandmed isikuandmeid terviseandmeid,0.0028776978417266188,0.0,0.028735632183908046,0.03036876355748373,0.02681992337164751,0.00967741935483871
tervist tervis tervisega,0.0,0.0,0.0014367816091954023,0.0,0.0019157088122605363,0.002150537634408602
tooandja tervisesse maksuvabalt,0.0,0.0,0.005747126436781609,0.0021691973969631237,0.0019157088122605363,0.0
tooandja tooandjal tootaja,0.004316546762589928,0.011111111111111112,0.004310344827586207,0.0021691973969631237,0.002554278416347382,0.002150537634408602
toonadalal istungid taiendaval,0.02014388489208633,0.022222222222222223,0.010057471264367816,0.006507592190889371,0.0210727969348659,0.005376344086021506
tootuid tootute tootu,0.0014388489208633094,0.0,0.0014367816091954023,0.006507592190889371,0.004469987228607918,0.016129032258064516
tootuna arvele ariuhingu,0.0,0.0,0.0,0.0021691973969631237,0.0,0.0
toovoimereformi toovoimega toovoimereform,0.0,0.0,0.0,0.0,0.001277139208173691,0.002150537634408602
treenerite spordi sport,0.0,0.0,0.0,0.0,0.005108556832694764,0.0032258064516129032
ts parvlaeva parvlaevad,0.004316546762589928,0.0,0.0,0.0,0.0006385696040868455,0.0
tsernoboli represseeritud oigusvastaselt,0.0014388489208633094,0.0,0.0,0.0,0.0,0.0
tulubaasi omavalitsustele omavalitsuste,0.0014388489208633094,0.011111111111111112,0.007183908045977011,0.010845986984815618,0.0038314176245210726,0.005376344086021506
tulubaasi tasandusfondi tulumaksuosa,0.0,0.0,0.007183908045977011,0.0021691973969631237,0.005108556832694764,0.0032258064516129032
tulumaksuvaba maksususteemi tulumaksu,0.0057553956834532375,0.011111111111111112,0.008620689655172414,0.0021691973969631237,0.015964240102171137,0.002150537634408602
ugri rahvaste polisrahvaste,0.0057553956834532375,0.0,0.0014367816091954023,0.0021691973969631237,0.001277139208173691,0.0
uhistranspordi uhistransport uhistransporti,0.0014388489208633094,0.0,0.004310344827586207,0.0,0.0019157088122605363,0.002150537634408602
ulejaagis struktuurses struktuurse,0.012949640287769784,0.0,0.03017241379310345,0.0021691973969631237,0.0421455938697318,0.0064516129032258064
ulikooliga kbfi instituudi,0.004316546762589928,0.0,0.0,0.0021691973969631237,0.0031928480204342275,0.002150537634408602
uliopilased uliopilastele uliopilaste,0.004316546762589928,0.0,0.0,0.0,0.0070242656449553,0.0032258064516129032
untso missioonide liikmesusest,0.007194244604316547,0.0,0.007183908045977011,0.0021691973969631237,0.001277139208173691,0.002150537634408602
utah jordaania energia,0.0,0.0,0.0,0.0021691973969631237,0.0006385696040868455,0.0
uuring uuringut uuringu,0.0028776978417266188,0.0,0.0014367816091954023,0.004338394793926247,0.004469987228607918,0.005376344086021506
vabatahtlike komandode paasteameti,0.0028776978417266188,0.0,0.0028735632183908046,0.0,0.0006385696040868455,0.005376344086021506
vaesuses suhtelises vaesuse,0.0014388489208633094,0.03333333333333333,0.0,0.0021691973969631237,0.0019157088122605363,0.007526881720430108
vagivalla naistevastase perevagivalla,0.0,0.0,0.0014367816091954023,0.0,0.0,0.002150537634408602
vagivallale vihakone ohutamine,0.01870503597122302,0.03333333333333333,0.01867816091954023,0.006507592190889371,0.007662835249042145,0.008602150537634409
vaikesaarte saarte pusiasustusega,0.0,0.0,0.0,0.0021691973969631237,0.001277139208173691,0.0
valdkonnad laekumisest fikseeritakse,0.0014388489208633094,0.0,0.0014367816091954023,0.0,0.0,0.001075268817204301
valijate erakonda valijaid,0.011510791366906475,0.0,0.005747126436781609,0.0021691973969631237,0.002554278416347382,0.005376344086021506
valimisea valimisiga valimisoiguse,0.0,0.0,0.004310344827586207,0.0,0.0,0.0
valimiskomisjon proteste valimiskasti,0.0014388489208633094,0.03333333333333333,0.0014367816091954023,0.0,0.002554278416347382,0.0
valimisliitude volikogusse volikokku,0.004316546762589928,0.08888888888888889,0.004310344827586207,0.0,0.0031928480204342275,0.002150537634408602
valismaale valjarande valjaranne,0.0014388489208633094,0.0,0.0,0.0021691973969631237,0.0031928480204342275,0.001075268817204301
