topic_words3,EKRE,Isamaa,difference
samba sammas sambasse,0.0057553956834532,0.0517241379310344,-798.7068965517285
eelarves riigieelarves reservist,0.0014388489208633,0.0445402298850574,-2995.5459770115094
alkoholi kange lahja,0.0028776978417266,0.0330459770114942,-1048.3477011494308
terviseandmed isikuandmeid terviseandmeid,0.0028776978417266,0.028735632183908,-898.5632183908094
kala kalurid kalurite,0.0014388489208633,0.0172413793103448,-1098.2758620689713
korterelamute kortermajade kredexi,0.0014388489208633,0.0158045977011494,-998.4195402298903
ulejaagis struktuurses struktuurse,0.0129496402877697,0.0301724137931034,-132.9980842911889
maantee neljarealiseks ppp,0.0014388489208633,0.0129310344827586,-798.7068965517285
annetused annetusi annetuste,0.0028776978417266,0.014367816091954,-399.2816091954047
kohanimenoukogu vonnu mulgi,0.0028776978417266,0.014367816091954,-399.2816091954047
elektri elektrit taastuvenergia,0.0071942446043165,0.0186781609195402,-159.62643678161047
pensioni pension sammas,0.0014388489208633,0.007183908045977,-399.2816091954047
tulubaasi omavalitsustele omavalitsuste,0.0014388489208633,0.007183908045977,-399.2816091954047
ametiuhingute tooandjate keskliit,0.0014388489208633,0.007183908045977,-399.2816091954047
pensionifondide pensionifondid fondid,0.0014388489208633,0.007183908045977,-399.2816091954047
lasteaia lasteaias lasteaiakoha,0.0014388489208633,0.007183908045977,-399.2816091954047
metsa metsade mets,0.0086330935251798,0.0172413793103448,-99.71264367816188
arengukavad arengukavade pohialuste,0.0100719424460431,0.0186781609195402,-85.44745484400748
opositsiooni koalitsioonil opositsioonil,0.0014388489208633,0.0057471264367816,-299.4252873563238
kasvavad tuleval kasv,0.0014388489208633,0.0057471264367816,-299.4252873563238
mes maale maaelu,0.0014388489208633,0.0057471264367816,-299.4252873563238
lisaeelarve lisaeelarves lisaeelarvega,0.0043165467625899,0.0100574712643678,-132.9980842911889
rahapesu terrorismi andmeburoo,0.0028776978417266,0.007183908045977,-149.64080459770236
poolte kokkuleppel huvitise,0.0028776978417266,0.007183908045977,-149.64080459770236
riigiabi komisjonilt loa,0.0014388489208633,0.0043103448275862,-199.56896551724284
uhistranspordi uhistransport uhistransporti,0.0014388489208633,0.0043103448275862,-199.56896551724284
pensionitous pensionitousu pension,0.0014388489208633,0.0043103448275862,-199.56896551724284
hoiu pangad pankade,0.0014388489208633,0.0043103448275862,-199.56896551724284
kaasne lisakulutusi riigieelarvele,0.0014388489208633,0.0043103448275862,-199.56896551724284
inimarengu aruanne aruandes,0.0014388489208633,0.0043103448275862,-199.56896551724284
miili baasvorgu lairiba,0.0014388489208633,0.0043103448275862,-199.56896551724284
jaatmeid liigiti prugi,0.0014388489208633,0.0043103448275862,-199.56896551724284
lapsetoetust lapsetoetus lapsetoetuse,0.0028776978417266,0.0057471264367816,-99.71264367816187
eelarvele kulude riigieelarvele,0.0028776978417266,0.0057471264367816,-99.71264367816187
noukogudesse ariuhingute noukogudes,0.0028776978417266,0.0057471264367816,-99.71264367816187
leping ratifitseerida lepinguga,0.0028776978417266,0.0057471264367816,-99.71264367816187
palgatousu opetajate palgatous,0.0043165467625899,0.007183908045977,-66.4272030651349
hanke hankija riigihangete,0.0043165467625899,0.007183908045977,-66.4272030651349
lipu laevu kaubalaeva,0.0043165467625899,0.007183908045977,-66.4272030651349
huvigruppe huvigruppide kaasatud,0.0043165467625899,0.007183908045977,-66.4272030651349
tulumaksuvaba maksususteemi tulumaksu,0.0057553956834532,0.0086206896551724,-49.784482758621415
kaitsekulud kaitsekulutused kaitsekulude,0.0014388489208633,0.0028735632183908,-99.71264367816187
teenuseid teenused teenust,0.0014388489208633,0.0028735632183908,-99.71264367816187
kandidaati kandidaat valituks,0.0014388489208633,0.0028735632183908,-99.71264367816187
katteallikas katteallikaid katteallikat,0.0014388489208633,0.0028735632183908,-99.71264367816187
kaibemaksu kaibemaks kaibemaksumaara,0.0014388489208633,0.0028735632183908,-99.71264367816187
viirust vaktsineeritud viiruse,0.0201438848920863,0.0244252873563218,-21.254105090311963
haale valimispaeval valimiste,0.0028776978417266,0.0043103448275862,-49.784482758621415
arengufond arengufondi arengufondis,0.0028776978417266,0.0043103448275862,-49.784482758621415
virumaale virumaa toostusalade,0.0028776978417266,0.0043103448275862,-49.784482758621415
maksuamet tolliamet tolliameti,0.0028776978417266,0.0043103448275862,-49.784482758621415
pollumeestele pollumehi pollumehed,0.0071942446043165,0.0086206896551724,-19.82758620689713
