topic_words3,Isamaa,Reformierakond,difference
prokuratuur prokuratuuri prokuror,0.0043103448275862,0.0070242656449553,-62.96296296296323
relva relvade relvaluba,0.0014367816091954,0.0031928480204342,-122.2222222222207
teede teehoiuks teedele,0.0014367816091954,0.0031928480204342,-122.2222222222207
slovakkia ungari portugal,0.0014367816091954,0.0031928480204342,-122.2222222222207
taanis saksamaal hollandis,0.0014367816091954,0.0031928480204342,-122.2222222222207
pensionifondide pensionifondid fondid,0.007183908045977,0.0095785440613026,-33.3333333333324
volakirjade keskpank volakirju,0.0028735632183908,0.0044699872286079,-55.55555555555518
kaitsekulud kaitsekulutused kaitsekulude,0.0028735632183908,0.0044699872286079,-55.55555555555518
riigipalgaliste riigisektoris koondada,0.0014367816091954,0.0025542784163473,-77.77777777777239
valimiskomisjon proteste valimiskasti,0.0014367816091954,0.0025542784163473,-77.77777777777239
arengufond arengufondi arengufondis,0.0043103448275862,0.0057471264367816,-33.33333333333333
virumaale virumaa toostusalade,0.0043103448275862,0.0057471264367816,-33.33333333333333
huvigruppe huvigruppide kaasatud,0.007183908045977,0.0089399744572158,-24.44444444444413
liitlaste ohutorje keskmaa,0.0028735632183908,0.003831417624521,-33.333333333331026
pohiseadusega riigikohus oiguskantsler,0.0057471264367816,0.0070242656449553,-22.222222222222427
metsa metsade mets,0.0172413793103448,0.0191570881226053,-11.11111111111092
palgatousu opetajate palgatous,0.007183908045977,0.0083014048531289,-15.55555555555446
valispoliitika valispoliitikas diplomaatia,0.0043103448275862,0.0051085568326947,-18.51851851851723
tervist tervis tervisega,0.0014367816091954,0.0019157088122605,-33.333333333331026
vallaga vald sauga,0.0014367816091954,0.0019157088122605,-33.333333333331026
pealinnast tallinnast viljandisse,0.0014367816091954,0.0019157088122605,-33.333333333331026
tapsustatakse ajakohastatakse nouete,0.0014367816091954,0.0019157088122605,-33.333333333331026
kusimusena tahtsa tahtsusega,0.0014367816091954,0.0019157088122605,-33.333333333331026
apteeke apteegid apteekide,0.0129310344827586,0.0140485312899106,-8.64197530864215
hoone rkas hoonet,0.0028735632183908,0.0031928480204342,-11.111111111110352
moisteid moiste moisted,0.0028735632183908,0.0031928480204342,-11.111111111110352
salvestisi salvestised salvestiste,0.007183908045977,0.0076628352490421,-6.666666666666202
pollumeestele pollumehi pollumehed,0.0086206896551724,0.0089399744572158,-3.703703703703446
pensionitous pensionitousu pension,0.0043103448275862,0.0044699872286079,-3.703703703703446
maksuamet tolliamet tolliameti,0.0043103448275862,0.0044699872286079,-3.703703703703446
inimarengu aruanne aruandes,0.0043103448275862,0.0044699872286079,-3.703703703703446
leping ratifitseerida lepinguga,0.0057471264367816,0.0057471264367816,0.0
abielu kooselu samasooliste,0.007183908045977,0.0070242656449553,2.2222222222220678
opositsioonis koalitsiooni opositsiooni,0.0158045977011494,0.0153256704980842,3.030303030303445
sularaha kommertspangad pangad,0.0014367816091954,0.0012771392081736,11.111111111117296
otsevalimise presidenti presidendi,0.0014367816091954,0.0012771392081736,11.111111111117296
varude varud varu,0.0014367816091954,0.0012771392081736,11.111111111117296
ugri rahvaste polisrahvaste,0.0014367816091954,0.0012771392081736,11.111111111117296
iive sundimus iibe,0.0014367816091954,0.0012771392081736,11.111111111117296
koolituse koolitus koolitusele,0.0014367816091954,0.0012771392081736,11.111111111117296
korterid kortereid korterit,0.0014367816091954,0.0012771392081736,11.111111111117296
kauguhendus avaksite ettekandjalt,0.0028735632183908,0.0025542784163473,11.111111111113809
maantee neljarealiseks ppp,0.0129310344827586,0.01213282247765,6.172839506173174
jaatmeid liigiti prugi,0.0043103448275862,0.003831417624521,11.111111111112653
tarbijakaitse amet ametile,0.0043103448275862,0.003831417624521,11.111111111112653
kaasne lisakulutusi riigieelarvele,0.0043103448275862,0.003831417624521,11.111111111112653
terviseandmed isikuandmeid terviseandmeid,0.028735632183908,0.0268199233716475,6.666666666666552
karistuse karistus tingimisi,0.0057471264367816,0.0044699872286079,22.222222222222413
lasteaia lasteaias lasteaiakoha,0.007183908045977,0.0057471264367816,20.000000000000007
pensioni pension sammas,0.007183908045977,0.0057471264367816,20.000000000000007
volitust kaasuses jarvik,0.0043103448275862,0.0031928480204342,25.925925925926435
valimisliitude volikogusse volikokku,0.0043103448275862,0.0031928480204342,25.925925925926435
loomi loomade loomad,0.0043103448275862,0.0031928480204342,25.925925925926435
elamisluba elamisloa viisa,0.0043103448275862,0.0031928480204342,25.925925925926435
kandidaati kandidaat valituks,0.0028735632183908,0.0019157088122605,33.33333333333449
kaitseliit kaitseliidule kaitseliidu,0.0028735632183908,0.0019157088122605,33.33333333333449
eripensioni valjateenitud staazi,0.0014367816091954,0.0006385696040868,55.55555555555864
riigipuha puhade tahtpaevade,0.0014367816091954,0.0006385696040868,55.55555555555864
kirik kiriku maarja,0.0014367816091954,0.0006385696040868,55.55555555555864
muuseum muuseumi muuseumide,0.0014367816091954,0.0006385696040868,55.55555555555864
teekasutustasu autode autod,0.0014367816091954,0.0006385696040868,55.55555555555864
hadaolukorda eriolukord eriolukorra,0.0316091954022988,0.0274584929757343,13.13131313131316
tulubaasi tasandusfondi tulumaksuosa,0.007183908045977,0.0051085568326947,28.888888888889664
opositsiooni koalitsioonil opositsioonil,0.0057471264367816,0.003831417624521,33.33333333333449
tooandja tooandjal tootaja,0.0043103448275862,0.0025542784163473,40.740740740742545
riigiabi komisjonilt loa,0.0043103448275862,0.0025542784163473,40.740740740742545
kodualuse maamaksu maamaksust,0.0043103448275862,0.0025542784163473,40.740740740742545
estonian air airi,0.0028735632183908,0.0012771392081736,55.55555555555864
oigusriik oigusriigi oigusriigist,0.0028735632183908,0.0012771392081736,55.55555555555864
kaibemaksu kaibemaks kaibemaksumaara,0.0028735632183908,0.0012771392081736,55.55555555555864
teenuseid teenused teenust,0.0028735632183908,0.0012771392081736,55.55555555555864
arengukavad arengukavade pohialuste,0.0186781609195402,0.0140485312899106,24.786324786324666
eelarvele kulude riigieelarvele,0.0057471264367816,0.0031928480204342,44.44444444444483
lisaeelarve lisaeelarves lisaeelarvega,0.0100574712643678,0.0063856960408684,36.50793650793695
miili baasvorgu lairiba,0.0043103448275862,0.0019157088122605,55.555555555556325
haale valimispaeval valimiste,0.0043103448275862,0.0019157088122605,55.555555555556325
uhistranspordi uhistransport uhistransporti,0.0043103448275862,0.0019157088122605,55.555555555556325
tulubaasi omavalitsustele omavalitsuste,0.007183908045977,0.003831417624521,46.666666666667595
ametiuhingute tooandjate keskliit,0.007183908045977,0.003831417624521,46.666666666667595
psuhhiaatri alaealine psuhhiaatrilist,0.0057471264367816,0.0025542784163473,55.5555555555569
noukogudesse ariuhingute noukogudes,0.0057471264367816,0.0025542784163473,55.5555555555569
valijate erakonda valijaid,0.0057471264367816,0.0025542784163473,55.5555555555569
salastatud valisteabe riigisaladuse,0.0028735632183908,0.0006385696040868,77.77777777777932
hooldekodus hoolduse hooldekodu,0.0028735632183908,0.0006385696040868,77.77777777777932
vabatahtlike komandode paasteameti,0.0028735632183908,0.0006385696040868,77.77777777777932
katteallikas katteallikaid katteallikat,0.0028735632183908,0.0006385696040868,77.77777777777932
kinnisasja maad maa,0.0028735632183908,0.0006385696040868,77.77777777777932
lng terminali gaasi,0.0028735632183908,0.0006385696040868,77.77777777777932
lipu laevu kaubalaeva,0.007183908045977,0.0031928480204342,55.555555555555856
borsile ipo enefit,0.007183908045977,0.0031928480204342,55.555555555555856
hanke hankija riigihangete,0.007183908045977,0.0031928480204342,55.555555555555856
joustumine joustuma joustada,0.014367816091954,0.0083014048531289,42.22222222222277
tooandja tervisesse maksuvabalt,0.0057471264367816,0.0019157088122605,66.66666666666724
kodakondsust kodakondsuse kodanikuks,0.0057471264367816,0.0019157088122605,66.66666666666724
konkurss konkursi konkurssi,0.0043103448275862,0.0006385696040868,85.18518518518621
hoiu pangad pankade,0.0043103448275862,0.0006385696040868,85.18518518518621
missiooni missioonile missioon,0.007183908045977,0.0019157088122605,73.33333333333381
lapsetoetust lapsetoetus lapsetoetuse,0.0057471264367816,0.0006385696040868,88.88888888888967
fie fuusilisest isikust,0.0100574712643678,0.0031928480204342,68.25396825396848
untso missioonide liikmesusest,0.007183908045977,0.0012771392081736,82.22222222222346
poolte kokkuleppel huvitise,0.007183908045977,0.0012771392081736,82.22222222222346
samba sammas sambasse,0.0517241379310344,0.0351213282247765,32.09876543209865
vagivallale vihakone ohutamine,0.0186781609195402,0.0076628352490421,58.974358974359156
vanemahuvitist vanemahuvitise vanemahuvitis,0.0100574712643678,0.0019157088122605,80.95238095238128
erimargistatud kutust kutuse,0.0100574712643678,0.0012771392081736,87.30158730158819
elektri elektrit taastuvenergia,0.0186781609195402,0.0070242656449553,62.393162393162335
korterelamute kortermajade kredexi,0.0158045977011494,0.0051085568326947,67.67676767676802
annetused annetusi annetuste,0.014367816091954,0.0006385696040868,95.55555555555586
kohanimenoukogu vonnu mulgi,0.014367816091954,0.0006385696040868,95.55555555555586
haiguspaevade haiguspaevi haiguspaeva,0.014367816091954,0.0025542784163473,82.22222222222277
eelarves riigieelarves reservist,0.0445402298850574,0.0229885057471264,48.38709677419356
kala kalurid kalurite,0.0172413793103448,0.0012771392081736,92.5925925925931
alkoholi kange lahja,0.0330459770114942,0.003831417624521,88.40579710144947
rahapesu terrorismi andmeburoo,0.007183908045977,0.0,100.0
kasvavad tuleval kasv,0.0057471264367816,0.0,100.0
mes maale maaelu,0.0057471264367816,0.0,100.0
valimisea valimisiga valimisoiguse,0.0043103448275862,0.0,100.0
id mobiil kaardi,0.0028735632183908,0.0,100.0
post posti omniva,0.0028735632183908,0.0,100.0
valitsemisalade katteallikaks riigieelarves,0.0028735632183908,0.0,100.0
ametipalkade riigiteenijate korgemate,0.0028735632183908,0.0,100.0
kulukuse krediidi kiirlaenude,0.0014367816091954,0.0,100.0
korrata stenogrammist vabandan,0.0014367816091954,0.0,100.0
vagivalla naistevastase perevagivalla,0.0014367816091954,0.0,100.0
huvihariduse huvitegevuse huviharidus,0.0014367816091954,0.0,100.0
humni humn laulda,0.0014367816091954,0.0,100.0
veb fondi uurimiskomisjon,0.0014367816091954,0.0,100.0
objekti anu raua,0.0014367816091954,0.0,100.0
kinnitamise paevakorra paevakord,0.0014367816091954,0.0,100.0
lae korgepalgaliste lagi,0.0014367816091954,0.0,100.0
koondaruande majandusaasta koondaruanne,0.0014367816091954,0.0,100.0
valdkonnad laekumisest fikseeritakse,0.0014367816091954,0.0,100.0
suuria euroopasse turgis,0.0014367816091954,0.0,100.0
riigiloivude riigiloivud riigiloivu,0.0014367816091954,0.0,100.0
deklaratsiooni deklaratsioone deklaratsioonis,0.0014367816091954,0.0,100.0
aardla pria pealtnagija,0.0014367816091954,0.0,100.0
kohtla jarve johvi,0.0,0.0,
kutsehariduse kutseharidus kutsehariduses,0.0,0.0,
koolilouna koolitoidu koolitoit,0.0,0.0,
magustatud suhkrut joogi,0.0,0.0,
seksuaalse vangistusega vaarkohtlemise,0.0,0.0,
kandideerima ametikohale kandidaatide,0.0,0.0,
talupidajate kaubanduskoja kaubanduskoda,0.0,0.0,
tootuna arvele ariuhingu,0.0,0.0,
raamatukogu pimedate raamatukogude,0.0,0.0,
est kavatsuste for,0.0,0.0,
haaletamissedel haaletamiskasti sedeli,0.0,0.0,
laari laar kandidatuuri,0.0,0.0,
liibanonis missioonil pikendamine,0.0,0.0,
domeenide domeeni interneti,0.0,0.0,
lipud lippude lipp,0.0,0.0,
piirivalve valvamise valvamine,0.0,0.0,
piirikontrolli schengeni valispiiri,0.0,0.0,
ooteala piiriuletuse piiripunkti,0.0,0.0,
muraste kase kompleksi,0.0,0.0,
memorandumi moistmise memorandum,0.0,0.0,
muugimaksu muugimaks paadimaksu,0.0,0.0,
planeeringu keskkonnamoju keskkonnamojude,0.0,0.0012771392081736,-inf
hambaravi hammaste hambad,0.0,0.0006385696040868,-inf
jahimehed jahimeeste jahti,0.0,0.0012771392081736,-inf
utah jordaania energia,0.0,0.0006385696040868,-inf
uliopilased uliopilastele uliopilaste,0.0,0.0070242656449553,-inf
vaesuses suhtelises vaesuse,0.0,0.0019157088122605,-inf
riigikontrolor karis riigikontrolori,0.0,0.0031928480204342,-inf
kantsler kantsleri riigisekretar,0.0,0.0006385696040868,-inf
riigimetsa majandamise noukokku,0.0,0.0012771392081736,-inf
kandidaadi kandidaati kandidaat,0.0,0.0031928480204342,-inf
ulikooliga kbfi instituudi,0.0,0.0031928480204342,-inf
kohtunike kohtususteem kohtuniku,0.0,0.0019157088122605,-inf
kohtutaiturite kohtutaitur kohtutaituri,0.0,0.0076628352490421,-inf
rongi rongide rongid,0.0,0.0012771392081736,-inf
kolledz kolledzi turi,0.0,0.0012771392081736,-inf
jalitustegevuse jalitustoimingu sideandmete,0.0,0.0012771392081736,-inf
reklaami reklaam alkoholireklaam,0.0,0.0019157088122605,-inf
tantsupeo laulu traditsiooni,0.0,0.0012771392081736,-inf
koosoleku elektrooniline koosolekut,0.0,0.0070242656449553,-inf
inflatsiooni inflatsioon hinnatous,0.0,0.0006385696040868,-inf
korruptsiooni korruptsioon korruptsiooniga,0.0,0.0019157088122605,-inf
idapiiri piiririba valjaehitamine,0.0,0.0012771392081736,-inf
vaikesaarte saarte pusiasustusega,0.0,0.0012771392081736,-inf
korteriuhistu korteriomanike korteriuhistute,0.0,0.0019157088122605,-inf
teenistuse teenistuses avalikus,0.0,0.0019157088122605,-inf
lahususe voimude lahusus,0.0,0.0025542784163473,-inf
sigade katku katk,0.0,0.0006385696040868,-inf
valismaale valjarande valjaranne,0.0,0.0031928480204342,-inf
hiv narkomaania epideemia,0.0,0.0012771392081736,-inf
hansson ardo panga,0.0,0.0006385696040868,-inf
skais arendused infosusteemide,0.0,0.0006385696040868,-inf
keeleoskust oskuse keeleoskuse,0.0,0.0019157088122605,-inf
rahvaalgatuse rahvaalgatus rahvahaaletus,0.0,0.0019157088122605,-inf
liiklussurmade liikluses hukkunute,0.0,0.0006385696040868,-inf
oiglase virumaale ulemineku,0.0,0.0044699872286079,-inf
nord stream streami,0.0,0.0006385696040868,-inf
muundatud geneetiliselt gmo,0.0,0.0006385696040868,-inf
president ilves presidendi,0.0,0.0006385696040868,-inf
elatisraha elatisabi elatise,0.0,0.0006385696040868,-inf
toovoimereformi toovoimega toovoimereform,0.0,0.0012771392081736,-inf
treenerite spordi sport,0.0,0.0051085568326947,-inf
energiaagentuur agentuuri agentuur,0.0,0.0012771392081736,-inf
maavalitsuste maavalitsused maakonna,0.0,0.0006385696040868,-inf
erso teatri kontserdi,0.0,0.0012771392081736,-inf
ts parvlaeva parvlaevad,0.0,0.0006385696040868,-inf
normitehnika mojude eeskiri,0.0,0.0031928480204342,-inf
piirilepingu piirileping piirilepingut,0.0,0.0006385696040868,-inf
danske filiaali rahapesu,0.0,0.003831417624521,-inf
puude raskusastme puuet,0.0,0.0006385696040868,-inf
oigusloome oigusloomes oiguspoliitika,0.0,0.0006385696040868,-inf
omandireformi tagastatud omandireform,0.0,0.0006385696040868,-inf
ootuse oigusparase oiguskindluse,0.0,0.0006385696040868,-inf
vee monopolide veeteenuse,0.0,0.0006385696040868,-inf
ammendumiseni kaheni pikendada,0.0,0.0012771392081736,-inf
oppelaenu sugava puudega,0.0,0.0006385696040868,-inf
pagulasi pagulased pagulaste,0.0,0.0006385696040868,-inf
palgalohe soolist meeste,0.0,0.003831417624521,-inf
pensioniiga pensioniea eluiga,0.0,0.0031928480204342,-inf
aituma infotundi jahimehed,0.0,0.0006385696040868,-inf
abipolitseinik abipolitseiniku abipolitseinike,0.0,0.0019157088122605,-inf
piima toorpiima toodangut,0.0,0.0057471264367816,-inf
aasia aasias saatkonna,0.0,0.0057471264367816,-inf
tsernoboli represseeritud oigusvastaselt,0.0,0.0,
