topic_words3,EKRE,Sotsiaaldemokraadid,difference
samba sammas sambasse,0.0057553956834532,0.0462365591397849,-703.3602150537679
hooldekodus hoolduse hooldekodu,0.0028776978417266,0.043010752688172,-1394.6236559139868
poolte kokkuleppel huvitise,0.0028776978417266,0.0236559139784946,-722.0430107526927
psuhhiaatri alaealine psuhhiaatrilist,0.014388489208633,0.0365591397849462,-154.08602150537774
palgatousu opetajate palgatous,0.0043165467625899,0.0204301075268817,-373.29749103942913
lasteaia lasteaias lasteaiakoha,0.0014388489208633,0.0172043010752688,-1095.6989247311894
tootuid tootute tootu,0.0014388489208633,0.0161290322580645,-1020.9677419354898
eelarves riigieelarves reservist,0.0014388489208633,0.0150537634408602,-946.2365591397906
viirust vaktsineeritud viiruse,0.0201438848920863,0.0397849462365591,-97.50384024577582
soita jalakaija konniteel,0.0100719424460431,0.0236559139784946,-134.86943164362646
annetus erjk annetuse,0.0028776978417266,0.0129032258064516,-348.38709677419604
lisaeelarve lisaeelarves lisaeelarvega,0.0043165467625899,0.0150537634408602,-248.74551971326358
pensionitous pensionitousu pension,0.0014388489208633,0.010752688172043,-647.3118279569933
elektri elektrit taastuvenergia,0.0071942446043165,0.0172043010752688,-139.13978494623785
vaesuses suhtelises vaesuse,0.0014388489208633,0.0075268817204301,-423.1182795698953
talupidajate kaubanduskoja kaubanduskoda,0.0014388489208633,0.0075268817204301,-423.1182795698953
rail trassi balticu,0.0028776978417266,0.0096774193548387,-236.29032258064697
eriarstide eriarstiabi eriarsti,0.0028776978417266,0.0096774193548387,-236.29032258064697
terviseandmed isikuandmeid terviseandmeid,0.0028776978417266,0.0096774193548387,-236.29032258064697
puude raskusastme puuet,0.0014388489208633,0.0064516129032258,-348.38709677419604
arengukavad arengukavade pohialuste,0.0100719424460431,0.0182795698924731,-81.4900153609841
tulubaasi omavalitsustele omavalitsuste,0.0014388489208633,0.0053763440860215,-273.65591397849664
mes maale maaelu,0.0014388489208633,0.0053763440860215,-273.65591397849664
kaibemaksu kaibemaks kaibemaksumaara,0.0014388489208633,0.0053763440860215,-273.65591397849664
korteriuhistu korteriomanike korteriuhistute,0.0028776978417266,0.0075268817204301,-161.55913978494766
riigipuha puhade tahtpaevade,0.0043165467625899,0.0086021505376344,-99.28315412186488
opositsiooni koalitsioonil opositsioonil,0.0014388489208633,0.0043010752688172,-198.92473118279733
inimarengu aruanne aruandes,0.0014388489208633,0.0043010752688172,-198.92473118279733
pensioni pension sammas,0.0014388489208633,0.0043010752688172,-198.92473118279733
metsa metsade mets,0.0086330935251798,0.0129032258064516,-49.46236559139867
lapsetoetust lapsetoetus lapsetoetuse,0.0028776978417266,0.0053763440860215,-86.82795698924832
uuring uuringut uuringu,0.0028776978417266,0.0053763440860215,-86.82795698924832
vabatahtlike komandode paasteameti,0.0028776978417266,0.0053763440860215,-86.82795698924832
jarviku jarvik maaeluministri,0.0071942446043165,0.010752688172043,-49.46236559139866
korterelamute kortermajade kredexi,0.0014388489208633,0.0032258064516129,-124.19354838709802
piima toorpiima toodangut,0.0014388489208633,0.0032258064516129,-124.19354838709802
oiglase virumaale ulemineku,0.0014388489208633,0.0032258064516129,-124.19354838709802
pealinnast tallinnast viljandisse,0.0014388489208633,0.0032258064516129,-124.19354838709802
huvigruppe huvigruppide kaasatud,0.0043165467625899,0.0064516129032258,-49.46236559139867
noukogudesse ariuhingute noukogudes,0.0028776978417266,0.0043010752688172,-49.462365591398665
riigipalgaliste riigisektoris koondada,0.0028776978417266,0.0043010752688172,-49.462365591398665
ajakirjandus ajakirjanduse ajakirjandust,0.0057553956834532,0.0075268817204301,-30.779569892473834
kandidaadi kandidaati kandidaat,0.0014388489208633,0.0021505376344086,-49.462365591398665
uhistranspordi uhistransport uhistransporti,0.0014388489208633,0.0021505376344086,-49.462365591398665
ametiuhingute tooandjate keskliit,0.0014388489208633,0.0021505376344086,-49.462365591398665
varude varud varu,0.0014388489208633,0.0021505376344086,-49.462365591398665
miili baasvorgu lairiba,0.0014388489208633,0.0021505376344086,-49.462365591398665
kaasne lisakulutusi riigieelarvele,0.0014388489208633,0.0021505376344086,-49.462365591398665
koosoleku elektrooniline koosolekut,0.0043165467625899,0.0053763440860215,-24.551971326165546
alkoholi kange lahja,0.0028776978417266,0.0032258064516129,-12.096774193549004
palgalohe soolist meeste,0.0028776978417266,0.0032258064516129,-12.096774193549004
riigireformi riigireformist riigireform,0.0028776978417266,0.0032258064516129,-12.096774193549004
korterid kortereid korterit,0.0028776978417266,0.0032258064516129,-12.096774193549004
efsf esm kreekale,0.0028776978417266,0.0032258064516129,-12.096774193549004
arengufond arengufondi arengufondis,0.0028776978417266,0.0032258064516129,-12.096774193549004
pollumeestele pollumehi pollumehed,0.0071942446043165,0.0075268817204301,-4.623655913979068
elamisluba elamisloa viisa,0.0043165467625899,0.0043010752688172,0.3584229390675574
valispoliitika valispoliitikas diplomaatia,0.0043165467625899,0.0043010752688172,0.3584229390675574
aituma infotundi jahimehed,0.0043165467625899,0.0043010752688172,0.3584229390675574
hanke hankija riigihangete,0.0043165467625899,0.0043010752688172,0.3584229390675574
ootuse oigusparase oiguskindluse,0.0014388489208633,0.0010752688172043,25.26881720430067
riigiabi komisjonilt loa,0.0014388489208633,0.0010752688172043,25.26881720430067
riigikontrolor karis riigikontrolori,0.0014388489208633,0.0010752688172043,25.26881720430067
valismaale valjarande valjaranne,0.0014388489208633,0.0010752688172043,25.26881720430067
hoiu pangad pankade,0.0014388489208633,0.0010752688172043,25.26881720430067
koolilouna koolitoidu koolitoit,0.0014388489208633,0.0010752688172043,25.26881720430067
kusimusena tahtsa tahtsusega,0.0014388489208633,0.0010752688172043,25.26881720430067
sigade katku katk,0.0014388489208633,0.0010752688172043,25.26881720430067
kohtla jarve johvi,0.0014388489208633,0.0010752688172043,25.26881720430067
maantee neljarealiseks ppp,0.0014388489208633,0.0010752688172043,25.26881720430067
valdkonnad laekumisest fikseeritakse,0.0014388489208633,0.0010752688172043,25.26881720430067
teenuseid teenused teenust,0.0014388489208633,0.0010752688172043,25.26881720430067
pensionifondide pensionifondid fondid,0.0014388489208633,0.0010752688172043,25.26881720430067
president ilves presidendi,0.0028776978417266,0.0021505376344086,25.26881720430067
virumaale virumaa toostusalade,0.0028776978417266,0.0021505376344086,25.26881720430067
leping ratifitseerida lepinguga,0.0028776978417266,0.0021505376344086,25.26881720430067
hoone rkas hoonet,0.0028776978417266,0.0021505376344086,25.26881720430067
kohtutaiturite kohtutaitur kohtutaituri,0.0028776978417266,0.0021505376344086,25.26881720430067
tapsustatakse ajakohastatakse nouete,0.0028776978417266,0.0021505376344086,25.26881720430067
kauguhendus avaksite ettekandjalt,0.0043165467625899,0.0032258064516129,25.268817204300664
uliopilased uliopilastele uliopilaste,0.0043165467625899,0.0032258064516129,25.268817204300664
joustumine joustuma joustada,0.014388489208633,0.0118279569892473,17.79569892473074
salvestisi salvestised salvestiste,0.0071942446043165,0.0053763440860215,25.26881720430067
tooandja tooandjal tootaja,0.0043165467625899,0.0021505376344086,50.17921146953378
taanis saksamaal hollandis,0.0043165467625899,0.0021505376344086,50.17921146953378
ulikooliga kbfi instituudi,0.0043165467625899,0.0021505376344086,50.17921146953378
louis freeh kremli,0.0043165467625899,0.0021505376344086,50.17921146953378
valimisliitude volikogusse volikokku,0.0043165467625899,0.0021505376344086,50.17921146953378
eelarvele kulude riigieelarvele,0.0028776978417266,0.0010752688172043,62.63440860215034
rahapesu terrorismi andmeburoo,0.0028776978417266,0.0010752688172043,62.63440860215034
maksuamet tolliamet tolliameti,0.0028776978417266,0.0010752688172043,62.63440860215034
pagulasi pagulased pagulaste,0.0028776978417266,0.0010752688172043,62.63440860215034
relva relvade relvaluba,0.0028776978417266,0.0010752688172043,62.63440860215034
haale valimispaeval valimiste,0.0028776978417266,0.0010752688172043,62.63440860215034
normitehnika mojude eeskiri,0.0028776978417266,0.0010752688172043,62.63440860215034
kohanimenoukogu vonnu mulgi,0.0028776978417266,0.0010752688172043,62.63440860215034
korruptsiooni korruptsioon korruptsiooniga,0.0028776978417266,0.0010752688172043,62.63440860215034
koolis kooli opilased,0.0230215827338129,0.0161290322580645,29.93951612903219
tulumaksuvaba maksususteemi tulumaksu,0.0057553956834532,0.0021505376344086,62.63440860215034
kinnisasja maad maa,0.0057553956834532,0.0021505376344086,62.63440860215034
otsevalimise presidenti presidendi,0.0043165467625899,0.0010752688172043,75.08960573476689
salastatud valisteabe riigisaladuse,0.0043165467625899,0.0010752688172043,75.08960573476689
