topic_words3,Isamaa ja Res Publica Liidu fraktsioon,Keskerakond,difference
uhistranspordi uhistransport uhistransporti,0.0045454545454545,0.0068415051311288,-50.513112884835095
iive sundimus iibe,0.0068181818181818,0.0091220068415051,-33.789433675408496
rahvuse rahvust rahvusriik,0.0022727272727272,0.0034207525655644,-50.51311288483841
leping ratifitseerida lepinguga,0.0022727272727272,0.0034207525655644,-50.51311288483841
hooldekodus hoolduse hooldekodu,0.0022727272727272,0.0034207525655644,-50.51311288483841
maavalitsuste maavalitsused maakonna,0.0022727272727272,0.0034207525655644,-50.51311288483841
treenerite spordi sport,0.0022727272727272,0.0034207525655644,-50.51311288483841
kodualuse maamaksu maamaksust,0.0022727272727272,0.0034207525655644,-50.51311288483841
kandidaadi kandidaati kandidaat,0.0022727272727272,0.0034207525655644,-50.51311288483841
kaasne lisakulutusi riigieelarvele,0.009090909090909,0.0091220068415051,-0.34207525655710264
pensionitous pensionitousu pension,0.0045454545454545,0.0045610034207525,-0.34207525655599585
metsa metsade mets,0.0022727272727272,0.0022805017103762,-0.34207525655600335
tapsustatakse ajakohastatakse nouete,0.0022727272727272,0.0022805017103762,-0.34207525655600335
pealinnast tallinnast viljandisse,0.0022727272727272,0.0022805017103762,-0.34207525655600335
objekti anu raua,0.0022727272727272,0.0022805017103762,-0.34207525655600335
erimargistatud kutust kutuse,0.0022727272727272,0.0022805017103762,-0.34207525655600335
tulubaasi omavalitsustele omavalitsuste,0.0181818181818181,0.0171037628278221,5.92930444697803
joustumine joustuma joustada,0.0068181818181818,0.0057012542759407,16.381603952869504
riigikontrolli auditi auditit,0.0068181818181818,0.0057012542759407,16.381603952869504
matusetoetust matusetoetus matusetoetuse,0.0204545454545454,0.0182440136830102,10.807044216394333
teadus teaduse arendustegevuse,0.0045454545454545,0.0034207525655644,24.743443557582452
missiooni missioonile missioon,0.0045454545454545,0.0034207525655644,24.743443557582452
vallaga vald sauga,0.0159090909090909,0.0136830102622576,13.992506922952183
alkoholi kange lahja,0.0159090909090909,0.0136830102622576,13.992506922952183
eelarves riigieelarves reservist,0.0272727272727272,0.0239452679589509,12.200684150513126
vanemahuvitist vanemahuvitise vanemahuvitis,0.0113636363636363,0.0091220068415051,19.726339794754665
eriarstide eriarstiabi eriarsti,0.0431818181818181,0.0387685290763968,10.220248454659867
huvigruppe huvigruppide kaasatud,0.0181818181818181,0.0148232611174458,18.472063854047736
deklaratsiooni deklaratsioone deklaratsioonis,0.0022727272727272,0.0011402508551881,49.828962371722
riigiloivude riigiloivud riigiloivu,0.0022727272727272,0.0011402508551881,49.828962371722
tarbijakaitse amet ametile,0.0022727272727272,0.0011402508551881,49.828962371722
hadaolukorda eriolukord eriolukorra,0.0022727272727272,0.0011402508551881,49.828962371722
pensioniiga pensioniea eluiga,0.0022727272727272,0.0011402508551881,49.828962371722
valijate erakonda valijaid,0.0022727272727272,0.0011402508551881,49.828962371722
abipolitseinik abipolitseiniku abipolitseinike,0.0022727272727272,0.0011402508551881,49.828962371722
louis freeh kremli,0.0022727272727272,0.0011402508551881,49.828962371722
valimiskomisjon proteste valimiskasti,0.0022727272727272,0.0011402508551881,49.828962371722
muraste kase kompleksi,0.0022727272727272,0.0011402508551881,49.828962371722
etv saateid pbk,0.0022727272727272,0.0011402508551881,49.828962371722
noukogudesse ariuhingute noukogudes,0.0068181818181818,0.0045610034207525,33.10528316229649
palgalohe soolist meeste,0.0068181818181818,0.0045610034207525,33.10528316229649
muuseum muuseumi muuseumide,0.0068181818181818,0.0045610034207525,33.10528316229649
terviseandmed isikuandmeid terviseandmeid,0.0045454545454545,0.0022805017103762,49.8289623717231
maantee neljarealiseks ppp,0.0045454545454545,0.0022805017103762,49.8289623717231
riigiabi komisjonilt loa,0.0045454545454545,0.0022805017103762,49.8289623717231
kala kalurid kalurite,0.0045454545454545,0.0022805017103762,49.8289623717231
untso missioonide liikmesusest,0.0045454545454545,0.0022805017103762,49.8289623717231
hanke hankija riigihangete,0.0045454545454545,0.0022805017103762,49.8289623717231
virumaale virumaa toostusalade,0.0045454545454545,0.0022805017103762,49.8289623717231
opositsiooni koalitsioonil opositsioonil,0.0045454545454545,0.0022805017103762,49.8289623717231
psuhhiaatri alaealine psuhhiaatrilist,0.0068181818181818,0.0034207525655644,49.828962371722
arengufond arengufondi arengufondis,0.0068181818181818,0.0034207525655644,49.828962371722
moisteid moiste moisted,0.0068181818181818,0.0034207525655644,49.828962371722
salvestisi salvestised salvestiste,0.0068181818181818,0.0034207525655644,49.828962371722
jahimehed jahimeeste jahti,0.0113636363636363,0.0068415051311288,39.79475484606622
tootuid tootute tootu,0.009090909090909,0.0045610034207525,49.828962371722
aasia aasias saatkonna,0.009090909090909,0.0045610034207525,49.828962371722
korterelamute kortermajade kredexi,0.0045454545454545,0.0011402508551881,74.91448118586156
teekasutustasu autode autod,0.0045454545454545,0.0011402508551881,74.91448118586156
lng terminali gaasi,0.0045454545454545,0.0011402508551881,74.91448118586156
riigipalgaliste riigisektoris koondada,0.0045454545454545,0.0011402508551881,74.91448118586156
uliopilased uliopilastele uliopilaste,0.0045454545454545,0.0011402508551881,74.91448118586156
apteeke apteegid apteekide,0.0159090909090909,0.0091220068415051,42.66167128196791
volakirjade keskpank volakirju,0.0068181818181818,0.0022805017103762,66.55264158114899
valispoliitika valispoliitikas diplomaatia,0.0068181818181818,0.0022805017103762,66.55264158114899
opositsioonis koalitsiooni opositsiooni,0.009090909090909,0.0034207525655644,62.371721778791226
ootuse oigusparase oiguskindluse,0.009090909090909,0.0034207525655644,62.371721778791226
arengukavad arengukavade pohialuste,0.009090909090909,0.0034207525655644,62.371721778791226
ulejaagis struktuurses struktuurse,0.0204545454545454,0.0114025085518814,44.254402635246336
teenistuse teenistuses avalikus,0.0068181818181818,0.0011402508551881,83.27632079057449
kasvavad tuleval kasv,0.009090909090909,0.0022805017103762,74.91448118586156
kinnisasja maad maa,0.025,0.0102622576966932,58.9509692132272
vaikesaarte saarte pusiasustusega,0.0136363636363636,0.0011402508551881,91.63816039528724
maksuamet tolliamet tolliameti,0.0272727272727272,0.0102622576966932,62.3717217787915
pollumeestele pollumehi pollumehed,0.0159090909090909,0.0011402508551881,92.83270891024623
majandusaasta koondaruanne raamatupidamise,0.0159090909090909,0.0022805017103762,85.66541782049245
tulumaksuvaba maksususteemi tulumaksu,0.0454545454545454,0.0216647662485746,52.33751425313582
katteallikas katteallikaid katteallikat,0.025,0.0034207525655644,86.3169897377424
laari laar kandidatuuri,0.025,0.0034207525655644,86.3169897377424
elektri elektrit taastuvenergia,0.0454545454545454,0.0171037628278221,62.37172177879133
lapsetoetust lapsetoetus lapsetoetuse,0.0704545454545454,0.0182440136830102,74.10527090153388
valitsemisalade katteallikaks riigieelarves,0.0113636363636363,0.0,100.0
pensionifondide pensionifondid fondid,0.0068181818181818,0.0,100.0
riigimetsa majandamise noukokku,0.0045454545454545,0.0,100.0
oigusloome oigusloomes oiguspoliitika,0.0045454545454545,0.0,100.0
valdkonnad laekumisest fikseeritakse,0.0045454545454545,0.0,100.0
lipu laevu kaubalaeva,0.0022727272727272,0.0,100.0
oppelaenu sugava puudega,0.0022727272727272,0.0,100.0
aituma infotundi jahimehed,0.0022727272727272,0.0,100.0
miili baasvorgu lairiba,0.0022727272727272,0.0,100.0
eripensioni valjateenitud staazi,0.0022727272727272,0.0,100.0
kusimusena tahtsa tahtsusega,0.0022727272727272,0.0,100.0
kusija vastaja vastasin,0.0022727272727272,0.0,100.0
borsile ipo enefit,0.0022727272727272,0.0,100.0
hansson ardo panga,0.0022727272727272,0.0,100.0
sigade katku katk,0.0022727272727272,0.0,100.0
kauguhendus avaksite ettekandjalt,0.0022727272727272,0.0,100.0
vabatahtlike komandode paasteameti,0.0022727272727272,0.0,100.0
tooandja tervisesse maksuvabalt,0.0022727272727272,0.0,100.0
nord stream streami,0.0022727272727272,0.0,100.0
lahususe voimude lahusus,0.0022727272727272,0.0,100.0
loomi loomade loomad,0.0022727272727272,0.0,100.0
koneleja konsensuslikud repliigi,0.0022727272727272,0.0,100.0
volitust kaasuses jarvik,0.0022727272727272,0.0,100.0
annetus erjk annetuse,0.0022727272727272,0.0,100.0
vagivalla naistevastase perevagivalla,0.0022727272727272,0.0,100.0
lisaeelarve lisaeelarves lisaeelarvega,0.0022727272727272,0.0,100.0
ugri rahvaste polisrahvaste,0.0,0.0,
raamatukogu pimedate raamatukogude,0.0,0.0,
president ilves presidendi,0.0,0.0,
salastatud valisteabe riigisaladuse,0.0,0.0,
samba sammas sambasse,0.0,0.0,
teenuseid teenused teenust,0.0,0.0,
seksuaalse vangistusega vaarkohtlemise,0.0,0.0,
talupidajate kaubanduskoja kaubanduskoda,0.0,0.0,
tantsupeo laulu traditsiooni,0.0,0.0,
muugimaksu muugimaks paadimaksu,0.0,0.0,
utah jordaania energia,0.0,0.0,
planeeringu keskkonnamoju keskkonnamojude,0.0,0.0,
fie fuusilisest isikust,0.0,0.0,
magustatud suhkrut joogi,0.0,0.0,
keskkonnaameti uhendamine uhendamise,0.0,0.0,
kandidaati kandidaat valituks,0.0,0.0,
kaitseliit kaitseliidule kaitseliidu,0.0,0.0,
hoiu pangad pankade,0.0,0.0,
hiv narkomaania epideemia,0.0,0.0,
haiguspaevade haiguspaevi haiguspaeva,0.0,0.0,
toovoimereformi toovoimega toovoimereform,0.0,0.0,
annetused annetusi annetuste,0.0,0.0,
ametipalkade riigiteenijate korgemate,0.0,0.0,
tooandja tooandjal tootaja,0.0,0.0,
ts parvlaeva parvlaevad,0.0,0.0,
tootuli lepitaja ametiuhingute,0.0,0.0,
aardla pria pealtnagija,0.0,0.0011402508551881,-inf
ooteala piiriuletuse piiripunkti,0.0,0.0022805017103762,-inf
kodakondsust kodakondsuse kodanikuks,0.0,0.0011402508551881,-inf
teatri teater rahvusooper,0.0,0.0011402508551881,-inf
uuring uuringut uuringu,0.0,0.0022805017103762,-inf
valimisea valimisiga valimisoiguse,0.0,0.0022805017103762,-inf
varude varud varu,0.0,0.0022805017103762,-inf
veb fondi uurimiskomisjon,0.0,0.0011402508551881,-inf
vee monopolide veeteenuse,0.0,0.0034207525655644,-inf
viirust vaktsineeritud viiruse,0.0,0.0022805017103762,-inf
piirikontrolli schengeni valispiiri,0.0,0.0011402508551881,-inf
piima toorpiima toodangut,0.0,0.0011402508551881,-inf
pensioni pension sammas,0.0,0.0022805017103762,-inf
korterid kortereid korterit,0.0,0.0045610034207525,-inf
kantsler kantsleri riigisekretar,0.0,0.0011402508551881,-inf
keeleoskust oskuse keeleoskuse,0.0,0.0011402508551881,-inf
kirik kiriku maarja,0.0,0.0011402508551881,-inf
kohtunike kohtususteem kohtuniku,0.0,0.0022805017103762,-inf
sularaha kommertspangad pangad,0.0,0.0022805017103762,-inf
kohtutaiturite kohtutaitur kohtutaituri,0.0,0.0022805017103762,-inf
konkurss konkursi konkurssi,0.0,0.0045610034207525,-inf
koolituse koolitus koolitusele,0.0,0.0011402508551881,-inf
korruptsiooni korruptsioon korruptsiooniga,0.0,0.0011402508551881,-inf
korteriuhistu korteriomanike korteriuhistute,0.0,0.0045610034207525,-inf
pagulasi pagulased pagulaste,0.0,0.0022805017103762,-inf
krimmi agressiooni ukraina,0.0,0.0022805017103762,-inf
lae korgepalgaliste lagi,0.0,0.0022805017103762,-inf
liitlaste ohutorje keskmaa,0.0,0.0011402508551881,-inf
lipud lippude lipp,0.0,0.0011402508551881,-inf
mes maale maaelu,0.0,0.0011402508551881,-inf
normitehnika mojude eeskiri,0.0,0.0045610034207525,-inf
oigusriik oigusriigi oigusriigist,0.0,0.0011402508551881,-inf
omandireformi tagastatud omandireform,0.0,0.0022805017103762,-inf
suuria euroopasse turgis,0.0,0.0011402508551881,-inf
slovakkia ungari portugal,0.0,0.0079817559863169,-inf
id mobiil kaardi,0.0,0.0011402508551881,-inf
inflatsiooni inflatsioon hinnatous,0.0,0.0011402508551881,-inf
ajakirjandus ajakirjanduse ajakirjandust,0.0,0.0022805017103762,-inf
abielu kooselu samasooliste,0.0,0.0022805017103762,-inf
haale valimispaeval valimiste,0.0,0.0171037628278221,-inf
estonian air airi,0.0,0.0125427594070695,-inf
jarviku jarvik maaeluministri,0.0,0.0045610034207525,-inf
jalitustegevuse jalitustoimingu sideandmete,0.0,0.0022805017103762,-inf
haalte kandidaatidele haaletamisest,0.0,0.0011402508551881,-inf
ene ergma aplaus,0.0,0.0011402508551881,-inf
ametiuhingute tooandjate keskliit,0.0,0.0022805017103762,-inf
elatisraha elatisabi elatise,0.0,0.0011402508551881,-inf
huvihariduse huvitegevuse huviharidus,0.0,0.0045610034207525,-inf
jaatmeid liigiti prugi,0.0,0.0022805017103762,-inf
inimarengu aruanne aruandes,0.0,0.0045610034207525,-inf
hambaravi hammaste hambad,0.0,0.0045610034207525,-inf
danske filiaali rahapesu,0.0,0.0011402508551881,-inf
skais arendused infosusteemide,0.0,0.0011402508551881,-inf
haaletamissedel haaletamiskasti sedeli,0.0,0.0011402508551881,-inf
memorandumi moistmise memorandum,0.0,0.0034207525655644,-inf
kaitsekulud kaitsekulutused kaitsekulude,0.0,0.0011402508551881,-inf
kandideerima ametikohale kandidaatide,0.0,0.0011402508551881,-inf
piirilepingu piirileping piirilepingut,0.0,0.0022805017103762,-inf
piirivalve valvamise valvamine,0.0,0.0022805017103762,-inf
poolte kokkuleppel huvitise,0.0,0.0011402508551881,-inf
post posti omniva,0.0,0.0011402508551881,-inf
rahvahaaletuse rahvahaaletus rahvahaaletusel,0.0,0.0034207525655644,-inf
rail trassi balticu,0.0,0.0034207525655644,-inf
relva relvade relvaluba,0.0,0.0022805017103762,-inf
riigikontrolor karis riigikontrolori,0.0,0.0022805017103762,-inf
riigireformi riigireformist riigireform,0.0,0.0034207525655644,-inf
rongi rongide rongid,0.0,0.0022805017103762,-inf
vagivallale vihakone ohutamine,0.0,0.0,
