topic_words3,Isamaa ja Res Publica Liidu fraktsioon,Sotsiaaldemokraadid,difference
jahimehed jahimeeste jahti,0.0113636363636363,0.0362438220757825,-218.9456342668878
koolis kooli opilased,0.0045454545454545,0.0247116968698517,-443.6573311367428
maavalitsuste maavalitsused maakonna,0.0022727272727272,0.0181219110378912,-697.3640856672383
kulukuse krediidi kiirlaenude,0.0022727272727272,0.0181219110378912,-697.3640856672383
riigiloivude riigiloivud riigiloivu,0.0022727272727272,0.014827018121911,-552.3887973641048
taanis saksamaal hollandis,0.0022727272727272,0.0115321252059308,-407.41350906097136
eelarvele kulude riigieelarvele,0.0022727272727272,0.0098846787479406,-334.9258649094002
teadus teaduse arendustegevuse,0.0045454545454545,0.0131795716639209,-189.9505766062627
toonadalal istungid taiendaval,0.0045454545454545,0.0131795716639209,-189.9505766062627
noukogudesse ariuhingute noukogudes,0.0068181818181818,0.0164744645799011,-141.62548050521679
lipu laevu kaubalaeva,0.0022727272727272,0.0082372322899505,-262.43822075783356
kodualuse maamaksu maamaksust,0.0022727272727272,0.0082372322899505,-262.43822075783356
otsevalimise presidenti presidendi,0.0022727272727272,0.0082372322899505,-262.43822075783356
rahvaalgatuse rahvaalgatus rahvahaaletus,0.0022727272727272,0.0082372322899505,-262.43822075783356
palgalohe soolist meeste,0.0068181818181818,0.014827018121911,-117.46293245469526
valimisliitude volikogusse volikokku,0.009090909090909,0.0164744645799011,-81.21911037891391
arengukavad arengukavade pohialuste,0.009090909090909,0.0164744645799011,-81.21911037891391
pohiseadusega riigikohus oiguskantsler,0.0068181818181818,0.0131795716639209,-93.30038440417373
teede teehoiuks teedele,0.0068181818181818,0.0131795716639209,-93.30038440417373
vabatahtlike komandode paasteameti,0.0022727272727272,0.0065897858319604,-189.95057660626685
kandidaadi kandidaati kandidaat,0.0022727272727272,0.0065897858319604,-189.95057660626685
valijate erakonda valijaid,0.0022727272727272,0.0065897858319604,-189.95057660626685
liiklussurmade liikluses hukkunute,0.0022727272727272,0.0065897858319604,-189.95057660626685
arengufond arengufondi arengufondis,0.0068181818181818,0.0115321252059308,-69.13783635365218
kutsehariduse kutseharidus kutsehariduses,0.0045454545454545,0.0082372322899505,-81.2191103789128
opositsiooni koalitsioonil opositsioonil,0.0045454545454545,0.0082372322899505,-81.2191103789128
joustumine joustuma joustada,0.0068181818181818,0.0098846787479406,-44.97528830312918
salvestisi salvestised salvestiste,0.0068181818181818,0.0098846787479406,-44.97528830312918
pollumeestele pollumehi pollumehed,0.0159090909090909,0.0197693574958813,-24.264532831253945
korterelamute kortermajade kredexi,0.0045454545454545,0.0065897858319604,-44.97528830313024
karistuse karistus tingimisi,0.0045454545454545,0.0065897858319604,-44.97528830313024
virumaale virumaa toostusalade,0.0045454545454545,0.0065897858319604,-44.97528830313024
borsile ipo enefit,0.0022727272727272,0.0032948929159802,-44.97528830313342
annetus erjk annetuse,0.0022727272727272,0.0032948929159802,-44.97528830313342
sigade katku katk,0.0022727272727272,0.0032948929159802,-44.97528830313342
lahususe voimude lahusus,0.0022727272727272,0.0032948929159802,-44.97528830313342
valismaale valjarande valjaranne,0.0022727272727272,0.0032948929159802,-44.97528830313342
soita jalakaija konniteel,0.0022727272727272,0.0032948929159802,-44.97528830313342
vaesuses suhtelises vaesuse,0.0022727272727272,0.0032948929159802,-44.97528830313342
hoone rkas hoonet,0.0022727272727272,0.0032948929159802,-44.97528830313342
majandusaasta koondaruanne raamatupidamise,0.0159090909090909,0.0181219110378912,-13.909155095316187
iive sundimus iibe,0.0068181818181818,0.0082372322899505,-20.81274025260766
palgatousu opetajate palgatous,0.0068181818181818,0.0082372322899505,-20.81274025260766
tulubaasi omavalitsustele omavalitsuste,0.0181818181818181,0.0197693574958813,-8.731466227347626
uhistranspordi uhistransport uhistransporti,0.0045454545454545,0.0049423393739703,-8.731466227347676
uliopilased uliopilastele uliopilaste,0.0045454545454545,0.0049423393739703,-8.731466227347676
missiooni missioonile missioon,0.0045454545454545,0.0049423393739703,-8.731466227347676
oigusloome oigusloomes oiguspoliitika,0.0045454545454545,0.0049423393739703,-8.731466227347676
riigiabi komisjonilt loa,0.0045454545454545,0.0049423393739703,-8.731466227347676
kaibemaksu kaibemaks kaibemaksumaara,0.0045454545454545,0.0049423393739703,-8.731466227347676
