topic_words3,Fraktsioonitud,Sotsiaaldemokraadid,difference
majandusaasta koondaruanne raamatupidamise,0.0033444816053511,0.0181219110378912,-441.8451400329584
maavalitsuste maavalitsused maakonna,0.0033444816053511,0.0181219110378912,-441.8451400329584
teede teehoiuks teedele,0.0033444816053511,0.0131795716639209,-294.06919275124324
teadus teaduse arendustegevuse,0.0033444816053511,0.0131795716639209,-294.06919275124324
tulumaksuvaba maksususteemi tulumaksu,0.0100334448160535,0.0230642504118616,-129.8736957715542
vanemahuvitist vanemahuvitise vanemahuvitis,0.0033444816053511,0.0115321252059308,-244.81054365733814
huvigruppe huvigruppide kaasatud,0.0066889632107023,0.0164744645799011,-146.29324546952296
lapsetoetust lapsetoetus lapsetoetuse,0.0234113712374581,0.0378912685337726,-61.84984702282934
tulubaasi omavalitsustele omavalitsuste,0.0100334448160535,0.0197693574958813,-97.03459637561718
vaikesaarte saarte pusiasustusega,0.0033444816053511,0.0098846787479406,-195.55189456343015
eelarvele kulude riigieelarvele,0.0033444816053511,0.0098846787479406,-195.55189456343015
pohiseadusega riigikohus oiguskantsler,0.0066889632107023,0.0131795716639209,-97.03459637561866
iive sundimus iibe,0.0033444816053511,0.0082372322899505,-146.29324546952515
otsevalimise presidenti presidendi,0.0033444816053511,0.0082372322899505,-146.29324546952515
konkurss konkursi konkurssi,0.0033444816053511,0.0082372322899505,-146.29324546952515
lipu laevu kaubalaeva,0.0033444816053511,0.0082372322899505,-146.29324546952515
kodualuse maamaksu maamaksust,0.0033444816053511,0.0082372322899505,-146.29324546952515
jahimehed jahimeeste jahti,0.0267558528428093,0.0362438220757825,-35.46128500823741
vallaga vald sauga,0.0066889632107023,0.0115321252059308,-72.4052718286665
jarviku jarvik maaeluministri,0.0033444816053511,0.0065897858319604,-97.03459637562013
kodakondsust kodakondsuse kodanikuks,0.0033444816053511,0.0065897858319604,-97.03459637562013
karistuse karistus tingimisi,0.0033444816053511,0.0065897858319604,-97.03459637562013
liiklussurmade liikluses hukkunute,0.0033444816053511,0.0065897858319604,-97.03459637562013
normitehnika mojude eeskiri,0.0033444816053511,0.0065897858319604,-97.03459637562013
virumaale virumaa toostusalade,0.0033444816053511,0.0065897858319604,-97.03459637562013
rail trassi balticu,0.0033444816053511,0.0049423393739703,-47.775947281715084
valispoliitika valispoliitikas diplomaatia,0.0033444816053511,0.0049423393739703,-47.775947281715084
tooandja tooandjal tootaja,0.0033444816053511,0.0049423393739703,-47.775947281715084
tootuid tootute tootu,0.0033444816053511,0.0049423393739703,-47.775947281715084
uhistranspordi uhistransport uhistransporti,0.0033444816053511,0.0049423393739703,-47.775947281715084
ulejaagis struktuurses struktuurse,0.0066889632107023,0.0082372322899505,-23.146622734760726
palgatousu opetajate palgatous,0.0066889632107023,0.0082372322899505,-23.146622734760726
tulubaasi tasandusfondi tulumaksuosa,0.0066889632107023,0.0082372322899505,-23.146622734760726
eriarstide eriarstiabi eriarsti,0.0100334448160535,0.0115321252059308,-14.936847885777102
muuseum muuseumi muuseumide,0.0033444816053511,0.0032948929159802,1.4827018121899391
annetus erjk annetuse,0.0033444816053511,0.0032948929159802,1.4827018121899391
vagivallale vihakone ohutamine,0.0033444816053511,0.0032948929159802,1.4827018121899391
borsile ipo enefit,0.0033444816053511,0.0032948929159802,1.4827018121899391
hoone rkas hoonet,0.0033444816053511,0.0032948929159802,1.4827018121899391
