topic_words3,Fraktsioonitud,Isamaa ja Res Publica Liidu fraktsioon,difference
lapsetoetust lapsetoetus lapsetoetuse,0.0234113712374581,0.0704545454545454,-200.94155844155944
tulumaksuvaba maksususteemi tulumaksu,0.0100334448160535,0.0454545454545454,-353.030303030303
eriarstide eriarstiabi eriarsti,0.0100334448160535,0.0431818181818181,-330.37878787878753
laari laar kandidatuuri,0.0033444816053511,0.025,-647.5000000000159
majandusaasta koondaruanne raamatupidamise,0.0033444816053511,0.0159090909090909,-375.681818181828
ulejaagis struktuurses struktuurse,0.0066889632107023,0.0204545454545454,-205.79545454545558
katteallikas katteallikaid katteallikat,0.0100334448160535,0.025,-149.16666666666697
vaikesaarte saarte pusiasustusega,0.0033444816053511,0.0136363636363636,-307.72727272728025
huvigruppe huvigruppide kaasatud,0.0066889632107023,0.0181818181818181,-171.81818181818227
vanemahuvitist vanemahuvitise vanemahuvitis,0.0033444816053511,0.0113636363636363,-239.77272727273254
alkoholi kange lahja,0.0066889632107023,0.0159090909090909,-137.84090909091043
vallaga vald sauga,0.0066889632107023,0.0159090909090909,-137.84090909091043
eelarves riigieelarves reservist,0.0167224080267558,0.0272727272727272,-63.090909090909165
kaasne lisakulutusi riigieelarvele,0.0033444816053511,0.009090909090909,-171.81818181818485
ootuse oigusparase oiguskindluse,0.0033444816053511,0.009090909090909,-171.81818181818485
tootuid tootute tootu,0.0033444816053511,0.009090909090909,-171.81818181818485
tulubaasi omavalitsustele omavalitsuste,0.0100334448160535,0.0181818181818181,-81.21212121212062
kinnisasja maad maa,0.0167224080267558,0.025,-49.50000000000048
teede teehoiuks teedele,0.0033444816053511,0.0068181818181818,-103.86363636364013
koolilouna koolitoidu koolitoit,0.0033444816053511,0.0068181818181818,-103.86363636364013
muuseum muuseumi muuseumide,0.0033444816053511,0.0068181818181818,-103.86363636364013
valispoliitika valispoliitikas diplomaatia,0.0033444816053511,0.0068181818181818,-103.86363636364013
psuhhiaatri alaealine psuhhiaatrilist,0.0033444816053511,0.0068181818181818,-103.86363636364013
iive sundimus iibe,0.0033444816053511,0.0068181818181818,-103.86363636364013
aasia aasias saatkonna,0.0066889632107023,0.009090909090909,-35.90909090909039
tulubaasi tasandusfondi tulumaksuosa,0.0066889632107023,0.009090909090909,-35.90909090909039
maksuamet tolliamet tolliameti,0.0234113712374581,0.0272727272727272,-16.49350649350665
virumaale virumaa toostusalade,0.0033444816053511,0.0045454545454545,-35.90909090909243
teadus teaduse arendustegevuse,0.0033444816053511,0.0045454545454545,-35.90909090909243
uhistranspordi uhistransport uhistransporti,0.0033444816053511,0.0045454545454545,-35.90909090909243
karistuse karistus tingimisi,0.0033444816053511,0.0045454545454545,-35.90909090909243
palgatousu opetajate palgatous,0.0066889632107023,0.0068181818181818,-1.9318181818185276
pohiseadusega riigikohus oiguskantsler,0.0066889632107023,0.0068181818181818,-1.9318181818185276
opositsioonis koalitsiooni opositsiooni,0.0100334448160535,0.009090909090909,9.39393939394019
pensioniiga pensioniea eluiga,0.0033444816053511,0.0022727272727272,32.04545454545528
kusimusena tahtsa tahtsusega,0.0033444816053511,0.0022727272727272,32.04545454545528
borsile ipo enefit,0.0033444816053511,0.0022727272727272,32.04545454545528
eelarvele kulude riigieelarvele,0.0033444816053511,0.0022727272727272,32.04545454545528
otsevalimise presidenti presidendi,0.0033444816053511,0.0022727272727272,32.04545454545528
liiklussurmade liikluses hukkunute,0.0033444816053511,0.0022727272727272,32.04545454545528
lipu laevu kaubalaeva,0.0033444816053511,0.0022727272727272,32.04545454545528
etv saateid pbk,0.0033444816053511,0.0022727272727272,32.04545454545528
erimargistatud kutust kutuse,0.0033444816053511,0.0022727272727272,32.04545454545528
kohtla jarve johvi,0.0033444816053511,0.0022727272727272,32.04545454545528
direktiivi direktiiv ulevotmise,0.0033444816053511,0.0022727272727272,32.04545454545528
leping ratifitseerida lepinguga,0.0033444816053511,0.0022727272727272,32.04545454545528
kauguhendus avaksite ettekandjalt,0.0033444816053511,0.0022727272727272,32.04545454545528
loomi loomade loomad,0.0033444816053511,0.0022727272727272,32.04545454545528
maavalitsuste maavalitsused maakonna,0.0033444816053511,0.0022727272727272,32.04545454545528
hooldekodus hoolduse hooldekodu,0.0033444816053511,0.0022727272727272,32.04545454545528
kodualuse maamaksu maamaksust,0.0033444816053511,0.0022727272727272,32.04545454545528
hoone rkas hoonet,0.0033444816053511,0.0022727272727272,32.04545454545528
treenerite spordi sport,0.0033444816053511,0.0022727272727272,32.04545454545528
metsa metsade mets,0.0033444816053511,0.0022727272727272,32.04545454545528
annetus erjk annetuse,0.0033444816053511,0.0022727272727272,32.04545454545528
