topic_words3,Fraktsioonitud,Isamaa ja Res Publica Liidu fraktsioon,Keskerakond,Reformierakond,Sotsiaaldemokraadid
kandidaadi kandidaati kandidaat,0.0,0.0022727272727272726,0.0034207525655644243,0.0016501650165016502,0.006589785831960461
kandidaati kandidaat valituks,0.0,0.0,0.0,0.0,0.004942339373970346
kandideerima ametikohale kandidaatide,0.0,0.0,0.0011402508551881414,0.0,0.0
kantsler kantsleri riigisekretar,0.0,0.0,0.0011402508551881414,0.0016501650165016502,0.0016474464579901153
karistuse karistus tingimisi,0.0033444816053511705,0.004545454545454545,0.0068415051311288486,0.0165016501650165,0.006589785831960461
kasvavad tuleval kasv,0.0,0.00909090909090909,0.002280501710376283,0.00825082508250825,0.0
katteallikas katteallikaid katteallikat,0.010033444816053512,0.025,0.0034207525655644243,0.01155115511551155,0.009884678747940691
kauguhendus avaksite ettekandjalt,0.0033444816053511705,0.0022727272727272726,0.0,0.0033003300330033004,0.0
keeleoskust oskuse keeleoskuse,0.0,0.0,0.0011402508551881414,0.0033003300330033004,0.0
keskkonnaameti uhendamine uhendamise,0.0033444816053511705,0.0,0.0,0.0049504950495049506,0.0
kinnisasja maad maa,0.016722408026755852,0.025,0.010262257696693273,0.026402640264026403,0.014827018121911038
kirik kiriku maarja,0.0,0.0,0.0011402508551881414,0.0,0.0
kodakondsust kodakondsuse kodanikuks,0.0033444816053511705,0.0,0.0011402508551881414,0.0033003300330033004,0.006589785831960461
kodualuse maamaksu maamaksust,0.0033444816053511705,0.0022727272727272726,0.0034207525655644243,0.0033003300330033004,0.008237232289950576
kohtla jarve johvi,0.0033444816053511705,0.0022727272727272726,0.004561003420752566,0.009900990099009901,0.0
kohtunike kohtususteem kohtuniku,0.010033444816053512,0.0,0.002280501710376283,0.0016501650165016502,0.0
kohtutaiturite kohtutaitur kohtutaituri,0.0033444816053511705,0.0,0.002280501710376283,0.0,0.0016474464579901153
koneleja konsensuslikud repliigi,0.0,0.0022727272727272726,0.0,0.0,0.0
konkurss konkursi konkurssi,0.0033444816053511705,0.0,0.004561003420752566,0.0,0.008237232289950576
koolilouna koolitoidu koolitoit,0.0033444816053511705,0.006818181818181818,0.014823261117445839,0.0,0.0016474464579901153
koolis kooli opilased,0.033444816053511704,0.004545454545454545,0.04903078677309008,0.01155115511551155,0.02471169686985173
koolituse koolitus koolitusele,0.0,0.0,0.0011402508551881414,0.0,0.0
korruptsiooni korruptsioon korruptsiooniga,0.0,0.0,0.0011402508551881414,0.0,0.0
korterelamute kortermajade kredexi,0.0,0.004545454545454545,0.0011402508551881414,0.0,0.006589785831960461
korterid kortereid korterit,0.006688963210702341,0.0,0.004561003420752566,0.0049504950495049506,0.0
korteriuhistu korteriomanike korteriuhistute,0.006688963210702341,0.0,0.004561003420752566,0.009900990099009901,0.0032948929159802307
krimmi agressiooni ukraina,0.006688963210702341,0.0,0.002280501710376283,0.006600660066006601,0.004942339373970346
kulukuse krediidi kiirlaenude,0.0,0.0022727272727272726,0.010262257696693273,0.0297029702970297,0.018121911037891267
kusija vastaja vastasin,0.0,0.0022727272727272726,0.0,0.0016501650165016502,0.0
kusimusena tahtsa tahtsusega,0.0033444816053511705,0.0022727272727272726,0.0,0.0033003300330033004,0.0016474464579901153
kutsehariduse kutseharidus kutsehariduses,0.0,0.004545454545454545,0.010262257696693273,0.01485148514851485,0.008237232289950576
laari laar kandidatuuri,0.0033444816053511705,0.025,0.0034207525655644243,0.0049504950495049506,0.0016474464579901153
lae korgepalgaliste lagi,0.0,0.0,0.002280501710376283,0.0,0.0
lahususe voimude lahusus,0.0,0.0022727272727272726,0.0,0.01155115511551155,0.0032948929159802307
lapsetoetust lapsetoetus lapsetoetuse,0.023411371237458192,0.07045454545454545,0.018244013683010263,0.006600660066006601,0.03789126853377265
lasteaia lasteaias lasteaiakoha,0.006688963210702341,0.004545454545454545,0.00798175598631699,0.0016501650165016502,0.0016474464579901153
leping ratifitseerida lepinguga,0.0033444816053511705,0.0022727272727272726,0.0034207525655644243,0.006600660066006601,0.0016474464579901153
liiklussurmade liikluses hukkunute,0.0033444816053511705,0.0022727272727272726,0.009122006841505131,0.0033003300330033004,0.006589785831960461
liitlaste ohutorje keskmaa,0.0033444816053511705,0.0,0.0011402508551881414,0.0016501650165016502,0.0016474464579901153
lipu laevu kaubalaeva,0.0033444816053511705,0.0022727272727272726,0.0,0.0016501650165016502,0.008237232289950576
lipud lippude lipp,0.0,0.0,0.0011402508551881414,0.0016501650165016502,0.0
lisaeelarve lisaeelarves lisaeelarvega,0.0,0.0022727272727272726,0.0,0.0,0.0016474464579901153
lng terminali gaasi,0.0,0.004545454545454545,0.0011402508551881414,0.0,0.0
loomi loomade loomad,0.0033444816053511705,0.0022727272727272726,0.0,0.0016501650165016502,0.0016474464579901153
louis freeh kremli,0.0,0.0022727272727272726,0.0011402508551881414,0.0,0.0
maantee neljarealiseks ppp,0.006688963210702341,0.004545454545454545,0.002280501710376283,0.0016501650165016502,0.0
maavalitsuste maavalitsused maakonna,0.0033444816053511705,0.0022727272727272726,0.0034207525655644243,0.0016501650165016502,0.018121911037891267
magustatud suhkrut joogi,0.0,0.0,0.0,0.0016501650165016502,0.0
majandusaasta koondaruanne raamatupidamise,0.0033444816053511705,0.015909090909090907,0.002280501710376283,0.0016501650165016502,0.018121911037891267
maksuamet tolliamet tolliameti,0.023411371237458192,0.02727272727272727,0.010262257696693273,0.04455445544554455,0.006589785831960461
matusetoetust matusetoetus matusetoetuse,0.0,0.020454545454545454,0.018244013683010263,0.0,0.0016474464579901153
memorandumi moistmise memorandum,0.0,0.0,0.0034207525655644243,0.0016501650165016502,0.0
mes maale maaelu,0.0033444816053511705,0.0,0.0011402508551881414,0.0016501650165016502,0.0016474464579901153
metsa metsade mets,0.0033444816053511705,0.0022727272727272726,0.002280501710376283,0.0049504950495049506,0.0016474464579901153
miili baasvorgu lairiba,0.0,0.0022727272727272726,0.0,0.0016501650165016502,0.0016474464579901153
missiooni missioonile missioon,0.006688963210702341,0.004545454545454545,0.0034207525655644243,0.0033003300330033004,0.004942339373970346
moisteid moiste moisted,0.010033444816053512,0.006818181818181818,0.0034207525655644243,0.013201320132013201,0.0032948929159802307
muraste kase kompleksi,0.0,0.0022727272727272726,0.0011402508551881414,0.0,0.0
muugimaksu muugimaks paadimaksu,0.0,0.0,0.0,0.0016501650165016502,0.0
muuseum muuseumi muuseumide,0.0033444816053511705,0.006818181818181818,0.004561003420752566,0.0016501650165016502,0.0032948929159802307
nord stream streami,0.0,0.0022727272727272726,0.0,0.0,0.0016474464579901153
normitehnika mojude eeskiri,0.0033444816053511705,0.0,0.004561003420752566,0.00825082508250825,0.006589785831960461
noukogudesse ariuhingute noukogudes,0.023411371237458192,0.006818181818181818,0.004561003420752566,0.009900990099009901,0.016474464579901153
objekti anu raua,0.0,0.0022727272727272726,0.002280501710376283,0.0033003300330033004,0.0
oigusloome oigusloomes oiguspoliitika,0.0,0.004545454545454545,0.0,0.0016501650165016502,0.004942339373970346
oigusriik oigusriigi oigusriigist,0.006688963210702341,0.0,0.0011402508551881414,0.0016501650165016502,0.0016474464579901153
omandireformi tagastatud omandireform,0.0,0.0,0.002280501710376283,0.0016501650165016502,0.0032948929159802307
ooteala piiriuletuse piiripunkti,0.030100334448160536,0.0,0.002280501710376283,0.0016501650165016502,0.0
ootuse oigusparase oiguskindluse,0.0033444816053511705,0.00909090909090909,0.0034207525655644243,0.0016501650165016502,0.0016474464579901153
opositsiooni koalitsioonil opositsioonil,0.0,0.004545454545454545,0.002280501710376283,0.00825082508250825,0.008237232289950576
opositsioonis koalitsiooni opositsiooni,0.010033444816053512,0.00909090909090909,0.0034207525655644243,0.006600660066006601,0.008237232289950576
oppelaenu sugava puudega,0.0,0.0022727272727272726,0.0,0.0033003300330033004,0.0
otsevalimise presidenti presidendi,0.0033444816053511705,0.0022727272727272726,0.014823261117445839,0.018151815181518153,0.008237232289950576
pagulasi pagulased pagulaste,0.0,0.0,0.002280501710376283,0.0016501650165016502,0.0
palgalohe soolist meeste,0.023411371237458192,0.006818181818181818,0.004561003420752566,0.006600660066006601,0.014827018121911038
palgatousu opetajate palgatous,0.006688963210702341,0.006818181818181818,0.01596351197263398,0.0,0.008237232289950576
pealinnast tallinnast viljandisse,0.0,0.0022727272727272726,0.002280501710376283,0.0033003300330033004,0.0
pensioni pension sammas,0.0,0.0,0.002280501710376283,0.0,0.0016474464579901153
pensionifondide pensionifondid fondid,0.0,0.006818181818181818,0.0,0.00825082508250825,0.0016474464579901153
pensioniiga pensioniea eluiga,0.0033444816053511705,0.0022727272727272726,0.0011402508551881414,0.0016501650165016502,0.0016474464579901153
pensionitous pensionitousu pension,0.0,0.004545454545454545,0.004561003420752566,0.0016501650165016502,0.004942339373970346
piima toorpiima toodangut,0.0,0.0,0.0011402508551881414,0.0016501650165016502,0.0
piirikontrolli schengeni valispiiri,0.0033444816053511705,0.0,0.0011402508551881414,0.0016501650165016502,0.0016474464579901153
piirilepingu piirileping piirilepingut,0.006688963210702341,0.0,0.002280501710376283,0.0,0.0016474464579901153
piirivalve valvamise valvamine,0.0033444816053511705,0.0,0.002280501710376283,0.0,0.0
planeeringu keskkonnamoju keskkonnamojude,0.0,0.0,0.0,0.0,0.006589785831960461
pohiseadusega riigikohus oiguskantsler,0.006688963210702341,0.006818181818181818,0.010262257696693273,0.01155115511551155,0.013179571663920923
pollumeestele pollumehi pollumehed,0.0,0.015909090909090907,0.0011402508551881414,0.009900990099009901,0.019769357495881382
poolte kokkuleppel huvitise,0.0,0.0,0.0011402508551881414,0.0049504950495049506,0.0032948929159802307
post posti omniva,0.0,0.0,0.0011402508551881414,0.0,0.0016474464579901153
president ilves presidendi,0.0,0.0,0.0,0.0016501650165016502,0.0016474464579901153
prokuratuur prokuratuuri prokuror,0.0,0.0022727272727272726,0.005701254275940707,0.009900990099009901,0.0016474464579901153
psuhhiaatri alaealine psuhhiaatrilist,0.0033444816053511705,0.006818181818181818,0.0034207525655644243,0.0016501650165016502,0.0
raamatukogu pimedate raamatukogude,0.0,0.0,0.0,0.0016501650165016502,0.0016474464579901153
rahvaalgatuse rahvaalgatus rahvahaaletus,0.010033444816053512,0.0022727272727272726,0.021664766248574687,0.0049504950495049506,0.008237232289950576
rahvahaaletuse rahvahaaletus rahvahaaletusel,0.0,0.0,0.0034207525655644243,0.0016501650165016502,0.0016474464579901153
rahvuse rahvust rahvusriik,0.0,0.0022727272727272726,0.0034207525655644243,0.0,0.0
rail trassi balticu,0.0033444816053511705,0.0,0.0034207525655644243,0.0,0.004942339373970346
reklaami reklaam alkoholireklaam,0.0,0.0022727272727272726,0.005701254275940707,0.00825082508250825,0.0
relva relvade relvaluba,0.0,0.0,0.002280501710376283,0.0,0.0
riigiabi komisjonilt loa,0.0,0.004545454545454545,0.002280501710376283,0.0016501650165016502,0.004942339373970346
riigikontrolli auditi auditit,0.013377926421404682,0.006818181818181818,0.005701254275940707,0.0049504950495049506,0.0016474464579901153
riigikontrolor karis riigikontrolori,0.0,0.0,0.002280501710376283,0.0033003300330033004,0.0016474464579901153
riigiloivude riigiloivud riigiloivu,0.0,0.0022727272727272726,0.0011402508551881414,0.0016501650165016502,0.014827018121911038
riigimetsa majandamise noukokku,0.0,0.004545454545454545,0.0,0.0,0.0
riigipalgaliste riigisektoris koondada,0.0,0.004545454545454545,0.0011402508551881414,0.0,0.0
riigireformi riigireformist riigireform,0.0,0.0,0.0034207525655644243,0.0016501650165016502,0.004942339373970346
rongi rongide rongid,0.006688963210702341,0.0,0.002280501710376283,0.0,0.0
salastatud valisteabe riigisaladuse,0.0,0.0,0.0,0.0016501650165016502,0.0016474464579901153
salvestisi salvestised salvestiste,0.010033444816053512,0.006818181818181818,0.0034207525655644243,0.00825082508250825,0.009884678747940691
samba sammas sambasse,0.0,0.0,0.0,0.009900990099009901,0.018121911037891267
seksuaalse vangistusega vaarkohtlemise,0.0,0.0,0.0,0.0,0.0016474464579901153
sigade katku katk,0.0,0.0022727272727272726,0.0,0.0,0.0032948929159802307
skais arendused infosusteemide,0.0,0.0,0.0011402508551881414,0.0,0.0
slovakkia ungari portugal,0.0033444816053511705,0.0,0.00798175598631699,0.00825082508250825,0.0032948929159802307
soita jalakaija konniteel,0.010033444816053512,0.0022727272727272726,0.0068415051311288486,0.006600660066006601,0.0032948929159802307
sularaha kommertspangad pangad,0.006688963210702341,0.0,0.002280501710376283,0.0016501650165016502,0.0
suuria euroopasse turgis,0.0,0.0,0.0011402508551881414,0.0,0.0
taanis saksamaal hollandis,0.016722408026755852,0.0022727272727272726,0.012542759407069556,0.0231023102310231,0.011532125205930808
talupidajate kaubanduskoja kaubanduskoda,0.0,0.0,0.0,0.0,0.0016474464579901153
tantsupeo laulu traditsiooni,0.0,0.0,0.0,0.0,0.0016474464579901153
tapsustatakse ajakohastatakse nouete,0.0,0.0022727272727272726,0.002280501710376283,0.0033003300330033004,0.0016474464579901153
tarbijakaitse amet ametile,0.006688963210702341,0.0022727272727272726,0.0011402508551881414,0.0,0.0016474464579901153
teadus teaduse arendustegevuse,0.0033444816053511705,0.004545454545454545,0.0034207525655644243,0.0033003300330033004,0.013179571663920923
teatri teater rahvusooper,0.0,0.0,0.0011402508551881414,0.0,0.0016474464579901153
teede teehoiuks teedele,0.0033444816053511705,0.006818181818181818,0.03876852907639681,0.024752475247524754,0.013179571663920923
teekasutustasu autode autod,0.010033444816053512,0.004545454545454545,0.0011402508551881414,0.0033003300330033004,0.0032948929159802307
teenistuse teenistuses avalikus,0.0,0.006818181818181818,0.0011402508551881414,0.00825082508250825,0.0032948929159802307
teenuseid teenused teenust,0.0,0.0,0.0,0.0016501650165016502,0.0032948929159802307
terviseandmed isikuandmeid terviseandmeid,0.006688963210702341,0.004545454545454545,0.002280501710376283,0.013201320132013201,0.0
tooandja tervisesse maksuvabalt,0.0,0.0022727272727272726,0.0,0.0016501650165016502,0.0016474464579901153
tooandja tooandjal tootaja,0.0033444816053511705,0.0,0.0,0.0016501650165016502,0.004942339373970346
toonadalal istungid taiendaval,0.0,0.004545454545454545,0.010262257696693273,0.0033003300330033004,0.013179571663920923
tootuid tootute tootu,0.0033444816053511705,0.00909090909090909,0.004561003420752566,0.0,0.004942339373970346
tootuli lepitaja ametiuhingute,0.0,0.0,0.0,0.0016501650165016502,0.0
toovoimereformi toovoimega toovoimereform,0.0033444816053511705,0.0,0.0,0.0,0.0
treenerite spordi sport,0.0033444816053511705,0.0022727272727272726,0.0034207525655644243,0.0,0.0
ts parvlaeva parvlaevad,0.013377926421404682,0.0,0.0,0.0033003300330033004,0.009884678747940691
tulubaasi omavalitsustele omavalitsuste,0.010033444816053512,0.01818181818181818,0.01710376282782212,0.01155115511551155,0.019769357495881382
tulubaasi tasandusfondi tulumaksuosa,0.006688963210702341,0.00909090909090909,0.02280501710376283,0.0,0.008237232289950576
tulumaksuvaba maksususteemi tulumaksu,0.010033444816053512,0.045454545454545456,0.021664766248574687,0.00825082508250825,0.023064250411861616
ugri rahvaste polisrahvaste,0.0,0.0,0.0,0.0,0.0016474464579901153
uhistranspordi uhistransport uhistransporti,0.0033444816053511705,0.004545454545454545,0.0068415051311288486,0.0,0.004942339373970346
ulejaagis struktuurses struktuurse,0.006688963210702341,0.020454545454545454,0.011402508551881414,0.01155115511551155,0.008237232289950576
uliopilased uliopilastele uliopilaste,0.0,0.004545454545454545,0.0011402508551881414,0.006600660066006601,0.004942339373970346
untso missioonide liikmesusest,0.006688963210702341,0.004545454545454545,0.002280501710376283,0.0016501650165016502,0.0032948929159802307
utah jordaania energia,0.0,0.0,0.0,0.0033003300330033004,0.0016474464579901153
uuring uuringut uuringu,0.0,0.0,0.002280501710376283,0.006600660066006601,0.004942339373970346
vabatahtlike komandode paasteameti,0.0,0.0022727272727272726,0.0,0.0016501650165016502,0.006589785831960461
vaesuses suhtelises vaesuse,0.0,0.0022727272727272726,0.0068415051311288486,0.0,0.0032948929159802307
vagivalla naistevastase perevagivalla,0.0,0.0022727272727272726,0.0,0.0016501650165016502,0.0
vagivallale vihakone ohutamine,0.0033444816053511705,0.0,0.0,0.0049504950495049506,0.0032948929159802307
vaikesaarte saarte pusiasustusega,0.0033444816053511705,0.013636363636363636,0.0011402508551881414,0.0016501650165016502,0.009884678747940691
valdkonnad laekumisest fikseeritakse,0.0,0.004545454545454545,0.0,0.0,0.0
valijate erakonda valijaid,0.006688963210702341,0.0022727272727272726,0.0011402508551881414,0.006600660066006601,0.006589785831960461
valimisea valimisiga valimisoiguse,0.0033444816053511705,0.0,0.002280501710376283,0.0016501650165016502,0.0
valimiskomisjon proteste valimiskasti,0.0,0.0022727272727272726,0.0011402508551881414,0.0,0.0
valimisliitude volikogusse volikokku,0.043478260869565216,0.00909090909090909,0.020524515393386546,0.0231023102310231,0.016474464579901153
valismaale valjarande valjaranne,0.0,0.0022727272727272726,0.004561003420752566,0.0016501650165016502,0.0032948929159802307
valispoliitika valispoliitikas diplomaatia,0.0033444816053511705,0.006818181818181818,0.002280501710376283,0.0049504950495049506,0.004942339373970346
valitsemisalade katteallikaks riigieelarves,0.0,0.011363636363636364,0.0,0.0,0.0016474464579901153
vallaga vald sauga,0.006688963210702341,0.015909090909090907,0.013683010262257697,0.006600660066006601,0.011532125205930808
vanemahuvitist vanemahuvitise vanemahuvitis,0.0033444816053511705,0.011363636363636364,0.009122006841505131,0.0,0.011532125205930808
varude varud varu,0.006688963210702341,0.0,0.002280501710376283,0.0,0.0
veb fondi uurimiskomisjon,0.010033444816053512,0.0,0.0011402508551881414,0.0,0.0016474464579901153
vee monopolide veeteenuse,0.006688963210702341,0.0,0.0034207525655644243,0.0165016501650165,0.0016474464579901153
viirust vaktsineeritud viiruse,0.0,0.0,0.002280501710376283,0.0,0.0
virumaale virumaa toostusalade,0.0033444816053511705,0.004545454545454545,0.002280501710376283,0.0049504950495049506,0.006589785831960461
volakirjade keskpank volakirju,0.0,0.006818181818181818,0.002280501710376283,0.0016501650165016502,0.0032948929159802307
volitust kaasuses jarvik,0.006688963210702341,0.0022727272727272726,0.0,0.0033003300330033004,0.0
