topic_words3,Keskerakond,Reformierakond,difference
jahimehed jahimeeste jahti,0.0068415051311288,0.0462046204620462,-575.35753575358
maksuamet tolliamet tolliameti,0.0102622576966932,0.0445544554455445,-334.1584158415867
kulukuse krediidi kiirlaenude,0.0102622576966932,0.0297029702970297,-189.43894389439146
vee monopolide veeteenuse,0.0034207525655644,0.0165016501650165,-382.39823982398576
kinnisasja maad maa,0.0102622576966932,0.0264026402640264,-157.27906123945908
terviseandmed isikuandmeid terviseandmeid,0.0022805017103762,0.0132013201320132,-478.87788778879985
arengufond arengufondi arengufondis,0.0034207525655644,0.0132013201320132,-285.9185918591886
arengukavad arengukavade pohialuste,0.0034207525655644,0.0132013201320132,-285.9185918591886
moisteid moiste moisted,0.0034207525655644,0.0132013201320132,-285.9185918591886
pollumeestele pollumehi pollumehed,0.0011402508551881,0.0099009900990099,-768.3168316831998
katteallikas katteallikaid katteallikat,0.0034207525655644,0.0115511551155115,-237.67876787678856
teenistuse teenistuses avalikus,0.0011402508551881,0.0082508250825082,-623.5973597359954
inimarengu aruanne aruandes,0.0045610034207525,0.0132013201320132,-189.43894389439356
karistuse karistus tingimisi,0.0068415051311288,0.0165016501650165,-141.19911991199288
taanis saksamaal hollandis,0.0125427594070695,0.0231023102310231,-84.18841884188498
valijate erakonda valijaid,0.0011402508551881,0.0066006600660066,-478.87788778879985
uliopilased uliopilastele uliopilaste,0.0011402508551881,0.0066006600660066,-478.87788778879985
opositsiooni koalitsioonil opositsioonil,0.0022805017103762,0.0082508250825082,-261.7986798679977
kasvavad tuleval kasv,0.0022805017103762,0.0082508250825082,-261.7986798679977
joustumine joustuma joustada,0.0057012542759407,0.0132013201320132,-131.55115511551182
huvigruppe huvigruppide kaasatud,0.0148232611174458,0.0247524752475247,-66.98400609291707
poolte kokkuleppel huvitise,0.0011402508551881,0.0049504950495049,-334.1584158415955
ajakirjandus ajakirjanduse ajakirjandust,0.0022805017103762,0.0066006600660066,-189.43894389439987
krimmi agressiooni ukraina,0.0022805017103762,0.0066006600660066,-189.43894389439987
uuring uuringut uuringu,0.0022805017103762,0.0066006600660066,-189.43894389439987
jaatmeid liigiti prugi,0.0022805017103762,0.0066006600660066,-189.43894389439987
kohtla jarve johvi,0.0045610034207525,0.0099009900990099,-117.07920792079518
noukogudesse ariuhingute noukogudes,0.0045610034207525,0.0099009900990099,-117.07920792079518
korteriuhistu korteriomanike korteriuhistute,0.0045610034207525,0.0099009900990099,-117.07920792079518
salvestisi salvestised salvestiste,0.0034207525655644,0.0082508250825082,-141.1991199119914
direktiivi direktiiv ulevotmise,0.0079817559863169,0.0132013201320132,-65.39368222536723
prokuratuur prokuratuuri prokuror,0.0057012542759407,0.0099009900990099,-73.66336633663384
normitehnika mojude eeskiri,0.0045610034207525,0.0082508250825082,-80.89933993399488
leping ratifitseerida lepinguga,0.0034207525655644,0.0066006600660066,-92.9592959295943
opositsioonis koalitsiooni opositsiooni,0.0034207525655644,0.0066006600660066,-92.9592959295943
kodakondsust kodakondsuse kodanikuks,0.0011402508551881,0.0033003300330033,-189.43894389439987
keeleoskust oskuse keeleoskuse,0.0011402508551881,0.0033003300330033,-189.43894389439987
teekasutustasu autode autod,0.0011402508551881,0.0033003300330033,-189.43894389439987
virumaale virumaa toostusalade,0.0022805017103762,0.0049504950495049,-117.07920792079776
jalitustegevuse jalitustoimingu sideandmete,0.0022805017103762,0.0049504950495049,-117.07920792079776
valispoliitika valispoliitikas diplomaatia,0.0022805017103762,0.0049504950495049,-117.07920792079776
metsa metsade mets,0.0022805017103762,0.0049504950495049,-117.07920792079776
kutsehariduse kutseharidus kutsehariduses,0.0102622576966932,0.0148514851485148,-44.719471947195245
reklaami reklaam alkoholireklaam,0.0057012542759407,0.0082508250825082,-44.719471947193995
palgalohe soolist meeste,0.0045610034207525,0.0066006600660066,-44.71947194719679
otsevalimise presidenti presidendi,0.0148232611174458,0.0181518151815181,-22.454937801472422
laari laar kandidatuuri,0.0034207525655644,0.0049504950495049,-44.71947194719427
elektri elektrit taastuvenergia,0.0171037628278221,0.0198019801980198,-15.775577557755893
hanke hankija riigihangete,0.0022805017103762,0.0033003300330033,-44.719471947199956
pealinnast tallinnast viljandisse,0.0022805017103762,0.0033003300330033,-44.719471947199956
ametiuhingute tooandjate keskliit,0.0022805017103762,0.0033003300330033,-44.719471947199956
kala kalurid kalurite,0.0022805017103762,0.0033003300330033,-44.719471947199956
riigikontrolor karis riigikontrolori,0.0022805017103762,0.0033003300330033,-44.719471947199956
objekti anu raua,0.0022805017103762,0.0033003300330033,-44.719471947199956
tapsustatakse ajakohastatakse nouete,0.0022805017103762,0.0033003300330033,-44.719471947199956
valimisliitude volikogusse volikokku,0.0205245153933865,0.0231023102310231,-12.559589292262796
pensioniiga pensioniea eluiga,0.0011402508551881,0.0016501650165016,-44.71947194719558
piirikontrolli schengeni valispiiri,0.0011402508551881,0.0016501650165016,-44.71947194719558
riigiloivude riigiloivud riigiloivu,0.0011402508551881,0.0016501650165016,-44.71947194719558
kantsler kantsleri riigisekretar,0.0011402508551881,0.0016501650165016,-44.71947194719558
vaikesaarte saarte pusiasustusega,0.0011402508551881,0.0016501650165016,-44.71947194719558
liitlaste ohutorje keskmaa,0.0011402508551881,0.0016501650165016,-44.71947194719558
lipud lippude lipp,0.0011402508551881,0.0016501650165016,-44.71947194719558
etv saateid pbk,0.0011402508551881,0.0016501650165016,-44.71947194719558
mes maale maaelu,0.0011402508551881,0.0016501650165016,-44.71947194719558
deklaratsiooni deklaratsioone deklaratsioonis,0.0011402508551881,0.0016501650165016,-44.71947194719558
piima toorpiima toodangut,0.0011402508551881,0.0016501650165016,-44.71947194719558
oigusriik oigusriigi oigusriigist,0.0011402508551881,0.0016501650165016,-44.71947194719558
pohiseadusega riigikohus oiguskantsler,0.0102622576966932,0.0115511551155115,-12.559589292262856
kaasne lisakulutusi riigieelarvele,0.0091220068415051,0.0099009900990099,-8.53960396039639
aasia aasias saatkonna,0.0045610034207525,0.0049504950495049,-8.539603960396503
korterid kortereid korterit,0.0045610034207525,0.0049504950495049,-8.539603960396503
slovakkia ungari portugal,0.0079817559863169,0.0082508250825082,-3.3710513908538964
ulejaagis struktuurses struktuurse,0.0114025085518814,0.0115511551155115,-1.3036303630359762
kodualuse maamaksu maamaksust,0.0034207525655644,0.0033003300330033,3.52035203520285
teadus teaduse arendustegevuse,0.0034207525655644,0.0033003300330033,3.52035203520285
missiooni missioonile missioon,0.0034207525655644,0.0033003300330033,3.52035203520285
soita jalakaija konniteel,0.0068415051311288,0.0066006600660066,3.52035203520285
estonian air airi,0.0125427594070695,0.0115511551155115,7.905790579057909
riigikontrolli auditi auditit,0.0057012542759407,0.0049504950495049,13.168316831683946
riigiabi komisjonilt loa,0.0022805017103762,0.0016501650165016,27.64026402640221
sularaha kommertspangad pangad,0.0022805017103762,0.0016501650165016,27.64026402640221
abielu kooselu samasooliste,0.0022805017103762,0.0016501650165016,27.64026402640221
kohtunike kohtususteem kohtuniku,0.0022805017103762,0.0016501650165016,27.64026402640221
omandireformi tagastatud omandireform,0.0022805017103762,0.0016501650165016,27.64026402640221
