topic_words3,Isamaa ja Res Publica Liidu fraktsioon,Reformierakond,difference
elektri elektrit taastuvenergia,0.0177865612648221,0.0480620155038759,-170.21533161068055
efsf esm kreekale,0.0217391304347826,0.0465116279069767,-113.95348837209289
kaibemaksu kaibemaks kaibemaksumaara,0.0039525691699604,0.0201550387596899,-409.9224806201641
moisteid moiste moisted,0.0019762845849802,0.0170542635658914,-762.945736434121
pohiseadusega riigikohus oiguskantsler,0.0059288537549407,0.0217054263565891,-266.0981912144702
erimargistatud kutust kutuse,0.0019762845849802,0.0155038759689922,-684.49612403102
fie fuusilisest isikust,0.0019762845849802,0.013953488372093,-606.046511627919
taanis saksamaal hollandis,0.0019762845849802,0.013953488372093,-606.046511627919
maksuamet tolliamet tolliameti,0.0237154150197628,0.0434108527131782,-83.04909560723509
kohtunike kohtususteem kohtuniku,0.0059288537549407,0.0186046511627906,-213.7984496124021
kodakondsust kodakondsuse kodanikuks,0.0019762845849802,0.0124031007751937,-527.596899224813
ulejaagis struktuurses struktuurse,0.0098814229249011,0.0232558139534883,-135.34883720930364
toonadalal istungid taiendaval,0.0039525691699604,0.013953488372093,-253.02325581395948
tooandja tervisesse maksuvabalt,0.0019762845849802,0.0108527131782945,-449.14728682171204
kinnisasja maad maa,0.0098814229249011,0.0201550387596899,-103.9689922480636
volakirjade keskpank volakirju,0.0059288537549407,0.013953488372093,-135.3488372093024
arengukavad arengukavade pohialuste,0.0039525691699604,0.0108527131782945,-174.57364341085602
normitehnika mojude eeskiri,0.0019762845849802,0.0077519379844961,-292.24806201551
riigipuha puhade tahtpaevade,0.0019762845849802,0.0062015503875968,-213.798449612404
teenistuse teenistuses avalikus,0.0019762845849802,0.0062015503875968,-213.798449612404
tulumaksuvaba maksususteemi tulumaksu,0.0296442687747035,0.0403100775193798,-35.979328165374795
opositsioonis koalitsiooni opositsiooni,0.0039525691699604,0.0077519379844961,-96.124031007755
krimmi agressiooni ukraina,0.0039525691699604,0.0077519379844961,-96.124031007755
salvestisi salvestised salvestiste,0.0039525691699604,0.0077519379844961,-96.124031007755
keskkonnaameti uhendamine uhendamise,0.0019762845849802,0.0046511627906976,-135.34883720930296
aasia aasias saatkonna,0.0019762845849802,0.0046511627906976,-135.34883720930296
ootuse oigusparase oiguskindluse,0.0019762845849802,0.0046511627906976,-135.34883720930296
piima toorpiima toodangut,0.0019762845849802,0.0046511627906976,-135.34883720930296
kandidaadi kandidaati kandidaat,0.0019762845849802,0.0046511627906976,-135.34883720930296
korterelamute kortermajade kredexi,0.0059288537549407,0.0093023255813953,-56.89922480620104
huvigruppe huvigruppide kaasatud,0.0059288537549407,0.0093023255813953,-56.89922480620104
kaasne lisakulutusi riigieelarvele,0.0039525691699604,0.0062015503875968,-56.899224806201985
pensionitous pensionitousu pension,0.0039525691699604,0.0062015503875968,-56.899224806201985
virumaale virumaa toostusalade,0.0019762845849802,0.0031007751937984,-56.899224806201985
uuring uuringut uuringu,0.0019762845849802,0.0031007751937984,-56.899224806201985
soita jalakaija konniteel,0.0019762845849802,0.0031007751937984,-56.899224806201985
missiooni missioonile missioon,0.0019762845849802,0.0031007751937984,-56.899224806201985
teadus teaduse arendustegevuse,0.0019762845849802,0.0031007751937984,-56.899224806201985
oppelaenu sugava puudega,0.0019762845849802,0.0031007751937984,-56.899224806201985
memorandumi moistmise memorandum,0.0019762845849802,0.0031007751937984,-56.899224806201985
vagivallale vihakone ohutamine,0.0059288537549407,0.0077519379844961,-30.749354005167806
kasvavad tuleval kasv,0.0079051383399209,0.0093023255813953,-17.674418604651276
otsevalimise presidenti presidendi,0.0039525691699604,0.0046511627906976,-17.674418604651475
metsa metsade mets,0.0039525691699604,0.0046511627906976,-17.674418604651475
psuhhiaatri alaealine psuhhiaatrilist,0.0039525691699604,0.0046511627906976,-17.674418604651475
inimarengu aruanne aruandes,0.0098814229249011,0.0108527131782945,-9.829457364341309
pensionifondide pensionifondid fondid,0.0059288537549407,0.0062015503875968,-4.599483204132904
vallaga vald sauga,0.0059288537549407,0.0062015503875968,-4.599483204132904
karistuse karistus tingimisi,0.0059288537549407,0.0062015503875968,-4.599483204132904
katteallikas katteallikaid katteallikat,0.0138339920948616,0.013953488372093,-0.8637873754155612
majandusaasta koondaruanne raamatupidamise,0.0079051383399209,0.0077519379844961,1.9379844961237305
koolilouna koolitoidu koolitoit,0.0079051383399209,0.0077519379844961,1.9379844961237305
joustumine joustuma joustada,0.0177865612648221,0.0170542635658914,4.117140396210395
eelarves riigieelarves reservist,0.0098814229249011,0.0093023255813953,5.860465116278738
teede teehoiuks teedele,0.0019762845849802,0.0015503875968992,21.55038759689901
haalte kandidaatidele haaletamisest,0.0019762845849802,0.0015503875968992,21.55038759689901
leping ratifitseerida lepinguga,0.0019762845849802,0.0015503875968992,21.55038759689901
ammendumiseni kaheni pikendada,0.0019762845849802,0.0015503875968992,21.55038759689901
kulukuse krediidi kiirlaenude,0.0019762845849802,0.0015503875968992,21.55038759689901
pensioniiga pensioniea eluiga,0.0019762845849802,0.0015503875968992,21.55038759689901
haale valimispaeval valimiste,0.0019762845849802,0.0015503875968992,21.55038759689901
valismaale valjarande valjaranne,0.0019762845849802,0.0015503875968992,21.55038759689901
reklaami reklaam alkoholireklaam,0.0019762845849802,0.0015503875968992,21.55038759689901
puude raskusastme puuet,0.0019762845849802,0.0015503875968992,21.55038759689901
elamisluba elamisloa viisa,0.0039525691699604,0.0031007751937984,21.55038759689901
