topic_words3,Reformierakond,Sotsiaaldemokraadid,difference
tulubaasi tasandusfondi tulumaksuosa,0.0077519379844961,0.0449251247920133,-479.5341098169734
lapsetoetust lapsetoetus lapsetoetuse,0.0015503875968992,0.0349417637271214,-2153.7437603993662
eriarstide eriarstiabi eriarsti,0.0046511627906976,0.0266222961730449,-472.37936772047465
palgalohe soolist meeste,0.0124031007751937,0.0332778702163061,-168.30282861897007
maavalitsuste maavalitsused maakonna,0.0031007751937984,0.016638935108153,-436.60565723794275
vanemahuvitist vanemahuvitise vanemahuvitis,0.0015503875968992,0.0149750415973377,-865.890183028297
tulubaasi omavalitsustele omavalitsuste,0.0015503875968992,0.0133111480865224,-758.5690515807084
kodualuse maamaksu maamaksust,0.0186046511627906,0.0366056572379367,-96.75540765391078
vabatahtlike komandode paasteameti,0.0046511627906976,0.0149750415973377,-221.96339434276572
vaikesaarte saarte pusiasustusega,0.0015503875968992,0.0099833610648918,-543.9267886855314
ts parvlaeva parvlaevad,0.0015503875968992,0.0099833610648918,-543.9267886855314
palgatousu opetajate palgatous,0.0046511627906976,0.0133111480865224,-186.1896838602362
teede teehoiuks teedele,0.0015503875968992,0.0083194675540765,-436.60565723794275
riigikontrolli auditi auditit,0.0015503875968992,0.0083194675540765,-436.60565723794275
hanke hankija riigihangete,0.0015503875968992,0.0083194675540765,-436.60565723794275
rail trassi balticu,0.0015503875968992,0.0083194675540765,-436.60565723794275
tootuid tootute tootu,0.0015503875968992,0.0083194675540765,-436.60565723794275
missiooni missioonile missioon,0.0031007751937984,0.0099833610648918,-221.9633943427657
riigiabi komisjonilt loa,0.0015503875968992,0.0066555740432612,-329.2845257903543
kantsler kantsleri riigisekretar,0.0015503875968992,0.0066555740432612,-329.2845257903543
poolte kokkuleppel huvitise,0.0015503875968992,0.0066555740432612,-329.2845257903543
koolis kooli opilased,0.0031007751937984,0.0083194675540765,-168.3028286189714
untso missioonide liikmesusest,0.0046511627906976,0.0099833610648918,-114.64226289517714
piirivalve valvamise valvamine,0.0015503875968992,0.0049916805324459,-221.9633943427657
leping ratifitseerida lepinguga,0.0015503875968992,0.0049916805324459,-221.9633943427657
valismaale valjarande valjaranne,0.0015503875968992,0.0049916805324459,-221.9633943427657
piirilepingu piirileping piirilepingut,0.0015503875968992,0.0049916805324459,-221.9633943427657
eelarves riigieelarves reservist,0.0093023255813953,0.0149750415973377,-60.981697171381114
katteallikas katteallikaid katteallikat,0.013953488372093,0.0199667221297836,-43.094841930116026
