topic_words3,Erakonna Eestimaa Rohelised fraktsioon,Keskerakond,difference
oigusloome oigusloomes oiguspoliitika,0.0,0.0008904719501335,-inf
oigusriik oigusriigi oigusriigist,0.0,0.0017809439002671,-inf
omandireformi tagastatud omandireform,0.0,0.0044523597506678,-inf
ooteala piiriuletuse piiripunkti,0.0,0.0008904719501335,-inf
raamatukogu pimedate raamatukogude,0.0,0.0008904719501335,-inf
lng terminali gaasi,0.0,0.0008904719501335,-inf
reklaami reklaam alkoholireklaam,0.0,0.0017809439002671,-inf
missiooni missioonile missioon,0.0,0.0008904719501335,-inf
treenerite spordi sport,0.0,0.0008904719501335,-inf
tsernoboli represseeritud oigusvastaselt,0.0,0.0044523597506678,-inf
tulubaasi omavalitsustele omavalitsuste,0.0,0.0160284951024042,-inf
tulubaasi tasandusfondi tulumaksuosa,0.0,0.0195903829029385,-inf
ugri rahvaste polisrahvaste,0.0,0.0008904719501335,-inf
uhistranspordi uhistransport uhistransporti,0.0,0.0026714158504007,-inf
ulejaagis struktuurses struktuurse,0.0,0.0115761353517364,-inf
uuring uuringut uuringu,0.0,0.0017809439002671,-inf
toovoimereformi toovoimega toovoimereform,0.0,0.0017809439002671,-inf
vagivalla naistevastase perevagivalla,0.0,0.0008904719501335,-inf
vaikesaarte saarte pusiasustusega,0.0,0.0008904719501335,-inf
valijate erakonda valijaid,0.0,0.0044523597506678,-inf
muugimaksu muugimaks paadimaksu,0.0,0.0026714158504007,-inf
mes maale maaelu,0.0,0.0008904719501335,-inf
ene ergma aplaus,0.0,0.0017809439002671,-inf
poolte kokkuleppel huvitise,0.0,0.0035618878005342,-inf
otsevalimise presidenti presidendi,0.0,0.0035618878005342,-inf
pagulasi pagulased pagulaste,0.0,0.0008904719501335,-inf
palgalohe soolist meeste,0.0,0.0062333036509349,-inf
palgatousu opetajate palgatous,0.0,0.0258236865538735,-inf
pealinnast tallinnast viljandisse,0.0,0.0008904719501335,-inf
pensioni pension sammas,0.0,0.0097951914514692,-inf
pensioniiga pensioniea eluiga,0.0,0.0026714158504007,-inf
opositsioonis koalitsiooni opositsiooni,0.0,0.0106856634016028,-inf
pensionitous pensionitousu pension,0.0,0.0071237756010685,-inf
piirikontrolli schengeni valispiiri,0.0,0.0008904719501335,-inf
piirilepingu piirileping piirilepingut,0.0,0.0080142475512021,-inf
planeeringu keskkonnamoju keskkonnamojude,0.0,0.0035618878005342,-inf
post posti omniva,0.0,0.0080142475512021,-inf
volakirjade keskpank volakirju,0.0,0.0053428317008014,-inf
prokuratuur prokuratuuri prokuror,0.0,0.0080142475512021,-inf
psuhhiaatri alaealine psuhhiaatrilist,0.0,0.0026714158504007,-inf
puude raskusastme puuet,0.0,0.0008904719501335,-inf
piima toorpiima toodangut,0.0,0.0053428317008014,-inf
opositsiooni koalitsioonil opositsioonil,0.0,0.0035618878005342,-inf
operatsioonil sojalisel panustamisel,0.0,0.0008904719501335,-inf
ootuse oigusparase oiguskindluse,0.0,0.0008904719501335,-inf
maantee neljarealiseks ppp,0.0,0.0053428317008014,-inf
maavalitsuste maavalitsused maakonna,0.0,0.0035618878005342,-inf
majandusaasta koondaruanne raamatupidamise,0.0,0.0044523597506678,-inf
maksuamet tolliamet tolliameti,0.0,0.0071237756010685,-inf
matusetoetust matusetoetus matusetoetuse,0.0,0.0008904719501335,-inf
valimiskomisjon proteste valimiskasti,0.0,0.0008904719501335,-inf
valismaale valjarande valjaranne,0.0,0.0071237756010685,-inf
vallaga vald sauga,0.0,0.0080142475512021,-inf
jalitustegevuse jalitustoimingu sideandmete,0.0,0.0017809439002671,-inf
hadaolukorda eriolukord eriolukorra,0.0,0.0008904719501335,-inf
haiguspaevade haiguspaevi haiguspaeva,0.0,0.0008904719501335,-inf
hambaravi hammaste hambad,0.0,0.0106856634016028,-inf
hanke hankija riigihangete,0.0,0.0071237756010685,-inf
hansson ardo panga,0.0,0.0008904719501335,-inf
hiv narkomaania epideemia,0.0,0.0008904719501335,-inf
haalte kandidaatidele haaletamisest,0.0,0.0008904719501335,-inf
hooldekodus hoolduse hooldekodu,0.0,0.0026714158504007,-inf
lipu laevu kaubalaeva,0.0,0.0008904719501335,-inf
idapiiri piiririba valjaehitamine,0.0,0.0008904719501335,-inf
ametiuhingute tooandjate keskliit,0.0,0.0017809439002671,-inf
inflatsiooni inflatsioon hinnatous,0.0,0.0080142475512021,-inf
jarviku jarvik maaeluministri,0.0,0.0062333036509349,-inf
vanemahuvitist vanemahuvitise vanemahuvitis,0.0,0.0008904719501335,-inf
annetus erjk annetuse,0.0,0.0008904719501335,-inf
haaletamissedel haaletamiskasti sedeli,0.0,0.0017809439002671,-inf
haale valimispaeval valimiste,0.0,0.0071237756010685,-inf
annetused annetusi annetuste,0.0,0.0017809439002671,-inf
borsile ipo enefit,0.0,0.0008904719501335,-inf
deklaratsiooni deklaratsioone deklaratsioonis,0.0,0.0008904719501335,-inf
domeenide domeeni interneti,0.0,0.0115761353517364,-inf
eelarvele kulude riigieelarvele,0.0,0.0053428317008014,-inf
eelarves riigieelarves reservist,0.0,0.0124666073018699,-inf
efsf esm kreekale,0.0,0.0373998219056099,-inf
elamisluba elamisloa viisa,0.0,0.0017809439002671,-inf
elatisraha elatisabi elatise,0.0,0.0017809439002671,-inf
volitust kaasuses jarvik,0.0,0.0008904719501335,-inf
memorandumi moistmise memorandum,0.0,0.0026714158504007,-inf
lipud lippude lipp,0.0,0.0017809439002671,-inf
rail trassi balticu,0.0,0.0017809439002671,-inf
vee monopolide veeteenuse,0.0,0.0053428317008014,-inf
virumaale virumaa toostusalade,0.0,0.0026714158504007,-inf
vagivallale vihakone ohutamine,0.0,0.0044523597506678,-inf
tootuna arvele ariuhingu,0.0,0.0008904719501335,-inf
tootuid tootute tootu,0.0,0.0151380231522707,-inf
toonadalal istungid taiendaval,0.0,0.0133570792520035,-inf
riigiabi komisjonilt loa,0.0,0.0017809439002671,-inf
riigikontrolor karis riigikontrolori,0.0,0.0017809439002671,-inf
riigiloivude riigiloivud riigiloivu,0.0,0.0026714158504007,-inf
riigimetsa majandamise noukokku,0.0,0.0008904719501335,-inf
riigipalgaliste riigisektoris koondada,0.0,0.0035618878005342,-inf
riigipuha puhade tahtpaevade,0.0,0.0106856634016028,-inf
riigireformi riigireformist riigireform,0.0,0.0017809439002671,-inf
salastatud valisteabe riigisaladuse,0.0,0.0008904719501335,-inf
salvestisi salvestised salvestiste,0.0,0.0035618878005342,-inf
slovakkia ungari portugal,0.0,0.0080142475512021,-inf
soita jalakaija konniteel,0.0,0.0053428317008014,-inf
sularaha kommertspangad pangad,0.0,0.0017809439002671,-inf
taanis saksamaal hollandis,0.0,0.0062333036509349,-inf
tarbijakaitse amet ametile,0.0,0.0026714158504007,-inf
teatri teater rahvusooper,0.0,0.0008904719501335,-inf
teede teehoiuks teedele,0.0,0.0053428317008014,-inf
teenistuse teenistuses avalikus,0.0,0.0017809439002671,-inf
teenuseid teenused teenust,0.0,0.0008904719501335,-inf
terviseandmed isikuandmeid terviseandmeid,0.0,0.0026714158504007,-inf
voidusamba vabadussoja uurimiskomisjon,0.0,0.0,
