topic_words3,Keskerakond,Reformierakond,difference
maksuamet tolliamet tolliameti,0.0071237756010685,0.0434108527131782,-509.37984496124466
elektri elektrit taastuvenergia,0.0195903829029385,0.0480620155038759,-145.33474277660358
kohtunike kohtususteem kohtuniku,0.0044523597506678,0.0186046511627906,-317.86046511628194
moisteid moiste moisted,0.0044523597506678,0.0170542635658914,-283.0387596899255
tooandja tervisesse maksuvabalt,0.0008904719501335,0.0108527131782945,-1118.7596899225694
huvigruppe huvigruppide kaasatud,0.0008904719501335,0.0093023255813953,-944.6511627907753
ulejaagis struktuurses struktuurse,0.0115761353517364,0.0232558139534883,-100.89445438282621
erimargistatud kutust kutuse,0.0062333036509349,0.0155038759689922,-148.72646733112157
pohiseadusega riigikohus oiguskantsler,0.0106856634016028,0.0217054263565891,-103.1266149870806
volakirjade keskpank volakirju,0.0053428317008014,0.013953488372093,-161.1627906976752
katteallikas katteallikaid katteallikat,0.0053428317008014,0.013953488372093,-161.1627906976752
korterelamute kortermajade kredexi,0.0026714158504007,0.0093023255813953,-248.21705426356573
hoone rkas hoonet,0.0026714158504007,0.0093023255813953,-248.21705426356573
normitehnika mojude eeskiri,0.0017809439002671,0.0077519379844961,-335.27131782946617
jalitustegevuse jalitustoimingu sideandmete,0.0017809439002671,0.0077519379844961,-335.27131782946617
taanis saksamaal hollandis,0.0062333036509349,0.013953488372093,-123.85382059800973
kodakondsust kodakondsuse kodanikuks,0.0053428317008014,0.0124031007751937,-132.1447028423765
valimisliitude volikogusse volikokku,0.0017809439002671,0.0062015503875968,-248.21705426356849
karistuse karistus tingimisi,0.0017809439002671,0.0062015503875968,-248.21705426356849
teenistuse teenistuses avalikus,0.0017809439002671,0.0062015503875968,-248.21705426356849
ootuse oigusparase oiguskindluse,0.0008904719501335,0.0046511627906976,-422.32558139538196
annetus erjk annetuse,0.0008904719501335,0.0046511627906976,-422.32558139538196
lahususe voimude lahusus,0.0008904719501335,0.0046511627906976,-422.32558139538196
palgalohe soolist meeste,0.0062333036509349,0.0124031007751937,-98.98117386489626
salvestisi salvestised salvestiste,0.0035618878005342,0.0077519379844961,-117.63565891473311
krimmi agressiooni ukraina,0.0035618878005342,0.0077519379844961,-117.63565891473311
kaasne lisakulutusi riigieelarvele,0.0026714158504007,0.0062015503875968,-132.14470284237464
tulumaksuvaba maksususteemi tulumaksu,0.0311665182546749,0.0403100775193798,-29.337763012181806
untso missioonide liikmesusest,0.0017809439002671,0.0046511627906976,-161.16279069767634
valispoliitika valispoliitikas diplomaatia,0.0017809439002671,0.0046511627906976,-161.16279069767634
kandidaadi kandidaati kandidaat,0.0017809439002671,0.0046511627906976,-161.16279069767634
efsf esm kreekale,0.0373998219056099,0.0465116279069767,-24.36323366555938
objekti anu raua,0.0008904719501335,0.0031007751937984,-248.217054263588
missiooni missioonile missioon,0.0008904719501335,0.0031007751937984,-248.217054263588
nord stream streami,0.0008904719501335,0.0031007751937984,-248.217054263588
kandideerima ametikohale kandidaatide,0.0008904719501335,0.0031007751937984,-248.217054263588
valimiskomisjon proteste valimiskasti,0.0008904719501335,0.0031007751937984,-248.217054263588
deklaratsiooni deklaratsioone deklaratsioonis,0.0008904719501335,0.0031007751937984,-248.217054263588
iive sundimus iibe,0.0008904719501335,0.0031007751937984,-248.217054263588
vagivallale vihakone ohutamine,0.0044523597506678,0.0077519379844961,-74.10852713178451
majandusaasta koondaruanne raamatupidamise,0.0044523597506678,0.0077519379844961,-74.10852713178451
fie fuusilisest isikust,0.0097951914514692,0.013953488372093,-42.452431289641495
joustumine joustuma joustada,0.0124666073018699,0.0170542635658914,-36.79955703211559
arengufond arengufondi arengufondis,0.0026714158504007,0.0046511627906976,-74.10852713178096
direktiivi direktiiv ulevotmise,0.0026714158504007,0.0046511627906976,-74.10852713178096
psuhhiaatri alaealine psuhhiaatrilist,0.0026714158504007,0.0046511627906976,-74.10852713178096
keskkonnaameti uhendamine uhendamise,0.0026714158504007,0.0046511627906976,-74.10852713178096
arengukavad arengukavade pohialuste,0.0080142475512021,0.0108527131782945,-35.41774332471979
elamisluba elamisloa viisa,0.0017809439002671,0.0031007751937984,-74.10852713178424
kusimusena tahtsa tahtsusega,0.0017809439002671,0.0031007751937984,-74.10852713178424
estonian air airi,0.0017809439002671,0.0031007751937984,-74.10852713178424
oppelaenu sugava puudega,0.0017809439002671,0.0031007751937984,-74.10852713178424
uuring uuringut uuringu,0.0017809439002671,0.0031007751937984,-74.10852713178424
oigusriik oigusriigi oigusriigist,0.0017809439002671,0.0031007751937984,-74.10852713178424
id mobiil kaardi,0.0017809439002671,0.0031007751937984,-74.10852713178424
inimarengu aruanne aruandes,0.0089047195013357,0.0108527131782945,-21.875968992247344
oigusloome oigusloomes oiguspoliitika,0.0008904719501335,0.0015503875968992,-74.108527131794
liiklussurmade liikluses hukkunute,0.0008904719501335,0.0015503875968992,-74.108527131794
puude raskusastme puuet,0.0008904719501335,0.0015503875968992,-74.108527131794
jahimehed jahimeeste jahti,0.0008904719501335,0.0015503875968992,-74.108527131794
raamatukogu pimedate raamatukogude,0.0008904719501335,0.0015503875968992,-74.108527131794
mes maale maaelu,0.0008904719501335,0.0015503875968992,-74.108527131794
vanemahuvitist vanemahuvitise vanemahuvitis,0.0008904719501335,0.0015503875968992,-74.108527131794
haalte kandidaatidele haaletamisest,0.0008904719501335,0.0015503875968992,-74.108527131794
laari laar kandidatuuri,0.0008904719501335,0.0015503875968992,-74.108527131794
eripensioni valjateenitud staazi,0.0008904719501335,0.0015503875968992,-74.108527131794
korrata stenogrammist vabandan,0.0008904719501335,0.0015503875968992,-74.108527131794
vaikesaarte saarte pusiasustusega,0.0008904719501335,0.0015503875968992,-74.108527131794
kulukuse krediidi kiirlaenude,0.0008904719501335,0.0015503875968992,-74.108527131794
korteriuhistu korteriomanike korteriuhistute,0.0008904719501335,0.0015503875968992,-74.108527131794
rahvuse rahvust rahvusriik,0.0035618878005342,0.0046511627906976,-30.58139534883817
metsa metsade mets,0.0035618878005342,0.0046511627906976,-30.58139534883817
otsevalimise presidenti presidendi,0.0035618878005342,0.0046511627906976,-30.58139534883817
slovakkia ungari portugal,0.0080142475512021,0.0093023255813953,-16.07235142118856
prokuratuur prokuratuuri prokuror,0.0080142475512021,0.0093023255813953,-16.07235142118856
eelarvele kulude riigieelarvele,0.0053428317008014,0.0062015503875968,-16.07235142118732
alkoholi kange lahja,0.0053428317008014,0.0062015503875968,-16.07235142118732
kinnisasja maad maa,0.0186999109528049,0.0201550387596899,-7.781469176818394
muugimaksu muugimaks paadimaksu,0.0026714158504007,0.0031007751937984,-16.07235142118732
abielu kooselu samasooliste,0.0026714158504007,0.0031007751937984,-16.07235142118732
memorandumi moistmise memorandum,0.0026714158504007,0.0031007751937984,-16.07235142118732
virumaale virumaa toostusalade,0.0026714158504007,0.0031007751937984,-16.07235142118732
toonadalal istungid taiendaval,0.0133570792520035,0.013953488372093,-4.465116279070077
vabatahtlike komandode paasteameti,0.0044523597506678,0.0046511627906976,-4.465116279069357
aasia aasias saatkonna,0.0044523597506678,0.0046511627906976,-4.465116279069357
pensioni pension sammas,0.0097951914514692,0.0093023255813953,5.031712473572678
jaatmeid liigiti prugi,0.0017809439002671,0.0015503875968992,12.945736434107879
annetused annetusi annetuste,0.0017809439002671,0.0015503875968992,12.945736434107879
kantsler kantsleri riigisekretar,0.0017809439002671,0.0015503875968992,12.945736434107879
reklaami reklaam alkoholireklaam,0.0017809439002671,0.0015503875968992,12.945736434107879
rail trassi balticu,0.0017809439002671,0.0015503875968992,12.945736434107879
riigiabi komisjonilt loa,0.0017809439002671,0.0015503875968992,12.945736434107879
riigipalgaliste riigisektoris koondada,0.0035618878005342,0.0031007751937984,12.945736434107879
kandidaati kandidaat valituks,0.0035618878005342,0.0031007751937984,12.945736434107879
maavalitsuste maavalitsused maakonna,0.0035618878005342,0.0031007751937984,12.945736434107879
piima toorpiima toodangut,0.0053428317008014,0.0046511627906976,12.945736434109516
pensionitous pensionitousu pension,0.0071237756010685,0.0062015503875968,12.94573643410911
uliopilased uliopilastele uliopilaste,0.0186999109528049,0.0170542635658914,8.800295311923193
vallaga vald sauga,0.0080142475512021,0.0062015503875968,22.618432385875124
omandireformi tagastatud omandireform,0.0044523597506678,0.0031007751937984,30.35658914728709
kauguhendus avaksite ettekandjalt,0.0044523597506678,0.0031007751937984,30.35658914728709
konkurss konkursi konkurssi,0.0026714158504007,0.0015503875968992,41.96382428940634
kutsehariduse kutseharidus kutsehariduses,0.0026714158504007,0.0015503875968992,41.96382428940634
pensioniiga pensioniea eluiga,0.0026714158504007,0.0015503875968992,41.96382428940634
riigiloivude riigiloivud riigiloivu,0.0026714158504007,0.0015503875968992,41.96382428940634
uhistranspordi uhistransport uhistransporti,0.0026714158504007,0.0015503875968992,41.96382428940634
lasteaia lasteaias lasteaiakoha,0.0124666073018699,0.0093023255813953,25.382059800664297
eelarves riigieelarves reservist,0.0124666073018699,0.0093023255813953,25.382059800664297
opositsioonis koalitsiooni opositsiooni,0.0106856634016028,0.0077519379844961,27.454780361756992
soita jalakaija konniteel,0.0053428317008014,0.0031007751937984,41.96382428940634
oiglase virumaale ulemineku,0.0035618878005342,0.0015503875968992,56.47286821705394
poolte kokkuleppel huvitise,0.0035618878005342,0.0015503875968992,56.47286821705394
planeeringu keskkonnamoju keskkonnamojude,0.0035618878005342,0.0015503875968992,56.47286821705394
opositsiooni koalitsioonil opositsioonil,0.0035618878005342,0.0015503875968992,56.47286821705394
inflatsiooni inflatsioon hinnatous,0.0080142475512021,0.0046511627906976,41.96382428940635
noukogudesse ariuhingute noukogudes,0.0124666073018699,0.0077519379844961,37.81838316722011
